d18O (permil),year (AD),depth (cm)
-17.23,1994,NA
-11.98,1993,NA
-13.31,1992,NA
-14.64,1991,NA
-12.28,1990,NA
-10.52,1989,NA
-13.53,1988,NA
-13.78,1987,NA
-13.66,1986,NA
-13.32,1985,NA
-10.33,1984,NA
-15.45,1983,NA
-11.75,1982,NA
-11.45,1981,NA
-15.52,1980,NA
-13.32,1979,NA
-10.89,1978,NA
-12.95,1977,NA
-13.28,1976,NA
-12.99,1975,NA
-13.63,1974,NA
-12.26,1973,NA
-13.39,1972,NA
-14.69,1971,NA
-16.87,1970,NA
-14.39,1969,NA
-14.87,1968,NA
-11.94,1967,NA
-10.88,1966,NA
-13.09,1965,NA
-12.03,1964,NA
-16.55,1963,NA
-13.33,1962,NA
-17.48,1961,NA
-13.82,1960,NA
-11.58,1959,NA
-12.67,1958,NA
-14,1957,NA
-14.3,1956,NA
-13.47,1955,NA
-15.81,1954,NA
-16.51,1953,NA
-17.85,1952,NA
-14.64,1951,NA
-8.89,1950,NA
-11.73,1949,NA
-14.52,1948,NA
-13.26,1947,NA
-15.25,1946,NA
-13.78,1945,NA
-14.83,1944,NA
-14.43,1943,NA
-14.66,1942,NA
-11.71,1941,NA
-14.04,1940,NA
