d18O (permil),year (AD)
-5.284,1990
-5.114,1989.92
-5.333,1989.83
-5.365,1989.75
-5.237,1989.67
-5.3691,1989.58
-5.198,1989.5
-5.303,1989.42
-5.135,1989.33
-5.267,1989.25
-5.288,1989.17
-5.391,1989.08
-5.379,1989
-5.387,1988.92
-5.333,1988.83
-5.332,1988.75
-5.289,1988.67
-5.1421,1988.58
-5.012,1988.5
-5.039,1988.42
-5.193,1988.33
-5.104,1988.25
-5.252,1988.17
-5.35,1988.08
-5.476,1988
-5.159,1987.92
-5.141,1987.83
-5.051,1987.75
-5.047,1987.67
-4.6891,1987.58
-4.756,1987.5
-4.771,1987.42
-4.77,1987.33
-4.854,1987.25
-5.056,1987.17
-5.393,1987.08
-5.512,1987
-5.245,1986.92
-5.22,1986.83
-5.1,1986.75
-5.024,1986.67
-4.9691,1986.58
-4.869,1986.5
-4.857,1986.42
-4.868,1986.33
-5.124,1986.25
-5.338,1986.17
-5.227,1986.08
-5.42,1986
-5.276,1985.92
-5.13,1985.83
-5.029,1985.75
-4.985,1985.67
-4.9661,1985.58
-4.919,1985.5
-4.908,1985.42
-4.954,1985.33
-5.067,1985.25
-5.304,1985.17
-5.456,1985.08
-5.5,1985
-5.272,1984.92
-5.317,1984.83
-5.17,1984.75
-5.071,1984.67
-5.1481,1984.58
-5.19,1984.5
-5.11,1984.42
-5.086,1984.33
-5.034,1984.25
-4.981,1984.17
-5.172,1984.08
-5.423,1984
-5.299,1983.92
-5.22,1983.83
-5.181,1983.75
-5.086,1983.67
-5.0711,1983.58
-4.768,1983.5
-4.504,1983.42
-4.574,1983.33
-4.795,1983.25
-4.935,1983.17
-5.079,1983.08
-5.128,1983
-4.754,1982.92
-4.91,1982.83
-5.083,1982.75
-4.832,1982.67
-4.7531,1982.58
-4.687,1982.5
-4.701,1982.42
-4.814,1982.33
-4.631,1982.25
-4.843,1982.17
-5.307,1982.08
-5.448,1982
-5.38,1981.92
-5.324,1981.83
-5.158,1981.75
-5.165,1981.67
-5.0711,1981.58
-4.922,1981.5
-4.867,1981.42
-4.934,1981.33
-5.015,1981.25
-4.994,1981.17
-5.093,1981.08
-5.321,1981
