d18O (permil),year (AD),depth (cm)
-5.48,1998,0.7692307692
-5.42,1992.7961,1.520967858
-5.22,1989.5437,1.990798122
-5.23,1986.6165,2.413651138
-5.47,1983.3641,2.883481401
-6.09,1979.136,3.494257855
-5.3,1975.5583,4.011079812
-5.42,1971.6554,4.574879018
-4.78,1968.403,5.044709281
-4.33,1966.4515,5.326616107
-5.48,1964.8253,5.561531239
-5.69,1962.7456,5.861957385
-6.06,1961.8475,5.991693752
-5.91,1961.2059,6.213895775
-6.73,1960.4361,6.495794366
-6.06,1959.66634,6.77767831
-6.7,1958.76824,7.10656
-6.38,1957.68818,7.50207493
-5.64,1956.4145,7.963039906
-5.45,1954.77127,8.387348122
-5.39,1951.47917,8.744542091
-6.1,1947.08969,9.120409218
-4.9,1943.79759,9.402308708
-6.6,1941.05417,9.637225234
-3.35,1937.7621,9.919122154
-3.5,1932.8239,10.34197567
-3.16,1927.3371,10.8118053
-3.68,1923.4963,11.14068946
-3.95,1919.1068,11.5165583
-4.27,1914.1686,11.93941182
-4.36,1909.7792,12.31527209
-4.04,1905.9384,12.64415626
-4.59,1901.5489,13.0200251
-4.54,1896.6107,13.44287861
-4.37,1892.2213,13.81873889
-4.3,1888.9292,14.10063838
-4.46,1885.0884,14.42952254
-4.42,1879.6015,14.89936073
-4.56,1874.6634,15.32220569
-4.63,1870.8226,15.65108985
-4.83,1867.5305,15.93298934
-4.61,1860.3387,16.54881655
-4.9,1855.8944,16.92937786
-4.84,1849.969,17.4367644
-5.06,1844.042,17.94428795
-5.09,1839.598,18.32709898
-4.77,1834.413,18.68255998
-4.75,1829.228,19.03281621
-4.72,1824.784,19.33301654
-4.48,1820.34,19.63321686
-4.46,1815.155,19.9834731
-4.52,1809.407,20.42635503
-4.62,1804.483,20.9265304
-4.71,1799.558,21.42658281
-4.4,1795.127,21.87727722
-3.79,1790.203,22.37754368
-3.39,1785.771,22.82764151
-3.65,1780.847,23.32819942
-3.51,1775.43,23.86480652
-3.85,1769.815,24.29798262
-3.63,1764.628,24.69808123
-4.01,1761.08,25.34896131
-4.47,1759.8,25.69992377
-4.21,1758.337,26.09875139
-4.65,1756.874,26.37197396
-4.36,1755.101,26.6540384
-4.02,1752.907,27.00505903
-4.56,1750.712,27.35463974
-4.56,1748.831,27.62869735
-4.71,1746.29,27.97625082
-4.64,1744.095,28.27637755
-4.71,1741.534,28.62632122
-4.72,1738.243,29.0769877
-4.83,1735.682,29.42693138
-4.43,1733.487,29.72705811
-4.11,1730.926,30.07783495
