d18O (permil),year (AD),depth (cm)
5.44,1909,5
5.15,1773,12
5.39,1696,16
4.9,1619,20
4.71,1543,24
5.06,1467,28
5,1392,32
4.71,1317,36
5.2,1243,40
5.28,1169,44
5.3,1095,48
5.25,1022,52
5.28,949,56
5.73,877,60
6.23,805,64
5.48,734,68
5.58,663,72
5.69,592,76
6.43,522,80
5.31,178,100
4.62,111,104
4.84,44,108
5.48,-23,112
4.4,-89,116
3.63,-155,120
3.76,-220,124
4.2,-285,128
4.94,-350,132
4.69,-414,136
4.78,-477,140
5.03,-540,144
4.32,-603,148
4.38,-665,152
4.3,-727,156
4.51,-789,160
4.76,-970,172
3.66,-1030,176
3.34,-1089,180
3.12,-1148,184
3.13,-1206,188
3.63,-1264,192
3.28,-1321,196
3.53,-1379,200
3.82,-1435,204
4.13,-1491,208
4.25,-1547,212
3.83,-1602,216
3.81,-1657,220
4.19,-1712,224
4.09,-1766,228
4.2,-1819,232
4.37,-1872,236
4.83,-1925,240
5.8,-1977,244
3.52,-2029,248
