d18O (permil),year (AD)
-38.94,1997
-36.45,1996
-36.77,1995
-40.37,1994
-40.32,1993
-37.39,1992
-37,1991
-37.81,1990
-35.98,1989
-39.21,1988
-41.86,1987
-39.28,1986
-36.05,1985
-39.48,1984
-38.1,1983
-36.73,1982
-34.6,1981
-39.06,1980
-36.64,1979
-37.93,1978
-36.37,1977
-38.05,1976
-38.21,1975
-38.18,1974
-40.7,1973
-37.7,1972
-41.88,1971
-41.35,1970
-39.95,1969
-39.16,1968
-38.77,1967
-40.79,1966
-38.7,1965
-38.7,1964
-39.35,1963
-40.13,1962
-39.98,1961
-39.36,1960
-37.48,1959
-36.46,1958
NA,1957
NA,1956
NA,1955
NA,1954
NA,1953
NA,1952
NA,1951
NA,1950
NA,1949
NA,1948
NA,1947
NA,1946
NA,1945
NA,1944
NA,1943
NA,1942
NA,1941
NA,1940
NA,1939
NA,1938
NA,1937
NA,1936
NA,1935
NA,1934
NA,1933
NA,1932
NA,1931
NA,1930
NA,1929
NA,1928
NA,1927
NA,1926
NA,1925
NA,1924
NA,1923
NA,1922
NA,1921
