d18O (permil),year (AD),d18O (permil) [2-1],year (AD) [2-1],d18O (permil) [3-1],year (AD) [3-1]
NA,NA,-5.07,1528.958333,-5.14,1604.240385
NA,NA,-4.98,1528.847222,-5.07,1604.163462
NA,NA,-4.9,1528.736111,-5.15,1604.086538
NA,NA,-4.78,1528.625,-5.02,1604.009615
NA,NA,-4.87,1528.525,-5.07,1603.932692
NA,NA,-4.9,1528.425,-4.9,1603.855769
NA,NA,-4.97,1528.325,-5.01,1603.778846
NA,NA,-5.02,1528.225,-4.88,1603.701923
NA,NA,-5,1528.125,-4.97,1603.625
NA,NA,-4.99,1528.025,-4.94,1603.534091
NA,NA,-5,1527.925,-5.21,1603.443182
NA,NA,-4.94,1527.825,-5.02,1603.352273
NA,NA,-4.85,1527.725,-5.14,1603.261364
NA,NA,-4.68,1527.625,-5.23,1603.170455
NA,NA,-4.77,1527.534091,-5,1603.079545
NA,NA,-5.04,1527.443182,-4.94,1602.988636
NA,NA,-5.04,1527.352273,-4.8,1602.897727
NA,NA,-5.07,1527.261364,-4.62,1602.806818
NA,NA,-5.21,1527.170455,-4.56,1602.715909
NA,NA,-5.13,1527.079545,-4.7,1602.625
NA,NA,-5.13,1526.988636,-4.6,1602.548077
NA,NA,-5.08,1526.897727,-5.05,1602.471154
NA,NA,-4.84,1526.806818,-5.1,1602.394231
NA,NA,-4.95,1526.715909,-5.27,1602.317308
NA,NA,-4.93,1526.625,-5.11,1602.240385
NA,NA,-5.1,1526.525,-5.2,1602.163462
NA,NA,-5.19,1526.425,-4.97,1602.086538
NA,NA,-5.22,1526.325,-5.03,1602.009615
NA,NA,-5.26,1526.225,-4.92,1601.932692
NA,NA,-5.27,1526.125,-5,1601.855769
NA,NA,-5.3,1526.025,-4.88,1601.778846
NA,NA,-5.22,1525.925,-4.91,1601.701923
NA,NA,-5.02,1525.825,-4.96,1601.625
NA,NA,-5.02,1525.725,-4.89,1601.553571
NA,NA,-4.9,1525.625,-5.05,1601.482143
NA,NA,-4.97,1525.541667,-5.08,1601.410714
NA,NA,-5.05,1525.458333,-5.18,1601.339286
NA,NA,-5.15,1525.375,-5.26,1601.267857
NA,NA,-5.19,1525.291667,-5.13,1601.196429
NA,NA,-5.22,1525.208333,-5.19,1601.125
NA,NA,-5.24,1525.125,-5.25,1601.053571
NA,NA,-5.17,1525.041667,-5.27,1600.982143
NA,NA,-5.17,1524.958333,-5.17,1600.910714
NA,NA,-4.99,1524.875,-5.13,1600.839286
NA,NA,-4.86,1524.791667,-5.04,1600.767857
NA,NA,-4.74,1524.708333,-5.01,1600.696429
NA,NA,-4.76,1524.625,-4.87,1600.625
NA,NA,-4.85,1524.513889,-4.82,1600.566176
NA,NA,-4.87,1524.402778,-4.91,1600.507353
NA,NA,-4.95,1524.291667,-4.87,1600.448529
NA,NA,-5.02,1524.180556,-5.03,1600.389706
NA,NA,-5.12,1524.069444,-5.08,1600.330882
NA,NA,-5.13,1523.958333,-5.27,1600.272059
NA,NA,-4.84,1523.847222,-5.19,1600.213235
NA,NA,-4.69,1523.736111,-5.19,1600.154412
NA,NA,-4.54,1523.625,-5.24,1600.095588
NA,NA,-4.7,1523.513889,-5.26,1600.036765
NA,NA,-4.78,1523.402778,-4.96,1599.977941
NA,NA,-5.02,1523.291667,-4.83,1599.919118
NA,NA,-4.94,1523.180556,-5.05,1599.860294
NA,NA,-5.28,1523.069444,-4.94,1599.801471
NA,NA,-5.44,1522.958333,-4.85,1599.742647
NA,NA,-5.01,1522.847222,-4.82,1599.683824
NA,NA,-4.73,1522.736111,-4.91,1599.625
NA,NA,-4.64,1522.625,-4.97,1599.541667
NA,NA,-4.71,1522.541667,-5,1599.458333
NA,NA,-4.85,1522.458333,-5.21,1599.375
NA,NA,-4.94,1522.375,-5.27,1599.291667
NA,NA,-4.87,1522.291667,-5.2,1599.208333
NA,NA,-5.07,1522.208333,-5.11,1599.125
NA,NA,-4.91,1522.125,-4.98,1599.041667
NA,NA,-4.98,1522.041667,-5.07,1598.958333
NA,NA,-4.94,1521.958333,-4.97,1598.875
NA,NA,-4.91,1521.875,-5.01,1598.791667
NA,NA,-4.86,1521.791667,-4.89,1598.708333
NA,NA,-4.87,1521.708333,-5.07,1598.625
NA,NA,-4.73,1521.625,-5.03,1598.541667
NA,NA,-4.84,1521.5,-5.11,1598.458333
NA,NA,-4.88,1521.375,-5.17,1598.375
NA,NA,-4.94,1521.25,-5.17,1598.291667
NA,NA,-4.98,1521.125,-4.98,1598.208333
NA,NA,-5.12,1521,-5.09,1598.125
NA,NA,-5.13,1520.875,-5.15,1598.041667
NA,NA,-4.95,1520.75,-5.06,1597.958333
NA,NA,-4.94,1520.625,-5.08,1597.875
NA,NA,-4.89,1520.541667,-4.93,1597.791667
NA,NA,-4.87,1520.458333,-4.76,1597.708333
NA,NA,-4.81,1520.375,-4.8,1597.625
NA,NA,-4.92,1520.291667,-4.9,1597.534091
NA,NA,-5.01,1520.208333,-5.18,1597.443182
NA,NA,-5.2,1520.125,-5.21,1597.352273
NA,NA,-5.22,1520.041667,-5.08,1597.261364
NA,NA,-5.16,1519.958333,-5.15,1597.170455
NA,NA,-5.06,1519.875,-5.09,1597.079545
NA,NA,-5.17,1519.791667,-4.92,1596.988636
NA,NA,-4.9,1519.708333,-4.96,1596.897727
NA,NA,-5.02,1519.625,-5,1596.806818
NA,NA,-4.95,1519.534091,-5.09,1596.715909
NA,NA,-4.89,1519.443182,-5.03,1596.625
NA,NA,-4.98,1519.352273,-4.93,1596.541667
NA,NA,-4.87,1519.261364,-5.1,1596.458333
NA,NA,-4.94,1519.170455,-5.22,1596.375
NA,NA,-5.02,1519.079545,-5.27,1596.291667
NA,NA,-5,1518.988636,-5.08,1596.208333
NA,NA,-4.88,1518.897727,-5,1596.125
NA,NA,-4.96,1518.806818,-4.98,1596.041667
NA,NA,-4.79,1518.715909,-4.84,1595.958333
NA,NA,-4.82,1518.625,-4.96,1595.875
NA,NA,-4.83,1518.534091,-4.98,1595.791667
NA,NA,-4.87,1518.443182,-5.11,1595.708333
NA,NA,-4.95,1518.352273,-5.16,1595.625
NA,NA,-5.07,1518.261364,-5.23,1595.458333
NA,NA,-4.95,1518.170455,-5.02,1595.291667
NA,NA,-5.07,1518.079545,-4.87,1595.125
NA,NA,-5.06,1517.988636,-4.73,1594.958333
NA,NA,-5.07,1517.897727,-4.92,1594.791667
NA,NA,-5.05,1517.806818,-4.76,1594.625
NA,NA,-4.97,1517.715909,-4.82,1594.541667
NA,NA,-4.92,1517.625,-4.95,1594.458333
NA,NA,-4.95,1517.541667,-5.1,1594.375
NA,NA,-5.02,1517.458333,-5.05,1594.291667
NA,NA,-5.09,1517.375,-5.18,1594.208333
NA,NA,-5.14,1517.291667,-5.16,1594.125
NA,NA,-5.23,1517.208333,-5.12,1594.041667
NA,NA,-5.29,1517.125,-5.07,1593.958333
NA,NA,-5.29,1517.041667,-5.05,1593.875
NA,NA,-5.23,1516.958333,-5.03,1593.791667
NA,NA,-5.18,1516.875,-4.92,1593.708333
NA,NA,-5.07,1516.791667,-4.79,1593.625
NA,NA,-5.09,1516.708333,-4.74,1593.541667
NA,NA,-5.02,1516.625,-4.94,1593.458333
NA,NA,-5.23,1516.525,-4.83,1593.375
NA,NA,-5.37,1516.425,-5.17,1593.291667
NA,NA,-5.38,1516.325,-5.15,1593.208333
NA,NA,-5.24,1516.225,-5.14,1593.125
NA,NA,-5.24,1516.125,-5.13,1593.041667
NA,NA,-5.29,1516.025,-5.11,1592.958333
NA,NA,-5.28,1515.925,-5.07,1592.875
NA,NA,-5.14,1515.825,-4.92,1592.791667
NA,NA,-5.12,1515.725,-4.74,1592.708333
NA,NA,-5,1515.625,-4.65,1592.625
NA,NA,-5.06,1515.5,-4.85,1592.548077
NA,NA,-5.11,1515.375,-4.88,1592.471154
NA,NA,-5.18,1515.25,-5.09,1592.394231
NA,NA,-5.1,1515.125,-5.31,1592.317308
NA,NA,-5.07,1515,-5.19,1592.240385
NA,NA,-4.95,1514.875,-5.12,1592.163462
NA,NA,-4.85,1514.75,-5.14,1592.086538
NA,NA,-4.76,1514.625,-4.96,1592.009615
NA,NA,-5,1514.534091,-4.93,1591.932692
NA,NA,-5.13,1514.443182,-4.93,1591.855769
NA,NA,-5.26,1514.352273,-4.83,1591.778846
NA,NA,-5.08,1514.261364,-4.75,1591.701923
NA,NA,-5.03,1514.170455,-4.88,1591.625
NA,NA,-4.94,1514.079545,-4.98,1591.541667
NA,NA,-5.01,1513.988636,-5.13,1591.458333
NA,NA,-4.91,1513.897727,-5.05,1591.375
NA,NA,-4.89,1513.806818,-5.14,1591.291667
NA,NA,-4.99,1513.715909,-5.02,1591.208333
NA,NA,-5.01,1513.625,-5.04,1591.125
NA,NA,-5.03,1513.548077,-4.94,1591.041667
NA,NA,-4.98,1513.471154,-5.03,1590.958333
NA,NA,-5.13,1513.394231,-5.01,1590.875
NA,NA,-5.09,1513.317308,-4.92,1590.791667
NA,NA,-5.02,1513.240385,-4.83,1590.708333
NA,NA,-5.04,1513.163462,-4.76,1590.625
NA,NA,-5,1513.086538,-4.75,1590.541667
NA,NA,-5.13,1513.009615,-4.76,1590.458333
NA,NA,-5.36,1512.932692,-5.01,1590.375
NA,NA,-5.32,1512.855769,-5.12,1590.291667
NA,NA,-5.11,1512.778846,-5.06,1590.208333
NA,NA,-5.13,1512.701923,-5.16,1590.125
NA,NA,-5.03,1512.625,-5.21,1590.041667
NA,NA,-5.02,1512.513889,-5.14,1589.958333
NA,NA,-4.97,1512.402778,-4.93,1589.875
NA,NA,-5.06,1512.291667,-4.85,1589.791667
NA,NA,-5.06,1512.180556,-4.83,1589.708333
NA,NA,-5.06,1512.069444,-4.92,1589.625
NA,NA,-5.05,1511.958333,-4.94,1589.553571
NA,NA,-5.08,1511.847222,-4.94,1589.482143
NA,NA,-5.1,1511.736111,-5.05,1589.410714
NA,NA,-5.01,1511.625,-5.17,1589.339286
NA,NA,-5.07,1510.958333,-5.38,1589.267857
NA,NA,-4.93,1510.875,-5.21,1589.196429
NA,NA,-4.85,1510.791667,-5.07,1589.125
NA,NA,-4.87,1510.708333,-5.06,1589.053571
NA,NA,-5.03,1510.625,-5.03,1588.982143
NA,NA,-5.19,1510.525,-4.98,1588.910714
NA,NA,-5.21,1510.425,-4.94,1588.839286
NA,NA,-5.1,1510.325,-4.97,1588.767857
NA,NA,-5.14,1510.225,-4.88,1588.696429
NA,NA,-5.06,1510.125,-4.77,1588.625
NA,NA,-5.05,1510.025,-4.96,1588.548077
NA,NA,-5.08,1509.925,-5.1,1588.471154
NA,NA,-4.91,1509.825,-5.18,1588.394231
NA,NA,-4.98,1509.725,-5.37,1588.317308
NA,NA,-4.94,1509.625,-5.21,1588.240385
NA,NA,-5.08,1509.525,-5.15,1588.163462
NA,NA,-5.12,1509.425,-5.11,1588.086538
NA,NA,-5.08,1509.325,-5.01,1588.009615
NA,NA,-5.05,1509.225,-4.93,1587.932692
NA,NA,-5.19,1509.125,-4.95,1587.855769
NA,NA,-5.21,1509.025,-4.99,1587.778846
NA,NA,-5.12,1508.925,-4.88,1587.701923
NA,NA,-4.96,1508.825,-4.72,1587.625
NA,NA,-5,1508.725,-4.87,1587.548077
NA,NA,-4.81,1508.625,-5.02,1587.471154
NA,NA,-4.83,1508.534091,-5.08,1587.394231
NA,NA,-5.1,1508.443182,-5.15,1587.317308
NA,NA,-5.37,1508.352273,-5.2,1587.240385
NA,NA,-5.38,1508.261364,-5.21,1587.163462
NA,NA,-5.28,1508.170455,-5.18,1587.086538
NA,NA,-5.3,1508.079545,-5.15,1587.009615
NA,NA,-5.26,1507.988636,-4.96,1586.932692
NA,NA,-5.17,1507.897727,-5.02,1586.855769
NA,NA,-5.09,1507.806818,-4.98,1586.778846
NA,NA,-5.07,1507.715909,-4.85,1586.701923
NA,NA,-4.99,1507.625,-4.9,1586.625
NA,NA,-5.12,1507.534091,-4.84,1586.5625
NA,NA,-5.21,1507.443182,-5.06,1586.5
NA,NA,-5.16,1507.352273,-5.16,1586.4375
NA,NA,-5.16,1507.261364,-5.32,1586.375
NA,NA,-5.07,1507.170455,-5.31,1586.3125
NA,NA,-5.17,1507.079545,-5.14,1586.25
NA,NA,-5.1,1506.988636,-5.24,1586.1875
NA,NA,-4.91,1506.897727,-5.14,1586.125
NA,NA,-4.89,1506.806818,-5.15,1586.0625
NA,NA,-4.94,1506.715909,-4.95,1586
NA,NA,-5.04,1506.625,-4.91,1585.9375
NA,NA,-4.93,1506.541667,-5.07,1585.875
NA,NA,-5.04,1506.458333,-4.89,1585.8125
NA,NA,-5.2,1506.375,-4.97,1585.75
NA,NA,-5.22,1506.291667,-4.82,1585.6875
NA,NA,-5.1,1506.208333,-5.04,1585.625
NA,NA,-5.16,1506.125,-5.02,1585.548077
NA,NA,-5.17,1506.041667,-5.11,1585.471154
NA,NA,-5.12,1505.958333,-5.17,1585.394231
NA,NA,-5.12,1505.875,-5.17,1585.317308
NA,NA,-4.97,1505.791667,-4.97,1585.240385
NA,NA,-4.77,1505.708333,-5.23,1585.163462
NA,NA,-4.78,1505.625,-5.04,1585.086538
NA,NA,-4.81,1505.534091,-5.03,1585.009615
NA,NA,-5.01,1505.443182,-4.94,1584.932692
NA,NA,-5.19,1505.352273,-4.95,1584.855769
NA,NA,-5.17,1505.261364,-5.02,1584.778846
NA,NA,-5.18,1505.170455,-4.97,1584.701923
NA,NA,-5.11,1505.079545,-4.82,1584.625
NA,NA,-5.15,1504.988636,-4.98,1584.548077
NA,NA,-5.05,1504.897727,-5.17,1584.471154
NA,NA,-4.99,1504.806818,-5.26,1584.394231
NA,NA,-4.82,1504.715909,-5.16,1584.317308
NA,NA,-4.79,1504.625,-5.22,1584.240385
NA,NA,-4.99,1504.548077,-5.2,1584.163462
NA,NA,-5.1,1504.471154,-5.09,1584.086538
NA,NA,-5.26,1504.394231,-5.1,1584.009615
NA,NA,-5.29,1504.317308,-5.13,1583.932692
NA,NA,-5.25,1504.240385,-4.93,1583.855769
NA,NA,-5.26,1504.163462,-5.02,1583.778846
NA,NA,-5.21,1504.086538,-4.82,1583.701923
NA,NA,-5.33,1504.009615,-4.85,1583.625
NA,NA,-5.23,1503.932692,-4.89,1583.553571
NA,NA,-5.03,1503.855769,-5.07,1583.482143
NA,NA,-4.84,1503.778846,-5.1,1583.410714
NA,NA,-4.9,1503.701923,-5.25,1583.339286
NA,NA,-4.78,1503.625,-5.2,1583.267857
NA,NA,-4.88,1503.525,-5.14,1583.196429
NA,NA,-4.94,1503.425,-5.14,1583.125
NA,NA,-5,1503.325,-5.02,1583.053571
NA,NA,-4.97,1503.225,-4.9,1582.982143
NA,NA,-5.03,1503.125,-4.97,1582.910714
NA,NA,-5.03,1503.025,-4.81,1582.839286
NA,NA,-4.94,1502.925,-4.78,1582.767857
NA,NA,-4.86,1502.825,-4.91,1582.696429
NA,NA,-4.76,1502.725,-4.93,1582.625
NA,NA,-4.72,1502.625,-4.88,1582.534091
NA,NA,-4.69,1502.553571,-5.01,1582.443182
NA,NA,-4.74,1502.482143,-5.05,1582.352273
NA,NA,-4.89,1502.410714,-5.06,1582.261364
NA,NA,-4.96,1502.339286,-5.15,1582.170455
NA,NA,-4.97,1502.267857,-5.11,1582.079545
NA,NA,-4.97,1502.196429,-5.03,1581.988636
NA,NA,-5.01,1502.125,-5.02,1581.897727
NA,NA,-4.99,1502.053571,-4.85,1581.806818
NA,NA,-5.05,1501.982143,-4.84,1581.715909
NA,NA,-5.1,1501.910714,-4.9,1581.625
NA,NA,-5.02,1501.839286,-4.77,1581.548077
NA,NA,-5.02,1501.767857,-4.92,1581.471154
NA,NA,-4.87,1501.696429,-5.1,1581.394231
NA,NA,-4.78,1501.625,-5.22,1581.317308
NA,NA,-4.97,1501.553571,-5.21,1581.240385
NA,NA,-5,1501.482143,-5.21,1581.163462
NA,NA,-5.09,1501.410714,-5.09,1581.086538
NA,NA,-5.05,1501.339286,-5.31,1581.009615
NA,NA,-5.14,1501.267857,-5.08,1580.932692
NA,NA,-5.16,1501.196429,-5.11,1580.855769
NA,NA,-5.17,1501.125,-4.93,1580.778846
NA,NA,-5.16,1501.053571,-4.94,1580.701923
NA,NA,-5.08,1500.982143,-4.81,1580.625
NA,NA,-5.01,1500.910714,-5.02,1580.558333
NA,NA,-5.27,1500.839286,-4.96,1580.491667
NA,NA,-5.24,1500.767857,-5,1580.425
NA,NA,-5.19,1500.696429,-5.01,1580.358333
NA,NA,-5.05,1500.625,-5.13,1580.291667
NA,NA,-5.03,1500.548077,-5.08,1580.225
NA,NA,-5.1,1500.471154,-5.11,1580.158333
NA,NA,-5.36,1500.394231,-5.07,1580.091667
NA,NA,-5.37,1500.317308,-5.13,1580.025
NA,NA,-5.39,1500.240385,-4.91,1579.958333
NA,NA,-5.28,1500.163462,-4.97,1579.891667
NA,NA,-5.32,1500.086538,-5,1579.825
NA,NA,-5.22,1500.009615,-4.91,1579.758333
NA,NA,-5.22,1499.932692,-4.96,1579.691667
NA,NA,-5.13,1499.855769,-4.79,1579.625
NA,NA,-5.09,1499.778846,-4.89,1579.548077
NA,NA,-5.11,1499.701923,-4.88,1579.471154
NA,NA,-5.1,1499.625,-4.97,1579.394231
NA,NA,-5.2,1499.541667,-5.15,1579.317308
NA,NA,-5.22,1499.458333,-5.29,1579.240385
NA,NA,-5.35,1499.375,-5.19,1579.163462
NA,NA,-5.29,1499.291667,-5.05,1579.086538
NA,NA,-5.24,1499.208333,-4.93,1579.009615
NA,NA,-5.29,1499.125,-4.98,1578.932692
NA,NA,-5.23,1499.041667,-4.81,1578.855769
NA,NA,-5.18,1498.958333,-4.69,1578.778846
NA,NA,-5.25,1498.875,-4.52,1578.701923
NA,NA,-5.11,1498.791667,-4.36,1578.625
NA,NA,-4.73,1498.708333,-4.59,1578.548077
NA,NA,-4.73,1498.625,-4.68,1578.471154
NA,NA,-4.95,1498.513889,-4.93,1578.394231
NA,NA,-5.02,1498.402778,-4.99,1578.317308
NA,NA,-5.17,1498.291667,-5.02,1578.240385
NA,NA,-5.07,1498.069444,-5.08,1578.163462
NA,NA,-5.08,1497.958333,-4.95,1578.086538
NA,NA,-5.12,1497.847222,-4.86,1578.009615
NA,NA,-4.96,1497.736111,-4.93,1577.932692
NA,NA,-4.78,1497.534091,-4.88,1577.855769
NA,NA,-4.86,1497.443182,-4.87,1577.778846
NA,NA,-4.8,1497.352273,-4.78,1577.701923
NA,NA,-5.01,1497.261364,-4.59,1577.625
NA,NA,-4.95,1497.170455,-4.89,1577.558333
NA,NA,-4.98,1497.079545,-5.13,1577.491667
NA,NA,-4.94,1496.988636,-5.04,1577.425
NA,NA,-4.96,1496.897727,-5.04,1577.358333
NA,NA,-4.88,1496.806818,-5.03,1577.291667
NA,NA,-4.75,1496.715909,-5.17,1577.225
NA,NA,-4.75,1496.625,-5.25,1577.158333
NA,NA,-4.91,1496.548077,-5.19,1577.091667
NA,NA,-5.04,1496.471154,-4.94,1577.025
NA,NA,-5.24,1496.394231,-4.98,1576.958333
NA,NA,-5.21,1496.317308,-4.93,1576.891667
NA,NA,-5.21,1496.240385,-4.99,1576.825
NA,NA,-5.12,1496.163462,-5.02,1576.758333
NA,NA,-5.14,1496.086538,-4.98,1576.691667
NA,NA,-5.2,1496.009615,-5.12,1576.625
NA,NA,-5.13,1495.932692,-5.08,1576.548077
NA,NA,-5.05,1495.855769,-5.3,1576.471154
NA,NA,-5.11,1495.778846,-5.32,1576.394231
NA,NA,-5.09,1495.701923,-5.14,1576.317308
NA,NA,-5.12,1495.625,-5.23,1576.240385
NA,NA,-5.13,1495.534091,-5.21,1576.163462
NA,NA,-5.31,1495.443182,-5.04,1576.086538
NA,NA,-5.28,1495.352273,-5.05,1576.009615
NA,NA,-5.28,1495.261364,-5.12,1575.932692
NA,NA,-5.19,1495.170455,-5.12,1575.855769
NA,NA,-5.21,1495.079545,-4.98,1575.778846
NA,NA,-5.35,1494.988636,-4.87,1575.701923
NA,NA,-5.19,1494.897727,-4.87,1575.625
NA,NA,-5.06,1494.806818,-4.86,1575.548077
NA,NA,-4.97,1494.715909,-4.97,1575.471154
NA,NA,-4.95,1494.625,-5.23,1575.394231
NA,NA,-5.08,1494.534091,-5.29,1575.317308
NA,NA,-5.31,1494.443182,-5.41,1575.240385
NA,NA,-5.35,1494.352273,-5.22,1575.163462
NA,NA,-5.27,1494.261364,-5.2,1575.086538
NA,NA,-5.21,1494.170455,-5.19,1575.009615
NA,NA,-5.27,1494.079545,-5.19,1574.932692
NA,NA,-5.14,1493.988636,-4.98,1574.855769
NA,NA,-5.13,1493.897727,-4.99,1574.778846
NA,NA,-5.14,1493.806818,-4.85,1574.701923
NA,NA,-4.89,1493.715909,-4.95,1574.625
NA,NA,-5.08,1493.625,-5,1574.534091
NA,NA,-5.14,1493.541667,-5.23,1574.443182
NA,NA,-5.24,1493.458333,-5.34,1574.352273
NA,NA,-5.15,1493.375,-5.39,1574.261364
NA,NA,-5.25,1493.291667,-5.4,1574.170455
NA,NA,-5.31,1493.208333,-5.41,1574.079545
NA,NA,-5.25,1493.125,-5.28,1573.988636
NA,NA,-5.29,1493.041667,-5.15,1573.897727
NA,NA,-5.21,1492.958333,-5.19,1573.806818
NA,NA,-5.06,1492.875,-5.1,1573.715909
NA,NA,-4.88,1492.791667,-5.03,1573.625
NA,NA,-5.04,1492.708333,-5.05,1573.558333
NA,NA,-4.94,1492.625,-5.1,1573.491667
NA,NA,-5.11,1492.525,-5.23,1573.425
NA,NA,-5.39,1492.425,-5.16,1573.358333
NA,NA,-5.23,1492.325,-5.24,1573.291667
NA,NA,-5.19,1492.225,-5.35,1573.225
NA,NA,-5.28,1492.125,-5.37,1573.158333
NA,NA,-5.25,1492.025,-5.33,1573.091667
NA,NA,-5.16,1491.925,-5.24,1573.025
NA,NA,-5.01,1491.825,-5.16,1572.958333
NA,NA,-4.79,1491.725,-5.17,1572.891667
NA,NA,-4.84,1491.625,-5.16,1572.825
NA,NA,-4.97,1491.553571,-5.04,1572.758333
NA,NA,-5.03,1491.482143,-5.06,1572.691667
NA,NA,-5.02,1491.410714,-5.02,1572.625
NA,NA,-5.19,1491.339286,-5.08,1572.541667
NA,NA,-5.01,1491.267857,-5.2,1572.458333
NA,NA,-5.12,1491.196429,-5.32,1572.375
NA,NA,-5.29,1491.125,-5.17,1572.291667
NA,NA,-5.28,1491.053571,-5.21,1572.208333
NA,NA,-5.16,1490.982143,-5.29,1572.125
NA,NA,-5.33,1490.910714,-5.13,1572.041667
NA,NA,-5.17,1490.839286,-5.17,1571.958333
NA,NA,-5.07,1490.767857,-5.02,1571.875
NA,NA,-5,1490.696429,-4.77,1571.791667
NA,NA,-4.82,1490.625,-4.77,1571.708333
NA,NA,-4.98,1490.482143,-4.65,1571.625
NA,NA,-5.02,1490.339286,-4.69,1571.541667
NA,NA,-4.97,1490.196429,-4.73,1571.458333
NA,NA,-5.19,1490.053571,-4.83,1571.375
NA,NA,-5.16,1489.910714,-5.07,1571.291667
NA,NA,-4.95,1489.767857,-5.22,1571.208333
NA,NA,-4.97,1489.625,-5.25,1571.125
NA,NA,-4.89,1489.541667,-5.21,1571.041667
NA,NA,-5.04,1489.458333,-4.85,1570.958333
NA,NA,-5.04,1489.375,-4.77,1570.875
NA,NA,-5.11,1489.291667,-4.66,1570.791667
NA,NA,-5.11,1489.208333,-4.64,1570.708333
NA,NA,-4.99,1489.125,-4.56,1570.625
NA,NA,-5.01,1489.041667,-4.54,1570.548077
NA,NA,-4.98,1488.958333,-4.9,1570.471154
NA,NA,-4.95,1488.875,-5,1570.394231
NA,NA,-4.93,1488.791667,-5.17,1570.317308
NA,NA,-4.61,1488.708333,-5.12,1570.240385
NA,NA,-4.75,1488.625,-5.15,1570.163462
NA,NA,-4.69,1488.513889,-5.11,1570.086538
NA,NA,-4.92,1488.402778,-5.01,1570.009615
NA,NA,-4.91,1488.291667,-4.86,1569.932692
NA,NA,-4.97,1488.180556,-5.07,1569.855769
NA,NA,-4.9,1488.069444,-4.91,1569.778846
NA,NA,-4.89,1487.958333,-4.92,1569.701923
NA,NA,-4.67,1487.847222,-5.02,1569.625
NA,NA,-4.63,1487.736111,-5.12,1569.525
NA,NA,-4.47,1487.625,-5.09,1569.425
NA,NA,-4.78,1487.513889,-5.2,1569.325
NA,NA,-4.82,1487.402778,-5.22,1569.225
NA,NA,-5.1,1487.291667,-5.29,1569.125
NA,NA,-5.08,1487.180556,-5.18,1569.025
NA,NA,-5.02,1487.069444,-5.08,1568.925
NA,NA,-4.97,1486.958333,-5.18,1568.825
NA,NA,-4.97,1486.847222,-4.98,1568.725
NA,NA,-4.96,1486.736111,-5,1568.625
NA,NA,-4.64,1486.625,-5.04,1568.572368
NA,NA,-4.81,1486.525,-4.92,1568.519737
NA,NA,-4.99,1486.425,-4.94,1568.467105
NA,NA,-5.19,1486.325,-5,1568.414474
NA,NA,-5.19,1486.225,-5.23,1568.361842
NA,NA,-5.18,1486.125,-5.15,1568.309211
NA,NA,-5.14,1486.025,-5.34,1568.256579
NA,NA,-5.12,1485.925,-5.37,1568.203947
NA,NA,-5.09,1485.825,-5.42,1568.151316
NA,NA,-4.89,1485.725,-5.33,1568.098684
NA,NA,-4.76,1485.625,-5.38,1568.046053
NA,NA,-5.02,1485.541667,-5.29,1567.993421
NA,NA,-5.16,1485.458333,-5.31,1567.940789
NA,NA,-5.25,1485.375,-5.15,1567.888158
NA,NA,-5.22,1485.291667,-5.19,1567.835526
NA,NA,-5.16,1485.208333,-5.07,1567.782895
NA,NA,-4.94,1485.125,-5.1,1567.730263
NA,NA,-5.02,1485.041667,-4.93,1567.677632
NA,NA,-4.97,1484.958333,-5.14,1567.625
NA,NA,-4.92,1484.875,-4.96,1567.553571
NA,NA,-4.91,1484.791667,-5.11,1567.482143
NA,NA,-4.96,1484.708333,-5.29,1567.410714
NA,NA,-5,1484.625,-5.42,1567.339286
NA,NA,-5.03,1484.553571,-5.32,1567.267857
NA,NA,-4.96,1484.482143,-5.43,1567.196429
NA,NA,-4.94,1484.410714,-5.32,1567.125
NA,NA,-5.02,1484.339286,-5.31,1567.053571
NA,NA,-4.99,1484.267857,-5.24,1566.982143
NA,NA,-4.99,1484.196429,-5.18,1566.910714
NA,NA,-4.96,1484.125,-5.09,1566.839286
NA,NA,-4.9,1484.053571,-5.11,1566.767857
NA,NA,-5.03,1483.982143,-5.03,1566.696429
NA,NA,-4.92,1483.910714,-5.05,1566.625
NA,NA,-4.99,1483.839286,-5.08,1566.5625
NA,NA,-4.97,1483.767857,-5.19,1566.5
NA,NA,-4.95,1483.696429,-5.35,1566.4375
NA,NA,-4.82,1483.625,-5.33,1566.375
NA,NA,-4.95,1483.525,-5.31,1566.3125
NA,NA,-5.17,1483.425,-5.21,1566.25
NA,NA,-5.08,1483.325,-5.22,1566.1875
NA,NA,-5.04,1483.225,-5.2,1566.125
NA,NA,-4.94,1483.125,-5.11,1566.0625
NA,NA,-5.15,1483.025,-5.21,1566
NA,NA,-5,1482.925,-5.18,1565.9375
NA,NA,-5,1482.825,-5.07,1565.875
NA,NA,-4.89,1482.725,-5.04,1565.8125
NA,NA,-4.7,1482.625,-4.92,1565.75
NA,NA,-4.76,1482.534091,-4.91,1565.6875
NA,NA,-4.94,1482.443182,-4.98,1565.625
NA,NA,-4.97,1482.352273,-5.02,1565.534091
NA,NA,-5.11,1482.261364,-5.14,1565.443182
NA,NA,-5.15,1482.170455,-5.31,1565.352273
NA,NA,-5.01,1482.079545,-5.38,1565.261364
NA,NA,-4.94,1481.988636,-5.5,1565.170455
NA,NA,-4.98,1481.897727,-5.29,1565.079545
NA,NA,-4.95,1481.806818,-5.13,1564.988636
