d18O (permil),year (AD),depth (cm)
-20.19420692,1822,2
-18.26559623,1778,5
-19.17064534,1735,8
-20.57042056,1690,11
-18.12720091,1646,14
-19.56733379,1601,17
-18.20006272,1556,20
-19.60670703,1510,23
-19.15261384,1465,26
-17.5484424,1418,29
-17.35701117,1372,32
-16.75987977,1325,35
-19.41171457,1278,38
-17.66373944,1230,41
-16.29296835,1183,44
-14.79196457,1134,47
-15.61383689,1086,50
-15.53632491,1037,53
-13.84661933,988,56
-15.34799913,939,59
-16.52786037,889,62
-15.75332653,839,65
-15.53750942,788,68
-16.5485597,686,74
-12.76768019,583,80
-17.18176001,531,83
-15.31836433,479,86
-15.6754811,426,89
-14.04226533,373,92
-13.95448809,319,95
-15.71218863,266,98
-16.10335683,212,101
-14.04217449,157,104
-15.499127,102,107
-12.21091989,47,110
-14.14595379,-9,113
-13.62592321,-65,116
-15.1204183,-121,119
-15.01082128,-177,122
-13.87794262,-234,125
-13.17577926,-291,128
-13.73689352,-348,131
-15.32979341,-406,134
-13.06418583,-464,137
-12.98944468,-522,140
-13.88437957,-581,143
-14.17901348,-640,146
-13.12836813,-699,149
-15.13560531,-759,152
-14.1389617,-819,155
-13.83003284,-879,158
-14.31117119,-940,161
-15.16899867,-1001,164
-15.49629304,-1062,167
-14.18658842,-1124,170
-11.94403622,-1186,173
-13.55091156,-1248,176
-13.67053894,-1311,179
-12.69554745,-1374,182
-14.55253219,-1437,185
-14.21720976,-1501,188
-12.50570411,-1565,191
-12.52381806,-1629,194
-13.53752351,-1694,197
-13.31136378,-1759,200
-12.44144315,-1824,203
-14.46660192,-1889,206
-10.63444685,-1955,209
-14.96276572,-2022,212
-13.62394546,-2088,215
-13.22132161,-2155,218
-13.94042238,-2222,221
-11.69375388,-2290,224
-13.59065665,-2358,227
-14.15744219,-2426,230
-14.07599596,-2495,233
-12.91684781,-2633,239
-13.09827655,-2702,242
-13.04972978,-2772,245
-13.74227556,-2842,248
-13.24520319,-2913,251
-13.1205884,-2984,254
-11.67380172,-3127,260
-13.46361042,-3198,263
-13.86636742,-3343,269
-11.19585474,-3416,272
-11.50078133,-3489,275
-13.23697541,-3563,278
-11.89062508,-3636,281
-11.86959622,-3711,284
-13.96489353,-3785,287
-13.19705503,-3860,290
-13.02547357,-3935,293
-12.34739985,-4011,296
-13.11880115,-4086,299
-12.32738868,-4316,308
-14.14107861,-4393,311
-12.6078665,-4470,314
-12.69506329,-4548,317
-12.91621099,-4626,320
-13.1603942,-4705,323
-13.54708854,-4784,326
-14.83866198,-4863,329
-12.68585256,-4942,332
-14.15310922,-5022,335
-12.76710989,-5102,338
-10.16181471,-5182,341
-12.65829271,-5263,344
-12.82292473,-5344,347
-15.67012319,-5426,350
-13.22250046,-5507,353
-14.86544981,-5589,356
-12.69540864,-5672,359
-14.6104235,-5755,362
-15.05463179,-5838,365
-12.11331567,-5921,368
-13.21237446,-6005,371
-13.8113339,-6089,374
-16.66315893,-6173,377
-16.38332282,-6258,380
-16.06523729,-6343,383
-15.91027503,-6428,386
-16.08700999,-6514,389
-14.93307437,-6600,392
-16.4955169,-6686,395
-15.83360784,-6773,398
-15.49467833,-6860,401
-13.74216321,-6947,404
-15.83600671,-7035,407
-14.62430208,-7123,410
-13.94659092,-7211,413
-13.45167837,-7300,416
-12.6398736,-7389,419
-12.40143385,-7478,422
-13.17711276,-7568,425
-13.44913599,-7658,428
-14.16105508,-7748,431
-14.72593611,-7839,434
-14.85859375,-7930,437
