d18O (permil),year (AD),depth (cm)
0.29,2004,0
-0.75,1992,1
0.36,1981,2
-0.03,1970,3
1.29,1959,4
1.65,1947,5
1.81,1936,6
0.01,1926,7
1.35,1915,8
0.26,1904,9
1.8,1894,10
1.42,1883,11
0.55,1873,12
-0.22,1863,13
0.86,1853,14
0.61,1843,15
0.27,1824,17
0.68,1814,18
0.31,1804,19
1.32,1795,20
0.16,1786,21
0.43,1776,22
-0.9,1767,23
-0.61,1758,24
-0.36,1749,25
0.31,1741,26
0.05,1732,27
-0.72,1723,28
-0.09,1715,29
-0.33,1706,30
-0.88,1698,31
0.11,1690,32
0.55,1681,33
-0.71,1677,33.5
-0.25,1673,34
-0.91,1665,35
0.02,1661,35.5
-0.68,1657,36
-0.47,1653,36.5
-0.12,1650,37
-1.06,1646,37.5
-0.15,1642,38
-0.76,1638,38.5
-0.87,1634,39
-0.18,1630,39.5
-0.59,1626,40
-0.02,1623,40.5
-0.23,1619,41
-1.46,1615,41.5
-1.29,1611,42
-0.37,1608,42.5
0.04,1604,43
0.37,1600,43.5
-1.09,1597,44
-1.83,1593,44.5
-1.57,1590,45
-0.13,1586,45.5
-0.57,1582,46
-0.31,1579,46.5
-0.16,1572,47.5
-0.28,1568,48
-0.87,1565,48.5
-0.82,1561,49
-0.09,1551,50.5
-0.19,1548,51
-1.37,1544,51.5
-1.52,1541,52
-1.78,1534,53
-1.8,1531,53.5
-1.98,1521,55
-1.16,1518,55.5
-1.06,1514,56
-1.24,1489,60
-0.67,1486,60.5
-1.67,1483,61
-1.69,1458,65
-1.34,1455,65.5
-1.25,1452,66
-1.41,1446,67
-1.71,1443,67.5
-1.83,1440,68
-1.29,1437,68.5
-1.19,1432,69.5
-1.39,1429,70
-0.72,1426,70.5
-0.56,1423,71
-0.84,1420,71.5
-0.78,1417,72
-0.53,1414,72.5
-0.18,1411,73
-0.4,1409,73.5
-0.54,1406,74
-0.58,1403,74.5
-0.8,1400,75
-0.18,1397,75.5
-0.4,1395,76
-0.48,1392,76.5
0.04,1389,77
-0.86,1386,77.5
-0.73,1383,78
-1.21,1381,78.5
-0.17,1378,79
-0.63,1375,79.5
-0.58,1372,80
-0.37,1370,80.5
-0.17,1367,81
-0.63,1364,81.5
-0.99,1362,82
-0.45,1359,82.5
-1.02,1356,83
-0.84,1354,83.5
-0.37,1351,84
-0.9,1348,84.5
-0.18,1346,85
-0.49,1343,85.5
-0.91,1340,86
-1.17,1338,86.5
-0.84,1335,87
-0.99,1332,87.5
-0.54,1330,88
-0.13,1327,88.5
-1.16,1325,89
-0.13,1322,89.5
-0.86,1319,90
-0.43,1317,90.5
-0.5,1314,91
-0.65,1311,91.5
-1.07,1309,92
-0.95,1304,93
-0.8,1301,93.5
-0.26,1299,94
-0.81,1293,95
-0.76,1291,95.5
-0.07,1288,96
-1.62,1268,100
-1.34,1265,100.5
-1.54,1263,101
-2.83,1242,105
-1.94,1240,105.5
-1.56,1237,106
-2.15,1217,110
-1.9,1214,110.5
-2.17,1212,111
-1.92,1191,115
-2.75,1189,115.5
-1.95,1186,116
-2.27,1168,119.5
-1.74,1165,120
-1.76,1163,120.5
-1.73,1160,121
-1.88,1157,121.5
-2.68,1155,122
-2.6,1152,122.5
-2.15,1149,123
-1.97,1147,123.5
-2.12,1144,124
-2.29,1141,124.5
-1.71,1139,125
-1.73,1136,125.5
-2.08,1133,126
-1.97,1131,126.5
-1.95,1128,127
-2.49,1125,127.5
-1.95,1123,128
-2.11,1120,128.5
-2.33,1117,129
-2.22,1114,129.5
-1.83,1112,130
-1.9,1109,130.5
-1.51,1106,131
-3.46,1103,131.5
-2.86,1101,132
-2.22,1098,132.5
-1.62,1095,133
-2.38,1092,133.5
-1.77,1089,134
-2,1084,135
-1.75,1081,135.5
-1.71,1078,136
-2.26,1075,136.5
-1.82,1072,137
-1.71,1070,137.5
-1.72,1067,138
-2.25,1064,138.5
-1.82,1061,139
-1.82,1058,139.5
-1.31,1055,140
-0.66,1052,140.5
-0.56,1049,141
-1.5,1046,141.5
-2.09,1043,142
-1.13,1040,142.5
-1.33,1037,143
-1.06,1034,143.5
-1.29,1031,144
-1.01,1028,144.5
