year (AD),d18O (permil)
1801,19.66
1802,19.82
1803,22.89
1804,23.55
1805,20.77
1806,19.47
1807,22.2
1808,22.16
1809,20.69
1810,21.27
1811,22
1812,22.57
1813,26.53
1814,23.51
1815,21.49
1816,21.79
1817,20.7
1818,21.52
1819,21.53
1820,20.12
1821,22.85
1822,20.1
1823,20.43
1824,22.61
1825,22.86
1826,20.43
1827,21.83
1828,21.99
1829,20.65
1830,20.88
1831,22.39
1832,20.58
1833,24.02
1834,21.45
1835,20.36
1836,22.15
1837,23.63
1838,21.6
1839,21.22
1840,21.57
1841,22.97
1842,23.07
1843,21.93
1844,23.33
1845,23.37
1846,22.12
1847,21.49
1848,22.47
1849,22.38
1850,21.92
1851,22.12
1852,21.67
1853,22.6
1854,21.33
1855,20.49
1856,19.77
1857,20.6
1858,22.73
1859,23.2
1860,23.12
1861,21.59
1862,20.26
1863,21.02
1864,22.95
1865,23.69
1866,23.47
1867,21.04
1868,22.23
1869,24.61
1870,21.27
1871,19.46
1872,21.74
1873,23.11
1874,21.49
1875,21
1876,23.19
1877,23.61
1878,21.22
1879,21
1880,22.14
1881,20.42
1882,22.4
1883,22.38
1884,23.08
1885,21.79
1886,21.17
1887,20.87
1888,22.44
1889,21.75
1890,21.34
1891,22.31
1892,22.67
1893,20.71
1894,20.15
1895,21.13
1896,23.01
1897,22.95
1898,21.98
1899,22.52
1900,22.65
1901,22.5
1902,22.72
1903,23.29
1904,21.24
1905,21.36
1906,22.62
1907,22.94
1908,23.23
1909,20.93
1910,20.25
1911,21.27
1912,22.37
1913,21.42
1914,21.73
1915,23.36
1916,22.14
1917,19.68
1918,22.78
1919,22.01
1920,23.45
1921,23.55
1922,20.38
1923,21.97
1924,23.64
1925,21.5
1926,22.1
1927,21.95
1928,22.22
1929,22.42
1930,23.17
1931,22.8
1932,23.29
1933,21.1
1934,22.06
1935,22.59
1936,22
1937,22.25
1938,21.34
1939,22.86
1940,23.08
1941,25.12
1942,22.55
1943,21.99
1944,21.56
1945,22.76
1946,22
1947,22.89
1948,22.13
1949,22.24
1950,22.6
1951,24.36
1952,23.8
1953,24.11
1954,24.24
1955,22.67
1956,21.99
1957,23.37
1958,24.56
1959,22.69
1960,22.64
1961,22
1962,21.37
1963,22.55
1964,21.67
1965,23.65
1966,24.62
1967,22.86
1968,22.25
1969,22.66
1970,22.23
1971,20.87
1972,25.02
1973,23.95
1974,22.45
1975,22.04
1976,22.38
1977,22.74
1978,21.76
1979,23.38
1980,22.21
1981,21.96
1982,24.05
1983,22.85
1984,21.72
1985,23.02
1986,21.91
1987,25.08
1988,23.83
1989,22.42
1990,22.35
1991,23.16
1992,23.63
1993,24.57
1994,23.01
1995,23.11
1996,23.45
1997,22.7
1998,23.9
1999,23.93
2000,22.71
