d18O (permil),year (AD),depth (cm)
-4.55,1962.08,11.5
-4.69,1959.62,12.5
-4.62,1956.89,13.5
-4.58,1953.41,14.5
-4.47,1949.66,15.5
-4.96,1946.53,16.5
-5.08,1943.91,17.5
-5.14,1941.63,18.5
-4.88,1940.03,19.5
-4.86,1939.95,20.5
-4.62,1938.42,21.5
-4.66,1937.57,22.5
-4.81,1936.72,23.5
-4.88,1935.57,24.5
-4.7,1933.42,25.5
-4.68,1930.03,26.5
-4.85,1926.9,27.5
-4.68,1923.24,28.5
-4.93,1919.92,29.5
-4.9,1917.24,30.5
-4.72,1914.32,31.5
-4.85,1910.87,32.5
-4.91,1907.35,33.5
-4.65,1904.7,34.5
-4.52,1902.7,35.5
-4.92,1900.19,36.5
-5.11,1897.09,37.5
-5.16,1893.83,38.5
-5.07,1890.5,39.5
-5.17,1887.31,40.5
-5.08,1884.59,41.5
-4.85,1882.11,42.5
-4.81,1879.16,43.5
-4.97,1875.83,44.5
-5.1,1869.61,45.5
-4.77,1864.91,46.5
-4.95,1860.63,47.5
-4.98,1855.57,48.5
-5.13,1850.05,49.5
-5.32,1846.97,50.5
-5,1843.41,51.5
-4.9,1838.69,52.5
-4.65,1833.73,53.5
-5.03,1829.84,54.5
-5,1826.89,55.5
-4.76,1824.31,56.5
-4.79,1821.93,57.5
-5.15,1819.12,58.5
-4.96,1816.08,59.5
-4.75,1813.62,60.5
-4.63,1811.54,61.5
-4.88,1809.41,62.5
-4.79,1807.24,63.5
-4.85,1804.66,64.5
-4.86,1801.68,65.5
-4.89,1799.44,66.5
-4.72,1797.92,67.5
-4.75,1796.41,68.5
-4.49,1794,69.5
-4.43,1791.71,70.5
-4.53,1789.41,71.5
-5.07,1787.12,72.5
-5.22,1784.83,73.5
-5.37,1782.54,74.5
-4.9,1780.24,75.5
-4.83,1777.95,76.5
-4.5,1775.66,77.5
-4.53,1773.37,78.5
-4.69,1771.07,79.5
-4.44,1768.78,80.5
-4.74,1766.49,81.5
-4.67,1764.2,82.5
-4.75,1761.9,83.5
-4.79,1759.61,84.5
-5.1,1757.32,85.5
-4.95,1755.02,86.5
-4.67,1752.73,87.5
-4.71,1750.44,88.5
-4.96,1748.15,89.5
-5.06,1745.85,90.5
-5.02,1743.56,91.5
-5.19,1741.27,92.5
-5.12,1738.98,93.5
-4.76,1736.68,94.5
-4.47,1734.39,95.5
-4.54,1732.1,96.5
-4.83,1729.8,97.5
-4.83,1727.51,98.5
-4.92,1725.22,99.5
-4.91,1722.93,100.5
-4.88,1720.63,101.5
-5.35,1718.34,102.5
-4.5,1716.05,103.5
-4.52,1713.76,104.5
-4.8,1711.46,105.5
-4.9,1709.17,106.5
-4.56,1706.88,107.5
-4.62,1704.59,108.5
-4.54,1702.29,109.5
-4.46,1700,110.5
-4.6,1697.71,111.5
-4.76,1695.41,112.5
-4.58,1693.12,113.5
-4.66,1690.83,114.5
-4.92,1688.54,115.5
-4.35,1180.91,11.5
-4.97,1144.55,21.5
-4.54,1108.18,31.5
-4.47,1071.82,41.5
-4.58,1035.45,51.5
-4.48,999.09,61.5
-4.2,962.73,71.5
-4.28,926.36,81.5
-4.67,890,91.5
-4.44,853.64,101.5
-4.51,779.09,122
-4.68,733.75,132
-4.7,656.56,141.5
-4.49,575.31,151.5
-4.65,494.06,161.5
-4.71,396.56,173.5
-4.33,315.31,183.5
-4.42,234.06,193.5
-4.38,152.81,203.5
-4.5,-9.69,223.5
-4.58,-90.94,233.5
-4.42,-172.19,243.5
-4.26,-253.44,253.5
-4.49,-334.69,263.5
-4.33,-399.69,271.5
-4.51,-480.94,281.5
-4.65,-570.02,291.5
-4.34,-703.49,301.5
-4.46,-957.09,320.5
-4.31,-1090.56,330.5
-4.22,-1224.03,340.5
-4.62,-1357.5,350.5
-4.1,-1490.98,360.5
-4.05,-1637.8,371.5
-4.44,-1771.27,381.5
-4.32,-1904.74,391.5
-4.28,-2038.21,401.5
-4.08,-2171.68,411.5
-4.27,-2305.15,421.5
-4.47,-2438.63,431.5
-4.17,-2572.1,441.5
-4.4,-2705.57,451.5
-4.56,-2839.04,461.5
-4.23,-2963.3,471.5
-4.38,-3089.68,481.5
-4.33,-3216.06,491.5
-4.16,-3340,501.5
-4.21,-3350.77,502.5
-4.3,-3361.54,503.5
-4.26,-3372.31,504.5
-4.47,-3383.08,505.5
-4.35,-3393.85,506.5
-4.47,-3404.62,507.5
-4.54,-3415.38,508.5
-4.58,-3426.15,509.5
-4.5,-3447.69,511.5
-4.48,-3458.46,512.5
-4.31,-3469.23,513.5
-3.8,-3480,514.5
-4.51,-3495,515.5
-4.65,-3510,516.5
-4.41,-3525,517.5
-4.34,-3540,518.5
-4.42,-3555,519.5
-4.53,-3585,521.5
-4.58,-3600,522.5
-4.47,-3615,523.5
-4.29,-3630,524.5
-4.07,-3645,525.5
-4.5,-3660,526.5
-4.29,-3675,527.5
-4.17,-3690,528.5
-4.43,-3705,529.5
-4.31,-3735,531.5
-4.22,-3750,532.5
-4.28,-3765,533.5
-4.1,-3780,534.5
-4.32,-3795,535.5
-4.37,-3811.5,536.6
-4.29,-3825,537.5
-4.42,-3840,538.5
-4.63,-3855,539.5
-4.51,-3885,541.5
-4.69,-3900,542.5
-4.39,-3921,543.5
-4.17,-3942,544.5
-4.1,-3963,545.5
-4.11,-3984,546.5
-4.33,-4005,547.5
-4.19,-4026,548.5
-4.37,-4047,549.5
-4.45,-4089,551.5
-3.99,-4110,552.5
-4.54,-4131,553.5
-4.48,-4152,554.5
-4.34,-4173,555.5
-4.4,-4194,556.5
-4.65,-4215,557.5
-4.44,-4236,558.5
-4.46,-4257,559.5
-4.39,-4299,561.5
-4.06,-4320,562.5
-4.07,-4341.67,563.5
-4.56,-4363.33,564.5
-4.26,-4385,565.5
-4.52,-4406.67,566.5
-4.53,-4450,568.5
-4.65,-4471.67,569.5
-4.39,-4493.33,570.5
-4.74,-4515,571.5
-4.58,-4536.67,572.5
-4.61,-4558.33,573.5
-4.7,-4580,574.5
-4.26,-4598.75,575.5
-4.33,-4617.5,576.5
-4.47,-4636.25,577.5
-4.55,-4655,578.5
-4.41,-4711.25,581.5
-4.58,-4730,582.5
-4.31,-4748.75,583.5
-4.19,-4767.5,584.5
-4.3,-4786.25,585.5
-4.29,-4805,586.5
-4.24,-4823.75,587.5
-4.34,-4842.5,588.5
-4.71,-4880,590.5
-4.36,-4905,591.5
-4.54,-4930,592.5
-4.44,-4955,593.5
-4.54,-4980,594.5
-4.37,-5005,595.5
-4.29,-5030,596.5
-4.57,-5055,597.5
-4.46,-5080,598.5
-4.64,-5130,600.5
-4.41,-5155,601.5
-4.91,-5180,602.5
-4.3,-5193.18,603.5
-4.02,-5206.36,604.5
-4.31,-5219.55,605.5
-4.55,-5232.73,606.5
-4.43,-5245.91,607.5
-4.42,-5259.09,608.5
-4.6,-5285.45,610.5
-4.49,-5298.64,611.5
-4.33,-5311.82,612.5
-4,-5325,613.5
-4.22,-5338.18,614.5
-4.32,-5351.36,615.5
-4.5,-5364.55,616.5
-4.33,-5377.73,617.5
-4.37,-5390.91,618.5
-4.21,-5417.27,620.5
-4.24,-5430.45,621.5
-4.25,-5443.64,622.5
-4.36,-5456.82,623.5
-4.57,-5470,624.5
-4.47,-5483.18,625.5
-4.63,-5496.36,626.5
-4.47,-5509.55,627.5
-4.32,-5522.73,628.5
-4.32,-5549.09,630.5
-4.24,-5562.27,631.5
-4.63,-5575.45,632.5
-4.29,-5588.64,633.5
-4.37,-5601.82,634.5
-4.41,-5615,635.5
-4.4,-5628.18,636.5
-4.17,-5641.36,637.5
-4.29,-5654.55,638.5
-4.62,-5667.73,639.5
-4.47,-5707.27,642.5
-4.33,-5720.45,643.5
-4.35,-5733.64,644.5
-4.46,-5746.82,645.5
-3.94,-5760,646.5
-4.42,-5775.29,647.5
-4.32,-5790.59,648.5
-4.31,-5805.88,649.5
-4.25,-5851.76,652.5
-4.33,-5867.06,653.5
-4.06,-5882.35,654.5
-4.25,-5897.65,655.5
-4.24,-5912.94,656.5
-4.24,-5928.24,657.5
-4.13,-5943.53,658.5
-4.24,-5958.82,659.5
-4.25,-5989.41,661.5
-4.18,-6004.71,662.5
-3.97,-6020,663.5
-4.33,-6044,664.5
-4.18,-6068,665.5
-4.42,-6092,666.5
-4.3,-6116,667.5
-4.28,-6140,668.5
-4.39,-6160,669.5
-4.92,-6200,671.5
-5.01,-6220,672.5
-5.01,-6240,673.5
-5.14,-6260,674.5
-5.07,-6275,675.5
-5.04,-6290,676.5
-4.45,-6305,677.5
-4.31,-6320,678.5
-4.5,-6336.19,679.5
-4.48,-6368.57,681.5
-4.73,-6384.76,682.5
-4.61,-6400.95,683.5
-4.61,-6417.14,684.5
-4.8,-6433.33,685.5
-4.42,-6449.52,686.5
-4.32,-6465.71,687.5
-5.08,-6481.9,688.5
-4.25,-6498.1,689.5
-4.51,-6530.48,691.5
-4.24,-6546.67,692.5
-4.9,-6562.86,693.5
-4.21,-6579.05,694.5
-4.19,-6595.24,695.5
-4.28,-6611.43,696.5
-4.29,-6627.62,697.5
-4.18,-6643.81,698.5
-4.37,-6660,699.5
-4.35,-6833.26,680.5
-4.5,-6855.4,681.5
-4.57,-6877.55,682.5
-4.38,-6899.69,683.5
-4.16,-6921.84,684.5
-5.06,-6943.99,685.5
-4.4,-6966.13,686.5
-4.53,-6988.28,687.5
-4.67,-7010.42,688.5
-4.94,-7032.57,689.5
-4.69,-7054.71,690.5
-4.36,-7076.86,691.5
-4.19,-7099,692.5
-3.73,-7121.15,693.5
-4.26,-7148.49,694.5
-5.14,-7175.83,695.5
-5.48,-7203.17,696.5
-5.5,-7230.51,697.5
-4.4,-7250.68,698.5
-4.39,-7270.85,699.5
-4.55,-7291.02,700.5
-4.66,-7311.19,701.5
-4.55,-7331.36,702.5
-4.72,-7351.53,703.5
-4.74,-7371.71,704.5
-4.92,-7391.88,705.5
-4.71,-7412.05,706.5
-4.52,-7432.22,707.5
-4.36,-7452.39,708.5
-4.58,-7472.56,709.5
-5.05,-7492.73,710.5
-4.6,-7505.37,711.5
-4.62,-7518.01,712.5
-4.46,-7530.65,713.5
-4.53,-7543.29,714.5
-4.47,-7555.92,715.5
-4.45,-7568.56,716.5
-4.59,-7581.2,717.5
-4.31,-7593.84,718.5
-4.16,-7606.48,719.5
-4.36,-7617.76,720.5
-4.54,-7629.04,721.5
-4.67,-7640.31,722.5
-4.74,-7651.59,723.5
-4.59,-7662.87,724.5
-4.56,-7674.15,725.5
-4.89,-7685.42,726.5
-4.88,-7707.98,728.5
-4.8,-7719.48,729.5
-4.81,-7730.98,730.5
-4.64,-7742.48,731.5
-4.62,-7753.98,732.5
-4.71,-7765.48,733.5
-4.54,-7776.98,734.5
-4.58,-7788.48,735.5
-4.57,-7799.98,736.5
-4.61,-7811.48,737.5
-4.57,-7822.98,738.5
-4.76,-7834.48,739.5
-4.64,-7850.42,740.5
-4.58,-7866.37,741.5
-4.61,-7882.31,742.5
-4.6,-7898.25,743.5
-4.58,-7913.41,744.5
-4.87,-7928.57,745.5
-4.75,-7943.73,746.5
-4.64,-7958.88,747.5
-4.84,-7961.5,997.5
-4.82,-7967.74,998.25
-4.73,-7971.9,998.75
-4.69,-7976.06,999.25
-4.61,-7980.22,999.75
-5.17,-7984.38,1000.25
-4.98,-7988.54,1000.75
-4.61,-7992.7,1001.25
-5.03,-7996.86,1001.75
-4.89,-8001.02,1002.25
-4.73,-8005.18,1002.75
-4.66,-8009.34,1003.25
-4.86,-8013.5,1003.75
-4.67,-8017.66,1004.25
-4.24,-8021.83,1004.75
-4.74,-8025.99,1005.25
-4.71,-8030.15,1005.75
-4.77,-8034.31,1006.25
-4.79,-8038.47,1006.75
-4.79,-8042.63,1007.25
-4.81,-8046.79,1007.75
-4.78,-8050.95,1008.25
-4.91,-8055.11,1008.75
-4.58,-8059.27,1009.25
-4.76,-8063.43,1009.75
-4.45,-8067.59,1010.25
-4.89,-8071.75,1010.75
-4.76,-8075.91,1011.25
-4.71,-8080.07,1011.75
-4.61,-8084.23,1012.25
-5.11,-8088.39,1012.75
-4.66,-8092.55,1013.25
-4.72,-8100.88,1014.25
-4.86,-8105.04,1014.75
-5.04,-8109.2,1015.25
-4.84,-8113.36,1015.75
-5.64,-8117.52,1016.25
-4.7,-8121.68,1016.75
-4.57,-8125.84,1017.25
-4.5,-8130,1017.75
-4.67,-8141.25,1018.25
-4.72,-8152.5,1018.75
-4.66,-8163.75,1019.25
-5.02,-8175,1019.75
-4.98,-8186.25,1020.25
-4.8,-8197.5,1020.75
-4.87,-8208.75,1021.25
-4.56,-8220,1021.75
-4.94,-8228.46,1022.25
-4.93,-8236.92,1022.75
-4.75,-8245.38,1023.25
-4.95,-8253.85,1023.75
-5.15,-8262.31,1024.25
-4.94,-8270.77,1024.75
-5.25,-8279.23,1025.25
-5.05,-8287.69,1025.75
-5.11,-8296.15,1026.25
-4.91,-8304.62,1026.75
-4.8,-8313.08,1027.25
-4.73,-8321.54,1027.75
-4.53,-8330,1028.25
-4.8,-8339.58,1028.75
-4.92,-8349.17,1029.25
-4.89,-8358.75,1029.75
-4.85,-8377.92,1030.75
-4.97,-8406.67,1032.25
-5.14,-8416.25,1032.75
-5.45,-8435.42,1033.75
-4.51,-8445,1034.25
-4.75,-8455.65,1034.75
-4.56,-8466.3,1035.25
-5.08,-8476.96,1035.75
-5,-8487.61,1036.25
-4.69,-8498.26,1036.75
-4.91,-8508.91,1037.25
-5.02,-8519.57,1037.75
-4.75,-8530.22,1038.25
-5.11,-8540.87,1038.75
-4.72,-8562.17,1039.75
-4.51,-8572.83,1040.25
-4.67,-8594.13,1041.25
-4.74,-8604.78,1041.75
-4.83,-8615.43,1042.25
-5.03,-8626.09,1042.75
-4.77,-8636.74,1043.25
-4.9,-8647.39,1043.75
-5.09,-8658.04,1044.25
-5.7,-8679.35,1045.25
-4.82,-8690,1045.75
-4.52,-8699.42,1046.25
-5.02,-8708.85,1046.75
-4.94,-8718.27,1047.25
-4.97,-8727.69,1047.75
-5.09,-8737.12,1048.25
-4.74,-8746.54,1048.75
-5.18,-8755.96,1049.25
-5.17,-8765.38,1049.75
-4.77,-8774.81,1050.25
-5.15,-8784.23,1050.75
-4.87,-8793.65,1051.25
-4.9,-8803.08,1051.75
-4.67,-8812.5,1052.25
-5.07,-8821.92,1052.75
-4.93,-8831.35,1053.25
-5.09,-8840.77,1053.75
-5.05,-8850.19,1054.25
-5.05,-8859.62,1054.75
-5.1,-8869.04,1055.25
-5.03,-8878.46,1055.75
-4.88,-8887.88,1056.25
-4.86,-8897.31,1056.75
-4.86,-8906.73,1057.25
-4.78,-8916.15,1057.75
-5.04,-8925.58,1058.25
-4.61,-8935,1058.75
-5.54,-8949.06,1059.25
-4.96,-8963.13,1059.75
-4.9,-8977.19,1060.25
-5.03,-8991.25,1060.75
-5.5,-9005.31,1061.25
-5.03,-9019.38,1061.75
-4.85,-9033.44,1062.25
-4.76,-9047.5,1062.75
-5.09,-9061.56,1063.25
-5.13,-9075.63,1063.75
-4.69,-9089.69,1064.25
-4.79,-9103.75,1064.75
-5.02,-9117.81,1065.25
-4.58,-9131.88,1065.75
-4.95,-9145.94,1066.25
-4.25,-9160,1066.75
-4.95,-9167.9,1067.25
-4.67,-9175.8,1067.75
-4.86,-9183.7,1068.25
-5.57,-9191.6,1068.75
-5.03,-9199.5,1069.25
-4.98,-9207.4,1069.75
-5.13,-9215.3,1070.25
-5.19,-9223.2,1070.75
-4.6,-9231.1,1071.25
-4.77,-9239,1071.75
-4.93,-9246.9,1072.25
-4.9,-9254.8,1072.75
-4.87,-9262.7,1073.25
-5.1,-9270.6,1073.75
-4.86,-9278.5,1074.25
-4.9,-9286.4,1074.75
-5.2,-9294.3,1075.25
-5.16,-9302.2,1075.75
-5.27,-9310.1,1076.25
-5.64,-9318,1076.75
-5.43,-9325.9,1077.25
-5.45,-9333.8,1077.75
-5.35,-9341.7,1078.25
-5.31,-9349.6,1078.75
-5.43,-9357.5,1079.25
-5.73,-9365.4,1079.75
-5.55,-9373.3,1080.25
-5.43,-9381.2,1080.75
-5.28,-9397,1081.75
-5.35,-9404.9,1082.25
-5.3,-9412.8,1082.75
-5.31,-9420.7,1083.25
-5.65,-9428.6,1083.75
-5.57,-9436.5,1084.25
-5.33,-9444.4,1084.75
-5.42,-9452.3,1085.25
-5.41,-9460.2,1085.75
-5.37,-9468.1,1086.25
-5.18,-9476,1086.75
-5.24,-9483.9,1087.25
-5.37,-9491.8,1087.75
-5.25,-9499.7,1088.25
-4.99,-9507.6,1088.75
-5.1,-9515.5,1089.25
-5.23,-9523.4,1089.75
-5.44,-9531.3,1090.25
-5.31,-9547.1,1091.25
-5.23,-9555,1091.75
-6.86,-9585,1092.75
-6.67,-9600,1093.25
-7.71,-9627.13,1094.75
-7.51,-9645.22,1095.75
-7.48,-9654.27,1096.25
-7.67,-9663.31,1096.75
-7.52,-9672.36,1097.25
-7.4,-9681.4,1097.75
-7.5,-9690.45,1098.25
-7.87,-9699.49,1098.75
-7.7,-9717.58,1099.75
-7.62,-9726.63,1100.25
-7.46,-9735.67,1100.75
-7.51,-9744.72,1101.25
-7.32,-9753.76,1101.75
-7.59,-9780.9,1103.25
-7.8,-9789.94,1103.75
-7.08,-9798.99,1104.25
-7.43,-9808.03,1104.75
-7.73,-9817.08,1105.25
-7.56,-9826.12,1105.75
-7.7,-9835.17,1106.25
-7.6,-9844.21,1106.75
-7.4,-9853.26,1107.25
-7.71,-9862.3,1107.75
-7.36,-9871.34,1108.25
-7.42,-9880.39,1108.75
-7.5,-9889.43,1109.25
-7.51,-9898.48,1109.75
-7.54,-9907.52,1110.25
-7.24,-9916.57,1110.75
-7.92,-9925.61,1111.25
-7.81,-9934.66,1111.75
-8.14,-9943.7,1112.25
-8.12,-9952.75,1112.75
-8.01,-9961.79,1113.25
-7.83,-9970.84,1113.75
-7.82,-9979.88,1114.25
-8.07,-10007.02,1115.75
-8.17,-10025.11,1116.75
-8.11,-10034.15,1117.25
-7.45,-10061.29,1118.75
-7.82,-10079.38,1119.75
-8.01,-10088.42,1120.25
-7.86,-10097.47,1120.75
-7.91,-10106.51,1121.25
-5.32,-10115.56,1121.75
-5.36,-10124.6,1122.25
-8.2,-10137.23,1123
-8.19,-10149.85,1123.75
-7.64,-10162.48,1124.5
-7.65,-10175.1,1125.25
-8,-10183.52,1125.75
-8.22,-10217.18,1127.75
-8.14,-10225.6,1128.25
-8.27,-10238.23,1129
-8.17,-10250.85,1129.75
-8.12,-10259.27,1130.25
-8.25,-10267.68,1130.75
-7.31,-10276.1,1131.25
-7.76,-10281.1,1131.75
-7.93,-10291.11,1132.75
-8.02,-10296.12,1133.25
-7.97,-10301.12,1133.75
-7.76,-10306.12,1134.25
-8,-10311.13,1134.75
-7.71,-10316.13,1135.25
-8.2,-10321.13,1135.75
-8.05,-10326.14,1136.25
-8.21,-10331.14,1136.75
-7.44,-10341.15,1137.75
-7.71,-10352.28,1138.25
-8.24,-10385.66,1139.75
-8.25,-10396.79,1140.25
-8.2,-10407.92,1140.75
-8.5,-10419.05,1141.25
-8.11,-10430.17,1141.75
-7.96,-10441.3,1142.25
-7.88,-10463.56,1143.25
-8.09,-10474.69,1143.75
-8.32,-10485.81,1144.25
-7.24,-10496.94,1144.75
-8.27,-10508.07,1145.25
-8.49,-10519.2,1145.75
-7.68,-10530.33,1146.25
-8.66,-10541.45,1146.75
-8.05,-10552.58,1147.25
-8.08,-10563.71,1147.75
-7.72,-10574.84,1148.25
-8.91,-10585.97,1148.75
-8.09,-10597.09,1149.25
-8.39,-10608.22,1149.75
-8.37,-10619.35,1150.25
-7.58,-10647.31,1151.25
-7.35,-10661.29,1151.75
-7.4,-10675.28,1152.25
-6.83,-10689.26,1152.75
-6.22,-10703.24,1153.25
-6.6,-10731.2,1154.25
-5.75,-10745.18,1154.75
-5.62,-10759.17,1155.25
-5.46,-10773.15,1155.75
-5.55,-10787.13,1156.25
-5.85,-10801.11,1156.75
-5.01,-10815.09,1157.25
-5.63,-10843.06,1158.25
-6.41,-10857.04,1158.75
-6.51,-10871.02,1159.25
-6.16,-10885,1159.75
-6.24,-10938.33,1160.25
-6.61,-10991.67,1160.75
-6.89,-11045,1161.25
-6.46,-11130,1161.75
-5.67,-11215,1162.25
-6.24,-11226.43,1162.75
-6.31,-11237.86,1163.25
-6.1,-11249.29,1163.75
-6.02,-11260.71,1164.25
-6.01,-11272.14,1164.75
-5.87,-11295,1165.75
-5.25,-11300.14,1166.25
-6.22,-11305.27,1166.75
-5.67,-11310.41,1167.25
-5.61,-11315.54,1167.75
-5.24,-11320.68,1168.25
-5.69,-11325.81,1168.75
-6.36,-11330.95,1169.25
-5.75,-11336.08,1169.75
-5.85,-11341.22,1170.25
-5.77,-11346.35,1170.75
-5.79,-11351.49,1171.25
-5.54,-11356.62,1171.75
-6.07,-11361.76,1172.25
-5.79,-11366.89,1172.75
-5.92,-11372.03,1173.25
-5.78,-11377.16,1173.75
-5.57,-11387.43,1174.75
-5.59,-11392.57,1175.25
-5.61,-11397.7,1175.75
-5.74,-11402.84,1176.25
-5.54,-11413.11,1177.25
-5.66,-11418.24,1177.75
-5.57,-11423.38,1178.25
