d18O (permil),year (AD),depth (cm)
-3.05,1950,0
-2.65,1830,0.1
-2.52,1709,0.2
-2.62,1589,0.3
-3.23,1468,0.4
-3.12,1348,0.5
-3.03,1227,0.6
-3.49,987,0.7
-2.77,866,0.8
-2.92,746,0.9
-2.75,625,1
-2.38,505,1.1
-2.78,385,1.2
-2.69,264,1.3
-2.72,144,1.4
-2.89,23,1.5
-2.95,-97,1.6
-2.8,-218,1.7
-2.48,-338,1.8
-3.18,-472,1.9
-3.01,-609,2
-2.66,-745,2.1
-2.87,-881,2.2
-2.98,-1017,2.3
-2.86,-1153,2.4
-3.22,-1289,2.5
-2.56,-1425,2.6
-3.74,-1561,2.7
-2.17,-1697,2.8
-3.28,-1833,2.9
-2.83,-1969,3
-2.99,-2105,3.1
-2.87,-2241,3.2
-3.01,-2377,3.3
-2.56,-2513,3.4
-2.99,-2649,3.5
-2.85,-2785,3.6
-2.78,-2921,3.7
-2.52,-3057,3.8
-3.6,-3194,3.9
-3.68,-3330,4
-2.87,-3466,4.1
-2.87,-3602,4.2
-2.9,-3738,4.3
-2.67,-3874,4.4
-3.07,-4010,4.5
-3.09,-4146,4.6
-2.35,-4282,4.7
-2.79,-4398,4.8
-2.49,-4496,4.9
-2.71,-4593,5
-2.49,-4690,5.1
-2.8,-4787,5.2
-2.31,-4885,5.3
-2.75,-4982,5.4
-2.05,-5079,5.5
-2.42,-5176,5.6
-2.32,-5273,5.7
-2.19,-5371,5.8
-2.79,-5468,5.9
-1.57,-5565,6
-2.37,-5662,6.1
-1.68,-5760,6.2
-1.51,-5857,6.3
-2.06,-5954,6.4
-2.83,-6051,6.5
-2,-6148,6.6
-1.27,-6246,6.7
-1.84,-6343,6.8
-2.05,-6440,6.9
-1.71,-6537,7
-1.53,-6634,7.1
-1.65,-6732,7.2
-1.82,-6829,7.3
-2.15,-6926,7.4
-2.92,-7023,7.5
-1.99,-7121,7.6
-1.74,-7213,7.7
-2.13,-7302,7.8
-2.05,-7392,7.9
-1.52,-7481,8
-2.08,-7571,8.1
-2,-7660,8.2
-2.29,-7750,8.3
-2.25,-7839,8.4
-1.89,-7929,8.5
-2.16,-8018,8.6
