dD (permil),year (AD)
-444.759434984053,1796
-443.525739964475,1795
-441.662004166343,1794
-441.453231559059,1793
-440.684480204593,1792
-440.991475395574,1791
-441.044722986313,1790
-439.887231902244,1789
-437.140832306271,1788
-438.107164976703,1787
-435.772127741537,1786
-443.084977193381,1785
-440.649568663392,1784
-440.008823412926,1783
-442.564771617343,1782
-443.375150292657,1781
-443.065575883674,1780
-445.530697662923,1779
-445.754172270149,1778
-449.983021573948,1777
-446.641815804648,1776
-447.593335423667,1775
-444.222103233689,1774
-442.752413760178,1773
-446.145383797702,1772
-445.878278728442,1771
-446.311977838907,1770
-445.159978263267,1769
-440.102091227161,1768
-439.231783402269,1767
-447.264605161355,1766
-443.430585728603,1765
-443.558720304047,1764
-442.220380748981,1763
-441.881014822245,1762
-444.193062191463,1761
-445.44177332961,1760
-446.996155983747,1759
-447.939874056933,1758
-447.23697345491,1757
-445.169259787201,1756
-441.264515499977,1755
-446.745406704063,1754
-436.635710638662,1753
-436.433006481886,1752
-434.729205739855,1751
-434.843557057155,1750
-441.243187817116,1749
-440.924697327274,1748
-440.606206837433,1747
-440.287716347591,1746
-439.972650894112,1745
-439.658698378914,1744
-439.860677653194,1743
-440.445350093006,1742
-441.030022532819,1741
-441.614694972631,1740
-442.199367412443,1739
-442.784039852255,1738
-443.368712292068,1737
-443.76182336032,1736
-443.853098835394,1735
-443.944374310468,1734
-444.035649785542,1733
-444.126925260616,1732
-444.218200735689,1731
-444.901981608347,1730
-445.590288845488,1729
-446.278596082629,1728
-446.973736551625,1727
-447.976215368322,1726
-448.978694185019,1725
-449.981173001716,1724
-450.983651818413,1723
-451.98613063511,1722
-440.036357755898,1721
-440.042739228206,1720
-440.049120700513,1719
-440.055502172821,1718
-439.828484613703,1717
-439.478667640494,1716
-439.128850667284,1715
-438.779033694074,1714
-438.429216720864,1713
-438.079399747654,1712
-437.729582774444,1711
-437.379765801235,1710
-437.029948828025,1709
-437.111858231821,1708
-438.257197542615,1707
-439.40253685341,1706
-440.547876164204,1705
-441.693215474999,1704
-442.838554785793,1703
-443.983894096587,1702
-445.129233407382,1701
-446.274572718176,1700
-447.419912028971,1699
-448.31592711271,1698
-449.190922994874,1697
-450.065918877038,1696
-450.940914759202,1695
-451.815910641365,1694
-452.690906523529,1693
-453.565902405693,1692
-454.440898287856,1691
-455.31589417002,1690
-455.418439591098,1689
-454.903511116831,1688
-454.388582642564,1687
-453.873654168297,1686
-453.358725694031,1685
-452.843797219764,1684
-452.328868745497,1683
-451.81394027123,1682
-451.299011796963,1681
-450.745748572297,1680
-450.028258669235,1679
-449.310768766173,1678
-448.593278863111,1677
-447.875788960049,1676
-447.158299056987,1675
-446.440809153925,1674
-445.723319250863,1673
-445.005829347801,1672
-444.288339444739,1671
-444.70380722979297,1670
-445.363354930032,1669
-446.022902630272,1668
-446.682450330511,1667
-447.34199803075,1666
-448.00154573099,1665
-448.661093431229,1664
-449.320641131468,1663
-449.980188831708,1662
-450.642665209342,1661
-451.308631928529,1660
-451.974598647716,1659
-452.640565366903,1658
-453.30653208609,1657
-453.972498805277,1656
-454.638465524464,1655
-455.304432243651,1654
