d18O (permil),year (AD),depth (cm)
-4.14,1965,0.2
-4.19,1925,0.4
-3.79,1887,0.6
-4.49,1849,0.8
-4.4,1813,1
-4.45,1777,1.2
-4.21,1743,1.4
-4.17,1709,1.6
-3.96,1676,1.8
-4.53,1644,2
-4.46,1613,2.2
-4.59,1582,2.4
-4.42,1553,2.6
-4.56,1524,2.8
-4.17,1496,3
-4.17,1468,3.2
-3.88,1442,3.4
-4.18,1415,3.6
-3.84,1390,3.8
-4.2,1365,4
-4.23,1341,4.2
-4.34,1317,4.4
-4.24,1294,4.6
-4.56,1271,4.8
-4.31,1249,5
-4.48,1227,5.2
-4.42,1206,5.4
-4.25,1185,5.6
-3.8,1164,5.8
-3.9,1144,6
-3.85,1125,6.2
-4.02,1106,6.4
-3.97,1087,6.6
-3.93,1068,6.8
-3.69,1050,7
-4.11,1032,7.2
-4.17,1014,7.4
-4.25,997,7.6
-3.76,980,7.8
-3.81,963,8
-3.94,946,8.2
-4.24,930,8.4
-4.19,914,8.6
-4.38,898,8.8
-4.25,882,9
-4.28,866,9.2
-3.85,851,9.4
-3.94,835,9.6
-3.97,820,9.8
-4.55,805,10
-4.39,790,10.2
-4.58,775,10.4
-4.4,760,10.6
-4.32,745,10.8
-3.77,731,11
-4.3,716,11.2
-4.01,701,11.4
-4.5,687,11.6
-4.23,672,11.8
-4.3,658,12
-3.69,643,12.2
-4.19,629,12.4
-4.24,614,12.6
-4.33,600,12.8
-4.19,585,13
-4.63,570,13.2
-4.8,556,13.4
-4.54,541,13.6
-4.18,526,13.8
-4.39,497,14.2
-4.24,482,14.4
-3.73,467,14.6
-3.91,452,14.8
-3.63,437,15
-3.95,422,15.2
-4.13,406,15.4
-3.81,391,15.6
-3.82,376,15.8
-4.21,360,16
-4.06,344,16.2
-3.95,329,16.4
-3.93,313,16.6
-3.91,297,16.8
-3.87,280,17
-4.18,264,17.2
-4.27,248,17.4
-4.56,231,17.6
-4.22,215,17.8
-4.36,198,18
-4.65,181,18.2
-4.9,164,18.4
-4.63,147,18.6
-4.47,129,18.8
-4.32,112,19
-4.48,94,19.2
-4.22,77,19.4
-4.38,59,19.6
-4.27,41,19.8
-4.19,22,20
-4.7,4,20.2
-3.81,-14,20.4
-3.55,-33,20.6
-3.63,-52,20.8
-3.95,-71,21
-3.68,-90,21.2
-3.56,-109,21.4
-3.81,-128,21.6
-3.76,-148,21.8
-4.03,-167,22
-3.91,-187,22.2
-3.55,-207,22.4
-3.65,-227,22.6
-3.82,-247,22.8
-3.82,-268,23
-3.48,-288,23.2
-3,-309,23.4
-3.44,-330,23.6
-3.84,-351,23.8
-4.1,-372,24
-4.23,-393,24.2
-4.38,-414,24.4
-4.34,-457,24.8
-4.29,-479,25
-4.52,-501,25.2
-4.58,-523,25.4
-4.69,-545,25.6
-4.46,-567,25.8
-4.61,-611,26.2
-4.72,-634,26.4
-4.6,-657,26.6
-4.93,-679,26.8
-5.06,-702,27
-5.16,-725,27.2
-4.96,-748,27.4
-4.41,-771,27.6
-4.12,-794,27.8
-4.08,-818,28
-3.87,-841,28.2
-3.57,-912,28.8
-3.4,-935,29
-3.39,-959,29.2
-3.5,-983,29.4
-3.33,-1007,29.6
-3.49,-1031,29.8
-3.71,-1055,30
-4.15,-1079,30.2
-3.93,-1103,30.4
-3.9,-1127,30.6
-4.01,-1151,30.8
-4.3,-1175,31
-4.57,-1200,31.2
-4.7,-1224,31.4
-4.78,-1248,31.6
-4.84,-1273,31.8
-4.6,-1297,32
-4.35,-1322,32.2
-4.07,-1346,32.4
-3.64,-1371,32.6
-3.52,-1420,33
-4.17,-1469,33.4
-3.7,-1518,33.8
-4.22,-1567,34.2
-3.95,-1616,34.6
-3.52,-1640,34.8
-3.47,-1665,35
-3.73,-1689,35.2
-3.98,-1713,35.4
-4.37,-1738,35.6
-4.53,-1762,35.8
-4.17,-1786,36
-4.22,-1811,36.2
-3.76,-1835,36.4
-3.89,-1859,36.6
-3.64,-1883,36.8
-3.56,-1907,37
-3.59,-1931,37.2
-3.5,-1955,37.4
-3.68,-1979,37.6
-3.45,-2003,37.8
-3.52,-2026,38
-3.92,-2050,38.2
-4.16,-2074,38.4
-3.98,-2097,38.6
-3.81,-2121,38.8
-3.76,-2144,39
-3.36,-2167,39.2
-3.46,-2191,39.4
-3.76,-2214,39.6
-3.62,-2237,39.8
-3.54,-2260,40
-3.4,-2282,40.2
-3.68,-2305,40.4
-3.66,-2328,40.6
-3.96,-2350,40.8
-3.51,-2373,41
-3.79,-2395,41.2
-4.19,-2417,41.4
-4.21,-2439,41.6
-3.87,-2461,41.8
-3.85,-2483,42
-4.15,-2505,42.2
-3.87,-2548,42.6
-3.83,-2570,42.8
-3.38,-2591,43
-3.4,-2612,43.2
-3.71,-2633,43.4
-5.19,-2654,43.6
-4.26,-2695,44
-4.2,-2716,44.2
-4.21,-2736,44.4
-4.02,-2756,44.6
-3.91,-2776,44.8
-4.04,-2816,45.2
-4.32,-2836,45.4
-4.21,-2855,45.6
-4.22,-2875,45.8
-4.14,-2894,46
-4.12,-2913,46.2
-3.97,-2932,46.4
-3.9,-2951,46.6
-4.28,-2969,46.8
-4.19,-2988,47
-4.14,-3006,47.2
-4.36,-3024,47.4
-4.47,-3042,47.6
-4.35,-3060,47.8
-4.52,-3078,48
-3.88,-3095,48.2
-3.9,-3113,48.4
-3.91,-3130,48.6
-4.06,-3147,48.8
-3.96,-3164,49
-3.71,-3181,49.2
-3.71,-3198,49.4
-4.01,-3214,49.6
-4.01,-3230,49.8
-3.88,-3246,50
-3.8,-3262,50.2
-3.86,-3278,50.4
-4.1,-3294,50.6
-4.2,-3310,50.8
-4.18,-3325,51
-3.95,-3340,51.2
-4.35,-3355,51.4
-4.4,-3370,51.6
-4.17,-3385,51.8
-3.92,-3399,52
-3.8,-3414,52.2
-4.09,-3428,52.4
-4.01,-3442,52.6
-4.09,-3456,52.8
-4.28,-3470,53
-4.34,-3484,53.2
-4.33,-3497,53.4
-4.87,-3511,53.6
-4.36,-3524,53.8
-4.32,-3537,54
-4.33,-3550,54.2
-4.38,-3563,54.4
-4.46,-3576,54.6
-4.66,-3588,54.8
-4.93,-3600,55
-4.59,-3613,55.2
-3.89,-3625,55.4
-3.75,-3637,55.6
-3.69,-3649,55.8
-4.53,-3660,56
-4.95,-3672,56.2
-4.89,-3683,56.4
-4.6,-3695,56.6
-4.66,-3706,56.8
-4.33,-3717,57
-4.46,-3728,57.2
-4.82,-3738,57.4
-4.8,-3749,57.6
-4.79,-3760,57.8
-4.65,-3770,58
-4.36,-3780,58.2
-4.12,-3791,58.4
-4.02,-3801,58.6
-4.1,-3811,58.8
-3.99,-3821,59
-4.05,-3830,59.2
-3.61,-3840,59.4
-4,-3850,59.6
-4.07,-3859,59.8
-4.08,-3868,60
-3.48,-3878,60.2
-3.89,-3887,60.4
-3.99,-3896,60.6
-3.75,-3905,60.8
-3.93,-3914,61
-4.2,-3923,61.2
-3.89,-3931,61.4
-4.05,-3940,61.6
-4.19,-3949,61.8
-3.99,-3957,62
-3.99,-3965,62.2
-4.08,-3974,62.4
-4.21,-3982,62.6
-4.64,-3990,62.8
-4.25,-3998,63
-4.03,-4006,63.2
-4.19,-4014,63.4
-3.83,-4022,63.6
-4.46,-4030,63.8
-3.93,-4038,64
-4.12,-4046,64.2
-3.3,-4054,64.4
-4.64,-4062,64.6
-4.24,-4069,64.8
-3.87,-4077,65
-4.51,-4084,65.2
-3.64,-4092,65.4
-5.43,-4100,65.6
-4.1,-4107,65.8
-3.98,-4115,66
-4.49,-4122,66.2
-4.62,-4129,66.4
-5.09,-4137,66.6
-3.9,-4144,66.8
-5.81,-4152,67
-4.21,-4159,67.2
-4.63,-4167,67.4
-4.54,-4174,67.6
-4.7,-4181,67.8
-4.73,-4189,68
-5.11,-4196,68.2
-4.66,-4203,68.4
-5.45,-4211,68.6
-4.59,-4218,68.8
-3.93,-4226,69
-4.87,-4233,69.2
-4.28,-4241,69.4
-4.56,-4248,69.6
-4.44,-4256,69.8
-4.39,-4263,70
-4.76,-4271,70.2
-4.6,-4278,70.4
-4.95,-4286,70.6
-4.68,-4294,70.8
-4.61,-4301,71
-4.56,-4309,71.2
-4.7,-4317,71.4
-4.44,-4325,71.6
-4.32,-4333,71.8
-4.16,-4341,72
-3.87,-4349,72.2
-4.38,-4357,72.4
-4.27,-4365,72.6
-4.02,-4373,72.8
-4.24,-4382,73
-4.05,-4390,73.2
-4.26,-4399,73.4
-3.92,-4407,73.6
-4.21,-4416,73.8
-4.31,-4424,74
-4.1,-4433,74.2
-4.09,-4442,74.4
-4.41,-4451,74.6
-4.73,-4460,74.8
-4.71,-4469,75
-4.69,-4478,75.2
-4.85,-4487,75.4
-4.64,-4497,75.6
-3.83,-4506,75.8
-3.68,-4516,76
-3.52,-4526,76.2
-3.72,-4535,76.4
-3.86,-4545,76.6
-3.34,-4555,76.8
-3.67,-4565,77
-3.86,-4576,77.2
-4.01,-4586,77.4
-4.68,-4596,77.6
-4.12,-4607,77.8
-3.52,-4618,78
-3.56,-4629,78.2
-3.63,-4640,78.4
-3.66,-4651,78.6
-3.78,-4662,78.8
-4.19,-4673,79
-3.35,-4685,79.2
-3.42,-4696,79.4
-3.76,-4708,79.6
-3.53,-4720,79.8
-3.92,-4732,80
-3.78,-4744,80.2
-3.55,-4756,80.4
-3.73,-4769,80.6
-2.99,-4781,80.8
-2.79,-4794,81
-2.85,-4807,81.2
-3.51,-4820,81.4
-3.63,-4833,81.6
-3.41,-4847,81.8
-3.38,-4860,82
-3.59,-4874,82.2
-3.94,-4887,82.4
-3.98,-4901,82.6
-3.43,-4915,82.8
-3.49,-4930,83
-3.43,-4944,83.2
-3.47,-4959,83.4
-3.75,-4973,83.6
-4.06,-4988,83.8
-4.33,-5003,84
-3.6,-5018,84.2
-3.18,-5034,84.4
-2.99,-5049,84.6
-3.47,-5065,84.8
-3.31,-5080,85
-4.17,-5096,85.2
-3.41,-5113,85.4
-4.34,-5129,85.6
-4.45,-5145,85.8
-3.67,-5162,86
-3.7,-5179,86.2
-4.27,-5196,86.4
-4.12,-5213,86.6
-4.44,-5230,86.8
-4.17,-5247,87
-4.82,-5265,87.2
-3.69,-5300,87.6
-3.36,-5318,87.8
-4.49,-5337,88
-3.49,-5355,88.2
-2.67,-5373,88.4
-2.66,-5392,88.6
-2.77,-5411,88.8
-2.93,-5430,89
-2.87,-5449,89.2
-2.92,-5468,89.4
-2.72,-5488,89.6
-3.65,-5507,89.8
-3.17,-5527,90
-3.35,-5547,90.2
-3.37,-5567,90.4
-3.3,-5587,90.6
-3.27,-5607,90.8
-3.33,-5628,91
-3.31,-5648,91.2
-3.31,-5669,91.4
-2.97,-5690,91.6
-3.25,-5711,91.8
-3,-5732,92
-3.42,-5754,92.2
-3.13,-5775,92.4
-3.1,-5797,92.6
-3.14,-5818,92.8
-3.26,-5840,93
-3.51,-5862,93.2
-3.69,-5884,93.4
-3.71,-5906,93.6
-3.26,-5929,93.8
-3.78,-5951,94
-3.66,-5974,94.2
-3.99,-5997,94.4
-3.82,-6019,94.6
-3.83,-6042,94.8
-3.64,-6065,95
-3.43,-6088,95.2
-3.62,-6112,95.4
-3.9,-6135,95.6
-3.14,-6159,95.8
-3.14,-6182,96
-2.8,-6206,96.2
-3.01,-6230,96.4
-3.68,-6253,96.6
-3.14,-6277,96.8
-3.55,-6302,97
-3.39,-6326,97.2
-3.62,-6350,97.4
-3.2,-6374,97.6
-3.15,-6399,97.8
-3.16,-6423,98
-2.83,-6448,98.2
-3.36,-6472,98.4
-3.1,-6522,98.8
-2.97,-6546,99
-2.92,-6571,99.2
-2.97,-6596,99.4
-3.25,-6621,99.6
-3.21,-6646,99.8
-3.29,-6671,100
-3.16,-6696,100.2
-3.52,-6721,100.4
-3.53,-6747,100.6
-3.14,-6772,100.8
-3.22,-6797,101
-3.68,-6822,101.2
