year (AD),d18O (permil)
1767,31.25
1768,31.41
1769,27.95
1770,28.73
1771,28.67
1772,28.18
1773,31.31
1774,30.83
1775,27.23
1776,27.4
1777,28.74
1778,28.62
1779,31.75
1780,29.91
1781,30.43
1782,32.49
1783,33.97
1784,33.88
1785,31.36
1786,30.46
1787,30.72
1788,30.14
1789,26.99
1790,31.11
1791,28.57
1792,31
1793,31.71
1794,32.68
1795,29.81
1796,29.22
1797,27.94
1798,28.4
1799,28.29
1800,28.86
1801,28.05
1802,30.37
1803,31.4
1804,32.94
1805,30.26
1806,30.06
1807,27.52
1808,29.43
1809,29.84
1810,29.36
1811,28.78
1812,31.38
1813,33.14
1814,30.54
1815,29.52
1816,29.96
1817,28.44
1818,26.74
1819,27.66
1820,28.39
1821,31.11
1822,26.76
1823,28.52
1824,30.45
1825,31.5
1826,28.42
1827,30.61
1828,28.5
1829,29.99
1830,28.21
1831,30.49
1832,27.98
1833,33.5
1834,28.54
1835,28.31
1836,28.6
1837,30.82
1838,31.36
1839,30.97
1840,31.83
1841,30.98
1842,32.43
1843,30.42
1844,29.75
1845,30.07
1846,30.24
1847,30.59
1848,32.36
1849,31.64
1850,31.46
1851,29.7
1852,28.53
1853,29.34
1854,29.42
1855,29.15
1856,30.66
1857,28.5
1858,31.14
1859,30.74
1860,31.96
1861,30.75
1862,28.28
1863,29.16
1864,30.93
1865,31.21
1866,28.67
1867,30.29
1868,31.09
1869,30.8
1870,30.6
1871,29.26
1872,29.16
1873,31.86
1874,28.75
1875,30.19
1876,29.36
1877,31.09
1878,28.42
1879,30.24
1880,30.78
1881,27.9
1882,28.53
1883,30.06
1884,30.22
1885,28.74
1886,30.12
1887,30.44
1888,30.33
1889,28.29
1890,30.12
1891,29.83
1892,32.67
1893,26.52
1894,26.52
1895,29.05
1896,30.81
1897,29.4
1898,31.14
1899,32.4
1900,30.56
1901,31.2
1902,32.81
1903,31.26
1904,31.1
1905,30.88
1906,30.08
1907,30.1
1908,31.2
1909,28.78
1910,28.82
1911,30.79
1912,29.47
1913,29.38
1914,28.75
1915,30.01
1916,30.89
1917,28.58
1918,30.28
1919,29.56
1920,30.19
1921,33.61
1922,30.82
1923,30.12
1924,30.5
1925,28.3
1926,29.52
1927,29.5
1928,30.82
1929,30.8
1930,29.62
1931,30.97
1932,31.11
1933,27.37
1934,29.91
1935,29.98
1936,29.62
1937,29.93
1938,30.11
1939,32.1
1940,31.88
1941,31.82
1942,30.47
1943,28.93
1944,29.52
1945,28.86
1946,29.87
1947,32.64
1948,28.39
1949,29.96
1950,28.66
1951,30.21
1952,29.87
1953,30.4
1954,31.13
1955,28.13
1956,27
1957,27.24
1958,29.45
1959,28.66
1960,31.31
1961,28.95
1962,30.62
1963,29.62
1964,27.88
1965,30.13
1966,31.46
1967,28.51
1968,29.33
1969,32.67
1970,30.99
1971,29.8
1972,31.09
1973,30.46
1974,32.22
1975,28.9
1976,28.81
1977,28.7
1978,27.74
1979,30.18
1980,29.49
1981,30.43
1982,30.06
1983,28.87
1984,31.03
1985,32.23
1986,30.63
1987,33.58
1988,32.26
1989,30.08
1990,30.26
1991,31.39
1992,29.11
1993,29.95
1994,29.59
1995,29.76
1996,29.18
1997,30
1998,28.84
1999,30.05
2000,30.31
2001,31.43
2002,33.35
2003,30.28
2004,33.77
2005,28.99
2006,30.89
2007,30.78
2008,30.63
