d18O (permil),year (AD)
-26.33,1988
-26.67,1987
-25.76,1986
-23.7,1985
-24.11,1984
-23.81,1983
-24.56,1982
-24.39,1981
-25.18,1980
-24.55,1979
-24.69,1978
-24.63,1977
-24.64,1976
-25.78,1975
-24.95,1974
-25.05,1973
-23.7,1972
-24.05,1971
-24.99,1970
-25.3,1969
-25.62,1968
-24.86,1967
-26.55,1966
-25.64,1965
-25.24,1964
-26.25,1963
-24.56,1962
-26.78,1961
-24.79,1960
-25.85,1959
-24.71,1958
-25.08,1957
-25.88,1956
-24.76,1955
-25.66,1954
-26.34,1953
-24.78,1952
-25.58,1951
-26.91,1950
-26.47,1949
-26.21,1948
-25.78,1947
-24.2,1946
-25.17,1945
-24.39,1944
-25.42,1943
-25.38,1942
-23.21,1941
-25.07,1940
-25.86,1939
-24.5,1938
-24.39,1937
-25.22,1936
-26.02,1935
-26.17,1934
-26.04,1933
-27.61,1932
-25.64,1931
-27.43,1930
-25.83,1929
-25.88,1928
-26.66,1927
-25.63,1926
-26.81,1925
-26.06,1924
-25.78,1923
-26.21,1922
-25.78,1921
-25.07,1920
-24.83,1919
-25.56,1918
-25.88,1917
-24.13,1916
-25.66,1915
-26.71,1914
-26.45,1913
-25.64,1912
-26.47,1911
-24.43,1910
-26.3,1909
-25.72,1908
-27.06,1907
-26.93,1906
-25.48,1905
-25.67,1904
-27.1,1903
-24.94,1902
-25.24,1901
-26.02,1900
-26.14,1899
-26.85,1898
-26.63,1897
-26.36,1896
-25.52,1895
-24.27,1894
-25.6,1893
-25.86,1892
-25.84,1891
-24.35,1890
-25.13,1889
-25.53,1888
-25.07,1887
-25.03,1886
-25.44,1885
-26.15,1884
-26.9,1883
-26.3,1882
-27.02,1881
-26.22,1880
-24.96,1879
-25.01,1878
-24.29,1877
-24.82,1876
-24.8,1875
-25.25,1874
-26.42,1873
-26.39,1872
-26.33,1871
-25.81,1870
-26.49,1869
-25.61,1868
-25.18,1867
-26.27,1866
-25.02,1865
-25.88,1864
-26.95,1863
-25.37,1862
-26.33,1861
-27.45,1860
-26.88,1859
-27.33,1858
-25.57,1857
-23.97,1856
-24.8,1855
-26.16,1854
-26.59,1853
-26.72,1852
-25.85,1851
-27.12,1850
-25.35,1849
-25.9,1848
-26.06,1847
-26.3,1846
-24.8,1845
-26.08,1844
-27.72,1843
-26.15,1842
-27.57,1841
-25.35,1840
-24.97,1839
-23.92,1838
-23.47,1837
-25.16,1836
-24.58,1835
-25.15,1834
-26.24,1833
-25.58,1832
-24.19,1831
-25.43,1830
-28.89,1829
-25.81,1828
-25.69,1827
-25.23,1826
-24.83,1825
-24.7,1824
-27.21,1823
-26.58,1822
-24.77,1821
-24.55,1820
-25.97,1819
-24.59,1818
-26.27,1817
-25.58,1816
-25.01,1815
-25,1814
-25.75,1813
-26.3,1812
-25.89,1811
-25.26,1810
-25.94,1809
-27.44,1808
-25.77,1807
-25.11,1806
-25.71,1805
-24.89,1804
-24.99,1803
-25.91,1802
-26.71,1801
-26.72,1800
-24.35,1799
-25.72,1798
-26.77,1797
-23.67,1796
-25.53,1795
-24.72,1794
-24.81,1793
-26.14,1792
-25.63,1791
-26.55,1790
-26.36,1789
-26.45,1788
-25.32,1787
-25.02,1786
-25.31,1785
-25.62,1784
-25.95,1783
-25.52,1782
-25.19,1781
-24.54,1780
-26.06,1779
-26.03,1778
-25.1,1777
-25.25,1776
-26.38,1775
-25.36,1774
-25.34,1773
-25.88,1772
-24.94,1771
-25.09,1770
-26,1769
-26.13,1768
-25.78,1767
-24.7,1766
-25.42,1765
-26.29,1764
-24.69,1763
-25.24,1762
-24.81,1761
-25.97,1760
-26.13,1759
-26.31,1758
-25.75,1757
-25.12,1756
-24.87,1755
-24.88,1754
-25.18,1753
-25.54,1752
-25.03,1751
-26.11,1750
-26.93,1749
-24.01,1748
-25.05,1747
-23.38,1746
-26.35,1745
-26.71,1744
-26.38,1743
-26.47,1742
-26.44,1741
-25.53,1740
-26.81,1739
-26.6,1738
-25.69,1737
-23.7,1736
-24.37,1735
-25.59,1734
-24.4,1733
-24.71,1732
-25.37,1731
-24.33,1730
-25.38,1729
-25.53,1728
-25.95,1727
-26.48,1726
-26.34,1725
-25.68,1724
-24.85,1723
-26.03,1722
-26.61,1721
-25.59,1720
-24.71,1719
-25.74,1718
-24.8,1717
-25.53,1716
-25.82,1715
-25.1,1714
-26.15,1713
-24.71,1712
-25.64,1711
-26.59,1710
-26.34,1709
-24.91,1708
-25.69,1707
-25.89,1706
-26.87,1705
-24.69,1704
-24.35,1703
-25.03,1702
-25.99,1701
-25.19,1700
-25.75,1699
-25.35,1698
-25.38,1697
-27.08,1696
-26.04,1695
-25.72,1694
-24.87,1693
-25.53,1692
-24.3,1691
-25.62,1690
-24.42,1689
-24.31,1688
-24.98,1687
-25.5,1686
-24.93,1685
-24.19,1684
-25.58,1683
-25.81,1682
-25.27,1681
-25.96,1680
-26.68,1679
-27.21,1678
-24.94,1677
-24.91,1676
-25.69,1675
-25.25,1674
-25.91,1673
-26.46,1672
-25.84,1671
-25.42,1670
-24.68,1669
-26.14,1668
-26.13,1667
-25.17,1666
-25.8,1665
-26.71,1664
-25.01,1663
-25.27,1662
-24.57,1661
-26.44,1660
-25.8,1659
-23.49,1658
-25.03,1657
-25.16,1656
-26.18,1655
-24.42,1654
-24.86,1653
-24.85,1652
-26.21,1651
-26.47,1650
-25.14,1649
-25.49,1648
-26.17,1647
-25.55,1646
-26.05,1645
-25.41,1644
-25.38,1643
-26.32,1642
-25.92,1641
-25.93,1640
-25.79,1639
-24.41,1638
-26.43,1637
-26.43,1636
-25.95,1635
-25.91,1634
-26.17,1633
-25.77,1632
-26.4,1631
-25.42,1630
-25.43,1629
-27.27,1628
-27.47,1627
-27.45,1626
-24.78,1625
-25.11,1624
-25.82,1623
-24.81,1622
-25.25,1621
-25.49,1620
-25.55,1619
-24.13,1618
-24.7,1617
-25.52,1616
-26.09,1615
-24.3,1614
-25.11,1613
-25.99,1612
-25.83,1611
-24.78,1610
-24.77,1609
-25.6,1608
-26.4,1607
-25.43,1606
-24.29,1605
-25.6,1604
-25.36,1603
-25.32,1602
-27.22,1601
-26.05,1600
-25.25,1599
-25.46,1598
-26.39,1597
-26.16,1596
-25.03,1595
-24.7,1594
-23.78,1593
-24.02,1592
-24.86,1591
-25.51,1590
-25.75,1589
-26.24,1588
-26.2,1587
-25.93,1586
-25.52,1585
-26.14,1584
-26.17,1583
-26.57,1582
-25.98,1581
-25.39,1580
-25.9,1579
-25.35,1578
-25.32,1577
-25.81,1576
-26.43,1575
-25.93,1574
-25.2,1573
-27.06,1572
-27.11,1571
-25.95,1570
-26.54,1569
-26.72,1568
-25.54,1567
-25.73,1566
-25.75,1565
-24.26,1564
-24.33,1563
-26.41,1562
