d18O (permil),year (AD)
27.638,1901
27.593,1902
27.418,1903
29.602,1904
28.039,1905
28.242,1906
27.984,1907
28.058,1908
28.728,1909
28.864,1910
28.159,1911
27.653,1912
26.494,1913
26.315,1914
26.973,1915
27.187,1916
26.746,1917
27.091,1918
27.534,1919
26.652,1920
26.871,1921
28.079,1922
27.649,1923
27.566,1924
27.82,1925
29.06,1926
28.211,1927
27.961,1928
28.396,1929
27.769,1930
28.06,1931
26.574,1932
27.453,1933
27.704,1934
27.611,1935
27.181,1936
27.829,1937
27.033,1938
28.585,1939
28.681,1940
27.666,1941
25.746,1942
28.025,1943
29.456,1944
29.916,1945
28.116,1946
26.503,1947
27.994,1948
28.875,1949
27.935,1950
29.343,1951
28.739,1952
28.283,1953
28.315,1954
28.682,1955
28.811,1956
28.059,1957
27.425,1958
27.685,1959
26.733,1960
26.469,1961
28.489,1962
29.272,1963
28.628,1964
29.822,1965
28.365,1966
27.026,1967
28.36,1968
26.078,1969
25.939,1970
26.805,1971
26.32,1972
28.111,1973
30.926,1974
28.601,1975
26.526,1976
26.999,1977
28.659,1978
28.483,1979
29.112,1980
29.003,1981
28.897,1982
27.279,1983
26.403,1984
27.532,1985
29.739,1986
30.282,1987
26.457,1988
29.928,1989
26.623,1990
28.814,1991
28.016,1992
26.558,1993
27.155,1994
27.2,1995
28.903,1996
28.781,1997
28.375,1998
28.631,1999
30.22,2000
28.443,2001
28.764,2002
29.971,2003
29.306,2004
