d18O (permil),year (AD),depth (cm)
2.74,1680,0
2.87,1620,1
3.03,1570,2
2.87,1520,3
2.81,1460,4
2.92,1410,5
2.9,1360,6
2.86,1300,7
2.9,1250,8
2.91,1200,9
2.83,1140,10
2.73,1090,11
2.79,970,12
2.68,900,13
2.91,840,13.5
2.74,780,14
2.95,720,14.5
2.84,600,15.5
2.72,540,16
2.61,480,16.5
2.91,420,17
2.69,360,17.5
2.9,300,18
2.97,240,18.5
2.51,180,19
2.74,120,19.5
2.78,60,20
2.77,0,20.5
2.93,-60,21
2.86,-120,21.5
2.85,-180,22
2.95,-240,22.5
2.83,-300,23
2.89,-420,24
2.86,-540,25
2.91,-580,25.5
2.83,-630,26
2.8,-670,26.5
2.93,-720,27
2.74,-760,27.5
2.83,-800,28
2.76,-850,28.5
2.95,-890,29
2.89,-930,29.5
2.55,-980,30
2.81,-1020,30.5
2.92,-1070,31
2.77,-1110,31.5
2.56,-1150,32
2.75,-1200,32.5
2.81,-1240,33
2.77,-1280,33.5
2.33,-1330,34
2.81,-1370,34.5
2.57,-1420,35
2.84,-1460,35.5
2.85,-1500,36
2.8,-1550,36.5
2.71,-1590,37
2.64,-1640,37.5
2.64,-1680,38
2.84,-1730,38.5
2.72,-1820,39.5
2.44,-1860,40
2.62,-1910,40.5
2.68,-1950,41
2.74,-2000,41.5
2.8,-2050,42
2.92,-2090,42.5
2.78,-2140,43
2.8,-2180,43.5
2.91,-2230,44
2.74,-2270,44.5
2.85,-2320,45
2.65,-2370,45.5
2.55,-2410,46
2.91,-2460,46.5
2.83,-2500,47
2.81,-2550,47.5
2.52,-2590,48
2.8,-2730,49.5
2.92,-2770,50
2.84,-2810,50.5
2.73,-2850,51
2.86,-2890,51.5
2.82,-2930,52
2.81,-2970,52.5
2.94,-3010,53
2.96,-3050,53.5
2.8,-3090,54
2.8,-3130,54.5
2.77,-3170,55
2.53,-3220,55.5
2.8,-3260,56
2.52,-3340,57
2.8,-3380,57.5
2.84,-3420,58
2.94,-3540,59.5
2.55,-3580,60
2.73,-3620,60.5
2.6,-3660,61
2.76,-3760,62
2.88,-3800,62.5
2.64,-3850,63
2.83,-3900,63.5
2.76,-3950,64
2.92,-4040,65
2.88,-4090,65.5
2.86,-4180,66.5
2.94,-4230,67
2.86,-4280,67.5
2.95,-4330,68
2.81,-4370,68.5
2.86,-4420,69
2.85,-4470,69.5
2.82,-4520,70
2.87,-4560,70.5
2.73,-4610,71
2.83,-4660,71.5
2.83,-4710,72
2.88,-4750,72.5
3.09,-4800,73
2.92,-4840,73.5
2.77,-4890,74
2.79,-4930,74.5
2.7,-4970,75
2.83,-5010,75.5
2.89,-5060,76
2.69,-5100,76.5
3.03,-5140,77
2.93,-5180,77.5
2.63,-5230,78
2.73,-5270,78.5
2.85,-5310,79
2.73,-5350,79.5
2.66,-5400,80
2.92,-5440,80.5
2.72,-5480,81
2.79,-5520,81.5
2.8,-5570,82
2.94,-5610,82.5
2.71,-5650,83
2.75,-5690,83.5
2.69,-5740,84
2.68,-5780,84.5
2.8,-5820,85
3.01,-5900,85.5
2.98,-5980,86
2.86,-6060,86.5
2.78,-6130,87
2.93,-6210,87.5
2.8,-6290,88
2.97,-6370,88.5
3.05,-6450,89
2.9,-6530,89.5
3.02,-6600,90
2.95,-6680,90.5
3.01,-6760,91
3,-6840,91.5
3.05,-6920,92
2.83,-7000,92.5
2.85,-7070,93
2.88,-7150,93.5
2.95,-7230,94
3.05,-7310,94.5
2.82,-7390,95
2.92,-7470,95.5
3.03,-7540,96
3.06,-7620,96.5
2.98,-7700,97
3.14,-7750,97.5
3.14,-7800,98
3.13,-7860,98.5
3.15,-7910,99
2.93,-7960,99.5
3.2,-8010,100
2.93,-8060,100.5
3.14,-8120,101
3.13,-8270,102.5
3.27,-8330,103
3.15,-8380,103.5
2.97,-8430,104
3.15,-8480,104.5
3.15,-8530,105
3.22,-8590,105.5
3.29,-8640,106
3.2,-8690,106.5
3.3,-8740,107
3.34,-8790,107.5
3.29,-8850,108
3.17,-8900,108.5
3.34,-8950,109
3.28,-8970,109.5
3.36,-8990,110
3.2,-9020,111
3.2,-9040,111.5
3.37,-9060,112
3.35,-9080,112.5
3.37,-9090,113
3.4,-9110,113.5
3.46,-9130,114
3.35,-9150,114.5
3.2,-9160,115
3.02,-9180,115.5
3.28,-9200,116
3.27,-9220,116.5
3,-9240,117
3.33,-9250,117.5
3.36,-9270,118
3.28,-9290,118.5
3.36,-9310,119
3.23,-9320,119.5
3.18,-9340,120
3.48,-9360,120.5
3.48,-9380,121
