d18O (permil),year (AD),depth (cm)
-25.69,1974,2.268
-25.96,1973,2.681
-26.97,1972,3.091
-25.05,1971,3.92
-25.38,1970,4.175
-26.08,1969,4.553
-24.78,1968,5.166
-25.29,1967,5.642
-26.41,1966,6.108
-24.01,1965,6.642
-25.84,1964,7.094
-25.88,1963,7.806
-26.92,1962,8.215
-25.53,1961,8.585
-24.41,1960,8.953
-24.12,1959,9.54
-26.31,1958,10.158
-26.81,1957,10.557
-26.27,1956,11.132
-25.28,1955,11.917
-24.4,1954,12.694
-24.93,1953,13.221
-25.04,1952,13.883
-26.43,1951,14.402
-25.66,1950,15.021
-27.17,1949,15.397
-26.51,1948,15.907
-25.89,1947,17.02
-25.14,1946,17.654
-25.58,1945,18.284
-27.18,1944,18.745
-25.34,1943,19.335
-26.03,1942,19.791
-24.78,1941,20.407
-25.43,1940,20.986
-27.57,1939,21.37
-26.56,1938,22.039
-26.53,1937,22.64
-25.2,1936,23.111
-26.25,1935,23.456
-26.5,1934,23.799
-26.72,1933,24.079
-23.23,1932,24.853
-25.66,1931,25.222
-27,1930,25.437
-25.02,1929,25.804
-26.23,1928,26.382
-25.74,1927,26.867
-27.09,1926,27.529
-26.51,1925,28.038
-25.49,1924,28.723
-26.23,1923,29.226
-27.6,1922,29.727
-27.29,1921,30.226
-26.8,1920,30.693
-26.72,1919,31.245
-27.84,1918,31.766
-25.5,1917,32.313
-24.14,1916,32.8
-27.02,1915,33.313
-27.6,1914,33.711
-26.71,1913,34.136
-26.87,1912,34.503
-26.41,1911,34.896
-26.35,1910,35.457
-25.51,1909,35.959
-27.33,1908,36.265
-26.06,1907,36.57
-26.14,1906,36.819
-25.33,1905,37.122
-26.46,1904,37.673
-24.49,1903,38.193
-25.51,1902,38.494
-25.87,1901,39.12
-26.99,1900,39.553
-27.78,1899,40.147
-25.08,1898,40.631
-26.05,1897,41.033
-27.04,1896,41.514
-23.67,1895,42.02
-24.86,1894,42.444
-23.66,1893,42.92
-24.97,1892,43.368
-25.35,1891,43.868
-25.89,1890,44.261
-26.51,1889,44.783
-26.23,1888,45.096
-25.59,1887,45.563
-25.36,1886,45.926
-26.27,1885,46.236
-25.19,1884,46.52
-26.61,1883,46.829
-25.79,1882,47.317
-26.28,1881,47.574
-26.01,1880,47.906
-26.29,1879,48.34
-25.29,1878,49.053
-25.34,1877,49.408
-26.94,1876,49.787
-26.4,1875,50.62
-27.77,1874,51.097
-26.17,1873,51.573
-27.37,1872,51.798
-27.42,1871,52.148
-25.74,1870,52.696
-28.61,1869,53.118
-28.37,1868,53.54
-27.12,1867,53.911
-25.68,1866,54.257
-27.82,1865,54.577
-28.83,1864,54.922
-27.79,1863,55.193
-28.51,1862,55.364
-26.73,1861,55.683
-26.51,1860,56.075
-25.4,1859,56.393
-26.89,1858,56.734
-26.47,1857,57.002
-24.69,1856,57.538
-25.97,1855,57.853
-26.06,1854,58.338
-27.1,1853,58.677
-25.27,1852,58.991
-26.54,1851,59.352
-25.2,1850,59.569
-25.82,1849,59.81
-25.05,1848,60.195
-24.41,1847,60.483
-26.3,1846,60.674
-25.73,1845,61.177
-26.48,1844,61.512
-24.86,1843,61.822
-25.82,1842,62.18
-27.5,1841,62.347
-25.56,1840,62.489
-27.09,1839,62.917
-25.31,1838,63.368
-26.48,1837,63.7
-27.6,1836,63.937
-26.58,1835,64.292
-25.95,1834,64.528
-29.35,1833,64.906
-29.1,1832,65.259
-27.83,1831,66.082
-27.51,1830,66.458
-26.15,1829,67.044
-25.97,1828,67.558
-26.6,1827,68.049
-27.44,1826,68.282
-27.18,1825,68.841
-25.8,1824,69.19
-25.6,1823,69.539
-26.98,1822,69.91
-26.75,1821,70.42
-24.7,1820,70.721
-25.2,1819,71.184
-25.7,1818,71.438
-25.88,1817,71.738
-27.66,1816,72.176
-25.63,1815,72.66
-26.08,1814,73.051
-28.34,1813,73.396
-29.09,1812,73.671
-26.7,1811,74.038
-24.91,1810,74.336
-25.66,1809,74.771
-25.06,1808,75.252
-25.16,1807,75.64
-26.02,1806,76.393
-25.16,1805,77.122
-25.79,1804,77.372
-26.69,1803,77.758
-26.69,1802,78.144
-26.24,1801,78.553
-25.67,1800,79.074
-25.99,1799,79.459
-27.94,1798,79.821
-27.8,1797,80.16
-25.99,1796,80.702
-26.33,1795,81.153
-26.4,1794,81.491
-26.29,1793,81.807
-27.05,1792,82.122
-25.05,1791,82.482
-27.27,1790,82.774
-27.03,1789,83.134
-25.13,1788,83.515
-26.77,1787,83.852
-26.23,1786,84.278
-25.81,1785,84.681
-27.29,1784,85.106
-27,1783,85.621
-25.73,1782,85.889
-27.18,1781,86.559
-28.69,1780,86.983
-27.1,1779,87.317
-26.66,1778,87.651
-26.94,1777,88.008
-24.7,1776,88.319
-28.06,1775,88.631
-26.32,1774,89.008
-26.96,1773,89.164
-24.71,1772,89.497
-26.29,1771,89.83
-27.52,1770,90.185
-25.84,1769,90.496
-26.17,1768,90.828
-26.39,1767,91.182
-27.16,1766,91.448
-26.28,1765,91.869
-25.01,1764,92.267
-26.71,1763,92.731
-29.23,1762,93.172
-24.57,1761,93.415
-26.42,1760,93.812
-26.01,1759,94.209
-26.36,1758,94.672
-26.05,1757,95.157
-25.31,1756,95.619
-28.72,1755,95.993
-28.38,1754,96.279
-26.67,1753,96.674
-27.23,1752,96.982
-25.65,1751,97.311
-24.9,1750,97.816
-25.69,1749,97.991
-26.03,1748,98.32
-28.27,1747,98.736
-26.93,1746,99.196
-24.96,1745,99.393
-26.56,1744,99.875
-26.81,1743,100.115
-27.53,1742,100.203
