d18O (permil),year (AD)
-53.4565850527703,1944
-56.8837717297076,1943
-57.2556448305327,1942
-57.0849143335336,1941
-56.8376040832665,1940
-56.2643903453284,1939
-55.9113920140196,1938
-55.6160889038111,1937
-55.4769153847723,1936
-55.1619973739544,1935
-55.7345509309907,1934
-55.9793976710094,1933
-56.0336517513445,1932
-55.9094718065177,1931
-55.011026263331,1930
-54.8732799976821,1929
-54.9780186264702,1928
-54.2016569285735,1927
-50.2018812451869,1926
-50.2348712554065,1925
-51.385727644563,1924
-52.9119423213409,1923
-53.888598857763,1922
-53.9089847215062,1921
-53.7812409759526,1920
-55.7352536976768,1919
-56.7745004607404,1918
-57.5635318751003,1917
-58.1536863106632,1916
-56.9930596783488,1915
-56.3474636492534,1914
-56.1157249561245,1913
-56.1819742523976,1912
-55.4172557555889,1911
-57.0189630005403,1910
-58.4058652113616,1909
-59.5195958740078,1908
-57.6972292432631,1907
-57.0206616474114,1906
-56.5235418819968,1905
-55.7037902152025,1904
NA,1903
NA,1902
-55.1328493678829,1901
-53.9239293138134,1900
-53.2789429132018,1899
-52.8354431882685,1898
NA,1897
-53.4498333359694,1896
-54.1314988906245,1895
-55.8356627772623,1894
-55.2049720701383,1893
-55.2052224494353,1892
-55.3457097789699,1891
-56.452864423132,1890
-56.2614002449266,1889
-56.0917628270836,1888
-55.8591334606814,1887
-54.0811897432957,1886
-54.0968313243997,1885
-54.5127853697352,1884
-56.9597476010758,1883
-57.1598273347578,1882
-56.7202580853272,1881
-53.1824837871749,1880
-53.9377132859419,1879
-54.2877152054714,1878
-54.5272658055847,1877
-55.3845540780526,1876
-55.7462958677165,1875
-55.7933620694082,1874
-55.3604025438022,1873
-55.3292850421414,1872
-55.3840082678394,1871
-55.8011782470597,1870
-56.5547949631344,1869
-57.308411679209,1868
-56.9953440211165,1867
-55.9118944866515,1866
-54.7225309036733,1865
-52.4618723108959,1864
-53.0937156765264,1863
-53.6344484715181,1862
-54.9833151445768,1861
-56.0325302863732,1860
-56.3230828105714,1859
-56.0002489792702,1858
-55.5520484098858,1857
-55.3060264108121,1856
-55.1391719825122,1855
-53.6098101548262,1854
-52.8095614558726,1853
-51.5736206223316,1852
-54.0962889191849,1851
-55.1255967113854,1850
-56.4375320434601,1849
-57.824037478182,1848
-58.5717632093369,1847
-59.7478248198633,1846
-58.5362237506313,1845
-57.850798474581,1844
-56.7430358190713,1843
-55.893171773533,1842
-55.7593700850973,1841
-55.8497978867771,1840
-54.8396044131268,1839
-54.5012506034567,1838
-54.1604628161066,1837
-54.7299630473024,1836
-54.9874744253955,1835
-55.0617526394323,1834
-54.8544050487773,1833
-55.0334926179052,1832
-56.3436256448546,1831
-55.5977654666944,1830
-55.2213061278918,1829
-55.2001306295574,1828
-55.3660156389847,1827
-55.4823360896693,1826
-55.4337762513544,1825
-55.5702718534696,1824
-55.672643555056,1823
-56.8362352041538,1822
-56.9764695203679,1821
-57.1167038365821,1820
-56.6289103572773,1819
-56.6222642263761,1818
-56.7715697910085,1817
-54.6405446524052,1816
-54.2502364928224,1815
-54.339978663167,1814
-54.9681933615696,1813
-55.1813774762513,1812
-54.9908686528544,1811
-54.7819612539247,1810
-54.6775075544598,1809
-52.5808558837889,1808
-52.6835800991397,1807
-52.7863043144905,1806
-54.256300141011,1805
-54.8407810215925,1804
-56.0097427827556,1803
-55.2496326222002,1802
-55.1099431784124,1801
-55.1716061200287,1800
-54.8387061331774,1799
-54.6722561397517,1798
-56.0600855929038,1797
-55.8219551516653,1796
-55.5838247104268,1795
-55.6806684620337,1794
-55.7676916592596,1793
-55.9094568031756,1792
-56.7232889726195,1791
-57.1415224663982,1790
-57.6050255964036,1789
-56.6659899594483,1788
-55.9617132317317,1787
-55.5603477401453,1786
-56.0774458806538,1785
-57.1116421616708,1784
-55.1606321819716,1783
-55.0135096046635,1782
-56.2289066978226,1781
-56.280953203023,1780
-56.3199880819233,1779
-55.2630328731851,1778
-55.1149256547652,1777
-54.8187112179254,1776
-55.3599179838772,1775
-55.1175823026059,1774
-53.3646971302975,1773
-54.7210415157468,1772
-55.7382998048338,1771
-55.3973648291331,1770
-54.9730151306736,1769
-54.1243157337546,1768
-55.8174987994221,1767
-56.6522192853324,1766
-56.5809930037918,1765
-56.1338053150951,1764
-55.6866176263985,1763
-55.7692512013505,1762
-55.8939924017941,1761
-56.164528615427,1760
-56.7496897460062,1759
-57.0422703112959,1758
-55.6009990421747,1757
-55.8937064097463,1756
-56.4791211448895,1755
-56.7058757737606,1754
-56.4478888608371,1753
-54.2197034966825,1752
-53.9139610543298,1751
-53.6082186119772,1750
-54.2088277775805,1749
-54.5224265686927,1748
-55.4898113586504,1747
-55.688463860788,1746
-55.8871163629256,1745
-53.4577435927509,1744
-52.7478452491231,1743
-52.1378394852591,1742
-53.58136732658,1741
-54.3031312472404,1740
-55.0146618287936,1739
-54.7662009687063,1738
-54.2692792485316,1737
-53.9517739185312,1736
-53.793021253531,1735
-52.4968311619042,1734
-53.5899080533345,1733
-55.776061836195,1732
-56.4268020308562,1731
-56.7521721281867,1730
-55.4680898954446,1729
-55.2356796499223,1728
-54.7708591588779,1727
-55.0119436302474,1726
-55.1324858659322,1725
-54.1836676967126,1724
-53.3697186743507,1723
-51.7418206296269,1722
-52.2779637406242,1721
-52.5460352961228,1720
-53.7343951928053,1719
-53.6457288670949,1718
-53.468396215674,1717
-53.837959088908,1716
-54.022740525525,1715
-56.6327706922372,1714
-56.5384853357541,1713
-56.349914622788,1712
-55.7163825118491,1711
