d18O (permil),year (AD)
-14.45,1996
-17.33,1995
-21.14,1994
-18.3,1993
-17.51,1992
-19.1,1991
-22.06,1990
-22.07,1989
-21.86,1988
-19.77,1987
-23.63,1986
-19.33,1985
-22.56,1984
-22.99,1983
-22.75,1982
-20.82,1981
-21.95,1980
-20.53,1979
-18.81,1978
-18.4,1977
-17.13,1976
-20.17,1975
-21.93,1974
-18.31,1973
-19.93,1972
-19.34,1971
-20.52,1970
-20.04,1969
-20.03,1968
-21.08,1967
-19.68,1966
-24.57,1965
-22.09,1964
-24.41,1963
-21.43,1962
-23.48,1961
-21.5,1960
-20.07,1959
-20.97,1958
-19.87,1957
-19.6,1956
