d18O (permil),year (AD)
-14.56,2000
-15.43,1995
-14.65,1990
-14.21,1985
-14.63,1980
-15.31,1975
-15.15,1970
-14.2,1965
-14.48,1960
-15.27,1955
-14.98,1950
-15.33,1945
-15.39,1940
-14.96,1935
-14.47,1930
-14.58,1925
-14.48,1920
-14.42,1915
-14.61,1910
-15,1905
-15.34,1900
-15.32,1895
-15.3,1890
-15.27,1885
-15.25,1880
-15.23,1875
-14.97,1870
-14.65,1865
-14.4,1860
-14.44,1855
-14.49,1850
-14.7,1845
-14.91,1840
-14.75,1835
-14.59,1830
-14.46,1825
-14.46,1820
-14.46,1815
-14.31,1810
-14.16,1805
-14.15,1800
-14.14,1795
-14.15,1790
-14.23,1785
-14.31,1780
-14.31,1775
-14.19,1770
-14.14,1765
-14.21,1760
-14.24,1755
-14.11,1750
-13.99,1745
-13.94,1740
-14,1735
-14.06,1730
-14.12,1725
-14.19,1720
-14.25,1715
-14.32,1710
-14.41,1705
-14.54,1700
-14.6,1695
-14.56,1690
-14.53,1685
-14.53,1680
-14.53,1675
-14.64,1670
-14.83,1665
-14.8,1660
-14.77,1655
-14.74,1650
-14.71,1645
-14.67,1640
-14.64,1635
-14.6,1630
-14.55,1625
-14.51,1620
-14.46,1615
-14.42,1610
-14.41,1605
-14.46,1600
-14.51,1595
-14.57,1590
-14.62,1585
-14.67,1580
-14.71,1575
-14.73,1570
-14.76,1565
-14.79,1560
-14.81,1555
-14.84,1550
-14.85,1545
-14.86,1540
-14.87,1535
-14.88,1530
-14.88,1525
-14.89,1520
-14.93,1515
-14.98,1510
-15.02,1505
-15.06,1500
-15.1,1495
-15.13,1490
-15.12,1485
-15.12,1480
-15.11,1475
-15.11,1470
-15.1,1465
-15.06,1460
-15,1455
-14.95,1450
-14.89,1445
-14.83,1440
-14.78,1435
-14.72,1430
-14.67,1425
-14.61,1420
-14.56,1415
-14.5,1410
-14.54,1405
-14.63,1400
-14.72,1395
-14.81,1390
-14.91,1385
-15,1380
-15.05,1375
-15.11,1370
-15.16,1365
-15.22,1360
-15.27,1355
-15.19,1350
-15.07,1345
-14.95,1340
-14.83,1335
-14.72,1330
-14.67,1325
-14.67,1320
-14.67,1315
-14.67,1310
-14.67,1305
-14.67,1300
-14.7,1295
-14.72,1290
-14.74,1285
-14.76,1280
-14.78,1275
-14.81,1270
-14.84,1265
-14.87,1260
-14.9,1255
-14.93,1250
-14.92,1245
-14.9,1240
-14.87,1235
-14.85,1230
-14.82,1225
-14.82,1220
-14.86,1215
-14.9,1210
-14.93,1205
-14.97,1200
-15,1195
-15.01,1190
-15.01,1185
-15.02,1180
-15.02,1175
-15.03,1170
-15.01,1165
-14.99,1160
-14.97,1155
-14.94,1150
-14.92,1145
-14.91,1140
-14.9,1135
-14.89,1130
-14.88,1125
-14.88,1120
-14.86,1115
-14.83,1110
-14.79,1105
-14.76,1100
-14.72,1095
-14.69,1090
-14.68,1085
-14.68,1080
-14.67,1075
-14.66,1070
-14.65,1065
-14.66,1060
-14.68,1055
-14.71,1050
-14.73,1045
-14.75,1040
-14.78,1035
-14.82,1030
-14.86,1025
-14.9,1020
-14.95,1015
-14.98,1010
-15.01,1005
-15.03,1000
-15.06,995
-15.08,990
-15.11,985
-15.09,980
-15.07,975
-15.05,970
-15.02,965
-15,960
-14.98,955
-14.96,950
-14.94,945
-14.92,940
-14.9,935
-14.88,930
-14.85,925
-14.83,920
-14.8,915
-14.78,910
-14.75,905
-14.74,900
-14.73,895
-14.72,890
-14.71,885
-14.69,880
-14.71,875
-14.74,870
-14.77,865
-14.8,860
-14.83,855
-14.84,850
-14.84,845
-14.83,840
-14.83,835
-14.83,830
-14.84,825
-14.84,820
-14.85,815
-14.85,810
-14.86,805
-14.85,800
-14.83,795
-14.82,790
-14.81,785
-14.78,780
-14.72,775
-14.66,770
-14.59,765
-14.53,760
-14.54,755
-14.58,750
-14.62,745
-14.66,740
-14.7,735
-14.73,730
-14.73,725
-14.73,720
-14.73,715
-14.73,710
-14.73,705
-14.73,700
-14.72,695
-14.72,690
-14.71,685
-14.7,680
-14.69,675
-14.69,670
-14.68,665
-14.71,660
-14.73,655
-14.76,650
-14.78,645
-14.81,640
-14.83,635
-14.85,630
-14.84,625
-14.83,620
-14.83,615
-14.82,610
-14.81,605
-14.8,600
-14.79,595
-14.77,590
-14.75,585
-14.73,580
-14.71,575
-14.69,570
-14.69,565
-14.69,560
-14.69,555
-14.72,550
-14.76,545
-14.79,540
-14.8,535
-14.8,530
-14.8,525
-14.88,520
-14.97,515
-15.06,510
-15.08,505
-15.06,500
