d18O (permil),year (AD),depth (cm)
-1.272,1553,2
-1.263,1462,6
-1.033,1370,10
-1.033,1278,14
-0.406,1187,18
-0.059,1095,22
-1.916,1003,26
-3.789,912,30
-2.648,820,34
-1.257,728,38
-2.027,637,42
-2.166,545,46
0.298,453,50
-1.029,348,54
-1.156,229,58
-1.538,110,62
-2.587,-10,66
-1.3,-129,70
-1.516,-385,74
-3.313,-545,78
-7.751,-565,82
-9.109,-687,86
-2.08,-809,90
-4.512,-932,94
-2.167,-1054,98
-1.756,-1176,102
-2.708,-1298,106
-1.588,-1420,110
-1.284,-1542,114
-2.79,-1665,118
-2.98,-1787,122
-3.461,-1909,126
-3.696,-2031,130
-5.398,-2153,134
-5.947,-2276,138
-2.519,-2420,142
-0.308,-2718,146
-1.358,-3017,150
-0.056,-3315,154
-2.181,-3613,158
-2.268,-3912,162
-1.249,-4210,166
-0.842,-4315,170
-2.217,-4420,174
-3.93,-4525,178
-4.302,-4630,182
-3.386,-4735,186
-6.224,-4840,190
-5.916,-4945,194
-4.52,-5050,198
-6.417,-5155,202
-5.154,-5260,206
-7.245,-5365,210
-6.388,-5547,218
-5.697,-5657,223
-6.081,-5766,229
-6.273,-5864,234
-4.991,-5920,240
-7.859,-5976,245
-6.803,-6032,251
-5.271,-6087,257
-5.355,-6143,262
-6.92,-6199,268
-7.781,-6255,273
-7.405,-6311,279
-7.3,-6366,284
-6.2,-6422,290
-6.013,-6475,295
-6.338,-6529,301
-8.276,-6583,306
-7.528,-6636,311
-8.081,-6690,317
-7.528,-6744,322
