d18O (permil),year (AD),depth (cm)
-4.18,434.29,NA
-4.19,434.21,NA
-4.14,434.12,NA
-4,434.04,NA
-4.04,433.96,NA
-4.34,433.87,NA
-4.36,433.79,NA
-4.25,433.71,NA
-4.33,433.62,NA
-4.4,433.54,NA
-4.56,433.46,NA
-4.55,433.37,NA
-4.61,433.29,NA
-4.63,433.21,NA
-4.52,433.12,NA
-4.45,433.04,NA
-4.57,432.96,NA
-4.71,432.87,NA
-4.56,432.79,NA
-4.42,432.71,NA
-4.58,432.62,NA
-4.36,432.54,NA
-4.37,432.46,NA
-4.34,432.37,NA
-4.53,432.29,NA
-4.54,432.21,NA
-4.33,432.12,NA
-4.39,432.04,NA
-4.27,431.96,NA
-4.41,431.87,NA
-4.4,431.79,NA
-4.3,431.71,NA
-4.32,431.62,NA
-4.24,431.54,NA
-4.15,431.46,NA
-3.99,431.37,NA
-4.11,431.29,NA
-4.18,431.21,NA
-4.13,431.12,NA
-4.02,431.04,NA
-4,430.96,NA
-3.97,430.87,NA
-4.23,430.79,NA
-4.09,430.71,NA
-3.82,430.62,NA
-3.78,430.54,NA
-3.77,430.46,NA
-3.85,430.37,NA
-3.94,430.29,NA
-4.09,430.21,NA
-4.03,430.12,NA
-3.97,430.04,NA
-3.92,429.96,NA
-4.05,429.87,NA
-4.19,429.79,NA
-4,429.71,NA
-4.15,429.62,NA
-4.19,429.54,NA
-4.23,429.46,NA
-4.23,429.37,NA
-4.27,429.29,NA
-4.24,429.21,NA
-4.22,429.12,NA
-4.18,429.04,NA
-4.26,428.96,NA
-4.29,428.87,NA
-4.48,428.79,NA
-4.51,428.71,NA
-4.45,428.62,NA
-4.43,428.54,NA
-4.37,428.46,NA
-4.27,428.37,NA
-4.27,428.29,NA
-4.28,428.21,NA
-4.3,428.12,NA
-4.3,428.04,NA
-4.34,427.96,NA
-4.4,427.87,NA
-4.39,427.79,NA
-4.3,427.71,NA
-4.41,427.62,NA
-4.41,427.54,NA
-4.44,427.46,NA
-4.4,427.37,NA
-4.38,427.29,NA
-4.45,427.21,NA
-4.35,427.12,NA
-4.29,427.04,NA
-4.38,426.96,NA
-4.59,426.87,NA
-4.66,426.79,NA
-4.46,426.71,NA
-4.24,426.62,NA
-4.22,426.54,NA
-4.29,426.46,NA
-4.3,426.37,NA
-4.3,426.29,NA
-4.28,426.21,NA
-4.26,426.12,NA
-4.12,426.04,NA
-3.99,425.96,NA
-4.16,425.87,NA
-4.13,425.79,NA
-4.09,425.71,NA
-4.07,425.62,NA
-4.21,425.54,NA
-4.1,425.46,NA
-4.15,425.37,NA
-4.19,425.29,NA
-4.11,425.21,NA
-4.06,425.12,NA
-4.05,425.04,NA
-4.04,424.96,NA
-4.13,424.87,NA
-4.1,424.79,NA
-4.11,424.71,NA
-4.05,424.62,NA
-4.06,424.54,NA
-4.02,424.46,NA
-3.87,424.37,NA
-3.67,424.29,NA
-3.79,424.21,NA
-3.98,424.12,NA
-3.85,424.04,NA
-3.94,423.96,NA
-4.14,423.87,NA
-4.24,423.79,NA
-4.36,423.71,NA
-4.37,423.62,NA
-4.38,423.54,NA
-4.25,423.46,NA
-4.14,423.37,NA
-3.94,423.29,NA
-4.02,423.21,NA
-4.03,423.12,NA
-4.05,423.04,NA
-4.09,422.96,NA
-4.38,422.87,NA
-4.34,422.79,NA
-4.39,422.71,NA
-4.38,422.62,NA
-4.36,422.54,NA
-4.17,422.46,NA
-4.17,422.37,NA
-4.19,422.29,NA
-4.28,422.21,NA
-4.37,422.12,NA
-4.08,422.04,NA
-4.02,421.96,NA
-4.39,421.87,NA
-4.51,421.79,NA
-4.46,421.71,NA
-4.32,421.62,NA
-4.32,421.54,NA
-4.06,421.46,NA
-3.98,421.37,NA
-3.96,421.29,NA
-4.12,421.21,NA
-4.16,421.12,NA
-4.05,421.04,NA
-4.04,420.96,NA
-4.23,420.87,NA
-4.21,420.79,NA
-4.13,420.71,NA
-4.06,420.62,NA
-4.02,420.54,NA
-4.04,420.46,NA
-4.11,420.37,NA
-4.17,420.29,NA
-4.24,420.21,NA
-4.11,420.12,NA
-3.99,420.04,NA
-4.08,419.96,NA
-4.23,419.87,NA
-4.25,419.79,NA
-4.39,419.71,NA
-4.41,419.62,NA
-4.41,419.54,NA
-4.45,419.46,NA
-4.48,419.37,NA
-4.44,419.29,NA
-4.47,419.21,NA
-4.45,419.12,NA
-4.29,419.04,NA
-4.38,418.96,NA
-4.44,418.87,NA
-4.31,418.79,NA
-4.22,418.71,NA
-4.2,418.62,NA
-4.22,418.54,NA
-4.22,418.46,NA
-4.22,418.37,NA
-4.14,418.29,NA
-4.25,418.21,NA
-4.4,418.12,NA
-4.36,418.04,NA
-4.36,417.96,NA
-4.75,417.87,NA
-4.79,417.79,NA
-4.66,417.71,NA
-4.65,417.62,NA
-4.54,417.54,NA
-4.47,417.46,NA
-4.55,417.37,NA
-4.42,417.29,NA
-4.34,417.21,NA
-4.21,417.12,NA
-4.11,417.04,NA
-4.08,416.96,NA
-4.12,416.87,NA
-4.19,416.79,NA
-4.15,416.71,NA
-3.97,416.62,NA
-4.04,416.54,NA
-4.29,416.46,NA
-4.2,416.37,NA
-4.19,416.29,NA
-4.38,416.21,NA
-4.36,416.12,NA
-4.18,416.04,NA
-4.24,415.96,NA
-4.45,415.87,NA
-4.45,415.79,NA
-4.34,415.71,NA
-4.38,415.62,NA
-4.41,415.54,NA
-4.39,415.46,NA
-4.31,415.37,NA
-4.16,415.29,NA
-4.13,415.21,NA
-4.23,415.12,NA
-4.12,415.04,NA
-4.12,414.96,NA
-4.22,414.87,NA
-4.15,414.79,NA
-4.08,414.71,NA
-4.36,414.62,NA
-4.25,414.54,NA
-4.17,414.46,NA
-4.17,414.37,NA
-4.07,414.29,NA
-4.05,414.21,NA
-4,414.12,NA
-4.06,414.04,NA
-4.09,413.96,NA
-4.06,413.87,NA
-4.26,413.79,NA
-4.44,413.71,NA
-4.27,413.62,NA
-4.13,413.54,NA
-4.03,413.46,NA
-3.97,413.37,NA
-3.97,413.29,NA
-4.07,413.21,NA
-4.1,413.12,NA
-4.14,413.04,NA
-4.18,412.96,NA
-4.42,412.87,NA
-4.6,412.79,NA
-4.51,412.71,NA
-4.6,412.62,NA
-4.49,412.54,NA
-4.48,412.46,NA
-4.64,412.37,NA
-4.51,412.29,NA
-4.53,412.21,NA
-4.61,412.12,NA
-4.46,412.04,NA
-4.52,411.96,NA
-4.72,411.87,NA
-4.84,411.79,NA
-4.9,411.71,NA
-4.98,411.62,NA
-4.71,411.54,NA
-4.67,411.46,NA
-4.67,411.37,NA
-4.55,411.29,NA
-4.66,411.21,NA
-4.65,411.12,NA
-4.53,411.04,NA
-4.32,410.96,NA
-4.44,410.87,NA
-4.29,410.79,NA
-4.15,410.71,NA
-4.06,410.62,NA
-3.94,410.54,NA
-4.12,410.46,NA
-4.07,410.37,NA
-4.15,410.29,NA
-4.26,410.21,NA
-4.36,410.12,NA
-4.31,410.04,NA
-4.27,409.96,NA
-4.34,409.87,NA
-4.36,409.79,NA
-4.34,409.71,NA
-4.33,409.62,NA
-4.32,409.54,NA
-4.22,409.46,NA
-4.19,409.37,NA
-4.21,409.29,NA
-4.17,409.21,NA
-4.2,409.12,NA
-4.2,409.04,NA
-4.2,408.96,NA
-4.47,408.87,NA
-4.6,408.79,NA
-4.59,408.71,NA
-4.44,408.62,NA
-4.44,408.54,NA
-4.46,408.46,NA
-4.51,408.37,NA
-4.45,408.29,NA
-4.48,408.21,NA
-4.48,408.12,NA
-4.34,408.04,NA
-4.55,407.96,NA
-4.74,407.87,NA
-4.77,407.79,NA
-4.75,407.71,NA
-4.87,407.62,NA
-4.7,407.54,NA
-4.45,407.46,NA
-4.5,407.37,NA
-4.53,407.29,NA
-4.55,407.21,NA
-4.52,407.12,NA
-4.45,407.04,NA
-4.24,406.96,NA
-4.24,406.87,NA
-4.57,406.79,NA
-4.53,406.71,NA
-4.6,406.62,NA
-4.51,406.54,NA
-4.53,406.46,NA
-4.59,406.37,NA
-4.51,406.29,NA
-4.46,406.21,NA
-4.63,406.12,NA
-4.49,406.04,NA
-4.27,405.96,NA
-4.74,405.87,NA
-4.81,405.79,NA
-4.88,405.71,NA
