d18O (permil),year (AD)
22.098,1659
24.81,1660
25.106,1661
24.468,1662
23.125,1663
23.319,1664
23.546,1665
22.876,1666
23.334,1667
25.02,1668
25.094,1669
23.972,1670
23.167,1671
25.82,1672
24.056,1673
23.5405,1674
23.0165,1675
24.4365,1676
25.323,1677
24.37,1678
22.937,1679
23.0855,1680
24.0785,1681
24.478,1682
25.134,1683
24.291,1684
24.4815,1685
23.67,1686
23.383,1687
22.606,1688
22.8195,1689
22.5125,1690
24.035,1691
22.839,1692
23.7,1693
23.741,1694
23.5715,1695
24.4335,1696
22.9365,1697
23.151,1698
23.947,1699
23.3005,1700
23.877,1701
22.3075,1702
23.13,1703
22.8245,1704
24.1145,1705
24.427,1706
23.389,1707
23.447,1708
24.338,1709
24.359,1710
24.3365,1711
24.6245,1712
24.126,1713
23.7855,1714
23.579,1715
24.221,1716
23.4415,1717
22.1515,1718
22.812,1719
23.3755,1720
23.4325,1721
23.5465,1722
24.7525,1723
24.2445,1724
24.489,1725
24.7445,1726
24.3395,1727
23.299,1728
24.972,1729
25.036,1730
25.826,1731
26.052,1732
24.113,1733
24.126,1734
24.095,1735
23.833,1736
23.401,1737
23.958,1738
NA,1739
23.9425,1740
22.0225,1741
23.8875,1742
24.3855,1743
23.785,1744
22.8125,1745
23.77,1746
22.418,1747
23.597,1748
22.533,1749
22.9115,1750
21.944,1751
23.752,1752
23.372,1753
23.352,1754
23.8505,1755
23.3665,1756
24.4545,1757
23.36,1758
23.24,1759
23.5505,1760
23.8195,1761
22.9115,1762
22.5835,1763
22.773,1764
22.2425,1765
23.5295,1766
22.6155,1767
23.639,1768
23.137,1769
23.3405,1770
24.0465,1771
23.581,1772
24.266,1773
22.953,1774
23.0805,1775
21.8335,1776
23.697,1777
21.675,1778
23.43,1779
21.6395,1780
22.3305,1781
22.374,1782
21.2655,1783
23.159,1784
22.2345,1785
21.657,1786
23.3425,1787
22.605,1788
21.5995,1789
22.3215,1790
21.5015,1791
23.4295,1792
22.5235,1793
22.6855,1794
24.302,1795
23.7125,1796
24.0555,1797
25.493,1798
23.96,1799
23.1725,1800
24.147,1801
24.7825,1802
22.9335,1803
23.0285,1804
23.033,1805
23.2075,1806
24.4955,1807
24.345,1808
22.1615,1809
23.803,1810
23.8015,1811
22.851,1812
23.45575,1813
22.3395,1814
23.1755,1815
21.9755,1816
24.156,1817
23.73,1818
23.6425,1819
21.3045,1820
22.339,1821
22.97,1822
24.31475,1823
24.607,1824
23.75675,1825
23.4475,1826
23.0615,1827
23.547,1828
23.0845,1829
23.441,1830
22.0445,1831
24.17725,1832
24.10925,1833
23.559,1834
24.278,1835
23.569,1836
23.7465,1837
23.769,1838
25.0135,1839
23.9365,1840
22.6655,1841
24.1865,1842
24.5525,1843
23.5185,1844
22.7675,1845
21.137,1846
22.3115,1847
23.5465,1848
24.3475,1849
22.445,1850
22.4495,1851
22.984,1852
22.8455,1853
22.8845,1854
22.857,1855
22.4075,1856
24.4545,1857
24.26,1858
25.483,1859
24.07585,1860
23.75747,1861
23.5866,1862
22.25423,1863
22.47519,1864
23.34731,1865
23.42211,1866
22.83233,1867
22.84103,1868
21.85049,1869
22.08187,1870
22.90666,1871
22.36512,1872
24.28925,1873
23.24304,1874
22.7675,1875
23.18296,1876
24.12642,1877
22.91588,1878
22.70734,1879
22.46772,1880
22.95318,1881
24.02131,1882
22.39943,1883
23.37956,1884
22.29402,1885
23.40815,1886
23.52327,1887
22.42807,1888
22.09119,1889
22.69874,1890
23.93803,1891
24.11616,1892
23.45862,1893
23.21141,1894
23.81821,1895
23.04733,1896
22.75146,1897
24.02759,1898
23.83871,1899
23.87309,1900
23.09989,1901
24.61135,1902
23.68671,1903
23.3266,1904
22.724,1905
22.23019,1906
22.11431,1907
22.65344,1908
22.30457,1909
22.39728,1910
23.02174,1911
22.49453,1912
23.42533,1913
22.95468,1914
22.34391,1915
22.91771,1916
21.6385,1917
23.43096,1918
23.58385,1919
24.27735,1920
24.43527,1921
24.32586,1922
24.17511,1923
25.44903,1924
24.38929,1925
24.33254,1926
24.71513,1927
25.49505,1928
24.89055,1929
23.58339,1930
23.50398,1931
22.72057,1932
23.70582,1933
24.05574,1934
24.63693,1935
22.66612,1936
23.14071,1937
23.61494,1938
24.0002,1939
24.01896,1940
23.51484,1941
23.96122,1942
25.6631,1943
24.43598,1944
22.97421,1945
23.98724,1946
22.75462,1947
22.9925,1948
22.70676,1949
24.19152,1950
24.2034,1951
24.20528,1952
23.57116,1953
23.7236,1954
23.00023,1955
22.74711,1956
23.74849,1957
23.51537,1958
23.97263,1959
23.44089,1960
24.18277,1961
22.67865,1962
22.90496,1963
22.7945,1964
22.84103,1965
22.59807,1966
22.3106,1967
22.83243,1968
23.59319,1969
23.87795,1970
23.66983,1971
22.88371,1972
22.92309,1973
23.84197,1974
23.36385,1975
23.33623,1976
23.80511,1977
24.69499,1978
24.95475,1979
24.66551,1980
24.85614,1981
23.01608,1982
22.27596,1983
22.89234,1984
21.95633,1985
23.3691,1986
23.27198,1987
22.25586,1988
24.63326,1989
23.29602,1990
22.6644,1991
23.17078,1992
23.15666,1993
22.79604,1994
23.78342,1995
23.2478,1996
24.84149,1997
23.34262,1998
24.03385,1999
24.93501,2000
23.57246,2001
