d18O (permil),year (AD),depth (mm),d13C (permil)
-4.57,1217.2,151.3,-9.63
-4.77,1216.2,151.4,-9.46
-4.63,1215.1,151.5,-9.13
-4.57,1214.1,151.6,-9.42
-4.58,1213.1,151.7,-9.48
-4.66,1212.2,151.8,-9.43
-4.79,1211.1,151.9,-9.12
-4.78,1210,152,-8.99
-4.69,1208.9,152.1,-9.09
-4.52,1207.7,152.2,-9.32
-4.35,1206.6,152.3,-9.44
-4.25,1205.6,152.4,-9.76
-4.28,1204.8,152.5,-9.7
-4.28,1203.9,152.6,-9.52
-4.41,1203.1,152.7,-9.39
-4.36,1202.2,152.8,-9.04
-4.22,1201.2,152.9,-9.02
-4.17,1200.3,153,-9.01
-4.23,1199.3,153.1,-9.05
-4.36,1198.4,153.2,-9.18
-4.12,1197.4,153.3,-9.01
-3.95,1196.5,153.4,-8.76
-3.98,1195.6,153.5,-8.35
-4.02,1194.7,153.6,-8.08
-4.09,1193.8,153.7,-7.98
-4.07,1192.9,153.8,-8.1
-3.97,1192.1,153.9,-8.27
-3.9,1191.2,154,-8.15
-3.97,1190.4,154.1,-8.19
-3.88,1189.6,154.2,-8.01
-3.8,1188.9,154.3,-7.97
NA,1188,154.4,NA
-3.77,1187.3,154.5,-8.27
-3.66,1186.5,154.6,-8.37
-3.6,1185.8,154.7,-8.32
-3.52,1185,154.8,-8.22
-3.44,1184.3,154.9,-8.18
-3.64,1183.5,155,-8.41
-3.63,1182.8,155.1,-8.04
-3.72,1182.1,155.2,-8.3
-3.62,1181.4,155.3,-8.14
-3.54,1180.8,155.4,-7.99
-3.52,1180.1,155.5,-7.98
-3.71,1179.6,155.6,-7.86
-3.88,1179,155.7,-8.04
-3.92,1178.5,155.8,-8.39
-3.96,1178,155.9,-8.11
-3.96,1177.6,156,-8.2
-3.72,1177.2,156.1,-7.9
-3.92,1176.9,156.2,-8.15
-3.75,1176.5,156.3,-7.6
-3.82,1176.2,156.4,-7.61
-4.04,1175.8,156.5,-7.81
-4.13,1175.4,156.6,-7.92
-4.18,1175,156.7,-8.13
-4.04,1174.6,156.8,-7.92
-3.95,1174.2,156.9,-7.87
-3.9,1173.8,157,-7.99
-3.88,1173.4,157.1,-7.94
-4.06,1173,157.2,-8.17
-4.11,1172.6,157.3,-8.29
-4.26,1172.3,157.4,-8.6
-4.24,1171.9,157.5,-8.44
-4.49,1171.6,157.6,-8.5
-4.7,1171.3,157.7,-8.42
-4.48,1171,157.8,-8.73
-4.22,1170.7,157.9,-8.66
-4.34,1170.4,158,-8.79
-4.12,1170,158.1,-8.49
-3.97,1169.7,158.2,-8.34
-3.79,1169.3,158.3,-8.16
-3.86,1169,158.4,-7.94
-4.07,1168.7,158.5,-8.32
-4.04,1168.4,158.6,-8.15
-4.06,1168.1,158.7,-8.33
-3.99,1167.8,158.8,-8.15
-3.85,1167.6,158.9,-8.05
-3.69,1167.3,159,-7.83
-3.6,1167.1,159.1,-7.93
-3.74,1166.8,159.2,-7.95
-3.65,1166.6,159.3,-8.01
-3.6,1166.3,159.4,-8.31
-3.54,1166.1,159.5,-8.29
-3.69,1165.9,159.6,-8.23
-3.81,1165.7,159.7,-8.07
-3.81,1165.5,159.8,-8.07
-3.7,1165.3,159.9,-8.07
-4.11,1165.1,160,-8.47
-4.04,1164.9,160.1,-8.28
-4.01,1164.7,160.2,-8.48
-4.38,1164.5,160.3,-9.19
-3.95,1164.4,160.4,-9.14
-4.1,1164.2,160.5,-9.64
-3.91,1164,160.6,-9.66
-4.18,1163.9,160.7,-9.27
-4.7,1163.6,160.8,-9.46
-4.28,1163.4,160.9,-9.32
-3.95,1163.2,161,-8.79
-4.01,1163,161.1,-8.9
-4.13,1162.8,161.2,-9.02
-4.01,1162.5,161.3,-8.57
-4.08,1162.2,161.4,-8.47
-3.93,1162,161.5,-8.46
-3.92,1161.8,161.6,-8.34
-4.03,1161.5,161.7,-8.39
-3.97,1161.3,161.8,-8.47
-3.81,1161,161.9,-8.54
-4.16,1160.8,162,-8.48
-3.87,1160.7,162.1,-8.27
-3.9,1160.5,162.2,-8.24
-4.09,1160.3,162.3,-7.97
-4.05,1160,162.4,-8.01
-3.96,1159.8,162.5,-7.81
-3.99,1159.6,162.6,-7.61
-3.73,1159.4,162.7,-7.5
-3.96,1159.2,162.8,-7.5
-3.79,1159,162.9,-7.6
-3.76,1158.8,163,-7.54
-3.6,1158.6,163.1,-7.72
-3.87,1158.4,163.2,-7.7
-3.59,1158.2,163.3,-7.86
-3.6,1158.1,163.4,-7.9
-3.69,1157.9,163.5,-7.91
-3.75,1157.7,163.6,-8.05
-3.84,1157.5,163.7,-8.08
-3.46,1157.3,163.8,-8.35
-3.53,1157.1,163.9,-8.17
-3.64,1156.9,164,-8.17
-3.79,1156.8,164.1,-8.39
-3.81,1156.5,164.2,-8.4
-3.82,1156.3,164.3,-8.31
-3.68,1156,164.4,-8.45
-3.56,1155.7,164.5,-8.62
-3.91,1155.5,164.6,-8.48
-3.69,1155.2,164.7,-8.5
-3.54,1155,164.8,-8.33
-3.75,1154.7,164.9,-8.34
-3.89,1154.5,165,-8.32
-3.76,1154.2,165.1,-8.19
-3.7,1153.9,165.2,-8.29
-3.64,1153.6,165.3,-8.09
-3.8,1153.3,165.4,-8.21
-3.62,1153,165.5,-8.14
-3.83,1152.7,165.6,-7.97
-3.73,1152.5,165.7,-8.27
-3.7,1152.2,165.8,-7.9
-3.68,1151.9,165.9,-8.05
-3.41,1151.6,166,-8.15
-3.4,1151.2,166.1,-8.07
-3.5,1150.9,166.2,-8.09
-3.4,1150.6,166.3,-8
-3.52,1150.4,166.4,-8.37
NA,1150.1,166.5,NA
-3.97,1149.8,166.6,-8.5
-4,1149.5,166.7,-8.24
-3.54,1149.1,166.8,-8.14
-3.6,1148.7,166.9,-8.09
-3.84,1148.3,167,-8.08
NA,1148,167.1,NA
-4.32,1147.6,167.2,-8.19
-4.26,1147.2,167.3,-8.16
-4.42,1146.8,167.4,-8.17
-4.52,1146.5,167.5,-8.1
-4.59,1146.2,167.6,-8.02
NA,1145.9,167.7,NA
-4.5,1145.4,167.8,-7.94
-4.32,1145,167.9,-7.96
-4.38,1144.6,168,-7.89
-4.09,1144.1,168.1,-7.81
-4.25,1143.6,168.2,-8.06
-3.99,1143.1,168.3,-7.77
-4.33,1142.6,168.4,-8.11
-4.59,1142.1,168.5,-8.48
-4.21,1141.6,168.6,-8.24
-4.17,1141.1,168.7,-8.04
-4.12,1140.6,168.8,-8.33
-4.46,1140,168.9,-8.35
-3.93,1139.3,169,-8.17
-4.81,1138.7,169.1,-8.73
-3.97,1138,169.2,-8.09
-3.96,1137.4,169.3,-8.04
-4.4,1136.7,169.4,-8.15
-4.08,1136,169.5,-7.93
-4.78,1135.3,169.6,-8.57
-4.3,1134.6,169.7,-8.14
-4.43,1133.9,169.8,-8.18
-4.38,1133,169.9,-7.73
-4.39,1132.3,170,-8.22
-4.49,1131.6,170.1,-8.13
-4.33,1130.7,170.2,-7.9
-3.9,1130.1,170.3,-7.73
-4.09,1129.4,170.4,-7.76
-4.07,1128.6,170.5,-7.86
-3.94,1127.9,170.6,-7.79
-4.36,1127.1,170.7,-8.13
-4.19,1126.3,170.8,-7.89
-4.25,1125.4,170.9,-7.96
-4.42,1124.5,171,-8.04
-4.44,1123.5,171.1,-8.14
-4.61,1122.6,171.2,-8.26
-4.61,1121.6,171.3,-8.26
-3.91,1120.8,171.4,-7.72
-4.01,1120,171.5,-7.56
-4.33,1119.1,171.6,-7.88
-4.31,1118.2,171.7,-7.75
-3.91,1117.2,171.8,-7.68
-4.14,1116.2,171.9,-7.8
-4.43,1115.3,172,-7.94
-4.23,1114.3,172.1,-7.79
-3.95,1113.4,172.2,-7.66
-4.4,1112.5,172.3,-8.05
-3.97,1111.6,172.4,-7.73
-3.86,1110.6,172.5,-8
-3.9,1109.6,172.6,-8.11
-3.82,1108.8,172.7,-8.26
-4.04,1108.1,172.8,-8.44
-3.85,1107.2,172.9,-8.37
-3.77,1106.2,173,-8.32
-3.73,1105.1,173.1,-8.53
-3.6,1104.1,173.2,-8.29
-3.55,1103,173.3,-8.11
-3.44,1102.1,173.4,-8.13
-3.6,1101.1,173.5,-8.01
-3.45,1100.2,173.6,-7.97
-3.54,1099.4,173.7,-7.92
-3.71,1098.6,173.8,-7.88
-3.55,1097.7,173.9,-7.99
-3.54,1096.6,174,-8.14
-3.55,1095.6,174.1,-8.17
-3.47,1094.6,174.2,-7.84
-3.38,1093.5,174.3,-7.94
-3.37,1092.5,174.4,-7.94
-3.43,1091.6,174.5,-7.94
-3.11,1090.6,174.6,-6.84
-3.28,1089.6,174.7,-6.88
-3.33,1088.6,174.8,-6.69
-3.21,1087.7,174.9,-6.14
-3.31,1086.7,175,-5.25
-3.07,1085.8,175.1,-4.97
-3.19,1084.9,175.2,-5
-3.03,1083.9,175.3,-5.04
-2.93,1083,175.4,-4.64
-3.04,1082.2,175.5,-4.73
-3.14,1081.3,175.6,-4.83
-3.17,1080.4,175.7,-4.71
-3.29,1079.6,175.8,-4.87
-3.14,1078.7,175.9,-4.66
-3.2,1077.9,176,-4.56
-2.99,1077.1,176.1,-4.39
-2.95,1076.2,176.2,-4.34
-3.08,1075.4,176.3,-4.22
-2.94,1074.6,176.4,-4.28
-2.89,1073.8,176.5,-4.2
-2.86,1073,176.6,-4.25
-2.96,1072.2,176.7,-4.51
-3.07,1071.4,176.8,-4.75
-3.1,1070.6,176.9,-4.83
-3.15,1069.7,177,-4.96
-3.13,1068.9,177.1,-4.96
-3.14,1068.2,177.2,-5.1
-3.02,1067.4,177.3,-4.83
-2.89,1066.6,177.4,-4.61
-2.85,1065.8,177.5,-4.66
-3.04,1065,177.6,-4.39
-3.01,1064.2,177.7,-4.18
-2.99,1063.4,177.8,-4.34
-2.98,1062.5,177.9,-4.35
-2.81,1061.7,178,-4.47
-2.86,1060.9,178.1,-4.42
-2.94,1060.1,178.2,-4.55
-2.88,1059.3,178.3,-4.63
-2.99,1058.5,178.4,-5.04
-3,1057.7,178.5,-5.14
-2.83,1057,178.6,-5.75
-2.86,1056.2,178.7,-6.1
-3.06,1055.4,178.8,-6.68
-3.05,1054.6,178.9,-7.03
-3.15,1053.7,179,-7.55
-3.1,1052.9,179.1,-7.37
-3.07,1052.1,179.2,-7.51
-3.18,1051.4,179.3,-7.57
-3.13,1050.6,179.4,-7.55
-3.12,1049.7,179.5,-7.55
-3.1,1048.9,179.6,-7.58
-3.28,1048,179.7,-7.51
-3.11,1047.2,179.8,-7.36
-3.24,1046.4,179.9,-7.25
-3.23,1045.6,180,-7.2
-3.3,1044.8,180.1,-7.06
-3.14,1044,180.2,-6.94
-3.34,1043.3,180.3,-6.63
-3.23,1042.7,180.4,-6.32
-3.09,1042,180.5,-5.91
-3.12,1041.1,180.6,-5.86
-2.99,1040.2,180.7,-5.73
-3,1039.4,180.8,-5.58
-3.06,1038.5,180.9,-5.59
-3.27,1037.7,181,-6.29
-3.09,1036.9,181.1,-5.74
-3.01,1036.1,181.2,-5.53
-3.08,1035.3,181.3,-5.81
-3.08,1034.5,181.4,-6.14
-3.01,1033.7,181.5,-6.23
-3.24,1033,181.6,-6.25
-3.31,1032.2,181.7,-6.34
-3.18,1031.4,181.8,-6.61
-3.45,1030.7,181.9,-6.82
-3.22,1030.3,182,-6.51
-3.23,1029.5,182.1,-6.88
-3.35,1028.7,182.2,-6.72
-3.32,1028,182.3,-6.75
-3.29,1027.2,182.4,-6.84
-3.48,1026.4,182.5,-6.9
-3.42,1025.7,182.6,-6.87
-3.5,1024.9,182.7,-6.86
-3.35,1024.2,182.8,-6.73
-3.34,1023.6,182.9,-6.7
-3.36,1022.9,183,-6.59
-3.31,1022.2,183.1,-6.4
-3.5,1021.5,183.2,-6.26
NA,1020.8,183.3,-6
NA,1020.1,183.4,-6.48
-3.5,1019.5,183.5,-6.82
-3.58,1018.8,183.6,-7.2
-3.54,1018.1,183.7,-7.4
-3.53,1017.5,183.8,-7.65
-3.43,1016.9,183.9,-7.7
-3.45,1016.2,184,-7.89
-3.4,1015.6,184.1,-7.75
-3.31,1015,184.2,-7.72
-3.49,1014.3,184.3,-7.68
-3.16,1013.6,184.4,-7.62
-3.44,1012.9,184.5,-7.44
-3.48,1012.3,184.6,-7.54
-3.92,1011.7,184.7,-7.77
-3.83,1011.2,184.8,-7.89
-3.81,1010.7,184.9,-7.84
-3.89,1010.1,185,-7.99
-4.01,1009.4,185.1,-7.95
-3.96,1008.9,185.2,-8
-3.84,1008.3,185.3,-8.04
-4.01,1007.8,185.4,-8.28
-4.05,1007.1,185.5,-8.33
-3.85,1006.6,185.6,-8.38
-3.91,1006,185.7,-8.43
-3.94,1005.4,185.8,-8.78
-4.04,1004.8,185.9,-8.83
-4.03,1004.2,186,-8.82
-4.09,1003.7,186.1,-8.95
-3.84,1003.1,186.2,-8.97
-3.94,1002.5,186.3,-8.99
-3.71,1001.9,186.4,-8.92
-3.93,1001.3,186.5,-8.97
-3.86,1000.7,186.6,-9.01
-3.63,1000.1,186.7,-8.88
-3.65,999.6,186.8,-8.92
-3.73,999.2,186.9,-8.97
-3.72,998.8,187,-8.9
-3.72,998.3,187.1,-8.82
-4.41,997.7,187.2,-8.87
-4.09,997.1,187.3,-8.78
-4.15,996.6,187.4,-8.61
-4.15,996,187.5,-8.56
-4.52,995.4,187.6,-8.63
-4.54,995,187.7,-8.67
-4.37,994.6,187.8,-8.61
-4.24,994.2,187.9,-8.51
-4.08,993.6,188,-8.73
-4.14,993.1,188.1,-8.6
-3.95,992.7,188.2,-8.69
-3.73,992.3,188.3,-8.9
-4.04,991.9,188.4,-8.95
-3.97,991.5,188.5,-8.77
-3.93,991.1,188.6,-8.76
-3.91,990.6,188.7,-8.69
-4.02,990.1,188.8,-8.66
-3.9,989.6,188.9,-8.65
-3.88,989.1,189,-8.43
-4.04,988.5,189.1,-8.51
-3.98,988,189.2,-8.5
-4,987.3,189.3,-8.45
-3.91,986.8,189.4,-8.41
-3.8,986.4,189.5,-8.38
-3.73,985.9,189.6,-8.39
-3.88,985.4,189.7,-8.35
-3.82,984.8,189.8,-8.3
-3.74,984.3,189.9,-8.22
-3.74,983.9,190,-7.99
-4.19,983.4,190.1,-8.23
-4.21,982.9,190.2,-8.24
-3.98,982.4,190.3,-8.21
-3.95,982,190.4,-8.3
-3.97,981.5,190.5,-8.17
-4.15,981,190.6,-8.38
-3.8,980.5,190.7,-8.33
-3.84,980,190.8,-8.29
-4.01,979.5,190.9,-8.35
-3.91,979,191,-8.21
-3.86,978.5,191.1,-8.07
-4.12,978,191.2,-8.16
-4.05,977.5,191.3,-8.06
-4.35,977.1,191.4,-8.14
-4.09,976.6,191.5,-8.15
-4,976.2,191.6,-8.21
-4.08,975.9,191.7,-8.32
-3.87,975.7,191.8,-8.29
-3.78,975.4,191.9,-8.19
-3.88,974.9,192,-8.22
-3.73,974.6,192.1,-8.29
-3.71,974.3,192.2,-8.35
-3.74,973.9,192.3,-8.37
-3.51,973.4,192.4,-8.34
-3.71,973,192.5,-8.33
-3.62,972.6,192.6,-8.43
-3.67,972.1,192.7,-8.42
-3.76,971.7,192.8,-8.47
-3.76,971.1,192.9,-8.55
-3.79,970.6,193,-8.49
-3.8,970.1,193.1,-8.55
-3.78,969.6,193.2,-8.5
-3.9,969,193.3,-8.5
-3.89,968.5,193.4,-8.58
-3.97,968,193.5,-8.59
-4,967.4,193.6,-8.59
-3.93,966.9,193.7,-8.6
-4.01,966.6,193.8,-8.54
-3.88,966.2,193.9,-8.56
-3.71,965.8,194,-8.68
-3.6,965.3,194.1,-8.51
-3.91,964.8,194.2,-8.59
-3.82,964.3,194.3,-8.72
-3.52,963.8,194.4,-8.51
-3.9,963.3,194.5,-8.56
-3.98,962.8,194.6,-8.59
-3.91,962.3,194.7,-8.46
-3.95,961.9,194.8,-8.58
-4.01,961.4,194.9,-8.59
-4.08,960.9,195,-8.68
-3.89,960.4,195.1,-8.66
-3.82,959.9,195.2,-8.51
-3.93,959.4,195.3,-8.73
-3.79,958.9,195.4,-8.65
-3.8,958.5,195.5,-8.49
-3.65,958,195.6,-8.66
-3.43,957.6,195.7,-8.62
-3.57,957.1,195.8,-8.46
-3.57,956.7,195.9,-8.61
-3.97,956.2,196,-8.62
-3.3,955.8,196.1,-8.46
-3.24,955.4,196.2,-8.25
-3.4,955,196.3,-8.22
-3.34,954.5,196.4,-8.31
-3.43,954.1,196.5,-8.19
-3.5,953.6,196.6,-8.26
-3.43,953.2,196.7,-8.14
-3.7,952.8,196.8,-8.28
-3.91,952.4,196.9,-8.23
-3.97,952.1,197,-8.33
-3.85,951.7,197.1,-8.3
-4.05,951.3,197.2,-8.44
-4.08,950.9,197.3,-8.46
-4.27,950.4,197.4,-8.44
-3.87,950,197.5,-8.47
-3.77,949.5,197.6,-8.31
-3.9,949.1,197.7,-8.47
-3.94,948.6,197.8,-8.36
-3.75,948.1,197.9,-8.35
-3.71,947.7,198,-8.22
-3.86,947.3,198.1,-8.28
-3.94,947,198.2,-8.18
-4.1,946.6,198.3,-8.36
-3.84,946.3,198.4,-8.15
-4.06,946,198.5,-8.29
-4.08,945.6,198.6,-8.15
-3.9,945.1,198.7,-8.23
-3.96,944.6,198.8,-8.31
-3.96,944.1,198.9,-8.26
-3.83,943.6,199,-8.54
-3.72,943.1,199.1,-8.29
-3.77,942.7,199.2,-8.46
-3.91,942.4,199.3,-8.24
-4.19,942,199.4,-8.45
-4.05,941.8,199.5,-8.1
-4.4,941.5,199.6,-8.2
-4.13,941.2,199.7,-8.04
-4.49,940.9,199.8,-8.02
-4.47,940.5,199.9,-7.97
-4.53,940.2,200,-7.99
-4,939.9,200.1,-7.68
-4.01,939.3,200.2,-8.03
-3.6,938.1,200.3,-7.82
-3.68,937.7,200.4,-7.99
-3.35,937,200.5,-7.66
-3.45,936.5,200.6,-7.93
-3.19,936,200.7,-7.78
-3.08,935.6,200.8,-7.53
-3.33,935.1,200.9,-7.69
-3.29,934.2,201,-7.35
-3.12,933.7,201.1,-7.58
-3.14,932.9,201.2,-7.54
-3.38,932.5,201.3,-7.59
-3.12,932.2,201.4,-7.59
-2.99,932.1,201.5,-7.57
-3.03,931.5,201.6,-7.6
-3.58,931.2,201.7,-7.61
-3.11,930.5,201.8,-7.43
-3.17,930.1,201.9,-6.91
-3.01,929.9,202,-6.58
-3.62,929.5,202.1,-7.37
-3.46,929.1,202.2,-7.31
-3.82,928.8,202.3,-7.61
-3.78,928.5,202.4,-7.55
-3.83,928.1,202.5,-7.7
-3.92,927.6,202.6,-7.64
-3.79,927.2,202.7,-7.9
-3.78,926.9,202.8,-7.79
-3.81,926.6,202.9,-8.03
-3.72,926.2,203,-7.79
-3.95,925.9,203.1,-7.98
-3.95,925.6,203.2,-7.7
-4.04,925.3,203.3,-7.86
-3.98,924.9,203.4,-7.77
NA,924.4,203.5,NA
NA,924.2,203.6,NA
NA,923.8,203.7,NA
NA,923.4,203.8,NA
NA,923,203.9,NA
NA,922.8,204,NA
NA,922.6,204.1,NA
-3.91,922.5,204.2,-7.78
-3.83,922.2,204.3,-7.54
-3.8,921.6,204.4,-7.65
-3.94,920.9,204.5,-7.64
-3.77,920.5,204.6,-7.54
-4.14,920,204.7,-7.75
-3.8,919.5,204.8,-7.55
-3.9,919.2,204.9,-7.64
-3.98,919,205,-7.59
-3.66,918.9,205.1,-7.6
-3.88,918.2,205.2,-7.74
-3.82,917.5,205.3,-7.53
-4.33,916.7,205.4,-7.93
-4.05,916.2,205.5,-7.85
-3.94,915.4,205.6,-7.85
-3.87,914.9,205.7,-7.95
-3.8,914.2,205.8,-7.86
-3.92,913.5,205.9,-7.9
-4.13,913,206,-7.67
-4.09,912.4,206.1,-7.64
-4.24,911.7,206.2,-7.74
-4.21,911.3,206.3,-7.8
-4.09,910.6,206.4,-7.81
-4.05,910.2,206.5,-7.91
-3.98,909.9,206.6,-7.9
-4.13,909.3,206.7,-8.18
-3.95,908.1,206.8,-8.05
-4.13,906.9,206.9,-8.21
-3.96,905.3,207,-8.21
-4.32,903.2,207.1,-8.38
-4.15,901.9,207.2,-8.38
-3.91,899.9,207.3,-8.38
-3.68,897.8,207.4,-8.37
-3.94,895.9,207.5,-8.33
-4.01,893.3,207.6,-8.37
-4.13,890.7,207.7,-8.25
-4.19,887.7,207.8,-8.16
-4.35,885.3,207.9,-8.08
-4.43,881.8,208,-8.1
-4.22,878.9,208.1,-7.95
-3.98,876.3,208.2,-7.86
-4.02,873.6,208.3,-7.84
-3.64,870.9,208.4,-8.2
-3.59,868.9,208.5,-8.29
-3.58,865.7,208.6,-8.03
-3.9,862.4,208.7,-7.9
-3.94,859.5,208.8,-7.98
-3.86,857.1,208.9,-8.24
-3.69,854.7,209,-8.2
-3.55,852.8,209.1,-8.24
-3.35,851.1,209.2,-8.11
-3.46,849,209.3,-8.04
-3.62,847,209.4,-8
-3.45,845.1,209.5,-7.89
-3.6,843.5,209.6,-7.85
-3.65,842.2,209.7,-7.61
-3.77,841,209.8,-7.59
-3.5,839.9,209.9,-7.56
-3.63,839,210,-7.57
-3.5,838,210.1,-7.29
-3.48,837,210.2,-7.27
-3.44,836.2,210.3,-7.33
-3.73,835.5,210.4,-7.62
-3.43,835,210.5,-7.37
-3.53,834.5,210.6,-7.27
-3.56,833.9,210.7,-7.36
-3.49,833.5,210.8,-7.26
-3.4,833,210.9,-7.17
-3.42,832.5,211,-6.92
-3.55,831.9,211.1,-7.02
-3.51,831.3,211.2,-7.04
-3.62,830.9,211.3,-7.08
-3.65,830.5,211.4,-7.46
-3.7,829.7,211.5,-7.46
-3.92,829,211.6,-7.57
-3.97,828.3,211.7,-7.74
-4.06,827.8,211.8,-8.03
-4.09,827.4,211.9,-8.24
-4.17,827.1,212,-8.37
-4.08,826.8,212.1,-8.52
-4.08,826,212.2,-8.61
-4.09,825.4,212.3,-8.76
-4.08,824.9,212.4,-8.79
-4.11,824.4,212.5,-8.95
-4.3,823.9,212.6,-9.01
-4.15,823.8,212.7,-9.05
-4.22,823.3,212.8,-9.09
-4.43,822.8,212.9,-9.22
-4.5,822.5,213,-9.13
-4.34,821.9,213.1,-9.12
-4.43,821.4,213.2,-9.26
-4.43,820.9,213.3,-9.13
-4.49,820.3,213.4,-9.35
-4.67,819.7,213.5,-9.55
-4.74,819.3,213.6,-9.48
-4.43,818.9,213.7,-9.05
-4.69,818.4,213.8,-9.32
-4.49,818.2,213.9,-9.19
-4.46,817.8,214,-9.43
-4.55,817.3,214.1,-9.5
-4.28,817,214.2,-9.26
-4.3,816.5,214.3,-9.25
-4.37,816.2,214.4,-9.26
-4.23,815.8,214.5,-9.37
-3.87,815.5,214.6,-9.03
-4.06,815.1,214.7,-9.18
-3.94,814.9,214.8,-9
-4.01,814.8,214.9,-9.13
-4.1,814.6,215,-9
-3.99,814.3,215.1,-9.11
-3.91,813.9,215.2,-9.03
-3.8,813.6,215.3,-9.3
-3.57,813.3,215.4,-9.11
-3.78,812.9,215.5,-9.54
-3.75,812.6,215.6,-9.22
-3.63,812.3,215.7,-9.21
-3.74,812,215.8,-9.24
-3.47,811.8,215.9,-8.99
-3.81,811.7,216,-9.17
-3.46,811.4,216.1,-8.6
-3.48,811.3,216.2,-8.61
-3.74,811,216.3,-8.73
-3.97,810.5,216.4,-8.78
-3.87,810.4,216.5,-8.74
-3.83,810,216.6,-8.65
-4.06,809.7,216.7,-8.53
-3.98,809.4,216.8,-8.42
-4.17,809.2,216.9,-8.34
-4.15,809.1,217,-8.34
-4.22,808.9,217.1,-8.4
-3.7,808.8,217.2,-8.1
-3.76,808.6,217.3,-8.27
-3.87,808.1,217.4,-8.32
-3.81,807.8,217.5,-8.33
-3.81,807.7,217.6,-8.48
-3.86,807.6,217.7,-8.46
-3.82,807.5,217.8,-8.8
-3.65,807.3,217.9,-8.56
-3.85,807,218,-8.52
-3.66,806.8,218.1,-8.08
-3.51,806.5,218.2,-8.13
-3.54,806.4,218.3,-8.07
-3.64,806.1,218.4,-8.02
-3.65,805.9,218.5,-8.17
-3.76,805.6,218.6,-8.34
-3.95,805.4,218.7,-8.46
-3.93,805.3,218.8,-8.43
-4.07,805.1,218.9,-8.89
-4,804.9,219,-8.84
-4.12,804.7,219.1,-8.98
-3.63,804.6,219.2,-8.64
-3.68,804.5,219.3,-8.67
-3.91,804.4,219.4,-8.55
-3.85,804.1,219.5,-8.82
-3.65,803.9,219.6,-8.45
-4.11,803.7,219.7,-9.02
-3.77,803.5,219.8,-8.53
-3.98,803.3,219.9,-8.77
-3.98,803,220,-8.85
-3.87,802.8,220.1,-8.56
-3.74,802.7,220.2,-8.47
-3.78,802.5,220.3,-8.39
-3.63,802.3,220.4,-8.36
-3.53,802.2,220.5,-8.08
-3.65,801.8,220.6,-8.08
-3.85,801.5,220.7,-8.19
-3.93,801.3,220.8,-8.07
-3.86,801.1,220.9,-8.13
-3.65,801,221,-8.23
-3.78,800.9,221.1,-8.33
-3.79,800.7,221.2,-8.26
-3.89,800.5,221.3,-8.5
-3.82,800.3,221.4,-8.21
-4,800.1,221.5,-8.39
-4.04,799.8,221.6,-8.2
-3.85,799.7,221.7,-8.36
-3.61,799.5,221.8,-8.11
-3.86,799.2,221.9,-8.34
-3.73,798.9,222,-8.13
-4.02,798.7,222.1,-8.33
-3.81,798.6,222.2,-8.37
-3.79,798.5,222.3,-8.22
-3.71,798.3,222.4,-8.27
-3.48,798.1,222.5,-8.12
-3.7,797.9,222.6,-8.24
-3.76,797.3,222.7,-7.96
-3.72,797.2,222.8,-8.09
-3.74,797.2,222.9,-8.07
-3.64,796.9,223,-8.06
-3.55,796.5,223.1,-8.09
-3.52,796.3,223.2,-8.03
-3.47,796,223.3,-8.11
-3.48,795.7,223.4,-8.05
-3.8,795.5,223.5,-8.28
-3.48,795.2,223.6,-8.19
-3.57,794.9,223.7,-8.2
-3.49,794.7,223.8,-8.19
-3.63,794.4,223.9,-8.06
-3.52,794.1,224,-8.08
-3.84,793.9,224.1,-8.23
-3.7,793.8,224.2,-8.02
-3.87,793.5,224.3,-8.08
-3.73,793.4,224.4,-7.94
-3.79,793.2,224.5,-8.13
-3.78,792.9,224.6,-8.16
-3.74,792.7,224.7,-8.19
-3.76,792.4,224.8,-8.18
-3.65,792.1,224.9,-8.03
-3.7,791.7,225,-8.06
-3.74,791.4,225.1,-8
-3.76,791.1,225.2,-8.04
-3.78,791,225.3,-8.03
-4,790.6,225.4,-8.14
-3.83,790.2,225.5,-8.04
-3.75,789.8,225.6,-7.98
-3.75,789.5,225.7,-8.19
-3.63,789.2,225.8,-8.26
-3.53,789,225.9,-8.34
-3.52,788.7,226,-8.54
-3.47,788.3,226.1,-8.58
-3.55,788.1,226.2,-8.55
-3.39,787.9,226.3,-8.39
-3.49,787.7,226.4,-8.32
-3.53,787.5,226.5,-8.18
-3.48,787.3,226.6,-8.34
-3.78,787.1,226.7,-8.24
-3.74,786.9,226.8,-8.14
-3.74,786.7,226.9,-8.38
-3.72,786.3,227,-8.23
-3.49,786.1,227.1,-8.07
-3.48,785.9,227.2,-8.06
-3.45,785.6,227.3,-8
-3.59,785.3,227.4,-8.3
-3.39,785,227.5,-8.06
-3.52,784.7,227.6,-8.29
-3.37,784.4,227.7,-8.13
-3.58,784.1,227.8,-7.96
-3.57,783.8,227.9,-8.25
-3.61,783.5,228,-8.2
-3.54,783.1,228.1,-8.06
-3.7,782.8,228.2,-8.33
-3.72,782.4,228.3,-8.38
-3.92,782,228.4,-8.39
-3.88,781.7,228.5,-8.38
-4,781.3,228.6,-8
-4.05,780.9,228.7,-8.6
-3.84,780.6,228.8,-8.62
-3.88,780.3,228.9,-8.74
-3.88,780,229,-8.82
-4.12,779.6,229.1,-8.97
