d180carbVBDB (permil),year (AD),age (BP),depth (cm),d13CcarbDPDB (permil)
-7.18,-3677.1,5627.1,204.91,3.31
-7.33,-3683.7,5633.7,205.03,2.71
-7.54,-3689.7,5639.7,205.14,2.94
-7.84,-3696.3,5646.3,205.26,2.18
-7.96,-3702.9,5652.9,205.38,2.04
-8.48,-3707.9,5657.9,205.47,0.66
-8.62,-3712.8,5662.8,205.56,0.68
-7.06,-3717.8,5667.8,205.65,2.58
-6.71,-3722.7,5672.7,205.74,3.32
-6.92,-3727.7,5677.7,205.83,3.37
-6.39,-3732.6,5682.6,205.92,4.3
-6.21,-3737.6,5687.6,206.01,4.73
-6.93,-3742.5,5692.5,206.1,4.41
-6.78,-3747.5,5697.5,206.19,4.74
-8.07,-3752.4,5702.4,206.28,4.01
-6.83,-3758.5,5708.5,206.39,4.5
-6.82,-3764.5,5714.5,206.5,4.05
-6.26,-3771.1,5721.1,206.62,4.65
-6.56,-3777.2,5727.2,206.73,4.08
-6.37,-3783.2,5733.2,206.84,4.45
-6.48,-3789.8,5739.8,206.96,3.82
-6.11,-3795.9,5745.9,207.07,4.61
-6.5,-3801.9,5751.9,207.18,3.93
-5.62,-3808.5,5758.5,207.3,5.4
-5.99,-3814.6,5764.6,207.41,4.82
-5.42,-3820.6,5770.6,207.52,5.29
-8.77,-3827.2,5777.2,207.64,3.21
-5.45,-3833.3,5783.3,207.75,5.29
-5.76,-3839.3,5789.3,207.86,5.24
-6.1,-3845.9,5795.9,207.98,4.7
-5.61,-3850.9,5800.9,208.08,5.12
-5.57,-3855.8,5805.8,208.18,5.14
-5.66,-3860.7,5810.7,208.28,4.61
-5.84,-3865.6,5815.6,208.38,4.47
-6.33,-3870.5,5820.5,208.48,3.67
-7.49,-3875.4,5825.4,208.58,3.71
-6.01,-3880.3,5830.3,208.68,4.5
-6.16,-3885.2,5835.2,208.78,4.32
-6.27,-3890.1,5840.1,208.88,4.3
-6.23,-3895,5845,208.98,4.33
-5.9,-3898.1,5848.1,209.05,4.55
-5.96,-3901.5,5851.5,209.13,4.66
-5.85,-3904.4,5854.4,209.2,4.74
-5.86,-3907.8,5857.8,209.28,4.48
-5.76,-3910.7,5860.7,209.35,4.25
-5.96,-3914.1,5864.1,209.43,3.76
-6.26,-3917,5867,209.5,3.44
-6.58,-3920.4,5870.4,209.58,3.08
-6.34,-3923.3,5873.3,209.65,3.25
-6.73,-3926.7,5876.7,209.73,3.35
-7.63,-3929.6,5879.6,209.8,2.09
-7.3,-3933,5883,209.88,2.64
-6.37,-3936.7,5886.7,209.97,3.5
-8.8,-3940.6,5890.6,210.06,2.07
-7.29,-3944.9,5894.9,210.16,1.97
-6.63,-3948.8,5898.8,210.25,3.73
-6.64,-3952.6,5902.6,210.34,4.04
-6.43,-3956.9,5906.9,210.44,4.07
-6.56,-3960.8,5910.8,210.53,3.5
-6.94,-3964.7,5914.7,210.62,2.26
-6.78,-3969,5919,210.72,3.24
-6.38,-3972.8,5922.8,210.81,3.54
-6.46,-3976.7,5926.7,210.9,3.63
-7.83,-3980.6,5930.6,210.99,2.91
-6.39,-3984.9,5934.9,211.09,3.79
-6.36,-3988.7,5938.7,211.18,3.86
-6.66,-3992.6,5942.6,211.27,3.28
-7.45,-3998.2,5948.2,211.4,2.45
-7.53,-4003.8,5953.8,211.53,2.04
-8.36,-4009.4,5959.4,211.66,0.9
-8.9,-4015,5965,211.79,0.35
-7.78,-4020.6,5970.6,211.92,1.81
-7.63,-4026.2,5976.2,212.05,2.29
-6.49,-4031.7,5981.7,212.18,3.8
-6.83,-4036.9,5986.9,212.3,3.3
-5.73,-4042.1,5992.1,212.42,4.16
-6.03,-4047.2,5997.2,212.54,3.64
-7.35,-4052.4,6002.4,212.66,2.79
-6.28,-4057.5,6007.5,212.78,3.34
-6.75,-4062.7,6012.7,212.9,2.8
-6.27,-4067.9,6017.9,213.02,3.12
-6.7,-4073,6023,213.14,2.56
-6.6,-4078.2,6028.2,213.26,2.56
-7.3,-4083.3,6033.3,213.38,2.18
-9.08,-4088.5,6038.5,213.5,0.46
-8.7,-4093.7,6043.7,213.62,0.34
-6.61,-4098.8,6048.8,213.74,2.83
-6.97,-4104,6054,213.86,2.95
-7.05,-4109.1,6059.1,213.98,2.84
-7,-4113.4,6063.4,214.08,2.78
-6.18,-4117.6,6067.6,214.18,3.27
-7.27,-4121.8,6071.8,214.28,2.48
-6.12,-4126,6076,214.38,3.93
-6.02,-4130.2,6080.2,214.48,3.58
-5.78,-4134.4,6084.4,214.58,3.83
-5.74,-4138.6,6088.6,214.68,3.94
-5.93,-4142.8,6092.8,214.78,3.17
-5.74,-4147,6097,214.88,3.61
-5.87,-4151.2,6101.2,214.98,3.76
-6.07,-4156.3,6106.3,215.1,4.14
-5.45,-4161.9,6111.9,215.23,4.13
-5.45,-4167.5,6117.5,215.36,4.14
-5.15,-4173.1,6123.1,215.49,4.21
-5.32,-4178.7,6128.7,215.62,3.75
-5.36,-4184.3,6134.3,215.75,3.98
-6.05,-4189.8,6139.8,215.88,3.73
-6.28,-4194.1,6144.1,215.98,3.56
-6.46,-4198.4,6148.4,216.08,3.63
-7.06,-4202.7,6152.7,216.18,3.35
-5.67,-4207,6157,216.28,4.07
-5.73,-4211.3,6161.3,216.38,4.15
-6.91,-4215.6,6165.6,216.48,3.38
-5.9,-4219.9,6169.9,216.58,3.83
-5.88,-4224.2,6174.2,216.68,4
-5.92,-4228.5,6178.5,216.78,3.81
-5.4,-4232.8,6182.8,216.88,4.2
-7.02,-4237.1,6187.1,216.98,3.33
-7.64,-4241.4,6191.4,217.08,2.72
-5.86,-4245.7,6195.7,217.18,3.92
-5.93,-4250,6200,217.28,4.5
-6.07,-4254.3,6204.3,217.38,3.81
-6.38,-4258.6,6208.6,217.48,3.47
-6.46,-4262.9,6212.9,217.58,3.36
-6.14,-4267.2,6217.2,217.68,3.46
-6.05,-4271.5,6221.5,217.78,3.84
-5.87,-4275.8,6225.8,217.88,3.63
-6.43,-4280.1,6230.1,217.98,2.69
-6.21,-4284.4,6234.4,218.08,3.45
-6.26,-4288.7,6238.7,218.18,3.57
-6.54,-4293,6243,218.28,3.19
-6.73,-4297.3,6247.3,218.38,2.96
-6.96,-4301.6,6251.6,218.48,2.69
-6.58,-4305.9,6255.9,218.58,3.34
-6.37,-4310.2,6260.2,218.68,3.88
-6.45,-4314.5,6264.5,218.78,4.11
-6.51,-4318.8,6268.8,218.88,3.93
-6.41,-4323.1,6273.1,218.98,3.76
-6.4,-4327.4,6277.4,219.08,3.61
-6.11,-4331.7,6281.7,219.18,3.63
-6.36,-4336,6286,219.28,3.27
-6.06,-4340.3,6290.3,219.38,3.59
-6.49,-4344.6,6294.6,219.48,3.25
-6.1,-4348.9,6298.9,219.58,3.61
-6.71,-4353.7,6303.7,219.69,3.79
-6.93,-4358.4,6308.4,219.8,3.53
-6.53,-4363.1,6313.1,219.91,3.75
-6.5,-4368.3,6318.3,220.03,3.82
-6.69,-4372.9,6322.9,220.14,3.95
-6.42,-4377.5,6327.5,220.25,3.77
-6.14,-4382.1,6332.1,220.36,4.16
-6.28,-4387.2,6337.2,220.48,4.02
-6.76,-4392.6,6342.6,220.61,3.81
-6.46,-4398.1,6348.1,220.74,3.89
-6.54,-4404,6354,220.88,3.98
-6.86,-4409.4,6359.4,221.01,3.77
-6.72,-4414.2,6364.2,221.14,3.69
-6.09,-4419.4,6369.4,221.28,4.34
-6.88,-4424.2,6374.2,221.41,3.62
-6.54,-4429,6379,221.54,4.04
-6.7,-4433.8,6383.8,221.67,4.1
-6.71,-4437.9,6387.9,221.78,3.85
-7.13,-4441.9,6391.9,221.89,2.92
-7.41,-4446,6396,222,2.62
-6.68,-4450.1,6400.1,222.11,3.4
-6.67,-4454.1,6404.1,222.22,3.44
-6.7,-4457.8,6407.8,222.32,3.29
-5.64,-4461.9,6411.9,222.43,4.49
-6.58,-4466,6416,222.54,3.69
-6.29,-4470.1,6420.1,222.65,3.66
-5.88,-4474.1,6424.1,222.76,4.2
-6.05,-4478.2,6428.2,222.87,3.48
-5.65,-4481.9,6431.9,222.97,4.15
-5.63,-4486.8,6436.8,223.1,4.27
-5.36,-4491.4,6441.4,223.22,3.87
-5.28,-4496.3,6446.3,223.35,3.89
-5.63,-4500.9,6450.9,223.47,3.78
-6.43,-4505.8,6455.8,223.6,3.34
-6.4,-4510.4,6460.4,223.72,2.67
-7.64,-4515.3,6465.3,223.85,1.61
-7.57,-4519.9,6469.9,223.97,1.88
-9.03,-4523.2,6473.2,224.06,0.69
-7.54,-4526.6,6476.6,224.15,2
-6.45,-4529.9,6479.9,224.24,3.12
-6.52,-4533.2,6483.2,224.33,3.28
-6.32,-4536.5,6486.5,224.42,3.29
-6.31,-4539.9,6489.9,224.51,3.6
-5.91,-4543.2,6493.2,224.6,3.91
-5.81,-4546.5,6496.5,224.69,4
-6.73,-4549.9,6499.9,224.78,2.45
-7.97,-4553.2,6503.2,224.87,1.55
-8.06,-4557.6,6507.6,224.99,0.97
-8.06,-4561.7,6511.7,225.1,1.33
-6.08,-4565.8,6515.8,225.21,4.28
-6.44,-4569.8,6519.8,225.32,4.26
-5.91,-4574.3,6524.3,225.44,4.14
-6.54,-4578.4,6528.4,225.55,2.96
-5.94,-4582.4,6532.4,225.66,3.47
-6.52,-4586.5,6536.5,225.77,2.91
-9.46,-4590.2,6540.2,225.87,-0.24
-11.1,-4593.9,6543.9,225.97,-0.84
-9.35,-4597.7,6547.7,226.07,1.04
-6.61,-4601.5,6551.5,226.17,3.2
-7.12,-4605.3,6555.3,226.27,2.69
-7.85,-4609.1,6559.1,226.37,2.28
-6.76,-4612.9,6562.9,226.47,2.81
-5.36,-4618.2,6568.2,226.61,3.79
-5.2,-4623.1,6573.1,226.74,3.67
-5.61,-4628.1,6578.1,226.87,3.92
-5.86,-4633.4,6583.4,227.01,3.47
-6.88,-4638.2,6588.2,227.14,2.6
-6.07,-4643,6593,227.27,3.43
-5.77,-4646.7,6596.7,227.37,3.53
-5.7,-4650.4,6600.4,227.47,3.77
-5.93,-4654.1,6604.1,227.57,3.69
-6.79,-4657.8,6607.8,227.67,2.5
-8.26,-4661.5,6611.5,227.77,1.2
-8.45,-4665.2,6615.2,227.87,1.33
-7.27,-4668.9,6618.9,227.97,2.05
-6.49,-4672.6,6622.6,228.07,3.03
-5.83,-4676.3,6626.3,228.17,3.31
-6.24,-4680,6630,228.27,2.66
-7.28,-4683.7,6633.7,228.37,2.1
-10.24,-4687.4,6637.4,228.47,-2.12
-12.23,-4691.1,6641.1,228.57,-5.98
-10.19,-4694.8,6644.8,228.67,-1.79
-9.38,-4698.5,6648.5,228.77,-0.71
-7.61,-4702.2,6652.2,228.87,2.03
-6.74,-4705.9,6655.9,228.97,3.28
-6.39,-4709.6,6659.6,229.07,3.52
-5.96,-4712.9,6662.9,229.16,3.55
-6.24,-4716.3,6666.3,229.25,3.25
-6.62,-4720,6670,229.35,2.95
-6.08,-4723.3,6673.3,229.44,3.37
-5.87,-4726.6,6676.6,229.53,3.45
-5.81,-4729.9,6679.9,229.62,3.56
-5.64,-4733.6,6683.6,229.72,3.7
-5.66,-4737,6687,229.81,3.78
-5.2,-4740.3,6690.3,229.9,3.85
-5.4,-4744,6694,230,3.73
-5,-4747.4,6697.4,230.09,3.79
-5.26,-4750.8,6700.8,230.18,3.67
-5.97,-4754.3,6704.3,230.27,3.11
-6.38,-4758.1,6708.1,230.37,2.63
-6.78,-4761.9,6711.9,230.47,2.59
-6.23,-4765.7,6715.7,230.57,3.21
-6.45,-4769.5,6719.5,230.67,2.84
-6.65,-4773.3,6723.3,230.77,2.84
-5.81,-4777.1,6727.1,230.87,3.21
-5.04,-4780.9,6730.9,230.97,3.69
-4.94,-4784.6,6734.6,231.07,3.72
-5.33,-4788.3,6738.3,231.17,3.53
-6.16,-4792,6742,231.27,3.37
-6.45,-4795.7,6745.7,231.37,3.07
NA,-4799.4,6749.4,231.47,NA
-5.72,-4803.1,6753.1,231.57,3.71
-5.9,-4806.8,6756.8,231.67,3.32
-6.07,-4811.2,6761.2,231.79,2.95
-6.44,-4815.7,6765.7,231.91,3.07
-6.33,-4819.7,6769.7,232.02,3.65
-6.09,-4824.2,6774.2,232.14,3.52
-5.58,-4828.6,6778.6,232.26,3.61
-5.49,-4832.7,6782.7,232.37,3.59
-5.98,-4837.1,6787.1,232.49,3.03
-5.6,-4841.6,6791.6,232.61,3.19
-6.29,-4845.6,6795.6,232.72,2.5
-5.59,-4850.1,6800.1,232.84,3.57
-5.55,-4854.5,6804.5,232.96,3.45
-5.52,-4858.6,6808.6,233.07,3.31
-5.49,-4863,6813,233.19,3.2
-5.41,-4867.1,6817.1,233.3,3.28
-5.64,-4871.5,6821.5,233.42,3.35
-6.16,-4875.6,6825.6,233.53,2.87
-6.74,-4880.1,6830.1,233.65,2.46
-6.71,-4884.1,6834.1,233.76,2.83
-7.29,-4888.2,6838.2,233.87,2.31
-6.32,-4891.5,6841.5,233.96,3.44
-7.46,-4894.5,6844.5,234.04,2.28
-6.02,-4897.6,6847.6,234.12,3.94
-6.43,-4900.6,6850.6,234.2,3.49
-7.15,-4903.6,6853.6,234.28,2.1
-6.05,-4907.1,6857.1,234.37,3.76
-6.31,-4910.1,6860.1,234.45,3.24
-6.54,-4913.1,6863.1,234.53,2.96
NA,-4916.2,6866.2,234.61,NA
NA,-4919.2,6869.2,234.69,NA
NA,-4922.3,6872.3,234.77,NA
NA,-4926.8,6876.8,234.89,NA
-13.14,-4931.4,6881.4,235.01,0.51
-8.2,-4935.8,6885.8,235.13,2.3
-7.22,-4940.3,6890.3,235.25,3.13
-6.58,-4944.7,6894.7,235.37,4
-5.75,-4949.1,6899.1,235.49,3.64
-6.36,-4953.6,6903.6,235.61,2.92
-5.44,-4958,6908,235.73,3.83
-5.65,-4962.5,6912.5,235.85,3.68
-5.77,-4966.9,6916.9,235.97,3.52
-5.86,-4971.3,6921.3,236.09,3.45
-6.72,-4975.8,6925.8,236.21,2.81
-6.18,-4980.2,6930.2,236.33,2.78
-5.05,-4984.7,6934.7,236.45,3.67
-5.23,-4989.1,6939.1,236.57,3.44
-6.21,-4993.5,6943.5,236.69,2.87
-5.89,-4998,6948,236.81,3.03
-5.94,-5002.4,6952.4,236.93,3.1
-6.17,-5006.9,6956.9,237.05,2.59
-5.7,-5011.5,6961.5,237.17,2.86
-5.72,-5014.9,6964.9,237.26,2.91
-6.89,-5018.3,6968.3,237.35,2.21
-9.87,-5021.7,6971.7,237.44,0.06
-5.71,-5025.1,6975.1,237.53,3.27
-5.74,-5028.6,6978.6,237.62,3.3
-7.64,-5032,6982,237.71,1.02
-8.29,-5035.4,6985.4,237.8,1.09
-7.89,-5038.8,6988.8,237.89,1.15
-6.57,-5042.2,6992.2,237.98,3.33
-6.6,-5045.6,6995.6,238.07,3.91
-6.21,-5049.3,6999.3,238.17,3.68
-5.97,-5053,7003,238.27,3.76
-5.82,-5056.7,7006.7,238.37,3.4
-5.54,-5060.4,7010.4,238.47,3.43
-5.1,-5064.1,7014.1,238.57,3.74
-5.82,-5067.8,7017.8,238.67,3.16
-6.2,-5071.5,7021.5,238.77,2.74
-5.8,-5075.2,7025.2,238.87,3.1
-6.26,-5078.9,7028.9,238.97,2.73
-5.89,-5082.6,7032.6,239.07,3.03
-6.45,-5086.3,7036.3,239.17,2.87
-6.14,-5090,7040,239.27,3.11
-5.93,-5093.7,7043.7,239.37,2.73
-5.74,-5097.4,7047.4,239.47,2.66
-6.07,-5101.1,7051.1,239.57,2.47
-5.71,-5104.8,7054.8,239.67,3.09
NA,-5108.5,7058.5,239.77,NA
-5.52,-5112.2,7062.2,239.87,3.11
-5.54,-5115.9,7065.9,239.97,3.22
-5.43,-5119.6,7069.6,240.07,3.06
-5.67,-5123.7,7073.7,240.18,2.86
-5.76,-5127.7,7077.7,240.29,3.02
-5.95,-5131.8,7081.8,240.4,3.04
-6.01,-5135.9,7085.9,240.51,3.06
-6.03,-5139.9,7089.9,240.62,3
-5.95,-5144,7094,240.73,3.37
-6.19,-5148.1,7098.1,240.84,3.46
-5.38,-5152.2,7102.2,240.95,3.83
-5,-5156.3,7106.3,241.06,3.67
-5.2,-5160.5,7110.5,241.17,3.43
-5.43,-5164.3,7114.3,241.27,3.1
-5.87,-5168.1,7118.1,241.37,2.88
-6.62,-5171.9,7121.9,241.47,2.66
NA,-5175.7,7125.7,241.57,NA
-6.35,-5179.5,7129.5,241.67,3.32
-6.01,-5183.3,7133.3,241.77,3.65
-5.72,-5187.1,7137.1,241.87,3.85
-4.74,-5191.6,7141.6,241.99,3.83
-5.95,-5196.1,7146.1,242.11,2.86
-4.55,-5200.5,7150.5,242.23,3.32
-5.66,-5205,7155,242.35,3.17
-5.06,-5209.4,7159.4,242.47,4.08
-5.09,-5213.8,7163.8,242.59,3.7
-4.94,-5218.3,7168.3,242.71,3.62
-5.07,-5222.7,7172.7,242.83,3.18
-4.74,-5227.2,7177.2,242.95,3.12
-4.68,-5231.6,7181.6,243.07,3.15
-5.27,-5234.9,7184.9,243.16,2.95
-6.22,-5237.9,7187.9,243.24,2.48
-6,-5240.8,7190.8,243.32,2.85
-5.64,-5244.2,7194.2,243.41,3.41
-5.76,-5247.1,7197.1,243.49,3.09
-6.26,-5250.1,7200.1,243.57,3.31
-5.92,-5253.4,7203.4,243.66,3.19
-5.47,-5256.4,7206.4,243.74,3.2
-4.81,-5259.3,7209.3,243.82,3.02
-4.33,-5262.7,7212.7,243.91,3.49
-4.81,-5265.6,7215.6,243.99,3.62
-5.52,-5275.3,7225.3,244.07,2.59
-6.05,-5291.3,7241.3,244.19,2.57
-5.65,-5307.2,7257.2,244.31,3.46
-6.25,-5323.2,7273.2,244.43,2.79
-6.67,-5337.8,7287.8,244.54,2.97
-6.85,-5353.8,7303.8,244.66,3.41
-6.86,-5369.7,7319.7,244.78,2.89
-6.26,-5384.4,7334.4,244.89,3.01
-6.55,-5399.6,7349.6,245.01,2.4
-6.15,-5406.2,7356.2,245.13,2.77
-6.06,-5412.2,7362.2,245.24,2.72
-6.61,-5417.7,7367.7,245.34,2.58
-7.27,-5423.2,7373.2,245.44,2.33
-7.17,-5428.7,7378.7,245.54,2.56
-7.42,-5434.2,7384.2,245.64,2.44
-6.7,-5439.7,7389.7,245.74,3.57
-6.1,-5445.2,7395.2,245.84,3.13
-6.32,-5450.7,7400.7,245.94,2.98
-5.88,-5456.2,7406.2,246.04,3.29
-5.98,-5461.7,7411.7,246.14,2.87
-6.91,-5467.2,7417.2,246.24,2.1
-7,-5472.7,7422.7,246.34,1.9
-6.85,-5478.2,7428.2,246.44,2.33
-6.83,-5483.7,7433.7,246.54,2.3
-7.51,-5489.2,7439.2,246.64,1.61
-6.28,-5494.7,7444.7,246.74,2.59
-5.89,-5500.2,7450.2,246.84,2.84
NA,-5505.7,7455.7,246.94,NA
-6.57,-5511.2,7461.2,247.04,2.22
-6.3,-5516.8,7466.8,247.14,2.81
-6.1,-5522.4,7472.4,247.24,2.6
-6.41,-5528,7478,247.34,2.03
-6.97,-5534.2,7484.2,247.45,1.57
-6.16,-5540.4,7490.4,247.56,2.49
-7.22,-5546.5,7496.5,247.67,1.6
-6.53,-5552.1,7502.1,247.77,2.35
-7.08,-5558.3,7508.3,247.88,1.42
-6.71,-5564.4,7514.4,247.99,2.46
-6.11,-5570.5,7520.5,248.1,2.72
-5.52,-5576.6,7526.6,248.21,3.42
-5.5,-5582.1,7532.1,248.31,2.86
-5.14,-5588.1,7538.1,248.42,3.16
-5.09,-5594.2,7544.2,248.53,2.7
-4.71,-5600.2,7550.2,248.64,2.6
-4.58,-5605.7,7555.7,248.74,2.93
