d18O (permil),year (AD)
-19.2599,1998
-22.1392,1997
-20.3402,1996
-18.7155,1995
-17.492,1994
-20.4612,1993
-18.9546,1992
-18.1599,1991
-18.5843,1990
-19.1415,1989
-18.8079,1988
-21.2032,1987
-21.8714,1986
-19.795,1985
-19.9317,1984
-18.8128,1983
-18.8577,1982
-20.4722,1981
-21.9066,1980
-20.1338,1979
-19.513,1978
-20.359,1977
-20.1617,1976
-19.2083,1975
-21.5593,1974
-20.4205,1973
-20.647,1972
-20.3449,1971
-20.8687,1970
-19.6545,1969
-19.111,1968
-19.5328,1967
-20.7008,1966
-19.9655,1965
-20.6264,1964
-20.8811,1963
-21.2075,1962
-21.2578,1961
-19.9029,1960
-20.0962,1959
-19.1415,1958
-19.2223,1957
-20.3442,1956
-19.9999,1955
-19.2582,1954
-20.3247,1953
-20.0677,1952
-19.1082,1951
-19.8285,1950
-19.6823,1949
-20.4905,1948
-21.2389,1947
-20.9157,1946
-19.8519,1945
-18.5749,1944
-19.5795,1943
-18.8849,1942
-18.7369,1941
-18.4068,1940
-17.9757,1939
-17.5073,1938
-18.0816,1937
-18.0781,1936
-17.8374,1935
-20.1462,1934
-19.9914,1933
-18.9223,1932
-18.6324,1931
-20.6186,1930
-20.8814,1929
-18.5022,1928
-19.9556,1927
-20.3106,1926
-19.6722,1925
-20.0119,1924
-17.1846,1923
-17.9619,1922
-16.8077,1921
-18.1705,1920
-20.1989,1919
-19.8743,1918
-20.4967,1917
-21.3944,1916
-21.2389,1915
-20.0613,1914
-19.7571,1913
-20.8067,1912
-21.8331,1911
-21.2354,1910
-20.0277,1909
-21.0854,1908
-20.689,1907
-21.3732,1906
-20.3684,1905
-21.1005,1904
-21.7506,1903
-22.6018,1902
-21.9852,1901
-22.1377,1900
-20.7139,1899
-21.8502,1898
-24.5823,1897
-20.7039,1896
-21.6462,1895
-22.9432,1894
-23.1753,1893
-22.1272,1892
-20.2221,1891
-19.3844,1890
-20.3277,1889
-21.1376,1888
-22.4671,1887
-22.0752,1886
-23.7114,1885
-21.7399,1884
-21.4662,1883
-20.988,1882
-20.8482,1881
-20.8708,1880
-21.3568,1879
-21.2124,1878
-21.2967,1877
-22.0771,1876
-22.5587,1875
-22.5587,1874
-21.9465,1873
-21.3783,1872
-21.7561,1871
-23.2026,1870
-22.863,1869
-24.1169,1868
-22.2348,1867
-21.6206,1866
-21.7999,1865
-21.2916,1864
-20.9036,1863
-19.2987,1862
-21.4888,1861
-21.9567,1860
-24.8952,1859
-21.8325,1858
-21.1398,1857
-20.0627,1856
-21.9216,1855
-22.0824,1854
-22.2937,1853
-20.6029,1852
-21.1525,1851
-21.253,1850
-21.789,1849
-20.3835,1848
-20.4967,1847
-22.6379,1846
-22.8906,1845
-21.701,1844
-23.5685,1843
-22.9946,1842
-22.324,1841
-23.4342,1840
-23.2906,1839
-22.0506,1838
-21.1027,1837
-21.1127,1836
-21.7048,1835
-23.2052,1834
-23.2112,1833
-23.6799,1832
-23.6192,1831
-22.5901,1830
-21.4885,1829
-21.8011,1828
-23.3263,1827
-22.3895,1826
-22.9663,1825
-22.6527,1824
-22.102,1823
-22.2273,1822
-22.6469,1821
-22.2851,1820
-20.5706,1819
-22.4396,1818
-23.4931,1817
-24.4706,1816
-22.734,1815
-24.9782,1814
-26.4929,1813
-24.1327,1812
-23.2942,1811
-22.4785,1810
-21.9837,1809
-23.4569,1808
-23.0374,1807
-22.6968,1806
-23.1038,1805
-21.62,1804
-23.2324,1803
-23.4917,1802
-23.1959,1801
-23.9952,1800
-24.871,1799
-24.7171,1798
-24.6384,1797
-22.3933,1796
-23.4368,1795
-22.8998,1794
-21.7406,1793
-21.4486,1792
-23.4286,1791
-22.7774,1790
-24.1329,1789
-23.2685,1788
-24.5657,1787
-24.8756,1786
-25.1734,1785
-26.0535,1784
-23.3682,1783
-23.7735,1782
-22.6339,1781
-22.7319,1780
-23.0128,1779
-25.0586,1778
-22.7565,1777
-23.7002,1776
-22.755,1775
-23.8665,1774
-24.3992,1773
-23.5578,1772
-22.5021,1771
-22.2378,1770
-22.018,1769
-23.255,1768
-23.1005,1767
-22.4707,1766
-21.7841,1765
-21.2033,1764
-21.1926,1763
-21.9047,1762
-22.1256,1761
-21.6218,1760
-20.9877,1759
-22.1376,1758
-21.9082,1757
-22.1171,1756
-22.4023,1755
-18.6019,1754
-19.9565,1753
-20.7022,1752
-20.5987,1751
-21.5608,1750
-21.7365,1749
-25.6502,1748
-23.6626,1747
-23.917,1746
-23.503,1745
-22.8084,1744
-24.6195,1743
-23.0662,1742
-21.5439,1741
-20.2839,1740
-21.8344,1739
-21.9628,1738
-21.5944,1737
-19.7718,1736
-20.6582,1735
-20.7632,1734
-21.1926,1733
-22.5506,1732
-20.8715,1731
-20.4631,1730
-22.7942,1729
-22.7492,1728
-21.9192,1727
-21.8124,1726
-21.5951,1725
-22.044,1724
-21.0094,1723
-22.5484,1722
-23.3159,1721
-23.6047,1720
-21.9128,1719
-21.0213,1718
-21.5892,1717
-21.6889,1716
-20.7157,1715
-21.353,1714
-20.6848,1713
-20.3268,1712
-21.4571,1711
-21.4639,1710
-22.4724,1709
-24.5728,1708
-22.7869,1707
-24.9956,1706
-23.8189,1705
-22.0515,1704
-24.1776,1703
-20.9046,1702
-22.4381,1701
-22.0798,1700
-22.8365,1699
-21.2402,1698
-21.1688,1697
-21.0947,1696
-20.7541,1695
-21.4133,1694
-22.1815,1693
-23.2317,1692
-21.558,1691
-21.0792,1690
-21.6004,1689
-21.7584,1688
-22.174,1687
-22.0549,1686
-21.2196,1685
-22.748,1684
-21.7759,1683
-21.9603,1682
-24.1436,1681
-22.405,1680
-22.4436,1679
-22.9753,1678
-23.0498,1677
-24.1605,1676
-22.6908,1675
-21.5535,1674
-21.8334,1673
-21.8721,1672
-23.6867,1671
-22.0599,1670
-23.4117,1669
-22.4771,1668
-20.0105,1667
-21.7854,1666
-23.2255,1665
-22.1594,1664
-19.7597,1663
-22.49,1662
-21.7699,1661
-22.161,1660
-21.5052,1659
-21.1748,1658
-22.5356,1657
-23.0912,1656
-22.8338,1655
-21.9501,1654
-22.1426,1653
-22.9528,1652
-21.6276,1651
-23.1802,1650
-23.5427,1649
-21.7733,1648
-24.1898,1647
-20.7398,1646
-21.0156,1645
-22.512,1644
-21.5219,1643
-22.8697,1642
-20.6349,1641
-22.6163,1640
-21.7757,1639
-19.8129,1638
-22.3336,1637
-24.435,1636
-22.8232,1635
-23.8892,1634
-21.8769,1633
-21.203,1632
-22.5079,1631
-22.1872,1630
-22.9779,1629
-22.9877,1628
-22.846,1627
-24.3126,1626
-23.855,1625
-21.8534,1624
-21.9142,1623
-20.0729,1622
-20.7656,1621
-21.8854,1620
-21.9696,1619
-22.6511,1618
-25.2097,1617
-23.5411,1616
-20.8034,1615
-21.5111,1614
-23.0886,1613
-22.5592,1612
-21.7429,1611
-20.533,1610
-21.0345,1609
-19.994,1608
-21.8098,1607
-21.3271,1606
-21.3261,1605
-21.5181,1604
-20.2801,1603
-19.7297,1602
-21.7939,1601
-23.8886,1600
-23.0932,1599
-22.2962,1598
-22.6488,1597
-22.9988,1596
-21.3357,1595
-21.7465,1594
-20.9368,1593
-22.3519,1592
-21.5198,1591
-20.4609,1590
-22.6089,1589
-23.8954,1588
-23.0614,1587
-23.6467,1586
-21.1884,1585
-21.112,1584
-21.5642,1583
-20.7615,1582
-21.5724,1581
-21.4752,1580
-21.1213,1579
-22.8687,1578
-23.3141,1577
-21.6546,1576
-23.2236,1575
-23.2592,1574
-20.6874,1573
-20.87,1572
-20.8614,1571
-19.521,1570
-19.0877,1569
-21.2942,1568
-23.058,1567
-22.6657,1566
-23.4679,1565
-21.5572,1564
-21.5443,1563
-21.1356,1562
-20.3625,1561
-22.9031,1560
-24.6444,1559
-24.1509,1558
-24.093,1557
-23.0211,1556
-21.819,1555
-23.4742,1554
-22.1214,1553
-23.0387,1552
-23.16,1551
-23.8248,1550
-24.5364,1549
-23.0213,1548
-24.0465,1547
-22.8925,1546
-22.8928,1545
-22.3207,1544
-22.2054,1543
-22.0451,1542
-22.1323,1541
-23.673,1540
