d18O (permil),year (AD),depth (cm)
39,1676,36
39.6,1614,44
37.7,1555,52
39.6,1443,68
39.1,1112,108
39.4,1031,116
40.5,944,124
40.8,854,132
40.3,762,140
39.4,667,148
40.7,570,156
39.5,471,164
41.3,370,172
41.3,267,180
41,162,188
39.9,55,196
40.4,-54,204
41.3,-164,212
40.9,-277,220
40.1,-392,228
41.8,-507,236
41.4,-734,252
40,-846,260
40.1,-953,268
40.4,-1057,276
40.6,-1155,284
40.2,-1249,292
40.9,-1430,308
40.8,-1521,316
40.2,-1612,324
40.6,-1707,332
40.9,-1806,340
39.5,-1911,348
40.1,-2024,356
40.2,-2276,372
40.1,-2417,380
39.5,-2566,388
38.8,-2719,396
38.9,-2872,404
39.1,-3017,412
39.8,-3152,420
40.5,-3276,428
39.1,-3390,436
39.4,-3497,444
39.5,-3597,452
38.7,-3692,460
39,-3783,468
39.7,-3872,476
38.3,-3960,484
37.8,-4015,516
40.1,-4104,524
39.6,-4196,532
39.6,-4291,540
38,-4388,548
38.9,-4488,556
39.2,-4694,572
39.5,-4799,580
39.5,-4905,588
38.8,-5119,604
39,-5227,612
39.6,-5334,620
39.4,-5547,636
38.6,-5652,644
39,-5755,652
38.4,-5855,660
39,-5955,668
37.1,-6053,676
38.5,-6138,716
37.7,-6236,724
37.8,-6337,732
37.8,-6442,740
39.2,-6554,748
39,-6673,756
36.7,-7097,780
38.5,-7603,804
37.7,-7942,820
37.5,-8247,836
38.2,-8614,860
37.6,-8896,884
38,-9055,900
37.4,-9277,924
37.4,-9430,940
37.7,-9599,956
38.8,-9793,972
38.1,-10006,988
39.1,-10233,1004
38.6,-10468,1020
39.2,-10586,1028
39.3,-10705,1036
39.2,-10822,1044
39.2,-11162,1068
37.8,-11385,1084
38.9,-11787,1112
39.9,-12277,1144
40.3,-12807,1176
40.4,-13213,1200
39.6,-13734,1232
40.2,-14566,1296
40,-14885,1328
39.7,-15253,1368
40,-15623,1408
40.5,-15923,1440
40.2,-16305,1480
40.3,-16758,1528
40.5,-17044,1560
40.3,-17486,1608
40.3,-18030,1656
40.4,-18286,1680
40.5,-18583,1720
40.7,-18840,1784
40.4,-18991,1808
40.4,-19493,1856
40.8,-20178,1912
40.3,-20522,1944
40.5,-20728,1960
39.5,-21021,1984
39.9,-21485,2040
40.2,-21947,2080
39.7,-22333,2112
38.8,-22842,2152
