d18O (permil),year (AD)
-43.73,1997
-43.24,1996
-44.77,1995
-45.45,1994
-49.46,1993
NA,1992
-47.32,1991
-47.54,1990
-49.5,1989
-47.71,1988
-44.06,1987
-46.31,1986
-46.46,1985
-45.75,1984
-44.74,1983
NA,1982
NA,1981
-45.38,1980
-44.95,1979
-45.75,1978
-47.59,1977
NA,1976
-46.7,1975
-46.31,1974
-46.87,1973
-47.77,1972
-47.57,1971
-46.92,1970
-46.54,1969
-46.91,1968
-46,1967
-45.19,1966
-45.95,1965
-45.85,1964
-46.29,1963
-44.42,1962
-49.35,1961
-47.65,1960
-47.02,1959
-47.91,1958
-48.72,1957
-44.17,1956
-44.86,1955
-46.12,1954
-44.98,1953
-44.45,1952
-46.09,1951
-46.94,1950
-46.41,1949
-46.3,1948
-46.32,1947
-45.82,1946
-44.92,1945
-46.09,1944
-48.61,1943
-50.32,1942
-50.08,1941
-49.45,1940
-47.6,1939
-46.86,1938
-48.31,1937
-44.79,1936
-44.49,1935
-42.76,1934
-44.61,1933
-44.9,1932
-46.58,1931
-45.46,1930
-46.83,1929
-46.59,1928
-45.83,1927
-46.11,1926
-45.7,1925
-46.25,1924
-47.81,1923
-45.41,1922
-44.83,1921
-44.79,1920
-46.18,1919
-48.29,1918
-47.47,1917
-46.31,1916
-45.31,1915
-45.53,1914
-45.53,1913
NA,1912
-48.89,1911
-48.65,1910
-48.25,1909
-47.65,1908
-46.82,1907
-46.89,1906
-47.89,1905
-48.27,1904
-46.81,1903
-47.34,1902
-48.62,1901
-48.27,1900
NA,1899
-47.82,1898
-47.5,1897
-48.01,1896
-47.92,1895
-46.77,1894
-45.26,1893
-46.46,1892
-47.25,1891
-49.1,1890
-50.42,1889
-49.6,1888
-47.84,1887
-46.64,1886
-46.52,1885
-46.4,1884
-46.03,1883
-46.75,1882
-47.83,1881
-47.83,1880
-46.3,1879
-45,1878
-45.75,1877
-46.14,1876
-46.3,1875
-46.04,1874
-46.06,1873
-46.84,1872
-47.26,1871
-47.41,1870
-46.97,1869
-45.9,1868
-45.21,1867
NA,1866
-47.43,1865
-45.92,1864
-45.42,1863
-45.76,1862
-46.28,1861
-47.03,1860
-47.59,1859
-47.51,1858
-46.98,1857
-46.7,1856
-46.91,1855
-46.86,1854
-46.42,1853
-45.63,1852
-45.21,1851
-45.94,1850
-46.54,1849
-46.34,1848
-45.83,1847
-45.37,1846
-45.55,1845
-45.67,1844
-46.15,1843
-47.15,1842
-47.59,1841
-47.66,1840
-47.39,1839
-47.64,1838
-46.97,1837
-45.48,1836
-43.98,1835
-44.45,1834
-45.3,1833
-46.73,1832
-47.58,1831
-47.89,1830
-47.46,1829
-46.77,1828
-46.51,1827
-46.55,1826
-46.09,1825
-46.17,1824
-47.42,1823
-47.73,1822
-47.61,1821
-46.94,1820
-46.68,1819
-47.59,1818
-48.15,1817
-47.58,1816
-47.41,1815
-45.25,1814
-43.21,1813
-45.49,1812
-46.94,1811
-46.53,1810
-46.63,1809
-46.85,1808
-47.62,1807
-48.08,1806
-47.97,1805
-47.8,1804
-47.48,1803
-46.84,1802
-46.24,1801
NA,1800
-46.33,1799
-46.08,1798
-45.7,1797
-45.2,1796
-44.03,1795
-43.66,1794
-45.18,1793
-47.71,1792
-48.88,1791
-49.37,1790
-48.92,1789
-48.92,1788
NA,1787
-48.43,1786
-46.79,1785
NA,1784
-47.5,1783
-48.45,1782
-48.58,1781
-48.5,1780
-48.55,1779
-47.6,1778
-47.48,1777
-46.59,1776
-46.27,1775
-46.04,1774
-45.67,1773
-45.13,1772
-46.17,1771
-46.81,1770
-47.42,1769
-47.34,1768
-46.84,1767
-47.05,1766
-46.1,1765
-45.98,1764
-45.95,1763
-45.65,1762
-45.9,1761
-46.14,1760
-46.68,1759
-47.38,1758
-47.03,1757
-45.8,1756
-43.77,1755
-45.25,1754
-46.86,1753
-47.31,1752
-47.01,1751
-46.64,1750
-46.59,1749
-46.72,1748
-46.8,1747
-47.07,1746
-46.75,1745
-46.22,1744
-45.73,1743
-45.74,1742
-45.84,1741
-46.73,1740
-46.92,1739
-47.24,1738
-46.93,1737
-48.27,1736
-48.67,1735
-48.8,1734
-48.36,1733
-47.25,1732
-46.28,1731
-46.26,1730
-46.71,1729
-47.03,1728
-47.2,1727
-47.17,1726
-46.67,1725
-46.36,1724
-45.69,1723
-45.4,1722
-45.33,1721
-45.26,1720
-45.62,1719
-46.21,1718
-46.61,1717
-46.73,1716
-47.1,1715
-48.13,1714
-48.7,1713
-48.48,1712
-48.05,1711
-47.52,1710
-47.4,1709
-48.61,1708
-48.5,1707
-47.52,1706
-47.47,1705
-47.6,1704
-47.83,1703
-48.48,1702
-48.16,1701
-47.5,1700
-47.25,1699
-47.57,1698
-48.05,1697
-48.42,1696
-47.97,1695
-46.8,1694
-46.15,1693
-46.58,1692
-46.96,1691
-47.69,1690
-48.44,1689
-48.56,1688
-48.17,1687
-47.61,1686
-47.18,1685
-45.82,1684
-44.28,1683
-44.37,1682
-44.53,1681
-45.16,1680
-45.72,1679
-46.03,1678
-46.31,1677
-46.54,1676
-47.45,1675
-48.05,1674
-47.87,1673
-46.38,1672
-45.32,1671
-44.89,1670
-44.46,1669
-44.18,1668
-44.34,1667
-45.76,1666
-47.56,1665
-48.57,1664
-48.76,1663
-48.23,1662
-48.18,1661
-48.28,1660
-49.39,1659
-49.98,1658
-49.6,1657
-48.94,1656
-47.31,1655
-44.93,1654
-44.85,1653
-45.12,1652
-45.85,1651
-46.71,1650
-47.23,1649
-47.95,1648
-47.92,1647
-47.2,1646
-46.59,1645
-47.42,1644
-48.22,1643
-47.74,1642
-47.17,1641
-47.35,1640
-47.74,1639
-48.37,1638
-48.18,1637
-47.32,1636
-47.25,1635
-47.3,1634
-46.98,1633
-46.49,1632
-46.73,1631
-47.3,1630
-47.77,1629
-47.46,1628
-46.95,1627
-47.43,1626
-47.64,1625
-47.6,1624
-47.9,1623
-48.52,1622
-49.47,1621
-49.69,1620
-49.26,1619
-48.26,1618
-47.25,1617
-46.13,1616
-45.12,1615
-45.06,1614
-45.77,1613
-45.76,1612
-45.9,1611
-46,1610
-46.06,1609
-46.24,1608
-46.56,1607
-46.56,1606
-46.47,1605
-46.39,1604
-45.88,1603
-44.7,1602
-45.54,1601
-46.58,1600
-47.2,1599
-46.81,1598
-46.05,1597
-45.52,1596
-45.38,1595
-45.57,1594
-46,1593
-46.05,1592
-46.11,1591
-46.21,1590
-46.58,1589
-46.6,1588
-45.44,1587
-43.61,1586
-43.63,1585
-45.36,1584
-46.19,1583
-45.97,1582
-45.33,1581
-44.87,1580
-44.57,1579
-43.87,1578
-43.28,1577
-43.42,1576
-43.47,1575
-43.91,1574
-44.21,1573
-45.27,1572
-45.97,1571
-45.91,1570
-45.28,1569
-44.46,1568
-44.86,1567
-44.63,1566
-44.94,1565
-45.44,1564
-45.68,1563
-46.64,1562
-47.5,1561
-48.16,1560
-48.02,1559
-47.88,1558
-47.08,1557
-46.56,1556
-47.05,1555
-47.35,1554
-47.69,1553
-48.05,1552
-48.22,1551
-48.47,1550
-48.26,1549
-47.84,1548
-47.57,1547
-48.28,1546
-48.76,1545
-48.53,1544
-48.07,1543
-48.11,1542
-48.17,1541
-48.17,1540
-48.31,1539
-48.29,1538
-48.65,1537
-48.59,1536
-48.39,1535
-48.02,1534
-46.71,1533
-45.77,1532
-45.59,1531
-45.89,1530
-46.4,1529
-46.88,1528
-47.15,1527
-47.35,1526
-48.33,1525
-49.21,1524
-49.94,1523
-49.91,1522
-49.34,1521
-48.34,1520
-47.68,1519
-48.54,1518
-49.22,1517
-48.69,1516
-48.2,1515
-48.08,1514
-47.85,1513
-46.99,1512
-46.15,1511
-45.95,1510
-45.94,1509
-46.57,1508
-47.12,1507
-48.07,1506
-48.51,1505
-48.55,1504
-48.51,1503
-48.44,1502
-48.4,1501
-48.19,1500
-48.11,1499
-48.45,1498
-48.39,1497
-48.41,1496
-48.45,1495
-48.29,1494
-48.11,1493
-48.19,1492
-48.5,1491
-48.63,1490
-48.18,1489
-47.41,1488
-47.31,1487
-47.3,1486
-47.58,1485
-48.11,1484
-48.28,1483
