d18O (permil),year (AD)
26.3,1998
25.69,1997
27.24,1996
27.74,1995
25.76,1994
27.32,1993
29.73,1992
30.86,1991
29.64,1990
29.68,1989
27.9,1988
29.21,1987
29.11,1986
28.96,1985
29.92,1984
29.36,1983
28.41,1982
28.38,1981
29.53,1980
29.39,1979
29.54,1978
30.24,1977
30.84,1976
30.49,1975
30.33,1974
29.14,1973
30.18,1972
30.47,1971
31.42,1970
29.22,1969
30.03,1968
29.7,1967
28.95,1966
29.89,1965
30.19,1964
30.49,1963
30.65,1962
29.51,1961
29.26,1960
25.34,1959
27.94,1958
27.71,1957
28.66,1956
28.9,1955
30.07,1954
31.74,1953
31.43,1952
29.96,1951
30.62,1950
30.81,1949
30.09,1948
32.67,1947
31.98,1946
30.07,1945
29.58,1944
29.05,1943
29.96,1942
31.1,1941
31.26,1940
31.47,1939
31.06,1938
31.91,1937
30.6,1936
29.74,1935
29.24,1934
30.25,1933
29.4,1932
28.14,1931
27.02,1930
26.33,1929
29.63,1928
29.97,1927
27.87,1926
28.73,1925
29.17,1924
29.56,1923
30.82,1922
29.59,1921
30.03,1920
29.84,1919
30.8,1918
31.49,1917
31.77,1916
30.59,1915
27.52,1914
29.59,1913
29.85,1912
31.24,1911
29.34,1910
29.89,1909
28.25,1908
29.87,1907
28.23,1906
31.31,1905
29.96,1904
30.31,1903
30.24,1902
28.95,1901
29.97,1900
32.26,1899
31.13,1898
29.39,1897
29.3,1896
30.02,1895
29.01,1894
28.68,1893
30.77,1892
29.77,1891
28.93,1890
28.26,1889
28.84,1888
30.8,1887
29.94,1886
29.18,1885
29.61,1884
27.37,1883
28,1882
30.63,1881
29.45,1880
27.14,1879
29.44,1878
29.12,1877
28.14,1876
28.11,1875
28.38,1874
29.98,1873
29.36,1872
29.33,1871
27.34,1870
26.93,1869
28.42,1868
28.63,1867
29.6,1866
31.86,1865
30.96,1864
30.38,1863
30.32,1862
31.31,1861
30.54,1860
31.39,1859
30.97,1858
29.1,1857
30.07,1856
29.98,1855
30.42,1854
28.89,1853
29.02,1852
29.89,1851
30.27,1850
30.65,1849
31.72,1848
31.4,1847
31.91,1846
31.99,1845
30.94,1844
30.05,1843
31.26,1842
31.59,1841
32.04,1840
31.88,1839
29.95,1838
29.95,1837
30.71,1836
31.35,1835
31.02,1834
31.61,1833
29.6,1832
32.12,1831
30.39,1830
30.44,1829
29.38,1828
29.07,1827
28.87,1826
28.77,1825
31.09,1824
30.03,1823
30.51,1822
30.18,1821
30.46,1820
30.02,1819
28.71,1818
30.21,1817
30.26,1816
30.33,1815
28.99,1814
32.5,1813
33.53,1812
30.48,1811
31.08,1810
31.54,1809
32.8,1808
30.99,1807
30.74,1806
29.88,1805
30.06,1804
31.72,1803
32.85,1802
31.6,1801
30.02,1800
29.67,1799
29.89,1798
32.29,1797
31.3,1796
29.68,1795
30.97,1794
30.38,1793
28.66,1792
33.89,1791
32.03,1790
30.33,1789
29.11,1788
31.67,1787
31.94,1786
32.22,1785
31.42,1784
30.83,1783
31.65,1782
31.42,1781
31.2,1780
29.91,1779
30.68,1778
29.97,1777
30.39,1776
30.6,1775
31.23,1774
30.7,1773
28.7,1772
29,1771
27.55,1770
29.71,1769
30.41,1768
30.54,1767
29.41,1766
30.52,1765
31.28,1764
31.17,1763
31.06,1762
30.21,1761
29.9,1760
30.39,1759
30.08,1758
30.08,1757
29.06,1756
29.61,1755
29.76,1754
29.61,1753
30.53,1752
29.78,1751
30.33,1750
28.83,1749
29.52,1748
29.08,1747
30.58,1746
31.15,1745
32.67,1744
28.43,1743
32.89,1742
31.05,1741
32.68,1740
32.93,1739
32.81,1738
32.07,1737
30.85,1736
31.94,1735
31.21,1734
30.22,1733
29.62,1732
32.58,1731
31.71,1730
31.14,1729
30.69,1728
29.58,1727
31,1726
31.3,1725
29.68,1724
29.88,1723
28.78,1722
30.13,1721
30.38,1720
30.44,1719
32.79,1718
32.49,1717
32.92,1716
31.13,1715
29.34,1714
30.18,1713
30.64,1712
29.82,1711
30.38,1710
30.63,1709
30.28,1708
29.7,1707
30.23,1706
30.17,1705
30,1704
28.77,1703
30.94,1702
32.26,1701
29.5,1700
32.57,1699
32.62,1698
33.72,1697
33.13,1696
32.36,1695
31,1694
29.96,1693
29.04,1692
29.3,1691
29.05,1690
28.77,1689
28.72,1688
30.09,1687
31.45,1686
32.87,1685
30.06,1684
29.55,1683
30.47,1682
30.18,1681
32.08,1680
32.15,1679
32.25,1678
31.42,1677
30.46,1676
28.95,1675
29.01,1674
29.32,1673
30.02,1672
30.66,1671
31.46,1670
32.81,1669
31.76,1668
29.96,1667
30.25,1666
28.14,1665
29.24,1664
29.56,1663
29.16,1662
28.33,1661
30.76,1660
32.31,1659
31.62,1658
30.96,1657
30.09,1656
27.54,1655
27.17,1654
29.38,1653
28.23,1652
27.73,1651
31.02,1650
29.91,1649
29.91,1648
30.36,1647
30.1,1646
30.79,1645
30.38,1644
29.92,1643
30.32,1642
31.14,1641
29.02,1640
31.88,1639
31.98,1638
32.09,1637
30.53,1636
30.11,1635
30.63,1634
29.52,1633
30.6,1632
31.04,1631
30.94,1630
26.55,1629
29.03,1628
28.84,1627
30.11,1626
28.98,1625
31.25,1624
30.38,1623
32.29,1622
30.71,1621
30.28,1620
30.82,1619
29.25,1618
29.33,1617
29.82,1616
30.55,1615
30.33,1614
27.72,1613
30.61,1612
29.21,1611
29.57,1610
30.19,1609
30.45,1608
27.96,1607
29.32,1606
31.65,1605
32.71,1604
34.17,1603
33.39,1602
31.39,1601
33.49,1600
30.76,1599
30.21,1598
29.67,1597
31.58,1596
31.17,1595
30.23,1594
29.43,1593
29.34,1592
30.85,1591
29.61,1590
28.67,1589
28.34,1588
31,1587
29.29,1586
28.98,1585
29.67,1584
29.92,1583
29.36,1582
29.19,1581
29.45,1580
31.55,1579
31.36,1578
29.87,1577
29.77,1576
30.32,1575
31.37,1574
31.8,1573
30.7,1572
31.12,1571
28.29,1570
30.04,1569
29.88,1568
28.73,1567
29.55,1566
30.18,1565
28.77,1564
30.32,1563
30.17,1562
30.69,1561
30.01,1560
30.86,1559
29.77,1558
29.4,1557
27.62,1556
28.81,1555
29.86,1554
29.1,1553
31.02,1552
30.05,1551
28,1550
30.73,1549
30.96,1548
31.38,1547
31.16,1546
30.18,1545
31.65,1544
30.68,1543
30.56,1542
30.31,1541
31.35,1540
28.92,1539
31.86,1538
30.94,1537
30.37,1536
29.68,1535
29.6,1534
29.47,1533
29.4,1532
28.59,1531
30.16,1530
30.7,1529
29.72,1528
30.1,1527
29.27,1526
29.41,1525
29.5,1524
30.97,1523
30.99,1522
30.75,1521
29.48,1520
29.07,1519
29.01,1518
28.01,1517
29.35,1516
28.76,1515
29.19,1514
31.85,1513
30.31,1512
29.9,1511
30.45,1510
28.82,1509
29.52,1508
30.03,1507
29.8,1506
28.11,1505
30.08,1504
28.08,1503
30.64,1502
29.61,1501
29.99,1500
30.66,1499
30.02,1498
29.87,1497
27.87,1496
30.19,1495
30.66,1494
30,1493
32.24,1492
31.17,1491
30.47,1490
29.51,1489
30.91,1488
31.01,1487
31.58,1486
32.03,1485
32.16,1484
33.37,1483
31.63,1482
29.95,1481
29.63,1480
29.64,1479
24.83,1478
27.4,1477
30.06,1476
30.09,1475
31.37,1474
31.42,1473
31.19,1472
31.45,1471
29.15,1470
29.63,1469
30.69,1468
29.07,1467
30.66,1466
32.43,1465
32.11,1464
32.72,1463
32.24,1462
32.02,1461
30.13,1460
30.61,1459
30.42,1458
28.02,1457
29.76,1456
31.13,1455
30.43,1454
31.32,1453
32,1452
31.25,1451
29.41,1450
31,1449
30.57,1448
28.9,1447
29.53,1446
30.02,1445
30.41,1444
28.35,1443
28.15,1442
28.6,1441
28.72,1440
30.62,1439
30.51,1438
31.16,1437
31.4,1436
32.17,1435
31.04,1434
31.67,1433
28.73,1432
31.82,1431
31.03,1430
31.74,1429
31.42,1428
31.08,1427
32.42,1426
31.25,1425
32.81,1424
33.47,1423
32.62,1422
31.68,1421
31.1,1420
30.33,1419
30.32,1418
30.36,1417
30.82,1416
28.97,1415
29.84,1414
