d18O (permil),year (AD),depth (cm)
-7.17,1660,0
-7.24,1650,0.05
NA,1650,0.15
-6.99,1640,0.67
-7.15,1630,1.19
-7.41,1630,1.71
-7.31,1620,2.24
-7.25,1610,2.76
-7.1,1540,3.28
NA,1460,3.8
-6.69,1380,4.29
-6.61,1300,4.78
-6.72,1220,5.27
-6.57,1140,5.76
-6.6,1070,6.25
NA,990,6.74
-7.4,910,7.23
-7.2,780,7.72
-7.79,650,8.21
-7.31,620,8.7
-6.71,590,9.11
-6.26,570,9.52
-6.88,540,9.93
-6.93,320,10.34
-6.9,290,10.75
-6.84,250,11.16
NA,220,11.57
-6.5,190,11.98
-7.41,160,12.39
-6.89,130,12.8
-7,80,13.31
-6.95,30,13.82
-7.01,-30,14.33
-6.96,-30,14.84
-7.01,-70,15.35
NA,-110,15.86
-6.81,-150,16.37
-6.74,-190,16.88
-7.11,-230,17.39
-6.68,-270,17.9
-6.82,-310,18.51
-7.47,-350,19.13
-6.78,-390,19.74
-6.97,-420,20.35
-7.06,-460,20.96
-6.95,-520,21.58
-7.1,-580,22.19
-7.61,-640,22.8
-6.92,-750,23
-6.71,-870,23.4
-6.65,-880,23.86
NA,-890,24.32
-6.94,-890,24.78
-7.02,-900,25.24
-6.77,-910,25.7
-6.88,-950,26.16
-6.88,-980,26.62
-6.76,-1020,27.08
-6.86,-1120,27.54
-6.82,-1230,28
-7.81,-1330,28.54
-6.94,-1430,29.08
-6.75,-1540,29.62
-6.84,-1640,30.16
-6.74,-1750,30.7
-6.68,-1850,31.24
-6.86,-1960,31.78
NA,-2060,32.32
-7.02,-2200,32.86
-6.82,-2330,33.4
-6.99,-2460,33.78
-6.88,-2600,34.15
-6.83,-2640,34.53
-6.6,-2690,34.9
-6.79,-2740,35.28
-6.43,-2780,35.65
-6.5,-2830,36.03
-6.62,-2870,36.4
-6.58,-2920,36.6
-6.7,-2960,36.9
-6.71,-3010,37.18
-6.62,-3050,37.46
-6.76,-3100,37.74
-6.52,-3140,38.02
-6.46,-3190,38.3
-6.57,-3230,38.58
-6.63,-3280,38.86
-6.45,-3330,39.14
-6.43,-3370,39.42
-6.15,-3420,39.7
-7.06,-3460,39.99
-6.54,-3510,40.28
-6.87,-3550,40.57
-6.83,-3600,40.86
-6.92,-3640,41.15
-6.93,-3690,41.44
-6.93,-3730,41.73
-6.72,-3780,42.02
-6.92,-3820,42.31
-6.51,-3870,42.6
-6.38,-3920,42.89
-6.74,-3960,43.18
NA,-4010,43.47
-6.33,-4050,43.76
-6.51,-4100,44.05
-6.41,-4140,44.34
-6.53,-4190,44.63
-6.62,-4230,44.92
-6.48,-4280,45.21
-6.09,-4320,45.5
-5.95,-4370,45.7
