d18O (permil),year (AD),depth (cm)
2.37,1990,0
2.6,1901.664,8
2.74,1459.984,48
2.15,1283.312,64
4.12,1150.808,76
2.49,797.464,108
2.5,731.212,114
3.25,709.128,116
1.29,576.624,128
1.34,477.246,137
1.23,388.91,145
3.74,-317.778,209
1.47,-406.114,217
2.69,-626.954,237
1.94,-891.962,261
1.1,-1068.634,277
4.48,-1156.97,285
1.88,-1245.306,293
3.43,-1421.978,309
4.46,-1510.314,317
3.34,-1775.322,341
5.51,-1863.658,349
4.4,-2128.666,373
0.54,-2217.002,381
4.07,-2482.01,405
2.62,-2658.682,421
1.42,-2835.354,437
4.05,-2923.69,445
-0.85,-3012.026,453
2.65,-3100.362,461
5.36,-3188.698,469
2.1,-3354.328,484
1.03,-3718.714,517
3.31,-3983.722,541
-1.04,-4425.402,581
