d18O (permil),year (AD)
-23.496714,1991
-24.383778,1990
-26.734385,1989
-23.245333,1988
-24.4158,1987
-27.418625,1986
-26.352385,1985
-27.158556,1984
-27.7755,1983
-27.452467,1982
-23.081545,1981
-24.683,1980
-27.213,1979
-26.343833,1978
-24.023059,1977
-23.439875,1976
-25.518636,1975
-26.49,1974
-27.340154,1973
-27.921917,1972
-25.685,1971
-24.161,1970
-25.788067,1969
-26.897174,1968
-25.6824,1967
-26.857364,1966
-25.878556,1965
-25.883,1964
-27.164385,1963
-27.303958,1962
-27.3204,1961
-26.751182,1960
-25.954765,1959
-26.719813,1958
-25.691182,1957
-27.235533,1956
-25.543143,1955
-28.063167,1954
-27.749667,1953
-26.511714,1952
-27.632294,1951
-27.213636,1950
-26.7692,1949
-27.786154,1948
-28.781,1947
-25.423923,1946
-27.703455,1945
-25.047,1944
-27.101071,1943
-28.947857,1942
-28.483333,1941
-26.545214,1940
-26.954667,1939
-24.882158,1938
-28.107088,1937
-27.884267,1936
-27.385923,1935
-27.33595,1934
-26.9338,1933
-27.164429,1932
