d18O (permil),year (AD),depth (cm)
-9.416,2005,NA
-9.5089,1983,NA
-9.1893,1961,NA
-8.9602,1939,NA
-9.0101,1917,NA
-9.1464,1895,NA
-8.9058,1873,NA
-9.0923,1851,NA
-9.054,1829,NA
-9.0732,1807,NA
-9.1584,1785,NA
-9.2562,1763,NA
-9.2076,1741,NA
-9.2634,1719,NA
-8.9482,1697,NA
-9.0593,1675,NA
-8.9367,1653,NA
-8.8814,1631,NA
-8.7018,1609,NA
-8.6622,1587,NA
-8.7204,1565,NA
-8.5974,1543,NA
-8.6391,1521,NA
-8.5689,1499,NA
-8.572,1477,NA
-8.4512,1455,NA
-8.6008,1433,NA
-8.5799,1411,NA
-8.4132,1389,NA
-8.5547,1367,NA
-8.7824,1345,NA
-8.6388,1326.79,NA
-8.9102,1308.57,NA
-9.0512,1290.36,NA
-9.0579,1272.14,NA
-8.9715,1253.93,NA
-9.2234,1235.71,NA
-9.0159,1217.5,NA
-9.1445,1199.29,NA
-9.399,1181.07,NA
-9.3138,1162.86,NA
-9.2667,1144.64,NA
-9.3349,1126.43,NA
-9.1697,1108.21,NA
-9.2454,1090,NA
-9.166,1071.79,NA
-9.1304,1053.57,NA
-9.0403,1035.36,NA
-9.124,1017.14,NA
-9.223,998.929,NA
-9.2618,980.714,NA
-9.399,962.5,NA
-9.4264,944.286,NA
-9.5008,926.071,NA
-9.5152,907.857,NA
-9.4564,889.643,NA
-9.1891,871.429,NA
-9.1735,853.214,NA
-9.1609,835,NA
-9.6646,816.786,NA
-9.7449,798.571,NA
-9.6818,780.357,NA
-9.4569,762.143,NA
-9.4374,743.929,NA
-8.9584,725.714,NA
-8.938,707.5,NA
-9.096,689.286,NA
-9.2678,671.071,NA
-9.3188,652.857,NA
-9.0591,634.643,NA
-9.1144,616.429,NA
-8.9175,598.214,NA
-9.1001,580,NA
-9.2886,561.786,NA
-9.3535,543.571,NA
-9.0545,525.357,NA
-9.0934,507.143,NA
-9.2283,488.929,NA
-9.1802,470.714,NA
-9.1562,452.5,NA
-9.064,434.286,NA
-8.9717,416.071,NA
-9.0209,397.857,NA
-9.1567,379.643,NA
-9.1688,361.429,NA
-9.2823,343.214,NA
-9.095,325,NA
-9.1739,306.786,NA
-9.2716,288.571,NA
-9.186,270.357,NA
-9.1311,252.143,NA
-9.1315,233.929,NA
-9.1532,215.714,NA
-9.0635,197.5,NA
-9.2324,179.286,NA
-9.1506,161.071,NA
-9.1817,142.857,NA
-9.0658,124.643,NA
-9.0672,106.429,NA
-9.0686,88.2143,NA
-9.225,70,NA
-9.2902,60.93,NA
-9.1777,51.86,NA
-9.1657,42.79,NA
-9.0874,33.72,NA
-9.0462,24.65,NA
-9.1336,15.58,NA
-9.2325,6.51,NA
-9.325,-2.56,NA
-9.2672,-11.63,NA
-9.2302,-20.7,NA
-9.1931,-29.77,NA
-9.1166,-38.84,NA
-9.04,-47.91,NA
-9.1998,-56.98,NA
-8.9883,-66.05,NA
-9.0693,-75.12,NA
-8.9317,-84.19,NA
-8.973,-93.26,NA
-9.243,-102.33,NA
-9.2196,-111.4,NA
-9.3265,-120.47,NA
-9.1437,-129.54,NA
-9.0253,-138.61,NA
-8.8638,-147.68,NA
-8.7179,-156.75,NA
-8.8429,-165.82,NA
-8.6918,-174.89,NA
-8.4912,-183.96,NA
-8.3891,-193.03,NA
-8.2256,-202.1,NA
-8.2698,-211.17,NA
-8.638,-220.24,NA
-8.6802,-229.31,NA
-8.4233,-238.38,NA
-8.5299,-247.45,NA
-8.8071,-256.52,NA
-8.7706,-265.59,NA
-8.9269,-274.66,NA
-9.1783,-283.73,NA
-9.1563,-292.8,NA
-9.289,-301.87,NA
-9.123,-310.94,NA
-8.8049,-320.01,NA
-8.9198,-329.08,NA
-8.9516,-338.15,NA
-9.0567,-347.22,NA
-9.2713,-356.29,NA
-9.2484,-365.36,NA
-8.9648,-374.43,NA
-9.128,-383.5,NA
-9.4664,-392.57,NA
-9.4395,-401.64,NA
-9.1952,-410.71,NA
-9.3746,-419.78,NA
-9.2586,-428.85,NA
-9.279,-437.92,NA
-9.2867,-446.99,NA
-9.2952,-456.06,NA
-9.2797,-465.13,NA
-9.5122,-474.2,NA
-9.2719,-483.27,NA
-9.2831,-492.34,NA
-9.2943,-501.41,NA
-9.3883,-510.48,NA
-9.316,-519.55,NA
-9.4513,-528.62,NA
-9.4185,-537.69,NA
-9.3379,-546.76,NA
-9.5662,-555.83,NA
-9.703,-564.9,NA
-9.6253,-573.97,NA
-9.5044,-583.04,NA
-9.5188,-592.11,NA
-9.5948,-601.18,NA
-9.5679,-610.25,NA
-9.4071,-619.32,NA
-9.3994,-628.39,NA
-9.1695,-637.46,NA
-9.0523,-646.53,NA
-9.2297,-655.6,NA
-9.2346,-664.67,NA
-9.2243,-673.74,NA
-9.2068,-682.81,NA
-9.2303,-691.88,NA
-9.2807,-700.95,NA
-9.1416,-710.02,NA
-9.0782,-719.09,NA
-9.1512,-728.16,NA
-9.1273,-737.23,NA
-9.3316,-746.3,NA
-9.2448,-755.37,NA
-9.211,-764.44,NA
-9.3154,-773.51,NA
-9.3609000000000009,-782.58,NA
-9.3647,-791.65,NA
-9.4501,-800.72,NA
-9.3778,-809.79,NA
-9.4031,-818.86,NA
-9.4399,-827.93,NA
-9.434,-837,NA
-9.4338,-841.74,NA
-9.3898,-846.48,NA
-9.4771,-851.22,NA
-9.4747,-855.96,NA
-9.4017,-860.7,NA
-9.5155,-865.44,NA
-9.4634,-870.18,NA
-9.4114,-874.92,NA
-9.4374,-879.66,NA
-9.4673,-884.4,NA
-9.418,-889.14,NA
-9.416,-893.88,NA
-9.3733,-898.62,NA
-9.3625,-903.36,NA
-9.2651,-908.1,NA
-9.2231,-912.84,NA
-9.3502,-917.58,NA
-9.227,-922.32,NA
-9.2304,-927.06,NA
-9.2197,-931.8,NA
-9.2642,-936.54,NA
-9.5411,-941.28,NA
-9.818,-946.02,NA
-9.8038,-950.76,NA
-9.4891,-955.5,NA
-9.9189,-960.24,NA
-10.0331,-964.98,NA
-9.7627,-969.72,NA
-10.3901,-974.46,NA
-9.9341,-979.2,NA
-10.1597,-983.94,NA
-9.9592,-988.68,NA
-9.6864,-993.42,NA
-9.8818,-998.16,NA
-10.1269,-1002.9,NA
-9.7851,-1007.6,NA
-9.6032,-1012.4,NA
-9.8018,-1017.1,NA
-9.876,-1021.9,NA
-10.0482,-1026.6,NA
-9.85,-1031.3,NA
-9.4305,-1036.1,NA
-9.4206,-1040.8,NA
-9.4502,-1045.6,NA
-9.3996,-1050.3,NA
-9.4742,-1055,NA
-10.1594,-1059.8,NA
-9.6142,-1064.5,NA
-9.5959,-1069.3,NA
-9.4659,-1074,NA
-9.7515,-1078.7,NA
-9.5807,-1083.5,NA
-9.7502,-1088.2,NA
-9.4402,-1093,NA
-9.3695,-1097.7,NA
-9.2987,-1102.4,NA
-9.1166,-1107.2,NA
-9.2571,-1111.9,NA
-9.3198,-1116.7,NA
-9.4925,-1121.4,NA
-9.3282,-1126.1,NA
-9.36,-1130.9,NA
-9.6327,-1135.6,NA
-9.6957,-1140.4,NA
-9.7005,-1145.1,NA
-10.1183,-1149.8,NA
-9.8277,-1154.6,NA
-9.6594,-1159.3,NA
-9.6562,-1164.1,NA
-9.6106,-1168.8,NA
-9.3761,-1173.5,NA
-9.5513,-1178.3,NA
-9.4466,-1183,NA
-9.0938,-1187.8,NA
-9.0977,-1192.5,NA
-9.1706,-1197.2,NA
-9.1051,-1202,NA
-9.1511,-1206.7,NA
-9.278,-1211.5,NA
-9.2312,-1216.2,NA
-9.1785,-1220.9,NA
-9.1762,-1225.7,NA
-9.1112,-1230.4,NA
-9.0309,-1235.2,NA
-9.1251,-1239.9,NA
-9.3984,-1244.6,NA
-9.2952,-1249.4,NA
-9.3059,-1254.1,NA
-9.2722,-1258.9,NA
-9.5484000000000009,-1263.6,NA
-9.7457,-1268.3,NA
-9.6285,-1273.1,NA
-9.4352,-1277.8,NA
-9.3817,-1282.6,NA
-9.5602,-1287.3,NA
-9.2972,-1292,NA
-9.6005,-1296.8,NA
-9.3069,-1301.5,NA
-9.2067,-1306.3,NA
-9.1226,-1311,NA
-8.9267,-1315.7,NA
-8.9417,-1320.5,NA
-8.9613,-1325.2,NA
-9.1301,-1330,NA
-9.3063,-1334.7,NA
-9.2167,-1339.4,NA
-9.3076,-1344.2,NA
-9.3367,-1348.9,NA
-9.4006,-1353.7,NA
-9.4503,-1358.4,NA
-9.4647,-1363.1,NA
-9.4368,-1367.9,NA
-9.3872,-1372.6,NA
-9.2061,-1377.4,NA
-9.2902,-1382.1,NA
-9.1841,-1386.8,NA
-9.1927,-1391.6,NA
-9.2033,-1396.3,NA
-9.324,-1401.1,NA
-9.208,-1405.8,NA
-9.0667,-1410.5,NA
-9.0873,-1415.3,NA
-9.3038,-1420,NA
-9.416,-1424.8,NA
-9.6116,-1429.5,NA
-9.4222,-1434.2,NA
-9.454,-1439,NA
-9.5548,-1443.7,NA
-9.8326,-1448.5,NA
-9.7724,-1453.2,NA
-9.7655,-1457.9,NA
-9.7009,-1462.7,NA
-9.7093,-1467.4,NA
-9.7386,-1472.2,NA
-9.5922,-1476.9,NA
-9.4459,-1481.6,NA
-9.4406,-1486.4,NA
-9.4017,-1491.1,NA
-9.6774,-1495.9,NA
-9.7777,-1500.6,NA
-9.2179,-1505.3,NA
-9.3777,-1510.1,NA
-9.9415,-1514.8,NA
-10.1073,-1519.6,NA
-10.2731,-1524.3,NA
-9.6181,-1529,NA
-9.6477,-1533.8,NA
-9.4856,-1538.5,NA
-9.4115,-1543.3,NA
-9.2925,-1548,NA
-9.172,-1552.7,NA
-9.1582,-1557.5,NA
-9.3712,-1562.2,NA
-9.3364,-1567,NA
-9.1904,-1571.7,NA
-9.1269,-1576.4,NA
-9.1621,-1581.2,NA
-9.1973,-1585.9,NA
-9.3061,-1590.7,NA
-9.4779,-1595.4,NA
-9.4473,-1600.1,NA
-9.5631,-1604.9,NA
-9.7301,-1609.6,NA
-10.0995,-1614.4,NA
-9.8718,-1619.1,NA
-9.755,-1623.8,NA
-9.4084,-1628.6,NA
-9.4756,-1633.3,NA
-9.4057,-1638.1,NA
-9.3395,-1642.8,NA
-9.1239,-1647.5,NA
-9.2178,-1652.3,NA
-9.4012,-1657,NA
-9.4052,-1661.8,NA
-9.409,-1666.5,NA
-9.4127,-1671.2,NA
-9.1811,-1676,NA
-9.3713,-1680.7,NA
