d18O (permil),year (AD)
-3.9,749
-3.6,729
-3,709
-3,688
-3.9,666
-3.7,647
-4.2,644
-3.9,641
-3.9,638
-4.1,635
-3.8,632
-4.2,629
-4.1,626
-4,623
-4,620
-4.2,617
-3.6,614
-3.6,611
-3.6,608
-4.1,605
-4.5,602
-4.6,599
-4.1,596
-3.6,593
-4,590
-3.7,587
-4.1,583
-4.2,578
-4.4,575
-4.9,572
-3.8,569
-4.6,566
-4.8,563
-5,560
-5.4,557
-4.5,554
-4.6,551
-2.7,548
-2.5,545
-3.2,542
-2.3,539
-2.1,536
-1.8,533
-0.7,530
-0.5,527
-0.7,524
-0.2,521
0.4,518
0,515
0.1,512
0.6,509
0.2,506
1.5,499
1.8,491
2.3,485
1.5,478
2.1,469
1.7,460
1.5,450
1.4,439
2,430
1.3,421
1.2,412
0.8,403
1.1,395
0.9,386
0.4,377
0.2,367
0.3,358
0.2,349
0.5,340
0.1,330
-0.3,322
-0.6,313
-0.9,302
-1.4,291
-0.6,285
-0.4,278
-0.2,267
0.9,256
1,248
1.2,239
1.2,230
2,220
1.9,215
1.8,209
1.2,199
2.1,189
2.7,180
2.6,171
1.7,156
2,133
1.4,114
2.6,98
2.4,78
2.5,57
2.4,36
2.6,14
2.8,-7
2.2,-25
2,-42
1.4,-60
1.9,-74
2.4,-93
2.5,-117
1.9,-139
1.9,-160
2.1,-188
2.1,-209
2.3,-236
2.1,-256
2.7,-280
2.3,-301
1.4,-320
2.2,-339
2.1,-378
0.5,-514
0.6,-541
-0.9,-563
-1.4,-588
1.7,-607
1.7,-930
1.8,-1149
1.3,-1180
2,-1211
1.7,-1242
2.1,-1269
1.3,-1297
1.8,-1318
2.1,-1338
2.6,-1373
3.3,-1412
2.5,-1447
2.4,-1470
2.2,-1496
1.6,-1520
1.3,-1583
0.8,-1645
1,-1708
0.8,-1739
2,-1770
3.2,-1792
2.7,-1812
2,-1832
3.4,-1853
3.1,-1879
3.1,-1899
2.4,-1918
3.2,-1937
1.8,-1957
2,-1977
2.3,-1997
2.5,-2018
2.6,-2037
2.3,-2047
2.5,-2057
3,-2067
2.3,-2077
0.7,-2087
1.7,-2097
1.2,-2107
1.6,-2116
1.5,-2126
1.8,-2136
-0.3,-2146
0.2,-2156
0.6,-2166
0.3,-2176
-0.4,-2186
-0.6,-2196
-0.8,-2206
1.6,-2216
1.8,-2226
-0.3,-2266
-0.4,-2286
-0.3,-2355
0,-2374
-0.1,-2381
-0.2,-2393
-0.3,-2400
1.6,-2406
0.8,-2414
0.7,-2419
1.3,-2426
1.5,-2433
-0.1,-4591
1.2,-4618
1.3,-4646
0.4,-4671
1.3,-4699
0.3,-4726
0.5,-4754
-0.6,-4782
-0.2,-4810
-1.1,-4828
-0.8,-4851
-0.4,-4875
-1.1,-4894
-0.1,-4916
-0.4,-4931
-0.5,-4942
-0.8,-4961
-0.9,-4989
-1.7,-5018
-1.1,-5047
-1.1,-5069
-1.3,-5094
-0.6,-5123
-0.4,-5152
-1,-5168
-0.7,-5197
-1,-5225
-1.1,-5258
-1.7,-5295
-1.9,-5317
-1.8,-5339
-2,-5362
-1.5,-5384
-1.4,-5409
-1.5,-5434
-1.3,-5458
-2.4,-5483
-3.7,-5505
-3.8,-5527
-3.6,-5549
-2.7,-5571
-2.2,-5593
-2.5,-5615
-2.8,-5637
-2.3,-5659
-3,-5681
-4.1,-5710
-3.9,-5749
-3.3,-5781
-3,-5808
-2.1,-5842
