dD (permil),year (AD)
-187.2,1970.193
-186.9,1970.097
-186.6,1970.001
-189.4,1969.957
-190.7,1969.913
-194.4,1969.87
-195.5,1969.827
-198.6,1969.783
-201.1,1969.74
-204,1969.697
-205.8,1969.653
-203.3,1969.61
-210.4,1969.537
-213.5,1969.5
-215.2,1969.463
-218.6,1969.427
-218.7,1969.39
-218.5,1969.353
-218.5,1969.317
-216.5,1969.244
-215.2,1969.207
-212.8,1969.17
-209.8,1969.134
-208,1969.097
-205.2,1969.06
-203.1,1969.024
-201.7,1968.973
-200.8,1968.894
-203,1968.816
-205.2,1968.738
-207.4,1968.66
-208.4,1968.582
-209.1,1968.503
-210.1,1968.425
-209.4,1968.347
-207.3,1968.269
-204.1,1968.19
-203.2,1968.112
-199.5,1968.034
-200.4,1967.955
-199.7,1967.876
-199.1,1967.797
-199.4,1967.718
-199.7,1967.639
-199.1,1967.56
-196.5,1967.481
-194.7,1967.402
-191,1967.323
-189.4,1967.244
-187.7,1967.165
-186,1967.086
-186.3,1967.007
-186.4,1966.955
-186.2,1966.906
-186.3,1966.857
-192.4,1966.806
-195.6,1966.755
-199.2,1966.704
-202.1,1966.652
-205.1,1966.601
-206.1,1966.55
-207.7,1966.499
-206.9,1966.447
-206,1966.396
-207.8,1966.345
-207.7,1966.294
-207.6,1966.242
-209.5,1966.191
-209.5,1966.14
-208.6,1966.089
-207,1966.037
-207.3,1965.985
-205.6,1965.928
-206.5,1965.872
-207.6,1965.815
-211,1965.758
-214.5,1965.702
-215.5,1965.645
-216.9,1965.589
-217.6,1965.532
-217.7,1965.475
-217.9,1965.419
-218.7,1965.362
-217.5,1965.305
-219.1,1965.249
-219.1,1965.192
-217.5,1965.136
-218.1,1965.079
-215.6,1965.022
-216.9,1964.954
-217.8,1964.877
-216.6,1964.801
-216.2,1964.725
-215.9,1964.648
-214.9,1964.572
-214.9,1964.495
-214.4,1964.419
-214.9,1964.343
-214,1964.274
-209.9,1964.206
-212.9,1964.137
-211.7,1964.069
-211.8,1964
-211,1963.942
-212.8,1963.883
-213.1,1963.824
-214,1963.766
-214.6,1963.707
-215.9,1963.648
-219.9,1963.589
-220.9,1963.531
-221.5,1963.472
-222.8,1963.413
-221,1963.355
-218.9,1963.296
-215.5,1963.237
-211.2,1963.179
-204.2,1963.12
-193.9,1963.061
-192,1963.002
-192.7,1962.886
-196.2,1962.768
-199.3,1962.649
-203,1962.531
-206.8,1962.412
-209.6,1962.294
-208.4,1962.175
-216.7,1962.057
-220.1,1961.972
-224.2,1961.918
-227.8,1961.864
-230.7,1961.81
-233.5,1961.755
-235,1961.701
-237.3,1961.647
-237.3,1961.593
-234.3,1961.539
-230.8,1961.485
-228.1,1961.431
-215.4,1961.323
-212.4,1961.268
-207.5,1961.214
-202.5,1961.16
-198.1,1961.106
-193.7,1961.052
-190.6,1961.01
-189,1960.974
-192,1960.94
-191.7,1960.907
-196.5,1960.873
-199.3,1960.839
-204.7,1960.805
-208.7,1960.771
-214,1960.737
-214.6,1960.704
-219.1,1960.67
-219.7,1960.636
-221.7,1960.602
-221.6,1960.568
-221.4,1960.534
-221.9,1960.501
-220.3,1960.467
-218.2,1960.433
-217.5,1960.399
-215,1960.365
-215.3,1960.331
-214.3,1960.298
-214.1,1960.264
-213.3,1960.23
-212.7,1960.196
-211.4,1960.162
-210.4,1960.128
-209.8,1960.095
-208.4,1960.061
-209.1,1960.027
-208.5,1959.992
-209.3,1959.954
-210.2,1959.915
-211.5,1959.877
-215,1959.839
-216.3,1959.8
-220,1959.762
-224.5,1959.724
-227,1959.685
-231.4,1959.647
-235,1959.609
-237.7,1959.57
-240.3,1959.532
-240.5,1959.494
-242.5,1959.455
-242.9,1959.417
-241.3,1959.379
-239.8,1959.34
-237.7,1959.302
-234.9,1959.264
-232,1959.225
-232.4,1959.187
-229.3,1959.149
-229,1959.11
-228.5,1959.072
-228.7,1959.033
-229.2,1958.994
-230.1,1958.949
-230.8,1958.903
-231.9,1958.858
-232.2,1958.813
-233.8,1958.767
-232.3,1958.676
-235.6,1958.631
-235.6,1958.586
-234.5,1958.54
-233,1958.495
-233.3,1958.449
-232.5,1958.404
-229.8,1958.359
-227.8,1958.313
-223.7,1958.268
-216.6,1958.222
-214.4,1958.177
-210.6,1958.131
-208.8,1958.086
-206.8,1958.041
-206.1,1957.996
-205.9,1957.955
-206,1957.914
-208.3,1957.872
-210.5,1957.831
-211.8,1957.79
-215.5,1957.749
-219.3,1957.708
-221.6,1957.667
-224.4,1957.626
-226.6,1957.585
-227.7,1957.544
-227.9,1957.503
-226.1,1957.462
-225.5,1957.421
-223.6,1957.379
-221.5,1957.338
-218.1,1957.297
-215.8,1957.256
-210.6,1957.215
-203.4,1957.174
-199.5,1957.133
-200.1,1957.092
-200,1957.051
-200.5,1957.01
-201.9,1956.96
-203.5,1956.908
-204.1,1956.855
-205.5,1956.803
-207.2,1956.751
-209,1956.699
-209.5,1956.646
-211.4,1956.594
-212.4,1956.542
-211.6,1956.489
-213.4,1956.437
-211.5,1956.385
-208.3,1956.332
-207.4,1956.28
-205.5,1956.228
-203.7,1956.176
-202.5,1956.123
-201.4,1956.071
-199.5,1956.019
-199.6,1955.957
-199.3,1955.891
-199.7,1955.82
-201.1,1955.749
-204,1955.678
-204.5,1955.607
-205.4,1955.536
-207.6,1955.465
-208.2,1955.394
-209.1,1955.323
-207.7,1955.252
-206.6,1955.181
-205.9,1955.11
-204.6,1955.04
-205.8,1954.975
-207,1954.919
-208.7,1954.863
-210.6,1954.808
-214,1954.752
-217.2,1954.696
-218.6,1954.64
-219.2,1954.584
-220.2,1954.528
-219.1,1954.472
-219.7,1954.416
-218.6,1954.36
-217.3,1954.305
-214.6,1954.249
-212.2,1954.193
-208.1,1954.137
-209.4,1954.081
-209.7,1954.025
-208.6,1953.979
-205.3,1953.94
-204.7,1953.902
-206.7,1953.864
-205.7,1953.825
-207.8,1953.787
-209.5,1953.748
-210.4,1953.71
-212.3,1953.671
-213.5,1953.633
-215,1953.595
-218.8,1953.556
-222.3,1953.518
-225.6,1953.479
-229.2,1953.441
-232,1953.402
-236.9,1953.364
-237.9,1953.325
-238.2,1953.287
-237.4,1953.249
-235.9,1953.21
-233.6,1953.172
-232.7,1953.133
-231.9,1953.095
-230,1953.056
-228.1,1953.018
-228.3,1952.974
-228,1952.926
-228,1952.843
-227.5,1952.76
-225.6,1952.677
-225.9,1952.594
-223.9,1952.512
-222.1,1952.429
-218.8,1952.346
-215.2,1952.263
-205.8,1952.098
-205.1,1952.015
-204.1,1951.871
-203.6,1951.713
-201.6,1951.556
-202.4,1951.399
-203,1951.241
-204.1,1951.084
-203.9,1950.967
-203.9,1950.895
-212.5,1950.824
-224.6,1950.752
-225.8,1950.681
-223.9,1950.609
-225.8,1950.538
-225.8,1950.466
-223.2,1950.395
-220.2,1950.323
-216.8,1950.252
-212.4,1950.18
-206.9,1950.109
-204.5,1950.037
-205.5,1949.958
-209.5,1949.87
-213.1,1949.783
-223.7,1949.707
-229.9,1949.631
-234.6,1949.554
-237.9,1949.478
-239.9,1949.402
-239.4,1949.326
-238.6,1949.25
-236.3,1949.173
-234.5,1949.097
-235.8,1949.021
-236.3,1948.954
-239.7,1948.89
-243,1948.826
-247.1,1948.762
-253,1948.699
-253.1,1948.635
-248.6,1948.571
-242.4,1948.507
-236.4,1948.443
-229.8,1948.38
-222.9,1948.316
-214.9,1948.252
-210.1,1948.188
-206,1948.124
-202.7,1948.061
-201,1947.995
-201.2,1947.904
-202.6,1947.813
-203.8,1947.721
-206.5,1947.63
-206.7,1947.538
-205.9,1947.447
-203,1947.355
-197.2,1947.264
-191.4,1947.172
-185.2,1946.989
-182.7,1946.891
-182.7,1946.793
-183.8,1946.704
-184.6,1946.615
-183.2,1946.526
-183.9,1946.437
-180.4,1946.349
-176.7,1946.26
-173.9,1946.171
-171.7,1946.082
-169.4,1945.995
-170.5,1945.933
-170.3,1945.872
-175.7,1945.81
-180.7,1945.748
-186.6,1945.686
-192.1,1945.625
-197.3,1945.563
-202.2,1945.501
-206.5,1945.439
-210,1945.378
-214.2,1945.316
-216.2,1945.254
-217.1,1945.192
-217,1945.131
-217.1,1945.069
-217.1,1945.007
-217.6,1944.947
-219.2,1944.888
-220.7,1944.828
-224.6,1944.768
-229.3,1944.709
-239.8,1944.649
-244.7,1944.589
-248.4,1944.53
-250.1,1944.47
-250.9,1944.41
-249.9,1944.351
-248.8,1944.291
-245.5,1944.231
-193.2,1944.172
-175.3,1944.112
-173.2,1944.052
-173,1943.986
-173.2,1943.867
-177.4,1943.736
-183.3,1943.606
-201.1,1943.475
-208,1943.345
-209.4,1943.214
-209.7,1943.083
-212.7,1942.959
-212.9,1942.844
-217.8,1942.73
-219.7,1942.616
-222.5,1942.501
-225,1942.387
-225,1942.273
-216.6,1942.158
-214.9,1942.044
-211.8,1941.958
-209.7,1941.889
-208.4,1941.821
-206.3,1941.752
-203.9,1941.684
-201.1,1941.615
-196.4,1941.546
-193.6,1941.478
-190,1941.409
-185.5,1941.341
-179.7,1941.272
-174.2,1941.204
-172.4,1941.135
-173.2,1941.066
-174.2,1940.996
-177.1,1940.871
-181.4,1940.747
-184.5,1940.622
-190.1,1940.497
-195.3,1940.372
-197.2,1940.248
-195.9,1940.123
-193.2,1939.999
-188.6,1939.893
-204.3,1939.795
-208.4,1939.697
-208.7,1939.599
-207.8,1939.501
-208.7,1939.403
-204.9,1939.305
-200.1,1939.207
-200.4,1939.11
-197.8,1939.012
-198.7,1938.868
-198.5,1938.718
-200.7,1938.568
-202.1,1938.418
-203.6,1938.269
-205.9,1938.119
-209.4,1937.981
-212.5,1937.89
-217.8,1937.799
-223.4,1937.708
-226.1,1937.617
-229.7,1937.526
-231.1,1937.435
-230.2,1937.344
-217.9,1937.253
-214.8,1937.162
-211.6,1937.071
-208.9,1936.969
-208.6,1936.828
-205.1,1936.686
-206.2,1936.545
-206,1936.403
-205.9,1936.262
-207.2,1936.12
-209.1,1935.986
-212.2,1935.891
-214.9,1935.796
-216.5,1935.701
-222.5,1935.606
-225.3,1935.511
-227.6,1935.416
-227.3,1935.321
-222.1,1935.226
-219.6,1935.14
-216.4,1935.053
-209.9,1934.968
-202.3,1934.885
-197.3,1934.803
-188.8,1934.72
-177.8,1934.638
-165.9,1934.555
-157.5,1934.472
-148.7,1934.39
-143.8,1934.307
-137.6,1934.225
-135,1934.142
-134.3,1934.059
-134.6,1933.978
-136.5,1933.901
-139.9,1933.823
-145.9,1933.746
-152.8,1933.668
-168.8,1933.591
-186.7,1933.513
-197.4,1933.436
-206.3,1933.358
-213.6,1933.281
-217.8,1933.203
-222.3,1933.125
-223.9,1933.048
-227.3,1932.966
-228.8,1932.877
-229.9,1932.787
-230.8,1932.698
-230.1,1932.609
-230.3,1932.519
-228.4,1932.43
-226.9,1932.34
-224.5,1932.251
-223,1932.162
-221.5,1932.072
-219.9,1931.991
-219.7,1931.943
-220,1931.896
-219.9,1931.849
-223.3,1931.801
-224.3,1931.754
-226.3,1931.706
-228.2,1931.608
-232.2,1931.557
-235.1,1931.506
-232.6,1931.455
-232.5,1931.404
-230.8,1931.354
-228.6,1931.303
-225.9,1931.252
-216.3,1931.201
-215.4,1931.15
-211.1,1931.1
-207.7,1931.049
-207.5,1930.998
-205.6,1930.943
-205,1930.887
-205.5,1930.832
-205.5,1930.777
-206.8,1930.721
-207.3,1930.666
-209.7,1930.611
-208.2,1930.555
-211.2,1930.5
-211.7,1930.445
-213.1,1930.39
-212.9,1930.334
-212.3,1930.279
-212,1930.224
-209.8,1930.168
-208.5,1930.113
-207.3,1930.058
-204.9,1930.003
-209.3,1929.915
-211.8,1929.826
-213,1929.737
-214.5,1929.649
-215.4,1929.56
-214.4,1929.471
-213.5,1929.382
-214.3,1929.293
-210.6,1929.204
-202.1,1929.115
-202.5,1929.027
-200.4,1928.913
-204.5,1928.786
-207.4,1928.658
-208.7,1928.531
-208.7,1928.404
-210.4,1928.276
-211,1928.149
-211.7,1928.022
-213,1927.955
-213,1927.901
-217,1927.847
-219.7,1927.792
-219.4,1927.738
-220.2,1927.684
-218.7,1927.63
-217.6,1927.576
-216.9,1927.521
-213.5,1927.467
-210.3,1927.413
-204.4,1927.359
-199.2,1927.305
-194.1,1927.25
-188.2,1927.196
-181.5,1927.142
-177.5,1927.088
-176.3,1927.034
-175,1926.974
-177.2,1926.905
-181.1,1926.836
-184.2,1926.767
-188.3,1926.698
-195,1926.63
-200.2,1926.561
-201.8,1926.492
-202.4,1926.423
-204.4,1926.354
-203.4,1926.285
-200.2,1926.216
-201.8,1926.148
-200,1926.079
-200.7,1926.01
-201.4,1925.939
-202.3,1925.869
-204.3,1925.727
-206,1925.656
-206.5,1925.586
-207.7,1925.515
-208.9,1925.444
-208.8,1925.373
-210.5,1925.303
-211.3,1925.232
-212.3,1925.161
-212,1925.09
-212.6,1925.02
-215.1,1924.952
-216.9,1924.884
-218.7,1924.817
-221.6,1924.75
-224,1924.683
-227,1924.616
-229.6,1924.549
-230.8,1924.482
-231.1,1924.415
-233.2,1924.348
-234,1924.281
-234.7,1924.214
-236.4,1924.147
-237.4,1924.08
-238.1,1924.013
-242.4,1923.94
-245.4,1923.867
-247.9,1923.793
-250.2,1923.719
-252.9,1923.646
-255.4,1923.572
-256.1,1923.499
-256.3,1923.425
-249.3,1923.351
-237.3,1923.278
-236.2,1923.204
-233.7,1923.13
-229.8,1923.057
-226.1,1922.984
