d18O (permil),year (AD),depth (cm)
-15.25,2002,NA
-14.97,2001,NA
-15.02,2000,NA
-15.89,1999,NA
-17.22,1998,NA
-15.56,1997,NA
-15.52,1996,NA
-16.82,1995,NA
-15.52,1994,NA
-15.47,1993,NA
-15.91,1992,NA
-16.98,1991,NA
-16.53,1990,NA
-15.9,1989,NA
-17.17,1988,NA
-16.26,1987,NA
-17.04,1986,NA
-15.33,1985,NA
-17.2,1984,NA
-16.99,1983,NA
-15.86,1982,NA
-16.12,1981,NA
-17.38,1980,NA
-17.03,1979,NA
-17.44,1978,NA
-17.76,1977,NA
-17.47,1976,NA
-15.89,1975,NA
-17.26,1974,NA
-15.59,1973,NA
-16.59,1972,NA
-15.82,1971,NA
-15.18,1970,NA
-17.67,1969,NA
-16.65,1968,NA
-16.09,1967,NA
-16.19,1966,NA
-16.76,1965,NA
-15.25,1964,NA
-18.09,1963,NA
-16.64,1962,NA
-15.9,1961,NA
-16.52,1960,NA
