d18O (permil),year (AD)
-7.9,1966.5
-8.06,1948.3
-7.98,1930
-7.9,1911.8
-7.73,1893.5
-7.84,1858.7
-7.94,1857
-8.02,1855.3
-7.83,1853.5
-7.85,1851.8
-8.05,1850.1
-7.86,1848.4
-8.15,1846.6
-8.21,1844.9
-8.08,1843.2
-8.03,1841.4
-7.98,1839.7
-7.91,1838
-7.66,1836.2
-7.7,1834.5
-7.85,1832.8
-7.86,1831
-7.86,1829.3
-7.84,1827.6
-7.94,1825.9
-7.59,1824.1
-7.78,1822.4
-7.96,1820.7
-7.95,1818.9
-8.1,1817.2
-7.99,1815.5
-7.68,1813.7
-7.88,1812
-7.75,1810.3
-7.86,1808.5
-7.96,1806.8
-8.36,1805.1
-8.08,1803.4
-7.66,1801.6
-7.98,1799.9
-7.97,1798.2
-7.71,1794.7
-7.75,1791.2
-7.79,1784.3
-8.18,1780.9
-8.08,1777.4
-7.88,1773.9
-8.44,1770.5
-8.04,1767
-8.17,1763
-8.29,1759
-7.97,1755
-7.85,1751
-7.78,1747
-7.72,1743
-7.78,1739
-8.09,1735
-8.01,1731
-8.05,1727
-7.85,1723
-8.12,1719
-7.9,1715
-8.03,1711
-8,1707
-7.98,1703
-8.12,1699
-8.05,1695
-7.99,1691
-8.1,1687
-8.03,1683
-7.72,1679
-7.83,1675
-7.63,1671
-7.86,1667
-7.93,1663
-8.04,1659
-7.93,1655
-8.09,1651
-7.89,1647
-8,1643
-7.96,1639
-7.96,1635
-7.57,1631
-7.75,1627
-7.9,1623
-7.8,1619
-7.73,1615
-7.76,1611
-7.75,1607
-7.37,1603
-7.63,1599
-7.73,1595
-7.24,1591
-7.47,1587
-7.69,1583
-7.86,1579
-7.82,1575
-7.84,1571
-7.7,1567
-7.92,1563
-8.01,1559
-7.38,1546.8
-7.62,1534.7
-7.65,1522.5
-7.53,1510.3
-7.62,1498.2
-7.46,1486
-7.74,1473.8
-7.52,1461.7
-7.72,1449.5
-7.57,1437.4
-7.58,1425.2
-7.75,1413
-7.59,1400.9
-8.04,1388.7
-7.9,1376.5
-7.93,1364.4
-7.9,1340
-7.97,1315.7
-7.79,1303.6
-8.04,1291.4
-7.68,1279.2
-7.78,1267.1
-7.13,1254.9
-7.94,1242.7
-7.6,1218.4
-7.06,1157.6
-7.53,1096.8
-7.61,1036
-7.77,991.5
-7.56,947
-7.45,926.2
-7.21,905.4
-7.46,884.6
-7.56,863.9
-7.91,843.1
-7.73,822.3
-7.61,801.5
-7.74,780.7
-7.48,759.9
-7.74,739.1
-7.63,718.4
-7.4,697.6
-7.73,676.8
-7.31,656
-7.54,622.4
-7.77,588.7
-7.71,555.1
-7.69,521.4
-7.54,455.7
-7.69,368.4
-7.6,281.1
-7.28,193.8
-7.78,106.5
-6.93,-121.4
-7.61,-139
-7.36,-158.6
-7.35,-178.2
-7.19,-197.8
-7.28,-217.4
-7.14,-237
-7.34,-256.6
-7.75,-276.2
-7.61,-295.8
-7.4,-315.3
-7.76,-334.9
-7.71,-354.5
-7.66,-374.1
-7.66,-393.7
-7.56,-413.3
-7.6,-432.9
-7.21,-452.5
-7,-472.1
-8.11,-491.7
-6.76,-511.3
-6.75,-530.8
-6.64,-550.4
-6.75,-570
-6.96,-575.1
-6.69,-580.3
-6.72,-585.4
-6.71,-590.5
-7.26,-595.7
-7.36,-600.8
-7.35,-606
-7.46,-611.1
-7.6,-616.3
-7.25,-621.4
-7.37,-626.5
-7.76,-631.7
-7.8,-636.8
-7.53,-642
-7.35,-647.1
-7.37,-652.3
-8.32,-657.4
-7.39,-662.5
-7.67,-667.7
-7.86,-672.8
-7.79,-678.1
-7.49,-703.8
-7.67,-729.5
-7.42,-755.2
-6.88,-780.9
-6.7,-806.6
-7.36,-832.2
-7.83,-883.6
-7.91,-947.9
-7.39,-1012.1
-7.41,-1076.4
-7.12,-1140.6
-7.23,-1204.8
-7.44,-1268.6
-7.28,-1381.4
-7.45,-1494.2
-8.59,-1607
-8.27,-1682.2
-8.1,-1700.2
-7.74,-1718.2
-7.85,-1736.2
-7.73,-1754.2
-7.8,-1772.1
-8.02,-1790.1
-8.29,-1808.1
-8.08,-1826.1
-8.08,-1844.1
-8.16,-1862
-8.48,-1880
-8.04,-1898
-8,-1916
-8.46,-1934
-7.88,-1952
-8.05,-1969.9
-8.15,-1987.9
-8.25,-2005.9
-8.16,-2023.9
-8.2,-2041.9
-8.15,-2059.9
-8.21,-2081.4
-8.31,-2096.1
-8.18,-2100.4
-8.38,-2104.7
-8.12,-2108.9
-8.13,-2113.2
-8.38,-2117.5
-8,-2121.8
-8.38,-2126
-8.2,-2130.3
-8.34,-2134.6
-8.34,-2138.9
-8.13,-2143.1
-8.39,-2147.4
-8.18,-2151.7
-8.56,-2156
-8.21,-2160.2
-8.63,-2164.5
-8.11,-2168.8
-8.14,-2177.3
-8.38,-2185.9
-8.28,-2194.4
-7.7,-2203
-7.95,-2226.5
-8.47,-2250
-8.41,-2273.4
-7.92,-2296.9
-8.18,-2323.9
-8.51,-2356.3
-8.62,-2388.7
-8.59,-2421
-8.3,-2453.4
-8.49,-2485.8
-8.5,-2518.1
-7.57,-2550.5
-8.48,-2582.9
-8.46,-2615.2
-8.5,-2647.6
-7.87,-2680
-7.98,-2730.8
-8.53,-2781.5
-8.5,-2832.3
-8.3,-2883.1
-8.67,-2933.8
-8.35,-2984.6
-8.43,-3035.3
-8.3,-3060.7
-8.43,-3086.1
-8.18,-3111.5
-8.12,-3136.8
-8.4,-3162.2
-8.05,-3187.6
-7.82,-3213
-7.77,-3228.3
-8.47,-3241.2
-8.44,-3254.1
-7.88,-3266.9
-8.49,-3279.8
-8.65,-3292.6
-8.4,-3305.5
-8.38,-3318.3
-8.57,-3331.2
-8.15,-3344.1
-8.49,-3356.9
-8.35,-3369.8
-8.45,-3382.6
-8.5,-3395.5
-8.59,-3408.3
-8.46,-3421.2
-8.65,-3434
-8.55,-3440.5
-8.66,-3446.9
-8.78,-3453.4
-8.7,-3456
-8.56,-3465.1
-8.52,-3471.5
-8.73,-3478
-8.66,-3484.5
-8.12,-3491
-8.31,-3503.9
-8.69,-3510.4
-8.91,-3516.9
-8.05,-3523.4
-8.28,-3529.8
-8.81,-3536.3
-8.73,-3542.8
-8.93,-3549.3
-8.49,-3555.7
-8.59,-3562.2
-8.46,-3568.7
-8.76,-3575.2
-8.85,-3581.6
-8.38,-3588.1
-8.91,-3594.6
-8.67,-3601.1
-8.56,-3607.6
-8.51,-3614
-8.64,-3620.5
-8.97,-3627
-8.42,-3646.4
-8.82,-3672.3
-9.17,-3698.2
-9.17,-3724.1
-9.04,-3750
-8.57,-3775.9
-9.28,-3801.8
-8.79,-3833.1
-8.95,-3876.8
-8.78,-3920.5
-9.06,-3964.2
-8.71,-4007.9
-8.81,-4051.6
-8.96,-4095.3
-8.89,-4139
-9.06,-4182.7
-8.82,-4226.4
-8.76,-4270.1
-9.03,-4313.8
-8.87,-4357.5
-8.82,-4394.5
-8.55,-4427.2
-8.9,-4459.8
-8.95,-4492.4
-8.96,-4525
