d18O (permil),year (AD),depth (m)
-25.89,-5940,NA
-25.06,-5960,NA
-25.71,-5980,NA
-25.76,-6000,NA
-26.03,-6020,NA
-26.09,-6040,NA
-26.17,-6060,NA
-26.31,-6080,NA
-26.23,-6100,NA
-26.42,-6120,NA
-26.45,-6140,NA
-27.07,-6160,NA
-27.12,-6180,NA
-26.37,-6200,NA
-26.67,-6220,NA
-26.05,-6240,NA
-26.03,-6260,NA
-25.91,-6280,NA
-25.81,-6300,NA
-25.72,-6320,NA
-25.59,-6340,NA
-25.89,-6360,NA
-25.89,-6380,NA
-26.01,-6400,NA
-25.68,-6420,NA
-25.24,-6440,NA
-25.4,-6460,NA
-25.94,-6480,NA
-25.79,-6500,NA
-25.57,-6520,NA
-25.95,-6540,NA
-25.39,-6560,NA
-26.23,-6580,NA
-25.32,-6600,NA
-26.09,-6620,NA
-25.71,-6640,NA
-26.31,-6660,NA
-26.51,-6680,NA
-26.16,-6700,NA
-27.12,-6720,NA
-26.56,-6740,NA
-25.58,-6760,NA
-25.51,-6780,NA
-25.61,-6800,NA
-26.34,-6820,NA
-25.21,-6840,NA
-27.1,-6860,NA
-26.35,-6880,NA
-26.68,-6900,NA
-26.3,-6920,NA
-25.45,-6940,NA
-25.72,-6960,NA
-26.1,-6980,NA
-26.42,-7000,NA
-26.38,-7020,NA
-27.03,-7040,NA
-26.99,-7060,NA
-26.95,-7080,NA
-25.95,-7100,NA
-25.78,-7120,NA
-25.75,-7140,NA
-25.76,-7160,NA
-25.94,-7180,NA
-25.89,-7200,NA
-25.99,-7220,NA
-25.79,-7240,NA
-25.95,-7260,NA
-25.74,-7280,NA
-26.12,-7300,NA
-26.52,-7320,NA
-26.29,-7340,NA
-26.51,-7360,NA
-26.5,-7380,NA
-25.99,-7400,NA
-25.27,-7420,NA
-25.6,-7440,NA
-26.05,-7460,NA
-25.82,-7480,NA
-25.86,-7500,NA
-25.32,-7520,NA
-25.38,-7540,NA
-25.6,-7560,NA
-25.76,-7580,NA
-25.67,-7600,NA
-25.95,-7620,NA
-25.36,-7640,NA
-25.34,-7660,NA
-25.14,-7680,NA
-25.65,-7700,NA
-25.86,-7720,NA
-25.74,-7740,NA
-25.43,-7760,NA
-25.34,-7780,NA
-25.89,-7800,NA
-25.38,-7820,NA
-25.85,-7840,NA
-26.41,-7860,NA
-27.39,-7880,NA
-26.68,-7900,NA
-26.5,-7920,NA
-25.7,-7940,NA
-24.96,-7960,NA
-24.74,-7980,NA
-24.41,-8000,NA
-24.71,-8020,NA
-25.15,-8040,NA
-25.35,-8060,NA
-25.52,-8080,NA
-26.48,-8100,NA
-25.86,-8120,NA
-25.6,-8140,NA
-25.72,-8160,NA
-25.89,-8180,NA
-25.56,-8200,NA
-25.55,-8220,NA
-25.73,-8240,NA
-26.04,-8260,NA
-26.34,-8280,NA
-26.32,-8300,NA
-26.22,-8320,NA
-25.32,-8340,NA
-25.66,-8360,NA
-25.3,-8380,NA
-25.81,-8400,NA
-25.61,-8420,NA
-25.56,-8440,NA
-25.67,-8460,NA
-25.39,-8480,NA
-24.99,-8500,NA
-25.36,-8520,NA
-26,-8540,NA
-25.54,-8560,NA
-25.64,-8580,NA
-25.68,-8600,NA
-25.66,-8620,NA
-25.75,-8640,NA
-25.93,-8660,NA
-25.97,-8680,NA
-26.31,-8700,NA
-26.1,-8720,NA
-25.92,-8740,NA
-26.1,-8760,NA
-26.22,-8780,NA
-26.03,-8800,NA
-25.97,-8820,NA
-26.61,-8840,NA
-26.59,-8860,NA
-26.71,-8880,NA
-27.01,-8900,NA
-27.51,-8920,NA
-27.11,-8940,NA
-26.87,-8960,NA
-26.74,-8980,NA
-26.7,-9000,NA
-26.4,-9020,NA
-26.58,-9040,NA
-26.68,-9060,NA
-26.75,-9080,NA
-26.68,-9100,NA
-26.71,-9120,NA
-26.74,-9140,NA
-26.76,-9160,NA
-26.92,-9180,NA
-27.01,-9200,NA
-27.08,-9220,NA
-26.88,-9240,NA
-26.84,-9260,NA
-26.89,-9280,NA
-27.13,-9300,NA
-27.17,-9320,NA
-27.03,-9340,NA
-27.03,-9360,NA
-27.83,-9380,NA
-28.11,-9400,NA
-27.92,-9420,NA
-27.77,-9440,NA
-27.6,-9460,NA
-27.45,-9480,NA
-27.29,-9500,NA
-27.09,-9520,NA
-27.19,-9540,NA
-27.48,-9560,NA
-27.29,-9580,NA
-27.5,-9600,NA
-28.07,-9620,NA
-27.68,-9640,NA
-27.82,-9660,NA
-28.53,-9680,NA
-31.08,-9700,NA
