d18O (permil),year (AD)
-19.73,1400
-17.59,1404
-19.64,1405
-18.41,1407
-18.51,1408
-19.55,1409
-18.96,1410
-18.99,1412
-17.68,1413
-17.78,1414
-16.7,1415
-17.41,1416
-18.99,1418
-19.29,1419
-17.23,1421
-18.3,1422
-18.89,1424
-18.87,1425
-18.17,1426
-17.66,1428
-18.24,1429
-20.66,1430
-19.7,1432
-18.63,1433
-19.16,1434
-19.99,1436
-17.26,1437
-17.72,1438
-19.1,1439
-17.87,1441
-19.35,1442
-21.69,1443
-19.57,1445
-17.55,1446
-17.66,1447
-17.31,1448
-17.46,1450
-18.16,1451
-17.43,1452
-18.13,1453
-16.58,1454
-17.33,1456
-15.77,1457
-16.62,1458
-17.18,1460
-16.98,1461
-18.14,1463
-17.64,1464
-18.45,1465
-17.29,1467
-16.43,1468
-16.79,1469
-16.89,1471
-15.79,1472
-17.81,1474
-17.41,1475
-19.34,1476
-17.82,1478
-17.75,1479
-20.45,1481
-21.49,1482
-18.87,1484
-20.07,1485
-18.92,1486
-20.11,1488
-19.15,1489
-19.17,1490
-18.75,1492
-18,1493
-22.51,1494
-20.27,1495
-20.49,1497
-21.22,1498
-20.64,1500
-18.5,1501
-18.43,1502
-17.25,1504
-18.41,1505
-19.72,1506
-19.38,1507
-18.98,1509
-19.63,1510
-19.57,1511
-17.11,1513
-17.96,1514
-16.21,1515
-15.19,1516
-18.78,1517
-19.17,1519
-21.99,1520
-19.83,1521
-20,1522
-17.39,1523
-19.08,1525
-18.17,1526
-17.17,1527
-17.12,1528
-18.25,1529
-17.91,1531
-18.88,1532
-20.01,1533
-19.66,1534
-18.86,1535
-19.8,1537
-19.96,1538
-17.36,1539
-19.39,1540
-18.07,1541
-19.88,1543
-18.75,1544
-17.96,1545
-17.87,1546
-19.92,1548
-19.51,1549
-20.17,1550
-18.02,1551
-18.54,1552
-17.56,1554
-19.69,1555
-19.26,1556
-19.71,1557
-16.33,1558
-18.36,1559
-18.89,1561
-17.23,1562
-18.73,1563
-18.86,1564
-18.69,1565
-18.19,1567
-18.58,1568
-17.39,1569
-17.32,1570
-16.88,1571
-18.06,1572
-17.92,1573
-19.28,1575
-17.55,1576
-17.15,1577
-18.53,1578
-16.69,1579
-15.44,1580
-14.82,1581
-15.88,1582
-17.33,1584
-17.62,1585
-20,1586
-19.34,1587
-18.43,1588
-17.29,1589
-18.84,1590
-18.28,1591
-19.66,1592
-17.55,1593
-16.69,1594
-17.95,1596
-18.97,1597
-16.66,1598
-17.57,1599
-18.92,1600
-18.57,1601
-20,1602
-18.92,1603
-18.19,1604
-18.74,1605
-19.53,1606
-21.09,1607
-19.84,1608
-18.54,1609
-18.77,1610
-18.82,1611
-18.74,1612
-20.29,1613
-20.63,1614
-19.03,1615
-17.36,1616
-17.05,1617
-17.56,1618
-18.04,1619
-19.51,1620
-21.89,1621
-20.01,1622
-17.93,1624
-18.7,1625
-21.04,1626
-19.25,1627
-20.04,1628
-18.93,1629
-20.01,1630
-21.05,1631
-19.76,1632
-20.31,1633
-18.33,1634
-19.15,1635
-20.47,1637
-18.61,1638
-18.56,1639
-18.96,1640
-18.85,1641
-16.41,1642
-18.06,1643
-17.87,1644
-19.38,1645
-20.06,1646
-18.75,1647
-18.49,1648
-18.43,1649
-19.63,1650
-18.9,1651
-19.55,1652
-17.83,1653
-18.8,1654
-19.79,1655
-20.2,1656
-17.32,1657
-18.36,1658
-19,1659
-19.19,1660
-19.13,1661
-18.16,1662
-18.05,1663
-17.91,1664
-16.57,1665
-18.02,1666
-16.55,1667
-18.03,1668
-16.35,1669
-16.92,1670
-17.5,1671
-16.81,1672
-18.53,1673
-18.14,1674
-19.71,1675
-17.87,1676
-21.13,1678
-19.86,1679
-20.1,1680
-19.67,1681
-20.44,1682
-19.86,1683
-18,1684
-18.16,1685
-16.74,1686
-19.85,1687
-18.64,1688
-15.21,1689
-17.78,1690
-18.28,1691
-24.21,1692
-21.13,1693
-18.73,1694
-18.97,1695
-19.52,1696
-18.06,1697
-17.08,1698
-16.93,1699
-16.42,1700
-18.23,1701
-16.64,1702
-17.62,1703
-20.19,1704
-19.09,1705
-21.99,1706
-20.47,1707
-17.64,1708
-17.42,1709
-18.93,1710
