dD (permil),year (AD)
-195.703683235294,2010
-200.432054714286,2009
-213.156689,2008
-193.655285444444,2007
-195.76074375,2006
-185.357745875,2005
-196.745775,2004
-207.591462,2003
-190.066646111111,2002
-180.274976833333,2001
-194.826544727273,2000
-204.9464115,1999
-202.648178307692,1998
-192.579298666667,1997
-207.306769428571,1996
-195.62290375,1995
-204.6583538,1994
-198.400022,1993
-207.4922295,1992
-206.2730456,1991
-196.3250855,1990
-206.399267875,1989
-183.73315475,1988
-196.481656428571,1987
-208.1689408,1986
-207.1797925,1985
-195.8601694,1984
-187.435035,1983
-200.604092,1982
-204.2540255,1981
-199.6712415,1980
-214.5360714,1979
-209.345719,1978
-197.673659833333,1977
-202.4881306,1976
-197.126695857143,1975
-193.067566,1974
-199.260341333333,1973
-212.18255625,1972
-217.731549375,1971
-198.0612335,1970
-213.635023,1969
-212.5905,1968
-215.053143833333,1967
-205.945041666667,1966
-196.088733,1965
-200.679968166667,1964
-216.217116,1963
-207.175733,1962
-206.710841,1961
-200.592000833333,1960
-212.361782666667,1959
-220.7354112,1958
-204.034777166667,1957
-223.8119005,1956
-205.354552833333,1955
-201.9606963,1954
-207.8750333,1953
-205.481736,1952
-206.1080466,1951
-198.767033,1950
-196.663854777778,1949
-199.090668833333,1948
-223.800799666667,1947
-217.702862909091,1946
-181.471037727273,1945
-212.126273909091,1944
-196.8970795,1943
-205.7403289,1942
-214.383207625,1941
-196.089444909091,1940
-209.283789333333,1939
-205.404147818182,1938
-212.3069064,1937
-207.250283857143,1936
-210.210196615385,1935
-226.912274222222,1934
-197.828474166667,1933
-201.636481,1932
-200.9631848,1931
-200.454750857143,1930
-221.008055142857,1929
-214.917735166667,1928
-213.383915,1927
-211.573551428571,1926
-195.903257888889,1925
-209.456439272727,1924
-203.743861,1923
-206.298899142857,1922
-201.055456909091,1921
-198.9822263,1920
-203.670299,1919
-209.221618666667,1918
-198.784499375,1917
-209.031302857143,1916
-197.594333333333,1915
-201.607147125,1914
-212.094311666667,1913
-214.722436285714,1912
-218.0175906,1911
-225.541112857143,1910
-231.054709333333,1909
-197.926941888889,1908
-199.960816444444,1907
-204.7033545,1906
-199.276156375,1905
-181.136879333333,1904
-187.174584571429,1903
-210.758151,1902
-198.67986675,1901
-210.914913625,1900
-201.515713857143,1899
-204.408619166667,1898
-212.799208,1897
-198.1427995,1896
-206.7400178,1895
-212.517742555556,1894
-193.0562255,1893
-195.835419625,1892
-192.301726111111,1891
-196.132906888889,1890
-205.7306205,1889
-201.209997222222,1888
-207.363616625,1887
-178.847249333333,1886
-211.594797285714,1885
-203.59016875,1884
-210.8409285,1883
-214.73574675,1882
-196.914044875,1881
-193.429641888889,1880
-214.383372875,1879
-186.4451565,1878
-191.51884570000001,1877
-199.195103,1876
-194.140441428571,1875
-182.499174222222,1874
-207.658778555556,1873
-209.910051142857,1872
-190.363632625,1871
-212.994678875,1870
-211.839832333333,1869
-200.821047125,1868
-195.496974714286,1867
-194.621651625,1866
-195.163881428571,1865
-210.400756375,1864
-210.070164714286,1863
-194.9462984,1862
-213.5121292,1861
-205.09514,1860
-216.2821015,1859
-207.527366428571,1858
-207.376298166667,1857
-209.6375455,1856
-205.0220934,1855
-196.5953734,1854
-211.266216714286,1853
-196.714938,1852
-222.096558166667,1851
-203.3233295,1850
-213.086121666667,1849
-205.4377279,1848
-212.552148,1847
-220.504569714286,1846
-220.037066875,1845
-214.172640625,1844
-216.397005666667,1843
-214.473408666667,1842
-210.574957777778,1841
-228.676895571429,1840
-216.664960125,1839
-192.124316333333,1838
-196.770385111111,1837
-213.2477105,1836
-210.993590428571,1835
