dD (permil),year (AD)
-199.595737166667,1834
-202.166776875,1833
-204.277404,1832
-202.6879295,1831
-184.664026777778,1830
-195.629912625,1829
-213.574350875,1828
-206.624234,1827
-202.421739166667,1826
-203.393936833333,1825
-191.352015555556,1824
-191.876134875,1823
-193.13684225,1822
-200.7732208,1821
-217.149326857143,1820
-190.81568525,1819
-205.948662714286,1818
-197.491258428571,1817
-201.901581444444,1816
-212.872688636364,1815
-212.5828756,1814
-208.427552875,1813
-213.996217,1812
-187.059295888889,1811
-186.605381125,1810
-202.843121125,1809
-209.203845,1808
-211.1306158,1807
-203.386610571429,1806
-189.753098,1805
-215.511633111111,1804
-208.814177285714,1803
-204.793774857143,1802
-209.9749575,1801
-203.392301714286,1800
-213.099982,1799
-212.612620222222,1798
-213.356693375,1797
-206.801130333333,1796
-221.055607142857,1795
-205.101273,1794
-196.7933285,1793
-202.8690292,1792
-206.32953675,1791
-207.634969875,1790
-196.998963454545,1789
-196.412497333333,1788
-186.021974555556,1787
-184.2034415,1786
-195.7450385,1785
-192.033302833333,1784
-190.767577333333,1783
-189.1801355,1782
-199.607471833333,1781
-212.695879285714,1780
-183.830154833333,1779
-212.015396857143,1778
-206.063471222222,1777
-195.073435888889,1776
-202.716729571429,1775
-188.897883714286,1774
-186.620636333333,1773
-210.72566,1772
-178.520251166667,1771
-185.919061285714,1770
-216.918553714286,1769
-190.8912578,1768
-187.253108875,1767
-200.567278888889,1766
-189.251233555556,1765
-208.9088658,1764
-205.466956333333,1763
-198.648326428571,1762
-196.627434714286,1761
-222.100482571429,1760
-197.2704904,1759
-203.701537285714,1758
-208.921684222222,1757
-199.0985144,1756
-203.309621571429,1755
-206.387149,1754
-227.6031948,1753
-193.183874,1752
-198.715235857143,1751
-217.9117462,1750
-208.095619,1749
-218.412574571429,1748
-220.505444166667,1747
-206.45316425,1746
-206.1165645,1745
-218.178111333333,1744
-203.8932664,1743
-212.872331,1742
-202.6307222,1741
-199.182291571429,1740
-196.145244166667,1739
-218.977431333333,1738
-213.40489375,1737
-200.782212714286,1736
-190.2753215,1735
-199.410000166667,1734
-200.504073,1733
-197.5725326,1732
-211.5813735,1731
-207.697110714286,1730
-190.077298,1729
-204.772554571429,1728
-220.1224282,1727
-203.268862285714,1726
-209.56518925,1725
-213.805121285714,1724
-209.021972666667,1723
-190.999895,1722
-185.539920142857,1721
-199.6299676,1720
-196.596565875,1719
-199.846580125,1718
-220.423151166667,1717
-212.156256375,1716
-195.203559,1715
-211.3745915,1714
-211.10156425,1713
-202.076030875,1712
-192.863271,1711
-191.066662333333,1710
-192.666449833333,1709
-202.444042375,1708
-210.698249428571,1707
-205.887017,1706
-202.2827756,1705
-213.762044857143,1704
-208.468015571429,1703
