d18O (permil),year (AD),depth (cm)
-26.7,1940,NA
-27.48,1920,NA
-27.32,1900,NA
-27.54,1880,NA
-28.48,1860,NA
-28.08,1840,NA
-27.69,1820,NA
-27.52,1800,NA
-27.44,1780,NA
-27.62,1760,NA
-28.28,1740,NA
-29.12,1720,NA
-28.34,1700,NA
-28.46,1680,NA
-28.2,1660,NA
-28.55,1640,NA
-27.88,1620,NA
-28.21,1600,NA
-27.58,1580,NA
-28.38,1560,NA
-28.23,1540,NA
-28.17,1520,NA
-29.32,1500,NA
-28.16,1480,NA
-28.53,1460,NA
-27.74,1440,NA
-27.77,1420,NA
-28.03,1400,NA
-28.03,1380,NA
-28.1,1360,NA
-28.33,1340,NA
-27.84,1320,NA
-27.6,1300,NA
-27.37,1280,NA
-28.54,1260,NA
-28.03,1240,NA
-27.55,1220,NA
-27.01,1200,NA
-27.77,1180,NA
-28.08,1160,NA
-28.41,1140,NA
-27.02,1120,NA
-28.97,1100,NA
-28.25,1080,NA
-28.45,1060,NA
-27.85,1040,NA
-27.4,1020,NA
-27.9,1000,NA
-28,980,NA
-27.62,960,NA
-27.12,940,NA
-27.49,920,NA
-27.71,900,NA
-28.05,880,NA
-27,860,NA
-26.65,840,NA
-28.2,820,NA
-27.63,800,NA
-27.75,780,NA
-27.73,760,NA
-27.42,740,NA
-28,720,NA
-27.71,700,NA
-27.78,680,NA
-27.15,660,NA
-27.55,640,NA
-27.8,620,NA
-27.95,600,NA
-27.52,580,NA
-27.76,560,NA
-28.23,540,NA
-27.37,520,NA
-28.04,500,NA
-27.9,480,NA
-27.65,460,NA
-27.34,440,NA
-27.06,420,NA
-27.34,400,NA
-27.6,380,NA
-27.09,360,NA
-26.95,340,NA
-27.18,320,NA
-27.25,300,NA
-27.6,280,NA
-27.74,260,NA
-27.59,240,NA
-27.43,220,NA
-27.72,200,NA
-27.58,180,NA
-27.66,160,NA
-27.14,140,NA
-27.61,120,NA
-28.46,100,NA
-27.03,80,NA
-27.32,60,NA
-28.11,40,NA
-28.16,20,NA
-28.87,0,NA
-27.32,-20,NA
-26.98,-40,NA
-27.42,-60,NA
-26.88,-80,NA
-27.16,-100,NA
-27.32,-120,NA
-27.39,-140,NA
-27.11,-160,NA
-27.77,-180,NA
-27.78,-200,NA
-27.47,-220,NA
-28.2,-240,NA
-28.22,-260,NA
-27.81,-280,NA
-28.21,-300,NA
-28.23,-320,NA
-28.44,-340,NA
-26.92,-360,NA
-27.32,-380,NA
-26.66,-400,NA
