d18O (permil),year (AD),depth (cm)
-13.6,1936,NA
-15.4,1937,NA
-17.3,1938,NA
-16.6,1939,NA
-16.3,1940,NA
-15.4,1941,NA
-16.1,1942,NA
-16.3,1943,NA
-17.4,1944,NA
-15.6,1945,NA
-15.7,1946,NA
-16.8,1947,NA
-16.9,1948,NA
-14.4,1949,NA
-14,1950,NA
-22.1,1951,NA
-12.9,1952,NA
-13.4,1953,NA
-14.7,1954,NA
-15,1955,NA
-14.8,1956,NA
-15.1,1957,NA
-14.8,1958,NA
-18.7,1959,NA
-14.8,1960,NA
-14.7,1961,NA
-17.8,1962,NA
-15.6,1963,NA
-14.7,1964,NA
-14.5,1965,NA
-16,1966,NA
-17.4,1967,NA
-13.5,1968,NA
-13.4,1970,NA
-17.2,1971,NA
-16.6,1972,NA
-15.5,1973,NA
-17.2,1974,NA
-16.7,1975,NA
-17.3,1976,NA
-15,1977,NA
-17.6,1978,NA
-18.9,1979,NA
-20,1980,NA
-15.9,1981,NA
-18.8,1982,NA
-18.5,1983,NA
-20.9,1984,NA
-19.5,1985,NA
-18.1,1986,NA
-18.6,1987,NA
-16.7,1988,NA
-17.7,1989,NA
-17.3,1990,NA
-16.1,1991,NA
-17.2,1992,NA
-14.2,1993,NA
-16.4,1994,NA
