d18O (permil),year (AD)
-18.5112,2009
-18.5783,2008
-19.7035,2007
-18.4039,2006
-18.0582,2005
-18.8276,2004
-19.2959,2003
-20.0882,2002
-18.5204,2001
-18.1729,2000
-18.8057,1999
-18.689,1998
-20.4655,1997
-20.1046,1996
-18.261,1995
-20.2103,1994
-18.9123,1993
-18.0297,1992
-19.8831,1991
-20.3291,1990
-18.3735,1989
-18.4648,1988
-19.7307,1987
-20.9069,1986
-18.5037,1985
-19.2693,1984
-18.6625,1983
-19.2833,1982
-19.4138,1981
-20.078,1980
-18.943,1979
-19.6668,1978
-20.0779,1977
-21.2858,1976
-20.2578,1975
-18.5559,1974
-21.0046,1973
-20.1891,1972
-19.8709,1971
-18.6252,1970
-21.6947,1969
-20.5196,1968
-20.7847,1967
-19.0484,1966
-19.2851,1965
-19.111,1964
-20.1703,1963
-19.1524,1962
-19.9816,1961
-18.3137,1960
-20.0597,1959
-20.6277,1958
-19.0258,1957
-19.3009,1956
-18.5493,1955
-19.5463,1954
-20.9675,1953
-20.0081,1952
-18.3369,1951
-19.7747,1950
-20.5213,1949
-20.0212,1948
-20.2094,1947
-20.2703,1946
-19.041,1945
-19.9263,1944
-18.2623,1943
-19.1014,1942
-20.7827,1941
-21.2304,1940
-20.5435,1939
-20.6309,1938
-18.6637,1937
-19.8209,1936
-20.2479,1935
-19.5344,1934
-21.3051,1933
-20.3487,1932
-18.2964,1931
-19.8941,1930
-19.7769,1929
-20.5641,1928
-19.5678,1927
-20.7172,1926
-19.9285,1925
-20.3748,1924
-19.5905,1923
-17.8057,1922
-19.1132,1921
-20.8688,1920
-19.4288,1919
-20.1743,1918
-18.748,1917
-20.3057,1916
-20.4199,1915
-19.5684,1914
-20.4519,1913
-20.1079,1912
-19.0925,1911
-19.2387,1910
-18.5415,1909
-19.723,1908
-19.7952,1907
-20.062,1906
-20.2823,1905
-20.057,1904
-19.5967,1903
-19.6998,1902
-20.01,1901
-18.3327,1900
