d18O (permil),year (AD),depth (cm)
3.636,1023,1
3.427,1015,6
2.709,1006,11
2.29,997,16
2.579,989,21
2.689,980,26
1.852,971,31
2.888,964,35
2.031,956,40
1.732,947,45
2.31,938,50
2.649,930,55
2.241,921,60
2.609,912,65
3.417,904,70
3.118,895,75
3.108,886,80
3.078,878,85
2.599,869,90
2.33,860,95
3.068,852,100
2.43,843,105
3.31,836,109
2.011,827,114.5
2.839,818,119.5
2.928,809,124.5
2.689,801,129.5
2.859,792,134.5
2.56,783,139.5
2.619,775,144.5
2.41,763,149.5
2.28,750,154.5
2.151,737,159.5
2.53,725,164.5
2.769,712,169.5
2.709,699,174.5
2.599,687,179.5
2.819,674,184.5
2.43,661,189.5
2.52,649,194.5
2.41,636,199.5
2.599,623,204.5
2.859,611,209.5
2.659,598,214.5
2.27,586,219.5
1.782,573,224.5
2.629,560,229.5
2.161,548,234.5
2.639,529,239.5
1.304,502,244.5
2.211,476,249.5
1.453,449,254.5
1.852,422,259.5
1.463,395,264.5
1.064,368,269.5
1.035,341,274.5
1.922,315,279.5
2.48,282,285.5
0.895,253,291
2.161,226,296
2.181,199,301
2.679,172,306
2.231,146,311
1.961,119,316
0.915,92,321
2.739,62,326.5
2.201,36,331.5
0.765,9,336.5
1.922,-18,341.5
1.433,-72,351.5
