d18O (permil),year (AD)
-50.12,1918.9435
-49.16,1910.2775
-48.14,1901.6115
-50.35,1892.9455
-50.94,1883.6156
-50.6,1874.2857
-50.52,1864.9558
-51.07,1855.13486667
-49.97,1845.3139333
-50.89,1835.493
-51.6,1825.329
-50.45,1815.165
-50.81,1805.001
-49.98,1794.5563333
-50.62,1784.1116667
-51.07,1773.667
-51.72,1763.265
-50.11,1752.863
-52.51,1742.461
-50.22,1731.6486667
-49.92,1720.8363333
-49.86,1710.024
-50.44,1698.6156667
-50.7,1687.2073333
-51.7,1675.799
-50.98,1663.8346667
-50.72,1651.8703333
-51.68,1639.906
-51.17,1627.7246667
-51.26,1615.5433333
-50.64,1603.362
-51.5,1590.6103333
-51.56,1577.8586667
-51.89,1565.107
-51,1552.1583333
-50.55,1539.2096667
-50.58,1526.261
-51.93,1513.6063333
-50.5,1500.9516667
-50.49,1488.297
-51.06,1475.464
-51.24,1462.631
-50.23,1449.798
-52.52,1436.5786667
-51.03,1423.3593333
-50.94,1410.14
-49.54,1396.9193333
-50.14,1383.6986667
-51.18,1370.478
-49.53,1357.6033333
-51.2,1344.7286667
-51.18,1331.854
-49.33,1319.3016667
-49.82,1306.7493333
-50.43,1294.197
-51.31,1280.55
-51.06,1266.903
-51.1,1253.256
-51.02,1238.7506667
-51.49,1224.2453333
-51.68,1209.74
-51.58,1195.14
-50.7,1180.54
-50.82,1165.94
-50.44,1152.3606667
-50.65,1138.7813333
-50.24,1125.202
-49.93,1112.4526667
-49.7,1099.7033333
-49.57,1086.954
-51.58,1073.3226667
-50.27,1059.6913333
-51.79,1046.06
-49.99,1031.4513333
-51.45,1016.8426667
-51.04,1002.234
-51.16,987.3013333
-51.28,972.3686667
-50.41,957.436
-51.06,942.614
-50.98,927.792
-51.55,912.97
-50.61,898.536667
-49.76,884.103333
-50.36,869.67
-51.06,854.89
-51.2,840.11
-50.17,825.33
-51.09,810.41
-49.6,795.49
-51.35,780.57
-50.9,766.336667
-49.91,752.103333
-49.89,737.87
-50.1,723.543333
-51.15,709.216667
-50.29,694.89
-50.31,679.823333
-50.3,664.756667
-50.8,649.69
-50.77,634.606667
-49.77,619.523333
-50.47,604.44
-50,589.526667
-50.9,574.613333
-49.43,559.7
-50.25,545.166667
-50.89,530.633333
-50.76,516.1
-51,499.82
-51.03,483.54
-50.98,467.26
-49.87,451.206667
-51.44,435.153333
-50.93,419.1
-50.99,403.11
-50.65,387.12
-50.03,371.13
-51.38,354.92
-50.48,338.71
-50.38,322.5
-51.65,305.733333
-51.3,288.966667
-50.27,272.2
-51.61,255.493333
-50.43,238.786667
-50.47,222.08
-51.28,205.193333
-51.11,188.306667
-50.64,171.42
-50.55,154.526667
-50.16,137.633333
-51.68,120.74
-50.68,103.37
-51.41,86
-51.45,68.6300000000001
-50.2,52.176667
-51.44,35.7233329999999
-49.36,19.27
-50.68,2.59999999999991
