d18O (permil),year (AD),depth (cm)
-0.904,1998.5,0.5
-0.534,1995.6,1.5
-0.2675,1992.7,2.5
0.665,1989.8,3.5
1.68,1986.9,4.5
2.097,1984,5.5
0.53,1981.1,6.5
0.866,1978.2,7.5
1.962,1975.3,8.5
3.497,1972.4,9.5
3.286,1969.4,10.5
1.831,1966.5,11.5
1.978,1963.6,12.5
1.842,1960.7,13.5
1.274,1957.8,14.5
2.603,1954.9,15.5
2.523,1952,16.5
2.844,1949.1,17.5
2.3435,1946.2,18.5
2.049,1943.2,19.5
1.988,1940.3,20.5
2.18,1937.4,21.5
2.272,1934.5,22.5
1.671,1931.6,23.5
1.429,1928.7,24.5
0.346,1925.8,25.5
-0.5065,1922.9,26.5
-1.542,1920,27.5
-2.284,1917.1,28.5
-2.611,1914.1,29.5
-3.337,1911.2,30.5
-3.835,1908.3,31.5
-3.199,1905.4,32.5
-3.724,1902.5,33.5
-4.026,1899.6,34.5
-2.636,1896.7,35.5
-2.431,1893.8,36.5
-2.626,1890.9,37.5
-2.822,1887.9,38.5
-3.942,1885,39.5
-5.124,1882.1,40.5
-5.235,1879.2,41.5
-4.844,1876.3,42.5
-4.542,1873.4,43.5
-3.853,1870.5,44.5
-4.042,1867.6,45.5
-4.31,1864.7,46.5
-4.552,1861.8,47.5
-4.6295,1858.8,48.5
-5.207,1855.9,49.5
-4.718,1853,50.5
-5.378,1850.1,51.5
-5.664,1847.2,52.5
-5.615,1844.3,53.5
-6.81,1841.4,54.5
-6.642,1838.5,55.5
-5.1945,1835.6,56.5
-4.927,1832.6,57.5
-4.533,1829.7,58.5
-5.657,1826.8,59.5
-4.923,1823.9,60.5
-5.609,1821,61.5
-5.3185,1818.1,62.5
-4.299,1815.2,63.5
-4.188,1812.3,64.5
-4.51,1809.4,65.5
-5.873,1806.5,66.5
-5.608,1803.5,67.5
-5.568,1800.6,68.5
-6.905,1797.7,69.5
-6.6755,1794.8,70.5
-3.418,1751.2,85.5
-3.524,1748.2,86.5
-3.707,1745.3,87.5
-4.125,1742.4,88.5
-4.183,1739.5,89.5
-4.364,1736.6,90.5
-4.206,1733.7,91.5
-4.19,1730.8,92.5
-4.335,1727.9,93.5
-4.447,1725,94.5
-4.808,1722.1,95.5
-4.658,1719.1,96.5
-4.886,1716.2,97.5
-6.269,1713.3,98.5
-7.162,1710.4,99.5
-6.1545,1707.5,100.5
-5.825,1704.6,101.5
-6.059,1701.7,102.5
-5.269,1698.8,103.5
-5.582,1695.9,104.5
-4.341,1692.9,105.5
-4.0935,1690,106.5
-4.287,1687.1,107.5
-4.33,1684.2,108.5
-4.319,1681.3,109.5
-4.546,1678.4,110.5
-5.248,1675.5,111.5
-5.381,1672.6,112.5
-4.622,1669.7,113.5
-4.778,1666.8,114.5
-4.904,1663.8,115.5
-4.925,1660.9,116.5
-4.693,1658,117.5
-4.834,1655.1,118.5
-4.872,1652.2,119.5
-5.072,1649.3,120.5
-4.846,1646.4,121.5
-4.177,1643.5,122.5
-3.493,1640.6,123.5
-2.76,1637.6,124.5
-3.162,1634.7,125.5
-4.236,1631.8,126.5
-4.193,1628.9,127.5
-4.448,1626,128.5
-2.49,1623.1,129.5
-3.1085,1620.2,130.5
-2.637,1617.3,131.5
-3.366,1614.4,132.5
-2.595,1611.5,133.5
-3.71,1608.5,134.5
-3.341,1605.6,135.5
-3.975,1602.7,136.5
-3.421,1599.8,137.5
-3.193,1596.9,138.5
-3.474,1594,139.5
-3.228,1591.1,140.5
-3.256,1588.2,141.5
-3.503,1585.3,142.5
-3.093,1582.4,143.5
-4.7165,1579.4,144.5
-4.904,1576.5,145.5
-4.915,1573.6,146.5
-5.561,1570.7,147.5
-5.781,1567.8,148.5
-5.612,1564.9,149.5
-5.855,1562,150.5
-6.792,1559.1,151.5
-6.129,1556.2,152.5
-5.877,1553.2,153.5
-5.983,1550.3,154.5
-5.975,1547.4,155.5
-5.737,1544.5,156.5
-5.474,1541.6,157.5
-4.764,1538.7,158.5
-4.32,1535.8,159.5
-5.295,1532.9,160.5
-6.13,1530,161.5
-5.775,1527.1,162.5
-5.477,1524.1,163.5
-5.189,1521.2,164.5
-5.091,1518.3,165.5
-5.243,1515.4,166.5
-5.4,1512.5,167.5
-5.317,1509.6,168.5
-5.603,1506.7,169.5
-5.583,1503.8,170.5
-6.065,1500.9,171.5
-6.449,1497.9,172.5
-6.656,1495,173.5
-6.459,1492.1,174.5
-6.731,1489.2,175.5
-7.1,1486.3,176.5
-6.232,1483.4,177.5
-5.902,1480.5,178.5
-5.105,1477.6,179.5
-5.181,1474.7,180.5
-5.699,1471.8,181.5
-5.4255,1468.8,182.5
-5.598,1465.9,183.5
-6.144,1463,184.5
-4.847,1460.1,185.5
