d18O (permil),year (AD),depth (cm)
-32.8342,1995,NA
-33.716,1994,NA
-30.9713,1993,NA
-31.1054,1992,NA
-28.4148,1991,NA
-32.8788,1990,NA
-33.8619,1989,NA
-32.5288,1988,NA
-33.3595,1987,NA
-34.7244,1986,NA
-31.337,1985,NA
-32.1161,1984,NA
-32.9249,1983,NA
-32.5879,1982,NA
-32.1997,1981,NA
-32.0091,1980,NA
-32.3125,1979,NA
-33.7049,1978,NA
-33.2918,1977,NA
-35.1477,1976,NA
-34.523,1975,NA
-34.2469,1974,NA
-33.9949,1973,NA
-33.7286,1972,NA
-34.1013,1971,NA
-34.3413,1970,NA
-35.2978,1969,NA
-34.5751,1968,NA
-34.1854,1967,NA
-34.1925,1966,NA
-35.7477,1965,NA
-34.3207,1964,NA
-32.5969,1963,NA
-32.8062,1962,NA
-34.5591,1961,NA
-32.6614,1960,NA
-34.5612,1959,NA
-34.7507,1958,NA
-34.3838,1957,NA
-34.0494,1956,NA
-34.2099,1955,NA
-35.0968,1954,NA
-33.6744,1953,NA
-31.3745,1952,NA
-34.1307,1951,NA
-33.3386,1950,NA
-31.7554,1949,NA
-34.0007,1948,NA
-33.8486,1947,NA
-33.5572,1946,NA
-34.0673,1945,NA
-33.7695,1944,NA
-34.1331,1943,NA
-33.8371,1942,NA
-34.1975,1941,NA
-33.9646,1940,NA
-32.8199,1939,NA
-31.5689,1938,NA
-31.1927,1937,NA
-29.8058,1936,NA
-35.9209,1935,NA
-34.5857,1934,NA
-32.5645,1933,NA
-34.2173,1932,NA
-33.907,1931,NA
-33.3795,1930,NA
-33.5598,1929,NA
-34.0106,1928,NA
-34.9281,1927,NA
-35.9349,1926,NA
-34.1427,1925,NA
-33.4878,1924,NA
-35.0968,1923,NA
-34.4394,1922,NA
-34.5944,1921,NA
-33.6387,1920,NA
-33.6233,1919,NA
-32.9763,1918,NA
-34.9064,1917,NA
-35.1384,1916,NA
-34.1876,1915,NA
-32.1549,1914,NA
-30.4087,1913,NA
-35.3561,1912,NA
-34.8859,1911,NA
-32.4197,1910,NA
-34.9042,1909,NA
-35.2912,1908,NA
-34.9996,1907,NA
-33.1318,1906,NA
-32.3066,1905,NA
-31.751,1904,NA
-31.633,1903,NA
-31.5402,1902,NA
-33.6635,1901,NA
-34.4186,1900,NA
-34.6004,1899,NA
-34.6116,1898,NA
-33.7853,1897,NA
-32.5352,1896,NA
-33.5526,1895,NA
-34.5355,1894,NA
-33.92,1893,NA
-31.4241,1892,NA
-33.6191,1891,NA
-33.8192,1890,NA
-33.5812,1889,NA
-35.6864,1888,NA
-34.181,1887,NA
-32.9736,1886,NA
-34.4685,1885,NA
-33.0412,1884,NA
-31.1619,1883,NA
-32.2038,1882,NA
-33.5698,1881,NA
-34.2123,1880,NA
-33.7797,1879,NA
-34.1687,1878,NA
-34.3684,1877,NA
-34.5466,1876,NA
-34.4465,1875,NA
-35.3998,1874,NA
-36.737,1873,NA
-35.9112,1872,NA
-33.5108,1871,NA
-31.2955,1870,NA
-31.8345,1869,NA
-32.185,1868,NA
-32.2212,1867,NA
-33.1921,1866,NA
-34.1557,1865,NA
-34.5547,1864,NA
-33.461,1863,NA
-34.0438,1862,NA
-35.0604,1861,NA
-35.1008,1860,NA
-35.0179,1859,NA
-34.0123,1858,NA
-35.0214,1857,NA
-33.6644,1856,NA
-33.0783,1855,NA
-31.5346,1854,NA
-32.6393,1853,NA
-33.3536,1852,NA
-35.6114,1851,NA
-31.3288,1850,NA
-34.262,1849,NA
-34.3225,1848,NA
-31.4058,1847,NA
-32.9075,1846,NA
-35.7672,1845,NA
-36.9907,1844,NA
-33.6709,1843,NA
-32.9378,1842,NA
-33.9995,1841,NA
-32.3551,1840,NA
-34.2063,1839,NA
-36.9119,1838,NA
-36.4481,1837,NA
-36.4382,1836,NA
-34.7238,1835,NA
-34.0405,1834,NA
-35.9447,1833,NA
-35.7694,1832,NA
-34.4414,1831,NA
-33.4161,1830,NA
-33.6113,1829,NA
-32.8223,1828,NA
-33.2095,1827,NA
-32.933,1826,NA
-32.0498,1825,NA
-30.6073,1824,NA
-32.6167,1823,NA
-34.074,1822,NA
-33.2097,1821,NA
-32.9397,1820,NA
-32.4832,1819,NA
-32.2921,1818,NA
-32.5727,1817,NA
-33.5315,1816,NA
-32.0314,1815,NA
-29.6969,1814,NA
-30.1576,1813,NA
-31.1777,1812,NA
-30.4686,1811,NA
-29.9596,1810,NA
-29.2635,1809,NA
-28.7774,1808,NA
-29.0056,1807,NA
-29.248,1806,NA
-29.5653,1805,NA
-28.4681,1804,NA
-29.6725,1803,NA
-31.0601,1802,NA
-26.7801,1801,NA
-25.5894,1800,NA
-28.0436,1799,NA
-25.0706,1798,NA
-27.9438,1797,NA
-28.293,1796,NA
-30.385,1795,NA
-30.2366,1794,NA
-30.1153,1793,NA
-27.452,1792,NA
-29.273,1791,NA
-30.0377,1790,NA
-29.5826,1789,NA
-30.0447,1788,NA
-31.3116,1787,NA
-25.9185,1786,NA
-31.8846,1785,NA
-30.3518,1784,NA
-28.7994,1783,NA
-31.3385,1782,NA
-31.6471,1781,NA
-33.8421,1780,NA
-34.0745,1779,NA
-31.3576,1778,NA
-28.9441,1777,NA
-29.4165,1776,NA
-29.1346,1775,NA
-29.2032,1774,NA
-31.2147,1773,NA
-33.2004,1772,NA
-30.6162,1771,NA
-31.8789,1770,NA
-30.4317,1769,NA
-26.66,1768,NA
-26.9333,1767,NA
-28.4355,1766,NA
-26.5195,1765,NA
-24.6741,1764,NA
-27.2446,1763,NA
-28.1766,1762,NA
-30.3145,1761,NA
-30.63,1760,NA
-27.8293,1759,NA
-29.6612,1758,NA
-32.6925,1757,NA
-33.0778,1756,NA
-31.8996,1755,NA
-31.2735,1754,NA
-29.9252,1753,NA
-30.1585,1752,NA
-31.7685,1751,NA
-32.4062,1750,NA
-32.4868,1749,NA
-29.84,1748,NA
-28.0979,1747,NA
-28.5039,1746,NA
-30.8804,1745,NA
-29.8049,1744,NA
-30.9325,1743,NA
-30.6513,1742,NA
-33.087,1741,NA
-35.5676,1740,NA
-32.5893,1739,NA
-30.3381,1738,NA
-31.1016,1737,NA
-30.6796,1736,NA
-32.9613,1735,NA
-29.8833,1734,NA
-31.3891,1733,NA
-32.0295,1732,NA
-31.4589,1731,NA
-32.1991,1730,NA
-28.1881,1729,NA
-28.8758,1728,NA
-28.8631,1727,NA
-29.089,1726,NA
-32.9804,1725,NA
-34.7046,1724,NA
-31.9818,1723,NA
-29.7026,1722,NA
-28.6321,1721,NA
-28.4058,1720,NA
-28.6038,1719,NA
-30.4864,1718,NA
-28.7519,1717,NA
-28.8722,1716,NA
-26.4969,1715,NA
-28.5896,1714,NA
-30.735,1713,NA
-29.0693,1712,NA
-28.2813,1711,NA
-26.9385,1710,NA
-25.4672,1709,NA
-25.3253,1708,NA
-29.0355,1707,NA
-28.3617,1706,NA
-29.9849,1705,NA
-30.4775,1704,NA
-30.0932,1703,NA
-30.5427,1702,NA
-30.0954,1701,NA
-30.0361,1700,NA
-30.0291,1699,NA
-33.0973,1698,NA
-36.0156,1697,NA
-32.2911,1696,NA
-29.1409,1695,NA
-28.2297,1694,NA
-28.5529,1693,NA
-29.4459,1692,NA
-32.8628,1691,NA
-31.2516,1690,NA
-27.364,1689,NA
-24.8734,1688,NA
-31.4884,1687,NA
-33.9864,1686,NA
-34.5074,1685,NA
-32.7525,1684,NA
-31.8398,1683,NA
-32.9575,1682,NA
-35.36,1681,NA
-37.2861,1680,NA
-35.7001,1679,NA
-31.6612,1678,NA
-30.1622,1677,NA
-30.9647,1676,NA
-29.5948,1675,NA
-28.8518,1674,NA
-29.7453,1673,NA
-35.2399,1672,NA
-33.3425,1671,NA
-32.3002,1670,NA
-32.4509,1669,NA
-31.9399,1668,NA
-31.8703,1667,NA
-30.4196,1666,NA
-29.3332,1665,NA
-29.8175,1664,NA
-30.2475,1663,NA
-31.8527,1662,NA
-32.5645,1661,NA
-31.5273,1660,NA
-31.0181,1659,NA
-29.9626,1658,NA
-27.8094,1657,NA
-27.5257,1656,NA
-30.9524,1655,NA
-32.1107,1654,NA
-33.3,1653,NA
-33.1756,1652,NA
-32.2169,1651,NA
-30.9373,1650,NA
-29.4279,1649,NA
-29.17,1648,NA
-29.7487,1647,NA
-31.7453,1646,NA
-34.5069,1645,NA
-32.8086,1644,NA
-32.16,1643,NA
-31.5268,1642,NA
-30.9783,1641,NA
-29.92,1640,NA
-29.4854,1639,NA
-29.1081,1638,NA
-28.86,1637,NA
-29.7111,1636,NA
-30.3374,1635,NA
-31.01,1634,NA
-31.133,1633,NA
-30.409,1632,NA
-29.73,1631,NA
-29.0119,1630,NA
-28.6206,1629,NA
-30.92,1628,NA
-29.6533,1627,NA
-28.54,1626,NA
-28.3336,1625,NA
-28.7703,1624,NA
-29.33,1623,NA
-28.7343,1622,NA
-29.5025,1621,NA
-31.22,1620,NA
-30.665,1619,NA
-30.4833,1618,NA
-30.45,1617,NA
-32.1033,1616,NA
-33.4001,1615,NA
-35.89,1614,NA
-34.2711,1613,NA
-32.8288,1612,NA
-28.1,1611,NA
-26.9208,1610,NA
-25.95,1609,NA
-30.6891,1608,NA
-30.8572,1607,NA
-30.87,1606,NA
-32.2942,1605,NA
-32.7058,1604,NA
-32.49,1603,NA
-32.4713,1602,NA
-31.44,1601,NA
-31.6966,1600,NA
-32.13,1599,NA
-34.7498,1598,NA
-34.8564,1597,NA
-32.51,1596,NA
-30.5693,1595,NA
-29.08,1594,NA
-29.9305,1593,NA
-30.2421,1592,NA
-30.9,1591,NA
-30.8059,1590,NA
-30.75,1589,NA
-28.513,1588,NA
-28.5618,1587,NA
-28.77,1586,NA
-29.5112,1585,NA
-29.6683,1584,NA
-29.36,1583,NA
-28.7533,1582,NA
-27.96,1581,NA
-28.1878,1580,NA
-28.29,1579,NA
-29.8271,1578,NA
-30.0466,1577,NA
-30.6,1576,NA
-32.2922,1575,NA
-34.82,1574,NA
-33.9058,1573,NA
-33.34,1572,NA
-33.0599,1571,NA
-32.7237,1570,NA
-32.09,1569,NA
-30.3862,1568,NA
-30.5117,1567,NA
-31.45,1566,NA
-32.197,1565,NA
-33.06,1564,NA
-31.7329,1563,NA
-31.2,1562,NA
-33.593,1561,NA
-33.9777,1560,NA
