d18O (permil),year (AD),depth (cm)
6.032,1836,114
6.824,1820,130
NA,1805,145
NA,1789,161
NA,1772,178
NA,1756,194
NA,1739,211
NA,1722,228
NA,1705,245
NA,1687,263
6.134,1670,280
6.519,1652,298
NA,1634,316
NA,1615,335
6.424,1597,353
5.88,1578,372
5.684,1559,391
5.219,1540,410
5.218,1520,430
6.193,1500,450
7.133,1480,470
6.897,1460,490
NA,1440,510
6.973,1419,531
6.812,1398,552
5.635,1377,573
5.606,1356,594
6.171,1335,615
6.986,1313,637
6.809,1291,659
7.267,1269,681
6.803,1247,703
5.939,1224,726
4.786,1202,748
6.781,1179,771
6.285,1155,795
5.343,1132,818
5.164,1109,841
5.55,1085,865
5.289,1061,889
6.59,1037,913
7.235,1013,937
6.307,988,962
6.414,963,987
7.37,938,1012
6.8,913,1037
6.978,888,1062
7.258,863,1087
7.296,837,1113
6.499,811,1139
5.907,785,1165
6.036,759,1191
5.888,732,1218
6.029,706,1244
6.694,679,1271
6.045,652,1298
4.872,625,1325
6.224,598,1352
6.253,570,1380
5.361,543,1407
4.609,515,1435
3.497,487,1463
3.703,459,1491
3.865,430,1520
3.994,402,1548
4.257,373,1577
3.961,344,1606
4.643,286,1664
4.106,257,1693
4.306,227,1723
4.27,198,1752
4.641,168,1782
4.564,138,1812
NA,108,1842
4.06,77,1873
4.53,47,1903
4.61,16,1934
4.553,-14,1964
4.166,-45,1995
4.085,-76,2026
4.268,-107,2057
3.809,-139,2089
3.85,-170,2120
3.731,-202,2152
3.646,-234,2184
3.04,-265,2215
2.717,-298,2248
2.618,-330,2280
3.888,-362,2312
2.763,-394,2344
3.342,-427,2377
2.316,-460,2410
3.085,-493,2443
3.278,-526,2476
3.528,-559,2509
NA,-592,2542
NA,-625,2575
NA,-659,2609
3.722,-693,2643
3.302,-726,2676
4.55,-760,2710
4.746,-794,2744
4.594,-828,2778
4.415,-863,2813
4.899,-897,2847
4.716,-932,2882
4.242,-966,2916
NA,-1001,2951
4.202,-1036,2986
NA,-1071,3021
NA,-1106,3056
4.093,-1141,3091
3.636,-1176,3126
NA,-1212,3162
NA,-1247,3197
NA,-1283,3233
NA,-1319,3269
2.194,-1354,3304
3.824,-1390,3340
NA,-1426,3376
NA,-1462,3412
NA,-1499,3449
NA,-1535,3485
2.604,-1571,3521
NA,-1608,3558
2.669,-1645,3595
