d18O (permil),year (AD),depth (cm)
-4.65,2004,0
-5.31,2001.67,0.06
-6.11,2000.5,0.09
-6.17,2000.11,0.1
-6.19,1999.33,0.12
-5.69,1998.16,0.15
-4.91,1996.22,0.2
-5.25,1995.83,0.21
-5.13,1994.27,0.25
-5.16,1993.49,0.27
-4.86,1992.33,0.3
-5.08,1991.16,0.33
-4.84,1990.38,0.35
-5.04,1989.99,0.36
-4.92,1988.82,0.39
-4.82,1988.43,0.4
-4.97,1987.65,0.42
-5.12,1986.49,0.45
-4.95,1985.32,0.48
-5.24,1984.54,0.5
-5.33,1984.15,0.51
-5.39,1982.99,0.54
-5.42,1982.6,0.55
-5.39,1981.82,0.57
-5.24,1980.65,0.6
-5.27,1979.49,0.63
-5.51,1978.71,0.65
-5.29,1978.32,0.66
-5.4,1977.15,0.69
-5.36,1976.76,0.7
-5.42,1975.98,0.72
-5.91,1974.81,0.75
-5.59,1973.65,0.78
-5.74,1972.87,0.8
-5.83,1972.48,0.81
-6.02,1971.31,0.84
-5.81,1970.92,0.85
-6.02,1970.14,0.87
-5.98,1968.98,0.9
-5.94,1967.81,0.93
-5.92,1967.03,0.95
-5.96,1966.64,0.96
-5.83,1965.48,0.99
-5.2,1965.09,1
-6.03,1964.31,1.02
-5.33,1963.14,1.05
-5.59,1961.97,1.08
-4.78,1961.19,1.1
-4.81,1960.8,1.11
-5.11,1959.64,1.14
-4.52,1959.25,1.15
-4.79,1958.47,1.17
-4.93,1957.3,1.2
-4.65,1956.14,1.23
-5.46,1955.36,1.25
-4.79,1954.97,1.26
-4.89,1953.8,1.29
-5.36,1953.41,1.3
-4.9,1952.63,1.32
-5.55,1951.47,1.35
-5.38,1950.3,1.38
-4.9,1949.52,1.4
-4.68,1947.57,1.45
-4.97,1946.79,1.47
-4.88,1945.63,1.5
-4.7,1944.46,1.53
-4.97,1943.68,1.55
-5.02,1943.29,1.56
-4.83,1942.13,1.59
-4.61,1941.74,1.6
-4.84,1940.96,1.62
-4.76,1939.79,1.65
-4.97,1938.63,1.68
-5.12,1937.85,1.7
-5.03,1937.46,1.71
-5.06,1936.29,1.74
-4.88,1935.9,1.75
-5.12,1935.12,1.77
-5.62,1933.95,1.8
-5.68,1932.79,1.83
-5.31,1932.01,1.85
-5.55,1931.62,1.86
-5.74,1930.45,1.89
-4.76,1930.06,1.9
-5.3,1929.28,1.92
-5.02,1928.12,1.95
-4.99,1926.95,1.98
-4.76,1926.17,2
-4.96,1925.78,2.01
-4.97,1924.62,2.04
-4.83,1924.23,2.05
-4.89,1922.28,2.1
-4.96,1921.11,2.13
-5.01,1920.33,2.15
-4.95,1919.94,2.16
-5.16,1918.78,2.19
-5.61,1918.39,2.2
-4.84,1917.61,2.22
-5.1,1916.44,2.25
-6,1915.28,2.28
-4.52,1914.5,2.3
-5.13,1914.11,2.31
-5.01,1912.94,2.34
-3.84,1912.55,2.35
-3.9,1911.77,2.37
-4.67,1910.61,2.4
-4.36,1909.44,2.43
-5.08,1908.66,2.45
-5.94,1908.27,2.46
-5.35,1907.11,2.49
-5.5,1906.72,2.5
-6.49,1905.94,2.52
-5.65,1904.77,2.55
-5.41,1903.6,2.58
-5.59,1902.82,2.6
-5.8,1902.43,2.61
-6.78,1901.27,2.64
-5.77,1900.88,2.65
-5.6,1900.1,2.67
-5.99,1898.93,2.7
-5.47,1897.77,2.73
-5.27,1896.99,2.75
-6.19,1896.6,2.76
-5.15,1895.43,2.79
-5.15,1895.04,2.8
-5.53,1894.26,2.82
-5.26,1893.1,2.85
-5.58,1891.93,2.88
-5.48,1891.15,2.9
