d18O (permil),year (AD),depth (cm)
-5.24,NA,0
-5.46,NA,1.6
-5.26,NA,3.2
-5.55,NA,4.8
-5.47,NA,6.4
-5.49,NA,8
-5.37,NA,9.6
-5.44,NA,11.2
-5.24,NA,12.8
NA,NA,14.4
-5.04,NA,16
-5.19,NA,17.6
-5.01,NA,19.2
-5.26,NA,20.8
-5.3,NA,22.4
-5.48,NA,24
-5.61,NA,25.6
-5.42,NA,27.2
-5.65,NA,28.8
-5.63,NA,30.4
-5.43,NA,32
-5.54,NA,33.6
-5.54,NA,35.2
-5.37,NA,36.8
-5.37,NA,38.4
-5.68,NA,40
-5.33,NA,41.6
-5.44,NA,43.2
-5.71,NA,44.8
-5.73,NA,46.4
-5.63,NA,48
-5.45,NA,49.6
-5.46,NA,51.2
-5.27,NA,52.8
-5.22,NA,54.4
-5.34,NA,56
-5.3,NA,57.6
-5.62,NA,59.2
-5.58,NA,60.8
-5.65,NA,62.4
-5.52,NA,64
-5.51,NA,65.6
-5.37,NA,67.2
-5.56,NA,68.8
-5.46,NA,70.4
-5.42,NA,72
-5.17,NA,73.6
-5.34,NA,75.2
-5.35,NA,76.8
-5.63,NA,78.4
-5.56,NA,80
-5.6,NA,81.6
-5.64,NA,83.2
NA,NA,84.8
-5.61,NA,86.4
-5.43,NA,88
-5.39,NA,89.6
-5.33,NA,91.2
-5.31,NA,92.8
-5.37,NA,94.4
-5.78,NA,96
-5.68,NA,97.6
-5.88,NA,99.2
-5.6,NA,100.8
-5.89,NA,102.4
-5.55,NA,104
-5.68,NA,105.6
NA,NA,107.2
-5.31,NA,108.8
-5.26,NA,110.4
-5.27,NA,112
-5.53,NA,115.2
-5.66,NA,118.4
-5.2,NA,121.6
-5.13,NA,124.8
-5.13,NA,128
-5.63,NA,131.2
-5.8,NA,134.4
-5.65,NA,137.6
-5.73,NA,140.8
-5.58,NA,144
-5.24,NA,147.2
-5.55,NA,150.4
-5.8,NA,153.6
-5.47,NA,156.8
-5.46,NA,160
-5.29,NA,163.2
-5.37,NA,166.4
-5.76,NA,169.6
-5.6,NA,172.8
-5.56,NA,176
-5.3,NA,179.2
-5.65,NA,181.6
-5.54,NA,184.8
-5.47,NA,188
-5.33,NA,191.2
-5.61,NA,194.4
-5.53,NA,197.6
-5.31,NA,200.8
-5.34,NA,204
-5.43,NA,207.2
-5.18,NA,210.4
-5.73,NA,213.6
-5.68,NA,216.8
-5.71,NA,220
-5.55,NA,223.2
-5.25,NA,226.4
-5.31,NA,229.6
-5.62,NA,232.8
-5.83,NA,236
-5.62,NA,239.2
-5.3,NA,242.4
-5.36,NA,245.6
-5.2,NA,248.8
-5.33,NA,252
-5.62,NA,255.2
-5.54,NA,258.4
-5.36,NA,261.6
-5.2,NA,264.8
-5.34,NA,268
-5.39,NA,271.2
-5.1,NA,274.4
NA,NA,277.6
-5.08,NA,280.8
-5.65,NA,284
-5.43,NA,287.2
-5.5,NA,290.4
-5.57,NA,293.6
-5.44,NA,296.8
-5.09,NA,300
-4.93,NA,303.2
-4.99,NA,306.4
-5.42,NA,309.6
-5.51,NA,312.8
-5.72,NA,316
-5.55,NA,319.2
-5.4,NA,322.4
-5.61,NA,325.6
-5.69,NA,328.8
NA,NA,332
-5.41,NA,335.2
-5.47,NA,338.4
-5.42,NA,341.6
-5.45,NA,344.8
-5.65,NA,348
-5.75,NA,351.2
-5.69,NA,354.4
-5.82,NA,357.6
-5.03,NA,360.8
-5.07,NA,364
-5.64,NA,367.2
-5.32,NA,370.4
-5.68,NA,373.6
-5.12,NA,376.8
-4.98,NA,380
-5.1,NA,383.2
-5.58,NA,386.4
-5.64,NA,389.6
-5.41,NA,392.8
-5.45,NA,396
-5.42,NA,399.2
-5.56,NA,402.4
-5.45,NA,405.6
-5.5,NA,408.8
-5.42,NA,412
