d18O (permil),year (AD),d18O (permil) [2-1],year (AD) [2-1],d18O (permil) [3-1],year (AD) [3-1]
NA,NA,NA,NA,-5.69,1950.63
NA,NA,NA,NA,-5.55,1950.54
NA,NA,NA,NA,-5.53,1950.46
NA,NA,NA,NA,-5.59,1950.38
NA,NA,NA,NA,-5.56,1950.29
NA,NA,NA,NA,-5.46,1950.21
NA,NA,NA,NA,-5.33,1950.13
NA,NA,NA,NA,-5.33,1950.04
NA,NA,NA,NA,-5.31,1949.96
NA,NA,NA,NA,-5.28,1949.88
NA,NA,NA,NA,-5.3,1949.79
NA,NA,NA,NA,-5.32,1949.71
NA,NA,NA,NA,-5.35,1949.63
NA,NA,NA,NA,-5.37,1949.54
NA,NA,NA,NA,-5.54,1949.46
NA,NA,NA,NA,-5.73,1949.38
NA,NA,NA,NA,-5.55,1949.29
NA,NA,NA,NA,-5.5,1949.21
NA,NA,NA,NA,-5.38,1949.13
NA,NA,NA,NA,-5.4,1949.04
NA,NA,NA,NA,-5.34,1948.96
NA,NA,NA,NA,-5.66,1948.88
NA,NA,NA,NA,-5.68,1948.79
NA,NA,NA,NA,-5.48,1948.71
NA,NA,NA,NA,-5.44,1948.63
NA,NA,NA,NA,-5.42,1948.54
NA,NA,NA,NA,-5.38,1948.46
NA,NA,NA,NA,-5.41,1948.38
NA,NA,NA,NA,-5.44,1948.29
NA,NA,NA,NA,-5.5,1948.21
NA,NA,NA,NA,-5.52,1948.13
NA,NA,NA,NA,-5.27,1948.04
NA,NA,NA,NA,-5.29,1947.96
NA,NA,NA,NA,-5.36,1947.88
NA,NA,NA,NA,-5.4,1947.79
NA,NA,NA,NA,-5.43,1947.71
NA,NA,NA,NA,-5.46,1947.63
NA,NA,NA,NA,-5.5,1947.54
NA,NA,NA,NA,-5.59,1947.46
NA,NA,NA,NA,-5.74,1947.38
NA,NA,NA,NA,-5.52,1947.29
NA,NA,NA,NA,-5.55,1947.21
NA,NA,NA,NA,-5.39,1947.13
NA,NA,NA,NA,-5.32,1947.04
NA,NA,NA,NA,-5.39,1946.96
NA,NA,NA,NA,-5.48,1946.88
NA,NA,NA,NA,-5.53,1946.79
NA,NA,NA,NA,-5.57,1946.71
NA,NA,NA,NA,-5.59,1946.63
NA,NA,NA,NA,-5.55,1946.54
NA,NA,NA,NA,-5.59,1946.46
NA,NA,NA,NA,-5.72,1946.38
NA,NA,NA,NA,-5.62,1946.29
NA,NA,NA,NA,-5.64,1946.21
NA,NA,NA,NA,-5.51,1946.13
NA,NA,NA,NA,-5.48,1946.04
NA,NA,NA,NA,-5.49,1945.96
NA,NA,NA,NA,-5.51,1945.88
NA,NA,NA,NA,-5.54,1945.79
NA,NA,NA,NA,-5.52,1945.71
NA,NA,NA,NA,-5.5,1945.63
NA,NA,NA,NA,-5.56,1945.54
NA,NA,NA,NA,-5.65,1945.46
NA,NA,NA,NA,-5.62,1945.38
NA,NA,NA,NA,-5.62,1945.29
NA,NA,NA,NA,-5.58,1945.21
NA,NA,NA,NA,-5.38,1945.13
NA,NA,NA,NA,-5.42,1945.04
NA,NA,NA,NA,-5.37,1944.96
NA,NA,NA,NA,-5.38,1944.88
NA,NA,NA,NA,-5.61,1944.79
NA,NA,NA,NA,-5.64,1944.71
NA,NA,NA,NA,-5.58,1944.63
NA,NA,NA,NA,-5.56,1944.54
NA,NA,NA,NA,-5.56,1944.46
NA,NA,NA,NA,-5.58,1944.38
NA,NA,NA,NA,-5.55,1944.29
NA,NA,NA,NA,-5.53,1944.21
NA,NA,NA,NA,-5.55,1944.13
NA,NA,NA,NA,-5.54,1944.04
NA,NA,NA,NA,-5.51,1943.96
NA,NA,NA,NA,-5.54,1943.88
NA,NA,NA,NA,-5.6,1943.79
NA,NA,NA,NA,-5.53,1943.71
NA,NA,NA,NA,-5.61,1943.63
NA,NA,NA,NA,-5.67,1943.54
NA,NA,NA,NA,-5.7,1943.46
NA,NA,NA,NA,-5.74,1943.38
NA,NA,NA,NA,-5.71,1943.29
NA,NA,NA,NA,-5.51,1943.21
NA,NA,NA,NA,-5.44,1943.13
NA,NA,NA,NA,-5.37,1943.04
NA,NA,NA,NA,-5.5,1942.96
NA,NA,NA,NA,-5.71,1942.88
NA,NA,NA,NA,-5.8,1942.79
NA,NA,NA,NA,-5.78,1942.71
NA,NA,NA,NA,-5.71,1942.63
NA,NA,NA,NA,-5.63,1942.54
NA,NA,NA,NA,-5.71,1942.46
NA,NA,NA,NA,-5.8,1942.38
NA,NA,NA,NA,-5.71,1942.29
NA,NA,NA,NA,-5.59,1942.21
NA,NA,NA,NA,-5.61,1942.13
NA,NA,NA,NA,-5.65,1942.04
NA,NA,NA,NA,-5.65,1941.96
NA,NA,NA,NA,-5.65,1941.88
NA,NA,NA,NA,-5.67,1941.79
NA,NA,NA,NA,-5.72,1941.71
NA,NA,NA,NA,-5.71,1941.63
NA,NA,NA,NA,-5.71,1941.54
NA,NA,NA,NA,-5.73,1941.46
NA,NA,NA,NA,-5.7,1941.38
NA,NA,NA,NA,-5.59,1941.29
NA,NA,NA,NA,-5.58,1941.21
NA,NA,NA,NA,-5.57,1941.13
NA,NA,NA,NA,-5.49,1941.04
NA,NA,NA,NA,-5.5,1940.96
NA,NA,NA,NA,-5.49,1940.88
NA,NA,NA,NA,-5.56,1940.79
NA,NA,NA,NA,-5.64,1940.71
NA,NA,NA,NA,-5.64,1940.63
NA,NA,NA,NA,-5.63,1940.54
NA,NA,NA,NA,-5.7,1940.46
NA,NA,NA,NA,-5.78,1940.38
NA,NA,NA,NA,-5.7,1940.29
NA,NA,NA,NA,-5.58,1940.21
NA,NA,NA,NA,-5.47,1940.13
NA,NA,NA,NA,-5.49,1940.04
NA,NA,NA,NA,-5.5,1939.96
NA,NA,NA,NA,-5.52,1939.88
NA,NA,NA,NA,-5.58,1939.79
NA,NA,NA,NA,-5.71,1939.71
NA,NA,NA,NA,-5.7,1939.63
NA,NA,NA,NA,-5.73,1939.54
NA,NA,NA,NA,-5.8,1939.46
NA,NA,NA,NA,-5.85,1939.38
NA,NA,NA,NA,-5.78,1939.29
NA,NA,NA,NA,-5.68,1939.21
NA,NA,NA,NA,-5.59,1939.13
NA,NA,NA,NA,-5.51,1939.04
NA,NA,NA,NA,-5.56,1938.96
NA,NA,NA,NA,-5.45,1938.88
NA,NA,NA,NA,-5.56,1938.79
NA,NA,NA,NA,-5.65,1938.71
NA,NA,NA,NA,-5.66,1938.63
NA,NA,NA,NA,-5.64,1938.54
NA,NA,NA,NA,-5.69,1938.46
NA,NA,NA,NA,-5.84,1938.38
NA,NA,NA,NA,-5.81,1938.29
NA,NA,NA,NA,-5.74,1938.21
NA,NA,NA,NA,-5.66,1938.13
NA,NA,NA,NA,-5.57,1938.04
NA,NA,NA,NA,-5.65,1937.96
NA,NA,NA,NA,-5.67,1937.88
NA,NA,NA,NA,-5.7,1937.79
NA,NA,NA,NA,-5.75,1937.71
NA,NA,NA,NA,-5.81,1937.63
NA,NA,NA,NA,-5.9,1937.54
NA,NA,NA,NA,-5.82,1937.46
NA,NA,NA,NA,-5.76,1937.38
NA,NA,NA,NA,-5.63,1937.29
NA,NA,NA,NA,-5.65,1937.21
NA,NA,NA,NA,-5.73,1937.13
NA,NA,NA,NA,-5.55,1937.04
NA,NA,NA,NA,-5.53,1936.96
NA,NA,NA,NA,-5.54,1936.88
NA,NA,NA,NA,-5.57,1936.79
NA,NA,NA,NA,-5.64,1936.71
NA,NA,NA,NA,-5.58,1936.63
NA,NA,NA,NA,-5.53,1936.54
NA,NA,NA,NA,-5.54,1936.46
NA,NA,NA,NA,-5.58,1936.38
NA,NA,NA,NA,-5.53,1936.29
NA,NA,NA,NA,-5.54,1936.21
NA,NA,NA,NA,-5.57,1936.13
NA,NA,NA,NA,-5.44,1936.04
NA,NA,NA,NA,-5.45,1935.96
NA,NA,NA,NA,-5.44,1935.88
NA,NA,NA,NA,-5.49,1935.79
NA,NA,NA,NA,-5.56,1935.71
NA,NA,NA,NA,-5.54,1935.63
NA,NA,NA,NA,-5.51,1935.54
NA,NA,NA,NA,-5.52,1935.46
NA,NA,NA,NA,-5.59,1935.38
NA,NA,NA,NA,-5.58,1935.29
NA,NA,NA,NA,-5.49,1935.21
NA,NA,NA,NA,-5.48,1935.13
NA,NA,NA,NA,-5.37,1935.04
NA,NA,NA,NA,-5.44,1934.96
NA,NA,NA,NA,-5.5,1934.88
NA,NA,NA,NA,-5.54,1934.79
NA,NA,NA,NA,-5.63,1934.71
NA,NA,NA,NA,-5.63,1934.63
NA,NA,NA,NA,-5.56,1934.54
NA,NA,NA,NA,-5.51,1934.46
NA,NA,NA,NA,-5.63,1934.38
NA,NA,NA,NA,-5.64,1934.29
NA,NA,NA,NA,-5.59,1934.21
NA,NA,NA,NA,-5.51,1934.13
NA,NA,NA,NA,-5.43,1934.04
NA,NA,NA,NA,-5.46,1933.96
NA,NA,NA,NA,-5.55,1933.88
NA,NA,NA,NA,-5.51,1933.79
NA,NA,NA,NA,-5.45,1933.71
NA,NA,NA,NA,-5.57,1933.63
NA,NA,NA,NA,-5.7,1933.54
NA,NA,NA,NA,-5.46,1933.46
NA,NA,NA,NA,-5.5,1933.38
NA,NA,NA,NA,-5.59,1933.29
NA,NA,NA,NA,-5.58,1933.21
NA,NA,NA,NA,-5.49,1933.13
NA,NA,NA,NA,-5.52,1933.04
NA,NA,NA,NA,-5.46,1932.96
NA,NA,NA,NA,-5.55,1932.88
NA,NA,NA,NA,-5.52,1932.79
NA,NA,NA,NA,-5.45,1932.71
NA,NA,NA,NA,-5.53,1932.63
NA,NA,NA,NA,-5.58,1932.54
NA,NA,NA,NA,-5.68,1932.46
NA,NA,NA,NA,-5.56,1932.38
NA,NA,NA,NA,-5.59,1932.29
NA,NA,NA,NA,-5.6,1932.21
NA,NA,NA,NA,-5.52,1932.13
NA,NA,NA,NA,-5.54,1932.04
NA,NA,NA,NA,-5.57,1931.96
NA,NA,NA,NA,-5.6,1931.88
NA,NA,NA,NA,-5.65,1931.79
NA,NA,NA,NA,-5.65,1931.71
NA,NA,NA,NA,-5.64,1931.63
NA,NA,NA,NA,-5.64,1931.54
NA,NA,NA,NA,-5.64,1931.46
NA,NA,NA,NA,-5.66,1931.38
NA,NA,NA,NA,-5.65,1931.29
NA,NA,NA,NA,-5.64,1931.21
NA,NA,NA,NA,-5.6,1931.13
NA,NA,NA,NA,-5.54,1931.04
NA,NA,NA,NA,-5.58,1930.96
NA,NA,NA,NA,-5.58,1930.88
NA,NA,NA,NA,-5.62,1930.79
NA,NA,NA,NA,-5.67,1930.71
NA,NA,NA,NA,-5.71,1930.63
NA,NA,NA,NA,-5.76,1930.54
NA,NA,NA,NA,-5.81,1930.46
NA,NA,NA,NA,-5.81,1930.38
NA,NA,NA,NA,-5.65,1930.29
NA,NA,NA,NA,-5.61,1930.21
NA,NA,NA,NA,-5.62,1930.13
NA,NA,NA,NA,-5.43,1930.04
NA,NA,NA,NA,-5.49,1929.96
NA,NA,NA,NA,-5.48,1929.88
NA,NA,NA,NA,-5.56,1929.79
NA,NA,NA,NA,-5.57,1929.71
NA,NA,NA,NA,-5.58,1929.63
NA,NA,NA,NA,-5.6,1929.54
NA,NA,NA,NA,-5.67,1929.46
NA,NA,NA,NA,-5.7,1929.38
NA,NA,NA,NA,-5.55,1929.29
NA,NA,NA,NA,-5.49,1929.21
NA,NA,NA,NA,-5.54,1929.13
NA,NA,NA,NA,-5.53,1929.04
NA,NA,NA,NA,-5.54,1928.96
NA,NA,NA,NA,-5.62,1928.88
NA,NA,NA,NA,-5.67,1928.79
NA,NA,NA,NA,-5.7,1928.71
NA,NA,NA,NA,-5.71,1928.63
NA,NA,NA,NA,-5.6,1928.54
NA,NA,NA,NA,-5.59,1928.46
NA,NA,NA,NA,-5.71,1928.38
NA,NA,NA,NA,-5.57,1928.29
NA,NA,NA,NA,-5.54,1928.21
NA,NA,NA,NA,-5.59,1928.13
NA,NA,NA,NA,-5.36,1928.04
NA,NA,NA,NA,-5.33,1927.96
NA,NA,NA,NA,-5.6,1927.88
NA,NA,NA,NA,-5.66,1927.79
NA,NA,NA,NA,-5.54,1927.71
NA,NA,NA,NA,-5.54,1927.63
NA,NA,NA,NA,-5.62,1927.54
NA,NA,NA,NA,-5.59,1927.46
NA,NA,NA,NA,-5.66,1927.38
NA,NA,NA,NA,-5.55,1927.29
NA,NA,NA,NA,-5.47,1927.21
NA,NA,NA,NA,-5.44,1927.13
NA,NA,NA,NA,-5.4,1927.04
NA,NA,NA,NA,-5.4,1926.96
NA,NA,NA,NA,-5.52,1926.88
NA,NA,NA,NA,-5.46,1926.79
NA,NA,NA,NA,-5.52,1926.71
NA,NA,NA,NA,-5.54,1926.63
NA,NA,NA,NA,-5.53,1926.54
NA,NA,NA,NA,-5.63,1926.46
NA,NA,NA,NA,-5.7,1926.38
NA,NA,NA,NA,-5.56,1926.29
NA,NA,NA,NA,-5.46,1926.21
NA,NA,NA,NA,-5.41,1926.13
NA,NA,NA,NA,-5.28,1926.04
NA,NA,NA,NA,-5.34,1925.96
NA,NA,NA,NA,-5.5,1925.88
NA,NA,NA,NA,-5.55,1925.79
NA,NA,NA,NA,-5.52,1925.71
NA,NA,NA,NA,-5.55,1925.63
NA,NA,NA,NA,-5.61,1925.54
NA,NA,NA,NA,-5.48,1925.46
NA,NA,NA,NA,-5.57,1925.38
NA,NA,NA,NA,-5.58,1925.29
NA,NA,NA,NA,-5.54,1925.21
NA,NA,NA,NA,-5.48,1925.13
NA,NA,NA,NA,-5.4,1925.04
NA,NA,NA,NA,-5.41,1924.96
NA,NA,NA,NA,-5.42,1924.88
NA,NA,NA,NA,-5.42,1924.79
NA,NA,NA,NA,-5.48,1924.71
NA,NA,NA,NA,-5.49,1924.63
NA,NA,NA,NA,-5.48,1924.54
NA,NA,NA,NA,-5.49,1924.46
NA,NA,NA,NA,-5.58,1924.38
NA,NA,NA,NA,-5.57,1924.29
NA,NA,NA,NA,-5.45,1924.21
NA,NA,NA,NA,-5.46,1924.13
NA,NA,NA,NA,-5.42,1924.04
NA,NA,NA,NA,-5.47,1923.96
NA,NA,NA,NA,-5.53,1923.88
NA,NA,NA,NA,-5.59,1923.79
NA,NA,NA,NA,-5.55,1923.71
NA,NA,NA,NA,-5.48,1923.63
NA,NA,NA,NA,-5.56,1923.54
NA,NA,NA,NA,-5.62,1923.46
NA,NA,NA,NA,-5.66,1923.38
NA,NA,NA,NA,-5.5,1923.29
NA,NA,NA,NA,-5.52,1923.21
NA,NA,NA,NA,-5.45,1923.13
NA,NA,NA,NA,-5.37,1923.04
NA,NA,NA,NA,-5.38,1922.96
NA,NA,NA,NA,-5.4,1922.88
NA,NA,NA,NA,-5.41,1922.79
NA,NA,NA,NA,-5.48,1922.71
NA,NA,NA,NA,-5.53,1922.63
NA,NA,NA,NA,-5.55,1922.54
NA,NA,NA,NA,-5.54,1922.46
NA,NA,NA,NA,-5.54,1922.38
NA,NA,NA,NA,-5.45,1922.29
NA,NA,NA,NA,-5.43,1922.21
NA,NA,NA,NA,-5.37,1922.13
NA,NA,NA,NA,-5.24,1922.04
NA,NA,NA,NA,-5.31,1921.96
NA,NA,NA,NA,-5.35,1921.88
NA,NA,NA,NA,-5.38,1921.79
NA,NA,NA,NA,-5.52,1921.71
NA,NA,NA,NA,-5.51,1921.63
NA,NA,NA,NA,-5.45,1921.54
NA,NA,NA,NA,-5.39,1921.46
NA,NA,NA,NA,-5.47,1921.38
NA,NA,NA,NA,-5.43,1921.29
NA,NA,NA,NA,-5.35,1921.21
NA,NA,NA,NA,-5.34,1921.13
NA,NA,NA,NA,-5.25,1921.04
NA,NA,NA,NA,-5.49,1920.96
NA,NA,NA,NA,-5.62,1920.88
NA,NA,NA,NA,-5.6,1920.79
NA,NA,NA,NA,-5.56,1920.71
NA,NA,NA,NA,-5.47,1920.63
NA,NA,NA,NA,-5.48,1920.54
NA,NA,NA,NA,-5.58,1920.46
NA,NA,NA,NA,-5.67,1920.38
NA,NA,NA,NA,-5.57,1920.29
NA,NA,NA,NA,-5.57,1920.21
NA,NA,NA,NA,-5.55,1920.13
NA,NA,NA,NA,-5.36,1920.04
NA,NA,NA,NA,-5.44,1919.96
NA,NA,NA,NA,-5.67,1919.88
NA,NA,NA,NA,-5.69,1919.79
NA,NA,NA,NA,-5.63,1919.71
NA,NA,NA,NA,-5.65,1919.63
NA,NA,NA,NA,-5.61,1919.54
NA,NA,NA,NA,-5.69,1919.46
NA,NA,NA,NA,-5.81,1919.38
NA,NA,NA,NA,-5.72,1919.29
NA,NA,NA,NA,-5.61,1919.21
NA,NA,NA,NA,-5.45,1919.13
NA,NA,NA,NA,-5.3,1919.04
NA,NA,NA,NA,-5.34,1918.96
NA,NA,NA,NA,-5.51,1918.88
NA,NA,NA,NA,-5.72,1918.79
NA,NA,NA,NA,-5.74,1918.71
NA,NA,NA,NA,-5.79,1918.63
NA,NA,NA,NA,-5.78,1918.54
NA,NA,NA,NA,-5.71,1918.46
NA,NA,NA,NA,-5.69,1918.38
NA,NA,NA,NA,-5.66,1918.29
NA,NA,NA,NA,-5.57,1918.21
NA,NA,NA,NA,-5.35,1918.13
NA,NA,NA,NA,-5.36,1918.04
NA,NA,NA,NA,-5.41,1917.96
NA,NA,NA,NA,-5.33,1917.88
NA,NA,NA,NA,-5.26,1917.79
NA,NA,NA,NA,-5.34,1917.71
NA,NA,NA,NA,-5.46,1917.63
NA,NA,NA,NA,-5.41,1917.54
NA,NA,NA,NA,-5.45,1917.46
NA,NA,NA,NA,-5.44,1917.38
NA,NA,NA,NA,-5.47,1917.29
NA,NA,NA,NA,-5.4,1917.21
NA,NA,NA,NA,-5.3,1917.13
NA,NA,NA,NA,-5.42,1917.04
NA,NA,NA,NA,-5.28,1916.96
NA,NA,NA,NA,-5.36,1916.88
NA,NA,NA,NA,-5.37,1916.79
NA,NA,NA,NA,-5.35,1916.71
NA,NA,NA,NA,-5.43,1916.63
NA,NA,NA,NA,-5.41,1916.54
NA,NA,NA,NA,-5.44,1916.46
NA,NA,NA,NA,-5.47,1916.38
NA,NA,NA,NA,-5.5,1916.29
NA,NA,NA,NA,-5.47,1916.21
NA,NA,NA,NA,-5.4,1916.13
NA,NA,NA,NA,-5.42,1916.04
NA,NA,NA,NA,-5.45,1915.96
NA,NA,NA,NA,-5.54,1915.88
NA,NA,NA,NA,-5.62,1915.79
NA,NA,NA,NA,-5.52,1915.71
NA,NA,NA,NA,-5.6,1915.63
NA,NA,NA,NA,-5.6,1915.54
NA,NA,NA,NA,-5.51,1915.46
NA,NA,NA,NA,-5.42,1915.38
NA,NA,NA,NA,-5.5,1915.29
NA,NA,NA,NA,-5.57,1915.21
NA,NA,NA,NA,-5.61,1915.13
NA,NA,NA,NA,-5.58,1915.04
NA,NA,NA,NA,-5.6,1914.96
NA,NA,NA,NA,-5.55,1914.88
NA,NA,NA,NA,-5.57,1914.79
NA,NA,NA,NA,-5.62,1914.71
NA,NA,NA,NA,-5.63,1914.63
NA,NA,NA,NA,-5.64,1914.54
NA,NA,NA,NA,-5.71,1914.46
NA,NA,NA,NA,-5.71,1914.38
NA,NA,NA,NA,-5.58,1914.29
NA,NA,NA,NA,-5.57,1914.21
NA,NA,NA,NA,-5.51,1914.13
NA,NA,NA,NA,-5.39,1914.04
NA,NA,NA,NA,-5.38,1913.96
NA,NA,NA,NA,-5.37,1913.88
NA,NA,NA,NA,-5.38,1913.79
NA,NA,NA,NA,-5.42,1913.71
NA,NA,NA,NA,-5.44,1913.63
NA,NA,NA,NA,-5.42,1913.54
NA,NA,NA,NA,-5.51,1913.46
NA,NA,NA,NA,-5.59,1913.38
NA,NA,NA,NA,-5.51,1913.29
NA,NA,NA,NA,-5.45,1913.21
NA,NA,NA,NA,-5.41,1913.13
NA,NA,NA,NA,-5.3,1913.04
NA,NA,NA,NA,-5.39,1912.96
NA,NA,NA,NA,-5.47,1912.88
NA,NA,NA,NA,-5.49,1912.79
NA,NA,NA,NA,-5.44,1912.71
NA,NA,NA,NA,-5.51,1912.63
NA,NA,NA,NA,-5.49,1912.54
NA,NA,NA,NA,-5.41,1912.46
NA,NA,NA,NA,-5.57,1912.38
NA,NA,NA,NA,-5.58,1912.29
NA,NA,NA,NA,-5.56,1912.21
NA,NA,NA,NA,-5.49,1912.13
NA,NA,NA,NA,-5.41,1912.04
NA,NA,NA,NA,-5.39,1911.96
NA,NA,NA,NA,-5.38,1911.88
NA,NA,NA,NA,-5.37,1911.79
NA,NA,NA,NA,-5.44,1911.71
NA,NA,NA,NA,-5.55,1911.63
NA,NA,NA,NA,-5.53,1911.54
NA,NA,NA,NA,-5.53,1911.46
NA,NA,NA,NA,-5.56,1911.38
NA,NA,NA,NA,-5.51,1911.29
NA,NA,NA,NA,-5.38,1911.21
NA,NA,NA,NA,-5.36,1911.13
NA,NA,NA,NA,-5.23,1911.04
NA,NA,NA,NA,-5.26,1910.96
NA,NA,NA,NA,-5.31,1910.88
NA,NA,NA,NA,-5.28,1910.79
NA,NA,NA,NA,-5.3,1910.71
NA,NA,NA,NA,-5.35,1910.63
NA,NA,NA,NA,-5.35,1910.54
NA,NA,NA,NA,-5.36,1910.46
NA,NA,NA,NA,-5.38,1910.38
NA,NA,NA,NA,-5.37,1910.29
NA,NA,NA,NA,-5.38,1910.21
NA,NA,NA,NA,-5.39,1910.13
NA,NA,NA,NA,-5.36,1910.04
NA,NA,NA,NA,-5.37,1909.96
NA,NA,NA,NA,-5.35,1909.88
NA,NA,NA,NA,-5.24,1909.79
NA,NA,NA,NA,-5.17,1909.71
NA,NA,NA,NA,-5.22,1909.63
NA,NA,NA,NA,-5.24,1909.54
NA,NA,NA,NA,-5.28,1909.46
NA,NA,NA,NA,-5.36,1909.38
NA,NA,NA,NA,-5.32,1909.29
NA,NA,NA,NA,-5.29,1909.21
NA,NA,NA,NA,-5.22,1909.13
NA,NA,NA,NA,-5.11,1909.04
NA,NA,NA,NA,-5.36,1908.96
NA,NA,NA,NA,-5.41,1908.88
NA,NA,NA,NA,-5.39,1908.79
NA,NA,NA,NA,-5.39,1908.71
NA,NA,NA,NA,-5.39,1908.63
NA,NA,NA,NA,-5.43,1908.54
NA,NA,NA,NA,-5.41,1908.46
NA,NA,NA,NA,-5.45,1908.38
NA,NA,NA,NA,-5.44,1908.29
NA,NA,NA,NA,-5.4,1908.21
NA,NA,NA,NA,-5.35,1908.13
NA,NA,NA,NA,-5.36,1908.04
NA,NA,NA,NA,-5.36,1907.96
NA,NA,NA,NA,-5.37,1907.88
NA,NA,NA,NA,-5.4,1907.79
NA,NA,NA,NA,-5.44,1907.71
NA,NA,NA,NA,-5.48,1907.63
NA,NA,NA,NA,-5.5,1907.54
NA,NA,NA,NA,-5.54,1907.46
NA,NA,NA,NA,-5.58,1907.38
NA,NA,NA,NA,-5.49,1907.29
NA,NA,NA,NA,-5.55,1907.21
NA,NA,NA,NA,-5.59,1907.13
NA,NA,NA,NA,-5.48,1907.04
NA,NA,NA,NA,-5.49,1906.96
NA,NA,NA,NA,-5.51,1906.88
NA,NA,NA,NA,-5.51,1906.79
NA,NA,NA,NA,-5.52,1906.71
NA,NA,NA,NA,-5.53,1906.63
NA,NA,NA,NA,-5.59,1906.54
NA,NA,NA,NA,-5.68,1906.46
NA,NA,NA,NA,-5.7,1906.38
NA,NA,NA,NA,-5.67,1906.29
NA,NA,NA,NA,-5.63,1906.21
NA,NA,NA,NA,-5.61,1906.13
NA,NA,NA,NA,-5.57,1906.04
NA,NA,NA,NA,-5.53,1905.96
NA,NA,NA,NA,-5.52,1905.88
NA,NA,NA,NA,-5.52,1905.79
NA,NA,NA,NA,-5.52,1905.71
NA,NA,NA,NA,-5.52,1905.63
NA,NA,NA,NA,-5.51,1905.54
NA,NA,NA,NA,-5.51,1905.46
NA,NA,NA,NA,-5.53,1905.38
NA,NA,NA,NA,-5.58,1905.29
NA,NA,NA,NA,-5.62,1905.21
NA,NA,NA,NA,-5.63,1905.13
NA,NA,NA,NA,-5.56,1905.04
NA,NA,NA,NA,-5.48,1904.96
NA,NA,NA,NA,-5.41,1904.88
NA,NA,NA,NA,-5.47,1904.79
NA,NA,NA,NA,-5.54,1904.71
NA,NA,NA,NA,-5.61,1904.63
NA,NA,NA,NA,-5.63,1904.54
NA,NA,NA,NA,-5.66,1904.46
NA,NA,NA,NA,-5.7,1904.38
NA,NA,NA,NA,-5.64,1904.29
NA,NA,NA,NA,-5.59,1904.21
NA,NA,NA,NA,-5.55,1904.13
NA,NA,NA,NA,-5.46,1904.04
NA,NA,NA,NA,-5.54,1903.96
NA,NA,NA,NA,-5.54,1903.88
NA,NA,NA,NA,-5.48,1903.79
NA,NA,NA,NA,-5.5,1903.71
NA,NA,NA,NA,-5.42,1903.63
NA,NA,NA,NA,-5.47,1903.54
NA,NA,NA,NA,-5.6,1903.46
NA,NA,NA,NA,-5.61,1903.38
NA,NA,NA,NA,-5.56,1903.29
NA,NA,NA,NA,-5.46,1903.21
NA,NA,NA,NA,-5.49,1903.13
NA,NA,NA,NA,-5.54,1903.04
NA,NA,NA,NA,-5.54,1902.96
NA,NA,NA,NA,-5.53,1902.88
NA,NA,NA,NA,-5.52,1902.79
NA,NA,NA,NA,-5.54,1902.71
NA,NA,NA,NA,-5.56,1902.63
NA,NA,NA,NA,-5.5,1902.54
NA,NA,NA,NA,-5.59,1902.46
NA,NA,NA,NA,-5.68,1902.38
NA,NA,NA,NA,-5.69,1902.29
NA,NA,NA,NA,-5.57,1902.21
NA,NA,NA,NA,-5.54,1902.13
NA,NA,NA,NA,-5.54,1902.04
NA,NA,NA,NA,-5.49,1901.96
NA,NA,NA,NA,-5.35,1901.88
NA,NA,NA,NA,-5.42,1901.79
NA,NA,NA,NA,-5.5,1901.71
NA,NA,NA,NA,-5.48,1901.63
NA,NA,NA,NA,-5.3,1901.54
NA,NA,NA,NA,-5.4,1901.46
NA,NA,NA,NA,-5.44,1901.38
NA,NA,NA,NA,-5.43,1901.29
NA,NA,NA,NA,-5.39,1901.21
NA,NA,NA,NA,-5.39,1901.13
NA,NA,NA,NA,-5.34,1901.04
NA,NA,NA,NA,-5.43,1900.96
NA,NA,NA,NA,-5.61,1900.88
NA,NA,NA,NA,-5.65,1900.79
NA,NA,NA,NA,-5.53,1900.71
NA,NA,NA,NA,-5.6,1900.63
NA,NA,NA,NA,-5.56,1900.54
NA,NA,NA,NA,-5.59,1900.46
NA,NA,NA,NA,-5.66,1900.38
NA,NA,NA,NA,-5.63,1900.29
NA,NA,NA,NA,-5.53,1900.21
NA,NA,NA,NA,-5.5,1900.13
NA,NA,NA,NA,-5.55,1900.04
NA,NA,NA,NA,-5.59,1899.96
NA,NA,NA,NA,-5.46,1899.88
NA,NA,NA,NA,-5.48,1899.79
NA,NA,NA,NA,-5.6,1899.71
NA,NA,NA,NA,-5.66,1899.63
NA,NA,NA,NA,-5.62,1899.54
NA,NA,NA,NA,-5.61,1899.46
NA,NA,NA,NA,-5.68,1899.38
NA,NA,NA,NA,-5.63,1899.29
NA,NA,NA,NA,-5.59,1899.21
NA,NA,NA,NA,-5.62,1899.13
NA,NA,NA,NA,-5.55,1899.04
NA,NA,NA,NA,-5.5,1898.96
NA,NA,NA,NA,-5.5,1898.88
NA,NA,NA,NA,-5.57,1898.79
NA,NA,NA,NA,-5.6,1898.71
NA,NA,NA,NA,-5.54,1898.63
NA,NA,NA,NA,-5.56,1898.54
NA,NA,NA,NA,-5.57,1898.46
NA,NA,NA,NA,-5.54,1898.38
NA,NA,NA,NA,-5.48,1898.29
NA,NA,NA,NA,-5.42,1898.21
NA,NA,NA,NA,-5.4,1898.13
NA,NA,NA,NA,-5.41,1898.04
NA,NA,NA,NA,-5.42,1897.96
