dD (permil),year (AD)
-232.352117,2000.9904
-232.673616,2000.97125
-207.342519,2000.9521
-198.432864,2000.93295
-192.896779,2000.9138
-192.484043,2000.8946
-200.67467,2000.87545
-209.795037,2000.8563
-270.496476,2000.83715
-251.364015,2000.818
-243.754477,2000.7988
-241.464881,2000.77965
-250.004161,2000.7605
-233.293804,2000.74135
-253.932751,2000.7222
-283.881053,2000.703
-282.558127,2000.68385
-265.881442,2000.6647
-272.458056,2000.64555
-274.763943,2000.6264
-287.43275,2000.60725
-293.309886,2000.5881
-298.024845,2000.5689
-302.523662,2000.54975
-271.790076,2000.5306
-237.899064,2000.51145
-233.4274,2000.4923
-239.714014,2000.4731
-263.864468,2000.45395
-270.057673,2000.4348
-256.681786,2000.41565
-251.16525,2000.3965
-245.721486,2000.3773
-246.528493,2000.35815
-255.375152,2000.339
-258.227372,2000.31985
-256.184331,2000.3007
-246.57737,2000.2815
-233.288375,2000.26235
-233.30358,2000.2432
-269.97922,2000.22405
-244.825312,2000.2049
-212.585644,2000.1857
-215.147335,2000.16655
-221.155627,2000.1474
-224.912703,2000.12825
-227.274262,2000.1091
-243.786788,2000.0899
-232.668094,2000.07075
-230.019859,2000.0516
-221.863121,2000.03245
-220.173357,2000.0133
-219.433409,1999.9833
-238.465437,1999.95265
-243.844124,1999.9321
-248.676504,1999.91155
-243.713226,1999.891
-241.763831,1999.87045
-223.495551,1999.84995
-226.998405,1999.82945
-231.862157,1999.8089
-234.855485,1999.78835
-233.32799,1999.7678
-239.819845,1999.74725
-222.531671,1999.72675
-229.816482,1999.70625
-231.010784,1999.6857
-243.847369,1999.6651
-251.034818,1999.64455
-252.841416,1999.62405
-246.005551,1999.60355
-223.731383,1999.583
-206.975452,1999.56245
-213.389418,1999.5419
-224.951648,1999.52135
-230.116139,1999.50085
-261.210186,1999.48035
-239.222694,1999.4598
-253.190837,1999.43925
-254.818938,1999.4187
-277.11907,1999.39815
-278.373953,1999.37765
-285.978975,1999.35715
-270.229115,1999.3366
-262.547285,1999.316
-286.370585,1999.29545
-292.118165,1999.27495
-302.145326,1999.2544
-299.771868,1999.23385
-284.916652,1999.2133
-274.977115,1999.19275
-261.729448,1999.17225
-263.567419,1999.15175
-270.209642,1999.1312
-279.49253,1999.11065
-275.486641,1999.0901
-272.895741,1999.06955
-263.213672,1999.04905
-260.605462,1999.0281
-240.419012,1998.91475
-242.590455,1998.87265
-248.508986,1998.83055
-262.777536,1998.7884
-280.064604,1998.74625
-281.526132,1998.70415
-271.061723,1998.66205
-267.621866,1998.61995
-264.015227,1998.57785
-253.356606,1998.53575
-237.167879,1998.49365
-235.546155,1998.45155
-249.541492,1998.40945
-264.176522,1998.36735
-263.641067,1998.32525
-250.210811,1998.2831
-238.533948,1998.24095
-226.594844,1998.19885
-207.616925,1998.15675
-192.795364,1998.11465
-196.198179,1998.0725
-206.458168,1998.0302
-217.504757,1997.9877
-219.899858,1997.9447
-217.307281,1997.90135
-218.952189,1997.8581
-226.045923,1997.81485
-230.719183,1997.77155
-226.530238,1997.72825
-220.522077,1997.685
-219.259989,1997.64175
-229.500119,1997.6061
-244.443298,1997.57815
-270.323278,1997.5426
-280.105202,1997.49935
-279.420521,1997.4561
-261.591417,1997.4129
-247.168155,1997.36965
-243.087507,1997.3264
-243.506653,1997.28315
-252.335073,1997.2399
-259.196135,1997.1967
-258.979978,1997.1535
-256.273079,1997.11025
-254.964068,1997.06705
-255.27349,1997.02415
-253.915103,1996.9819
-251.011798,1996.94055
-248.504597,1996.8996
-243.573586,1996.8586
-243.93019,1996.81765
-252.797012,1996.7767
-266.547665,1996.7357
-282.91195,1996.69475
-292.215475,1996.65385
-296.846938,1996.6129
-294.858734,1996.5719
-290.44233,1996.53095
-280.455,1996.49
-270.389113,1996.449
-262.818134,1996.40805
-251.799618,1996.3671
-236.998905,1996.3261
-224.695516,1996.28515
-214.052257,1996.2442
-211.885202,1996.20365
-222.749007,1996.1635
-235.429847,1996.1233
-248.873271,1996.08315
-253.523585,1996.043
-241.514367,1996.00195
-229.217515,1995.95935
-227.729949,1995.9159
-239.156217,1995.87225
-251.280709,1995.82865
-263.878368,1995.7851
-267.174068,1995.7415
-263.06048,1995.6979
-260.871397,1995.65425
-258.516541,1995.6106
-257.732686,1995.56705
-256.197912,1995.52345
-256.326359,1995.4798
-259.029229,1995.4362
-264.608428,1995.3926
-269.775938,1995.349
-274.379161,1995.30545
-274.139833,1995.26185
-272.833409,1995.2182
-264.68857,1995.1746
-246.048427,1995.131
-220.004482,1995.0874
-218.365414,1995.0438
-226.889,1995.0025
-229.780704,1994.96495
-227.195302,1994.9352
-222.040966,1994.9118
-220.301995,1994.8826
-224.802022,1994.8477
-231.99394,1994.8128
-238.161579,1994.77785
-244.25127,1994.74295
-253.582869,1994.70805
-261.449956,1994.67315
-265.244074,1994.63825
-267.011589,1994.60335
-268.165414,1994.5684
-268.148946,1994.53345
-267.969,1994.49855
-264.851049,1994.4636
-259.481538,1994.4287
-251.10286,1994.3938
-244.10416,1994.35885
-245.352399,1994.32395
-248.230923,1994.28905
-246.141742,1994.2541
-239.218794,1994.21915
-240.221117,1994.18425
-244.580621,1994.14935
-244.705907,1994.1144
-241.493021,1994.07945
-238.306364,1994.0445
-239.957612,1994.00885
-247.890379,1993.96985
-261.605247,1993.92815
-274.517987,1993.88645
-281.063967,1993.84475
-277.420512,1993.80305
-267.090101,1993.76135
-262.290444,1993.7265
