d18O (permil),year (AD)
-14.3847,1995
-15.7841,1994
-17.0533,1993
-17.0825,1992
-16.39,1991
-16.9133,1990
-18.7938,1989
-18.8645,1988
-18.6275,1987
-16.382,1986
-14.0578,1985
-17.163,1984
-18.3,1983
-18.3994,1982
-17.2313,1981
-17.1531,1980
-16.9722,1979
-16.8421,1978
-16.8593,1977
-17.3762,1976
-18.0308,1975
-18,1974
-15.9955,1973
-17.1777,1972
-17.0809,1971
-18.4617,1970
-17.465,1969
-17.6983,1968
-17.7856,1967
-18.7383,1966
-18.0233,1965
-17.9283,1964
-16.9909,1963
-16.5617,1962
-17.0456,1961
-17.0533,1960
-17.518,1959
-15.9979,1958
-17.1509,1957
-16.8,1956
-15.55,1955
-15.9957,1954
-16.0275,1953
-17.0133,1952
-14.6058,1951
-16.978,1950
-16.435,1949
-17.4035,1948
-17.0389,1947
-16.5285,1946
-16.0075,1945
-16.073,1944
-16.7573,1943
-16.8487,1942
-18.1322,1941
-17.4893,1940
-16.772,1939
-16.7214,1938
-16.5044,1937
-15.43,1936
-15.9911,1935
-16.7444,1934
-15.1006,1933
-16.81,1932
-16.77,1931
-15.1813,1930
-15.4991,1929
-16.9992,1928
-17.8043,1927
-15.9417,1926
-16.988,1925
-17.9337,1924
-16.4318,1923
-17.4482,1922
-15.7456,1921
-15.24,1920
-16.1942,1919
-16.2022,1918
-18.3981,1917
-18.3712,1916
-17.8714,1915
-17.1467,1914
-16.0069,1913
-16.8917,1912
-15.76,1911
-17.1375,1910
-16.9583,1909
-17.986,1908
-18.7747,1907
-18.6816,1906
-19.1989,1905
-19.9144,1904
-19.768,1903
-21.8333,1902
-20.9,1901
-18.6639,1900
-18.8228,1899
-18.523,1898
-17.6171,1897
-17.6822,1896
-18.045,1895
-19.8977,1894
-19.9371,1893
-18.7478,1892
-17.3554,1891
-18.81,1890
-18.74,1889
-17.4274,1888
-18.608,1887
-18.8919,1886
-18.8229,1885
-19.6494,1884
-20.408,1883
-19.0229,1882
-18.8258,1881
-19.9487,1880
-19.3019,1879
-20.2917,1878
-19.6941,1877
-19.3783,1876
-18.2275,1875
-18.0675,1874
-17,1873
-17.1625,1872
-17.936,1871
-18.7281,1870
-20.1286,1869
-17.7258,1868
-18.5919,1867
-19.37,1866
-19.208,1865
-20.164,1864
-17.4661,1863
-19.6911,1862
-17.8686,1861
-18.4443,1860
-20.1244,1859
-19.6927,1858
-19.2678,1857
-18.33,1856
-17.9675,1855
-18.7621,1854
-19.31,1853
-17.7836,1852
-17.6279,1851
-18.9838,1850
-19.721800000000002,1849
-19.1364,1848
-18.2922,1847
-18.6523,1846
-17.7368,1845
-19.28,1844
-19.1192,1843
-20.8918,1842
-18.9839,1841
-18.472,1840
-19,1839
-20.7207,1838
-20.1623,1837
-21.3593,1836
-20.5742,1835
-20.324,1834
-19.285,1833
-19.69,1832
-18.7794,1831
-18.6355,1830
-17.3263,1829
-19.162,1828
-20.2372,1827
-20.3438,1826
-16.9959,1825
-17.62,1824
-19.03,1823
-19.625,1822
-17.8047,1821
-20.0047,1820
-20.9747,1819
-21.5707,1818
-22.2973,1817
-21.9994,1816
-21.9943,1815
-20.162,1814
-18.71,1813
-20.8529,1812
-19.9444,1811
-20.11,1810
-19.1783,1809
-21.701,1808
-19.5169,1807
-18.6208,1806
-19.1,1805
-19.7036,1804
-19.4914,1803
-20.3914,1802
-21.1127,1801
-19.466,1800
-19.1867,1799
-18.4544,1798
-18.1571,1797
-18.1655,1796
-19.9488,1795
-19.67,1794
-20.4258,1793
-21.159,1792
-20.9023,1791
-19.9575,1790
-20.48,1789
-19.6557,1788
-20.7,1787
-21.16,1786
-19.96,1785
-21.4725,1784
-20.6571,1783
-20.5377,1782
-20.6976,1781
-20.8918,1780
-19.1293,1779
-18.03,1778
-19.5746,1777
-20.7092,1776
-20.8444,1775
-20.2226,1774
-19.8345,1773
-21.5111,1772
-19.5175,1771
-21.8718,1770
-22.0209,1769
-22.0118,1768
-18.4071,1767
-19.2938,1766
-21.4311,1765
-19.2342,1764
-19.805,1763
-19.9675,1762
-19.6818,1761
-18.466,1760
-20.0925,1759
-22.147,1758
-19.5106,1757
-19.2318,1756
-19.1847,1755
-20.3657,1754
-18.9127,1753
-16.6347,1752
-17.6506,1751
-18.9627,1750
-17.1444,1749
-19.4956,1748
-19.4764,1747
-16.51,1746
-18.1,1745
-18.1791,1744
-19.2838,1743
-20.141,1742
-18.5192,1741
-19.3956,1740
-19.4167,1739
-20.2615,1738
-21.0383,1737
-19.4621,1736
-17.5657,1735
-18.2593,1734
-20.0271,1733
-19.215,1732
-18.0232,1731
-18.9658,1730
-19.1755,1729
-19.7324,1728
-19.3509,1727
-18.777,1726
-17.8367,1725
-18.7433,1724
-17.585,1723
-19.6367,1722
-18.4183,1721
-19.0876,1720
-20.0742,1719
-20.4955,1718
-18.9833,1717
-18.1254,1716
-18.4164,1715
-17.75,1714
-18.4822,1713
-19.1843,1712
-19.7178,1711
-18.957,1710
-19.6527,1709
-19.7907,1708
-20.8677,1707
-22.6214,1706
-20.4443,1705
-19.601,1704
-18.28,1703
-18.5389,1702
-18.8518,1701
-19.602,1700
-19.9244,1699
-19.813,1698
-19.3777,1697
-18.7522,1696
-18.6933,1695
-19.42,1694
-19.2147,1693
-19.83,1692
-20.0493,1691
-20.7989,1690
-20.7259,1689
-20.5259,1688
-17.8507,1687
-18.4386,1686
-18.3753,1685
-17.1807,1684
-18.3894,1683
-20.6443,1682
-18.895,1681
-17,1680
-17.288,1679
-19.2938,1678
-17.792,1677
-19.8386,1676
-20.0693,1675
-18.9065,1674
-18.8225,1673
-19.0225,1672
-19.6187,1671
-18.71,1670
-20.0756,1669
-21.2344,1668
-20.1943,1667
-18.9838,1666
-18.0027,1665
-21.0333,1664
-18.6707,1663
-21.04,1662
-20.8279,1661
-20.574,1660
-20.175,1659
-21.9545,1658
-17.8382,1657
-18.5212,1656
-18.9467,1655
-19.436,1654
-18.7911,1653
-17.5023,1652
-17.58,1651
-18.1887,1650
-19.3993,1649
-21.3089,1648
-19.6088,1647
-17.2427,1646
-17.9271,1645
-17.9418,1644
-17.9111,1643
-17.5897,1642
-17.9118,1641
-17.9815,1640
-17.6123,1639
-18.8461,1638
-17.4014,1637
-18.1857,1636
