d18O (permil),year (AD),depth (cm)
-4.05,2001.6,270
-5.8,1850.48,280
-2.43,1710.66,290
-3.87,1683.95,292
-3.7,1580.97,300
-4.13,1460.22,310
-0.08,1391.58,316
-1.94,1303.95,324
-5.58,1240.84,330
-4.62,1179.67,336
-3.73,1100.69,344
NA,1043.07,350
-6.14,949.34,360
-0.7,857.47,370
-5.51,766.28,380
-4.11,674.6,390
-3.24,600.1,398
-2.57,504.55,408
NA,425.43,416
NA,343.27,424
NA,257.47,432
-0.77,167.42,440
NA,23.07,452
-3.44,-53.84,458
0.36,-189.9,468
0.2,-276.69,474
0.58,-367.64,480
-1.78,-463.03,486
1.47,-563.1,492
0.37,-632.54,496
0.83,-778.31,504
2.53,-933.75,512
0.87,-1099.49,520
NA,-1276.12,528
-1.53,-1513.15,538
-2.21,-1716.49,546
0.22,-1822.95,550
-1.16,-1960.65,555
NA,-2103.65,560
NA,-2282.43,566
NA,-2469.29,572
-0.24,-2731.44,580
1.79,-3080.9,590
2.65,-3378.61,598
1.12,-3612.88,604
NA,-3856.84,610
1.65,-4285.68,620
-3.77,-4743.34,630
NA,-5231,640
-1.22,-5857.46,652
0.99,-6301.04,660
0.5,-6885.79,670
-2.47,-7505.25,680
0.64,-8160.62,690
-0.31,-8853.07,700
-0.61,-9286.83,706
0.42,-9887.04,714
-0.05,-10512.8,722
-0.42,-10835.45,726
-0.2,-11164.71,730
0.13,-11843.37,738
-0.19,-12549.39,746
-0.39,-13661.03,758
0.81,-14438.09,766
0.94,-15659.12,778
