d18O (permil),year (AD)
-34.9189231,1990.838
-35.35900365,1986.873
-36.6965592,1982.559
-35.0761441,1977.919
-34.9706568,1972.973
-37.2753131,1967.739
-33.818111,1962.234
-33.8858349,1956.4735
-35.1174737,1950.47217
-35.3170125,1944.2433
-36.3352827,1937.799
-38.2466737,1931.152
-36.1012683,1924.311
-36.8532479,1917.287
-35.3006379,1910.09
-36.399698,1902.728
-36.020519,1895.209
-35.9753542,1887.215
-36.6845696,1878.891
-36.6096254,1870.604
-35.8862272,1862.356
-36.0558884,1854.117
-37.5666258,1845.89
-37.3829331,1837.67
-35.9469284,1829.48
-35.2056930666667,1821.37
-35.8384162,1813.53
-36.3665789,1805.57
-35.1212136666667,1797.08
-37.9976854,1788.35
-36.5198481,1779.49
-36.5681258,1770.56
-36.0300756,1761.58
-35.7344294,1752.43
-36.6332538,1743.05
-36.2412144,1733.57
-35.4585837,1724.1
-37.4203914,1714.66
-36.4942195,1705.31
-36.18069125,1696.05
-35.433658,1686.89
-36.79063075,1677.74
-36.483226,1668.47
-36.13280825,1659.09
-36.48869025,1649.68
-35.45014825,1640.45
-37.06242055,1631.54
-37.84,1622.67
-35.9317060333333,1612.14
-35.93372865,1601.4
-37.1083278666667,1590.73
-36.5165096666667,1580.16
-36.7011812333333,1569.67
-35.1138393666667,1559.26
-36.7905118666667,1548.91
-37.6669434666667,1538.63
-37.3226371,1528.39
-36.240222,1518.17
-38.6603373,1507.95
-35.4918295,1497.66
-36.4487552,1487.24
-36.3606924,1476.52
-37.3336109,1465.27
-38.2836426,1453.67
-36.2238531,1442.37
-35.9003568,1431.41
-35.0125849,1420.69
-36.5911154,1410.16
-36.0292898,1399.77
-36.3738516,1389.49
-37.0381595,1379.29
-35.7005093,1369.17
-37.0139362,1359.11
-35.7130738,1349.1
-36.14725945,1339.13
-36.2649637,1329.27
-36.88832035,1319.54
-36.084667,1309.9
-35.93579935,1300.26
-36.335812,1290.47
-36.7656146,1280.41
-36.72655375,1270.23
-35.6944231,1256.43
-36.15857455,1244.39
-36.552742,1232.34
-36.5869054,1220.1
-36.8075344,1207.69
-35.62267,1195.27
-35.729692,1183.27
-36.4505475,1171.51
-36.11288,1159.74
-37.35824735,1147.99
-36.1944217,1136.24
-36.5060593666667,1124.51
-34.6547187,1112.78
-35.85697835,1101.06
-35.66834165,1089.35
-37.66342535,1077.65
-35.33719065,1065.96
-36.1327436,1054.28
-34.6660118333333,1042.61
-36.70330985,1030.95
-36.8262978,1019.29
-36.00828435,1007.64
-36.6338575,996.01
-37.10805145,984.38
-36.34899185,972.75
-34.97649515,961.14
-36.2109962,949.5
-37.0752056,937.9
-36.0135742,926.3
-36.1363985,914.8
-36.5766135,903.2
-36.9856115,891.6
-36.8748281,880
-36.2002802,868.5
-35.7657136,856.9
-36.56312,845.3
-37.3995562,833.8
-36.2228937,822.2
-35.150434,810.6
-37.014192,798.9
-36.0888364,787.2
-35.4941419,775.4
-36.1533866,763.2
-36.2704439333333,750.1
-36.0812342,736.5
-36.2846437,722.6
-35.6674197,708.7
-35.48147305,695
-35.3434758,682.1
-37.31587305,669.6
-36.4079956,657.5
-36.9192556,645.6
-36.54229155,633.9
-36.92074515,622.5
-35.8555621,611.3
-36.2407163333333,600.2
-36.8081324,589.4
-35.537855,578.8
-36.24588525,568.4
-33.56044555,557.7
-35.89267835,544.6
-35.4118825,530.8
-36.289241,516.9
-36.25876485,503.1
-37.87479965,489.4
-36.53054215,475.8
-36.231001,462.3
-35.66436025,448.9
-35.90442025,435.6
-35.18423525,422.4
-36.3610335,409.3
-36.79163875,396.2
-35.425801,383.2
-35.32022525,370.1
-35.5481447,357
-37.7123904,343.8
-36.54653005,330.6
-36.10477975,317.3
-36.07846225,304
-36.86966275,290.7
-36.30051825,277.3
-34.6242088333333,263.9
-35.4957442333333,250.3
-34.8088691,236.5
-36.2997652,222.7
-36.7303307333333,208.8
-36.4154793,195.1
-36.9465141666667,181.5
-35.5486460333333,168.1
-35.1471458666667,154.8
-34.3706451,141.7
-35.9654496,128.6
-35.4125211666667,115.7
-36.0599161666667,102.7
-36.4717875,89.7
-35.336543,76.5999999999999
-34.6467535,63.2
-36.22064895,49.0999999999999
-35.4807211,34.4000000000001
-37.0903515,19.2
-36.4110768,4.29999999999995
