d18O (permil),year (AD),depth (m)
-30.17,-3460,NA
-30.17,-3480,NA
-30.17,-3500,NA
-30.17,-3520,NA
-30.17,-3540,NA
-30.17,-3560,NA
-30.17,-3580,NA
-30.17,-3600,NA
-30.17,-3620,NA
-30.17,-3640,NA
-30.17,-3660,NA
-30.17,-3680,NA
-30.17,-3700,NA
-30.17,-3720,NA
-30.17,-3740,NA
-30.17,-3760,NA
-30.17,-3780,NA
-30.17,-3800,NA
-30.17,-3820,NA
-30.17,-3840,NA
-30.17,-3860,NA
-30.17,-3880,NA
-30.17,-3900,NA
-30.17,-3920,NA
-30.17,-3940,NA
-30.17,-3960,NA
-30.17,-3980,NA
-30.17,-4000,NA
-30.17,-4020,NA
-30.17,-4040,NA
-30.17,-4060,NA
-30.17,-4080,NA
-30.17,-4100,NA
-30.17,-4120,NA
-30.17,-4140,NA
-30.17,-4160,NA
-30.17,-4180,NA
-30.17,-4200,NA
-30.17,-4220,NA
-30.17,-4240,NA
-30.17,-4260,NA
-30.17,-4280,NA
-30.17,-4300,NA
-30.17,-4320,NA
-30.17,-4340,NA
-30.17,-4360,NA
-30.17,-4380,NA
-30.17,-4400,NA
-30.17,-4420,NA
-30.17,-4440,NA
-30.17,-4460,NA
-30.17,-4480,NA
-30.17,-4500,NA
-30.17,-4520,NA
-30.17,-4540,NA
-30.17,-4560,NA
-30.17,-4580,NA
-30.17,-4600,NA
-30.17,-4620,NA
-30.17,-4640,NA
-30.17,-4660,NA
-30.17,-4680,NA
-30.17,-4700,NA
-30.17,-4720,NA
-30.17,-4740,NA
-30.17,-4760,NA
-30.17,-4780,NA
-30.17,-4800,NA
-30.17,-4820,NA
-30.17,-4840,NA
-30.17,-4860,NA
-30.17,-4880,NA
-30.17,-4900,NA
-30.17,-4920,NA
-30.17,-4940,NA
-30.17,-4960,NA
-30.17,-4980,NA
-30.17,-5000,NA
-30.17,-5020,NA
-30.17,-5040,NA
-30.17,-5060,NA
-30.17,-5080,NA
-30.17,-5100,NA
-30.17,-5120,NA
-30.17,-5140,NA
-30.17,-5160,NA
-30.17,-5180,NA
-30.17,-5200,NA
-30.17,-5220,NA
-30.17,-5240,NA
-30.17,-5260,NA
-30.17,-5280,NA
-30.17,-5300,NA
-30.17,-5320,NA
-30.17,-5340,NA
-30.17,-5360,NA
-30.17,-5380,NA
-30.17,-5400,NA
-30.17,-5420,NA
-30.17,-5440,NA
-30.17,-5460,NA
-30.17,-5480,NA
-30.17,-5500,NA
-30.17,-5520,NA
-30.17,-5540,NA
-30.17,-5560,NA
-30.17,-5580,NA
-30.17,-5600,NA
-30.17,-5620,NA
-30.17,-5640,NA
-30.17,-5660,NA
-30.17,-5680,NA
-30.17,-5700,NA
-30.17,-5720,NA
-30.17,-5740,NA
-30.17,-5760,NA
-30.17,-5780,NA
-30.17,-5800,NA
-30.17,-5820,NA
-30.17,-5840,NA
-30.17,-5860,NA
-30.17,-5880,NA
-30.17,-5900,NA
-30.17,-5920,NA
-30.17,-5940,NA
-30.17,-5960,NA
-30.17,-5980,NA
-30.17,-6000,NA
-30.17,-6020,NA
-30.17,-6040,NA
-30.17,-6060,NA
-30.17,-6080,NA
-30.17,-6100,NA
-30.17,-6120,NA
-30.17,-6140,NA
-30.17,-6160,NA
-30.17,-6180,NA
-30.17,-6200,NA
-30.17,-6220,NA
-30.17,-6240,NA
-30.17,-6260,NA
-30.17,-6280,NA
-30.17,-6300,NA
-30.17,-6320,NA
-30.17,-6340,NA
-30.17,-6360,NA
-30.17,-6380,NA
-30.17,-6400,NA
-30.17,-6420,NA
-30.17,-6440,NA
-30.17,-6460,NA
-30.17,-6480,NA
-30.17,-6500,NA
-30.17,-6520,NA
-30.17,-6540,NA
-30.17,-6560,NA
-30.17,-6580,NA
-30.17,-6600,NA
-30.17,-6620,NA
-30.17,-6640,NA
-30.17,-6660,NA
-30.17,-6680,NA
-30.17,-6700,NA
-30.17,-6720,NA
-30.17,-6740,NA
-30.17,-6760,NA
-30.17,-6780,NA
-30.17,-6800,NA
-30.17,-6820,NA
-30.17,-6840,NA
-30.17,-6860,NA
-30.17,-6880,NA
-30.17,-6900,NA
-30.17,-6920,NA
-30.17,-6940,NA
-30.17,-6960,NA
-30.17,-6980,NA
-30.17,-7000,NA
-30.17,-7020,NA
-30.17,-7040,NA
-30.17,-7060,NA
-30.17,-7080,NA
-30.17,-7100,NA
-30.17,-7120,NA
-30.17,-7140,NA
-30.17,-7160,NA
-30.17,-7180,NA
-30.17,-7200,NA
-30.17,-7220,NA
-30.17,-7240,NA
-30.17,-7260,NA
-30.17,-7280,NA
-30.17,-7300,NA
-30.17,-7320,NA
-30.17,-7340,NA
-30.17,-7360,NA
-30.17,-7380,NA
-30.17,-7400,NA
-30.17,-7420,NA
-30.17,-7440,NA
-30.17,-7460,NA
-30.17,-7480,NA
-30.17,-7500,NA
-30.17,-7520,NA
-30.17,-7540,NA
-30.17,-7560,NA
-30.17,-7580,NA
-30.17,-7600,NA
-30.17,-7620,NA
-30.17,-7640,NA
-30.17,-7660,NA
-30.17,-7680,NA
-30.17,-7700,NA
-30.17,-7720,NA
-30.17,-7740,NA
-30.17,-7760,NA
-30.17,-7780,NA
-30.17,-7800,NA
-30.17,-7820,NA
-30.17,-7840,NA
-30.17,-7860,NA
-30.17,-7880,NA
-30.17,-7900,NA
-30.17,-7920,NA
-30.17,-7940,NA
-30.17,-7960,NA
-30.17,-7980,NA
-30.17,-8000,NA
-30.17,-8020,NA
-30.17,-8040,NA
-30.17,-8060,NA
-30.17,-8080,NA
-30.17,-8100,NA
-30.17,-8120,NA
-30.17,-8140,NA
-30.17,-8160,NA
-30.17,-8180,NA
-30.17,-8200,NA
-30.17,-8220,NA
-30.17,-8240,NA
-30.17,-8260,NA
-30.17,-8280,NA
-30.17,-8300,NA
-30.17,-8320,NA
-30.17,-8340,NA
-30.17,-8360,NA
-30.17,-8380,NA
-30.17,-8400,NA
-30.17,-8420,NA
-30.17,-8440,NA
-30.17,-8460,NA
-30.17,-8480,NA
-30.17,-8500,NA
-30.17,-8520,NA
-30.17,-8540,NA
-30.17,-8560,NA
-30.17,-8580,NA
-30.17,-8600,NA
-30.17,-8620,NA
-30.17,-8640,NA
-30.17,-8660,NA
-30.17,-8680,NA
-30.17,-8700,NA
-30.17,-8720,NA
-30.17,-8740,NA
-30.17,-8760,NA
-30.17,-8780,NA
-30.17,-8800,NA
-30.17,-8820,NA
-30.17,-8840,NA
-30.17,-8860,NA
-30.17,-8880,NA
-30.17,-8900,NA
-30.17,-8920,NA
-30.17,-8940,NA
-30.17,-8960,NA
-30.17,-8980,NA
-30.17,-9000,NA
-30.17,-9020,NA
-30.17,-9040,NA
-30.17,-9060,NA
-30.17,-9080,NA
-30.17,-9100,NA
-30.17,-9120,NA
-30.17,-9140,NA
-30.17,-9160,NA
-30.17,-9180,NA
-30.17,-9200,NA
-30.17,-9220,NA
-30.17,-9240,NA
-30.17,-9260,NA
-30.17,-9280,NA
-30.17,-9300,NA
-30.17,-9320,NA
-30.17,-9340,NA
-30.17,-9360,NA
-30.17,-9380,NA
-30.17,-9400,NA
-30.17,-9420,NA
-30.17,-9440,NA
-30.17,-9460,NA
-30.17,-9480,NA
-30.17,-9500,NA
-30.17,-9520,NA
-30.17,-9540,NA
-30.17,-9560,NA
-30.17,-9580,NA
-30.17,-9600,NA
-30.17,-9620,NA
-30.17,-9640,NA
-30.17,-9660,NA
-30.17,-9680,NA
-30.17,-9700,NA
