d18O (permil),year (AD)
-55.065822490956,1875
-55.1154192377679,1868.6
-55.6394248489274,1862.18
-54.7707458375171,1855.15
-56.1372991726192,1846.87
-56.2137508853517,1838.96
-56.9848447390365,1830.35
-55.4446125699035,1822.69
-54.8143611684261,1815
-56.8462090953418,1805.44
-57.0984065195951,1795.28
-56.009065937935,1785
-56.9504410344508,1777.57
-55.0200076119873,1770.11
-56.4701676823381,1762.57
-54.0864977904293,1755
-55.4525977346682,1746.68
-55.4530893143531,1738.73
-55.9849785333766,1730.75
-55.0180412932479,1722.31
-57.0202211017977,1713.82
-57.1028108193805,1705.29
-56.378184368684,1697.58
-56.7906413511361,1691.74
-55.9848999992422,1685
-55.7150086007129,1672.51
-55.9185332618989,1660.6
-56.7980154330631,1649.39
-55.8757635867221,1637.5
-56.8388186863926,1625.81
-55.6532497451852,1615.36
-55.6301450426842,1605
-54.9635497960605,1595.53
-56.2495477054761,1586.02
-56.5125480424552,1576.93
-55.574103849384,1566.66
-53.6731275819107,1555.42
-54.7836280702019,1544.14
-56.5400770496904,1533.38
-56.106986775151,1522.81
-55.1598903571539,1512.08
-56.2792954301623,1501.53
-56.0211980813133,1490.23
-57.2728473197319,1479.01
-57.3559300853615,1467.73
-57.142077996315,1456.28
-56.3274736019475,1445
-54.4583571822822,1435.18
-56.0752756210721,1425.43
-56.6160510186607,1415.64
-55.8903405803187,1405.81
-56.4305392510503,1396.43
-53.2769405897072,1387.5
-53.9194586645904,1379.04
-54.3825436122108,1371.45
-54.807283946334,1362.83
-55.273810077217,1354.08
-55.5633610688821,1345.39
-55.8765087457762,1337.09
-56.2152194983351,1329.77
-55.3910057874247,1321.61
-56.2795267761686,1313.32
-55.8267589319998,1305
-54.3902902667869,1295.95
-55.5534267698306,1286.31
-55.4339668500337,1275.51
-55.8674202241898,1266.65
-56.3106541531317,1258.53
-54.4993276789965,1248.9
-55.9213541348102,1238.14
-55.6200398529527,1227.62
-56.1966167740274,1217.52
-57.23966556049,1208.51
-56.4414039067599,1199.01
-54.8458636801541,1188.13
-56.7958045547522,1177.2
-56.3586320023837,1166.58
-55.222894904985,1155.92
-54.2662346628881,1145
NA,1132.24
-56.6667341295681,1120.94
-56.4283064741637,1109.61
-56.589552393695,1095.98
-54.9643115096392,1082.3
-55.1157253609064,1069.95
-54.6668914446501,1057.57
-55.6550143051923,1045
-53.7723677884917,1035.11
-54.5357878579487,1024.84
-55.2918342628584,1015
-55.2731543126721,1005.28
-55.7671898373367,995.05
-54.9840666477038,984.675
-54.7162134144617,973.55
-56.1178529032951,963.596
-55.9637842051635,953.609
-55.4727348330838,942.755
-55.9097379628977,933.078
-55.5179239197582,923.62
-54.7421616110076,914.138
-55.6344357493993,905
-55.9480836283492,894.786
-54.793289164943,884.166
-56.3482550601128,874.158
-55.4624936479677,864.257
-58.1814271768289,853.685
-55.4521723167844,842.701
-56.4675947084379,831.038
-56.2606765928105,819.217
-55.9421898020111,808.667
-56.3516026056159,797.437
-57.2741330166197,785
-55.5740623231396,770.021
-55.4487318730565,755
-55.4552895077096,746.025
-55.2483390595998,737.917
-54.2730666390539,729.79
-54.3472935218677,720.65
-56.0181357383169,712.088
-55.1632976640582,703.502
-56.0363237824501,695
