d18O (permil),year (AD)
-42.11,1939.3
-38.98,1937.98371355694
-35.87,1936.6625519789
-39.19,1935.37064121071
NA,1934.07873044252
-38.85,1932.78681967433
-37.4,1931.50465917609
-43.19,1930.22249867785
-41.86,1928.95008844955
-41.79,1927.67767822126
-39.49,1926.41501826292
-37.57,1925.15235830457
-37.31,1923.89944861618
-38.46,1922.64653892778
-41.85,1921.40337950933
-38.86,1920.16022009088
-36.64,1918.92681094239
-39.32,1917.69340179389
-41.89,1915.24608403679
-41.21,1914.03217542818
-40.09,1912.81826681958
-39,1911.60923334596
-40.06,1910.40019987233
-40.86,1909.20091666865
-40.58,1908.00163346497
-38.19,1906.81210053124
-41.25,1905.62256759751
-40.49,1904.34040709927
-40.37,1903.25325174825
-41.15,1901.66062937063
-40.56,1900.06800699301
-39.98,1898.47538461538
-38.22,1897.12727272727
-38.54,1895.30996503496
-36.33,1893.73716783217
-40.6,1892.10489510489
-40.9,1890.60479020979
-40.72,1889.04520979021
-40.23,1887.61118881119
-39.28,1885.94587412587
-42.24,1884.52371020856
-39.68,1883.24489571899
-40.67,1881.98254665203
-39.56,1880.72019758507
-44.53,1879.22733260154
-38.51,1878.20647639956
-39.8,1876.95510428101
-43.51,1875.71470911087
-41.14,1874.47431394072
-36.48,1873.23391877058
-39.29,1871.92766190999
-41.38,1870.77508232711
-41.63,1869.54566410538
-39.16,1868.32722283205
-40.21,1867.10878155873
-42.67,1865.8903402854
-40.43,1864.68836443469
NA,1863.48638858397
-40.13,1862.28441273326
-42.89,1860.95071350165
-40.94,1859.90241492865
-42.3,1858.71141602634
-41.96,1857.53139407245
-40.62,1856.35137211855
-42.59,1855.17683863886
-41.7,1854.00230515917
-40.78,1852.82777167947
-42.21,1851.65323819978
-40.51,1850.4951701427
-41.56,1849.33710208562
-40.3,1848.05279912184
-40.3,1847.03194291987
-39.47,1845.8848518112
-42.63,1844.73776070252
-40.74,1843.59615806806
-39.63,1842.45455543359
-39.79,1841.35686059276
-41.54,1840.18232711306
-43.61,1838.99681668496
-40.25,1837.92107574094
-41.1,1836.80142700329
