d18O (permil),year (AD),depth (m)
-27.18,1960,NA
-27.03,1940,NA
-27.24,1920,NA
-27.25,1900,NA
-27.67,1880,NA
-28.49,1860,NA
-28.02,1840,NA
-27.84,1820,NA
-27.8,1800,NA
-27.62,1780,NA
-27.62,1760,NA
-28.31,1740,NA
-28.47,1720,NA
-28.55,1700,NA
-28.53,1680,NA
-28.02,1660,NA
-28.36,1640,NA
-27.79,1620,NA
-28.14,1600,NA
-27.72,1580,NA
-28.36,1560,NA
-27.97,1540,NA
-28.12,1520,NA
-28.76,1500,NA
-28.05,1480,NA
-27.86,1460,NA
-27.62,1440,NA
-27.81,1420,NA
-28.05,1400,NA
-27.89,1380,NA
-27.85,1360,NA
-28.15,1340,NA
-28.14,1320,NA
-27.43,1300,NA
-27.82,1280,NA
-28.23,1260,NA
-28.01,1240,NA
-27.68,1220,NA
-27.6,1200,NA
-27.57,1180,NA
-28.1,1160,NA
-27.58,1140,NA
-27.15,1120,NA
-28.45,1100,NA
-28.25,1080,NA
-28.11,1060,NA
-27.67,1040,NA
-27.55,1020,NA
-27.86,1000,NA
-27.81,980,NA
-27.51,960,NA
-27.49,940,NA
-27.26,920,NA
-27.86,900,NA
-27.69,880,NA
-26.9,860,NA
-26.87,840,NA
-28.12,820,NA
-27.46,800,NA
-27.36,780,NA
-27.75,760,NA
-27.48,740,NA
-28.08,720,NA
-27.63,700,NA
-27.13,680,NA
-27,660,NA
-27.61,640,NA
-27.91,620,NA
-27.92,600,NA
-27.55,580,NA
-27.91,560,NA
-27.92,540,NA
-27.62,520,NA
-27.82,500,NA
-27.75,480,NA
-27.45,460,NA
-27.27,440,NA
-27.09,420,NA
-27.17,400,NA
-27.66,380,NA
-27.28,360,NA
-27.3,340,NA
-27.18,320,NA
-27.33,300,NA
-27.42,280,NA
-27.52,260,NA
-27.05,240,NA
-27.31,220,NA
-27.31,200,NA
-27.33,180,NA
-27.63,160,NA
-27.68,140,NA
-27.59,120,NA
-27.82,100,NA
-27.23,80,NA
-27.53,60,NA
-27.94,40,NA
-28.58,20,NA
-28.09,0,NA
-27.44,-20,NA
-26.86,-40,NA
-27.36,-60,NA
-26.71,-80,NA
-27.25,-100,NA
-27.36,-120,NA
-27.57,-140,NA
-27.42,-160,NA
-27.39,-180,NA
-27.55,-200,NA
-27.63,-220,NA
-27.8,-240,NA
-28.03,-260,NA
-27.88,-280,NA
-28.16,-300,NA
-28.2,-320,NA
-27.48,-340,NA
-26.71,-360,NA
-27.1,-380,NA
-26.87,-400,NA
-26.9,-420,NA
-27.05,-440,NA
-26.9,-460,NA
-27.21,-480,NA
-27.39,-500,NA
-26.99,-520,NA
-27.02,-540,NA
-27.19,-560,NA
-27.24,-580,NA
-27.07,-600,NA
-27.56,-620,NA
-28.08,-640,NA
-27.46,-660,NA
-28.31,-680,NA
-27.79,-700,NA
-27.82,-720,NA
-27.22,-740,NA
-26.44,-760,NA
-26.63,-780,NA
-27.78,-800,NA
-27.64,-820,NA
-27.46,-840,NA
-27.44,-860,NA
-26.97,-880,NA
-27.11,-900,NA
-26.82,-920,NA
-26.79,-940,NA
-27.8,-960,NA
-26.43,-980,NA
-27.13,-1000,NA
-27.15,-1020,NA
-26.57,-1040,NA
-27.54,-1060,NA
-26.57,-1080,NA
-27.32,-1100,NA
-27.46,-1120,NA
-27.61,-1140,NA
-26.8,-1160,NA
-26.99,-1180,NA
-26.77,-1200,NA
-26.66,-1220,NA
-26.41,-1240,NA
-27.18,-1260,NA
-27.17,-1280,NA
-26.77,-1300,NA
-27.02,-1320,NA
-27.31,-1340,NA
-27.45,-1360,NA
-27,-1380,NA
-27.63,-1400,NA
-27.12,-1420,NA
-27.27,-1440,NA
-26.62,-1460,NA
-26.71,-1480,NA
-27.23,-1500,NA
-27.28,-1520,NA
-27,-1540,NA
-27.22,-1560,NA
-27.42,-1580,NA
-27.04,-1600,NA
-27.47,-1620,NA
-27.88,-1640,NA
-27.65,-1660,NA
-27.25,-1680,NA
-27.06,-1700,NA
-27.14,-1720,NA
-26.91,-1740,NA
-27.25,-1760,NA
-27.49,-1780,NA
-27.43,-1800,NA
-27.17,-1820,NA
-27.68,-1840,NA
-27.35,-1860,NA
-27.43,-1880,NA
-26.81,-1900,NA
-27.16,-1920,NA
-27.22,-1940,NA
-27.35,-1960,NA
-27.01,-1980,NA
-27.34,-2000,NA
-27.46,-2020,NA
-27.01,-2040,NA
-27.23,-2060,NA
-26.74,-2080,NA
-26.81,-2100,NA
-27,-2120,NA
-27.03,-2140,NA
-27.1,-2160,NA
-26.44,-2180,NA
-26.23,-2200,NA
-26.63,-2220,NA
-26.74,-2240,NA
-26.66,-2260,NA
-27.16,-2280,NA
-27.76,-2300,NA
-27.57,-2320,NA
-28.03,-2340,NA
-27.13,-2360,NA
-27.07,-2380,NA
-27.49,-2400,NA
-26.93,-2420,NA
-27.31,-2440,NA
-27.17,-2460,NA
-26.88,-2480,NA
-27.36,-2500,NA
-27.31,-2520,NA
-26.78,-2540,NA
-27.45,-2560,NA
-26.78,-2580,NA
-26.54,-2600,NA
-27.01,-2620,NA
-27.05,-2640,NA
-26.9,-2660,NA
-26.46,-2680,NA
-26.77,-2700,NA
-26.77,-2720,NA
-26.44,-2740,NA
-26.28,-2760,NA
-26.69,-2780,NA
-26.68,-2800,NA
-26.83,-2820,NA
-27.55,-2840,NA
-26.93,-2860,NA
-27.22,-2880,NA
-27.37,-2900,NA
-27.19,-2920,NA
-26.36,-2940,NA
-26.36,-2960,NA
-26.49,-2980,NA
-26.15,-3000,NA
-26.33,-3020,NA
-26.66,-3040,NA
-27.06,-3060,NA
-26.86,-3080,NA
-26.61,-3100,NA
-26.85,-3120,NA
-26.69,-3140,NA
-26.99,-3160,NA
-26.65,-3180,NA
-26.33,-3200,NA
-27.36,-3220,NA
-26.71,-3240,NA
-26.7,-3260,NA
-26.93,-3280,NA
-26.97,-3300,NA
-26.86,-3320,NA
-26.44,-3340,NA
-26.34,-3360,NA
-26.71,-3380,NA
-26.64,-3400,NA
-26.65,-3420,NA
-26.57,-3440,NA
-26.38,-3460,NA
-26.71,-3480,NA
-26.72,-3500,NA
-26.5,-3520,NA
-26.34,-3540,NA
-26.31,-3560,NA
-26.67,-3580,NA
-26.58,-3600,NA
-26.63,-3620,NA
-26.43,-3640,NA
-26.51,-3660,NA
-26.82,-3680,NA
-26.41,-3700,NA
-26.56,-3720,NA
-26.7,-3740,NA
-26.4,-3760,NA
-26.23,-3780,NA
-26.45,-3800,NA
-26.36,-3820,NA
-26.44,-3840,NA
-26.79,-3860,NA
-27,-3880,NA
-26.49,-3900,NA
-26.38,-3920,NA
-26.6,-3940,NA
-26.53,-3960,NA
-26.72,-3980,NA
-27.17,-4000,NA
-27.43,-4020,NA
-26.57,-4040,NA
-26.97,-4060,NA
-26.58,-4080,NA
-27.26,-4100,NA
-27.15,-4120,NA
-26.53,-4140,NA
-26.35,-4160,NA
-26.8,-4180,NA
-26.98,-4200,NA
-27.26,-4220,NA
-26.53,-4240,NA
-26.27,-4260,NA
-26.45,-4280,NA
-26.74,-4300,NA
-26.52,-4320,NA
-26.86,-4340,NA
-26.45,-4360,NA
-26.08,-4380,NA
-26.38,-4400,NA
-26.75,-4420,NA
-26.45,-4440,NA
-26.63,-4460,NA
-26.73,-4480,NA
-26.39,-4500,NA
-26.15,-4520,NA
-26.56,-4540,NA
-26.83,-4560,NA
-26.47,-4580,NA
-26.58,-4600,NA
-26.35,-4620,NA
-26.26,-4640,NA
-26.71,-4660,NA
-26.72,-4680,NA
-26.39,-4700,NA
-26.24,-4720,NA
