d18O (permil),year (AD),depth (m)
-26.23,-4740,NA
-26.63,-4760,NA
-26.4,-4780,NA
-25.97,-4800,NA
-26.26,-4820,NA
-26.43,-4840,NA
-26.38,-4860,NA
-26.33,-4880,NA
-26.52,-4900,NA
-26.13,-4920,NA
-26.29,-4940,NA
-26.32,-4960,NA
-26.3,-4980,NA
-26.67,-5000,NA
-26.87,-5020,NA
-26.5,-5040,NA
-26.48,-5060,NA
-26.59,-5080,NA
-25.68,-5100,NA
-26.39,-5120,NA
-27.03,-5140,NA
-26.65,-5160,NA
-26.92,-5180,NA
-26.19,-5200,NA
-26.79,-5220,NA
-26.75,-5240,NA
-26.45,-5260,NA
-26.15,-5280,NA
-26.06,-5300,NA
-26.65,-5320,NA
-26.67,-5340,NA
-26.14,-5360,NA
-26.65,-5380,NA
-26.89,-5400,NA
-26.38,-5420,NA
-27.03,-5440,NA
-26.47,-5460,NA
-26.97,-5480,NA
-26.08,-5500,NA
-26.07,-5520,NA
-26.45,-5540,NA
-26.49,-5560,NA
-26.41,-5580,NA
-26.51,-5600,NA
-26.76,-5620,NA
-26.8,-5640,NA
-26.75,-5660,NA
-26.04,-5680,NA
-26.5,-5700,NA
-26.13,-5720,NA
-26.47,-5740,NA
-26.08,-5760,NA
-25.73,-5780,NA
-26.06,-5800,NA
-25.95,-5820,NA
-25.48,-5840,NA
-25.77,-5860,NA
-26.29,-5880,NA
-26.78,-5900,NA
-26.05,-5920,NA
-25.98,-5940,NA
-25.24,-5960,NA
-25.76,-5980,NA
-26.19,-6000,NA
-26.33,-6020,NA
-26.15,-6040,NA
-26.16,-6060,NA
-26.3,-6080,NA
-25.97,-6100,NA
-26.37,-6120,NA
-26.51,-6140,NA
-27.27,-6160,NA
-26.95,-6180,NA
-26.76,-6200,NA
-26.94,-6220,NA
-26.45,-6240,NA
-26.33,-6260,NA
-26.05,-6280,NA
-26.06,-6300,NA
-26.14,-6320,NA
-26.07,-6340,NA
-26.04,-6360,NA
-25.82,-6380,NA
-26.05,-6400,NA
-25.53,-6420,NA
-25.19,-6440,NA
-25.7,-6460,NA
-26.25,-6480,NA
-26.35,-6500,NA
-26.05,-6520,NA
-26.16,-6540,NA
-25.57,-6560,NA
-26.21,-6580,NA
-25.76,-6600,NA
-26.31,-6620,NA
-26.35,-6640,NA
-26.21,-6660,NA
-26.14,-6680,NA
-25.96,-6700,NA
-26.3,-6720,NA
-26.11,-6740,NA
-25.79,-6760,NA
-25.61,-6780,NA
-25.7,-6800,NA
-26.03,-6820,NA
-25.61,-6840,NA
-26.77,-6860,NA
-25.84,-6880,NA
-26.48,-6900,NA
-25.99,-6920,NA
-25.79,-6940,NA
-25.78,-6960,NA
-26.03,-6980,NA
-26.19,-7000,NA
-26.01,-7020,NA
-26.82,-7040,NA
-26.77,-7060,NA
-26.51,-7080,NA
-25.81,-7100,NA
-26.08,-7120,NA
-26.02,-7140,NA
-25.92,-7160,NA
-25.83,-7180,NA
-25.99,-7200,NA
-26.02,-7220,NA
-25.89,-7240,NA
-25.86,-7260,NA
-25.82,-7280,NA
-26.15,-7300,NA
-26.31,-7320,NA
-25.93,-7340,NA
-26.23,-7360,NA
-26.17,-7380,NA
-26.56,-7400,NA
-26.24,-7420,NA
-26.42,-7440,NA
-26.44,-7460,NA
-25.86,-7480,NA
-25.73,-7500,NA
-25.45,-7520,NA
-25.7,-7540,NA
-25.61,-7560,NA
-25.71,-7580,NA
-25.61,-7600,NA
-26.49,-7620,NA
-25.88,-7640,NA
-25.35,-7660,NA
-25.17,-7680,NA
-25.58,-7700,NA
-25.82,-7720,NA
-26.08,-7740,NA
-25.89,-7760,NA
-25.69,-7780,NA
-25.89,-7800,NA
-26.22,-7820,NA
-26.73,-7840,NA
-26.24,-7860,NA
-26.45,-7880,NA
-26.09,-7900,NA
-26.12,-7920,NA
-25.45,-7940,NA
-24.99,-7960,NA
-24.89,-7980,NA
-25.19,-8000,NA
-25.04,-8020,NA
-25.64,-8040,NA
-25.7,-8060,NA
-25.36,-8080,NA
-25.95,-8100,NA
-25.86,-8120,NA
-25.67,-8140,NA
-25.93,-8160,NA
-25.99,-8180,NA
-25.97,-8200,NA
-25.95,-8220,NA
-25.12,-8240,NA
-25.88,-8260,NA
-26.71,-8280,NA
-26.91,-8300,NA
-26.22,-8320,NA
-25.4,-8340,NA
-26.02,-8360,NA
-25.68,-8380,NA
-25.5,-8400,NA
-25.49,-8420,NA
-25.6,-8440,NA
-25.85,-8460,NA
-25.78,-8480,NA
-25.51,-8500,NA
-25.71,-8520,NA
-26.02,-8540,NA
-25.78,-8560,NA
-26.58,-8580,NA
-26.55,-8600,NA
-26.17,-8620,NA
-26.19,-8640,NA
-26.34,-8660,NA
-26.22,-8680,NA
-26.16,-8700,NA
-25.96,-8720,NA
-26.2,-8740,NA
-26.17,-8760,NA
-26.31,-8780,NA
-26.22,-8800,NA
-26.19,-8820,NA
-26.52,-8840,NA
-26.59,-8860,NA
-26.69,-8880,NA
-27.19,-8900,NA
-27.48,-8920,NA
-27.21,-8940,NA
-26.69,-8960,NA
-26.65,-8980,NA
-26.7,-9000,NA
-26.51,-9020,NA
-26.61,-9040,NA
-26.65,-9060,NA
-26.7,-9080,NA
-26.82,-9100,NA
-26.93,-9120,NA
-26.88,-9140,NA
-26.86,-9160,NA
-26.93,-9180,NA
-26.87,-9200,NA
-26.88,-9220,NA
-26.89,-9240,NA
-26.83,-9260,NA
-27.04,-9280,NA
-27.08,-9300,NA
-27.2,-9320,NA
-26.67,-9340,NA
-26.89,-9360,NA
-27.37,-9380,NA
-27.48,-9400,NA
-27.39,-9420,NA
-27.48,-9440,NA
-27.38,-9460,NA
-27.4,-9480,NA
-27.27,-9500,NA
-27.01,-9520,NA
-27.23,-9540,NA
-27.42,-9560,NA
-27.32,-9580,NA
-27.51,-9600,NA
-28.01,-9620,NA
-27.79,-9640,NA
-27.83,-9660,NA
-28.28,-9680,NA
-30.77,-9700,NA
