d18O (permil),year (AD),depth (cm)
-7.1,1171,1
-5.8,1166,3
-7.7,1164,4
-7.7,1162,5
-7.7,1157,7
-6.4,1150,10
-8.8,1148,11
-7.9,1146,12
-8,1143,13
-8.7,896,65
-8.1,793,75
-10,661,85
-9.3,601,89
-6.9,502,95
-7.5,413,100
-9.2,318,105
-7.4,218,110
-9.2,4,120
-10.3,-155,127
-11.1,-225,130
-9.5,-296,133
-10.4,-417,138
-10.5,-466,140
-10.6,-639,147
-8.4,-714,150
-9.4,-991,161
-15.5,-1016,162
-16.7,-1042,163
-8.2,-1067,164
-9.9,-1117,166
-9.9,-1218,170
-10.3,-1392,177
-10.7,-1417,178.5
-8.3,-1466,180
-8.9,-1491,181
-11.1,-1612,186
-10,-2460,227
-10.2,-3151,274
-8.8,-3248,280
-11.3,-4027,328
-9.2,-4423,354
-10.1,-6038,420
-8,-6195,425
-10,-6846,445
-8.9,-7811,475
-9.2,-7962,480
-8.9,-8110,485
-10.2,-8472,498
