d18O (permil),year (AD),depth (cm)
-12.3,2007,0.16
-12.7,2006,0.46
-11.9,2005,0.75
-13.1,2004,1
-13.1,2003,1.2
-12.4,2002,1.4
-12.4,2001,1.61
-12.6,2000,1.88
-11.7,1999,2.16
-12.6,1998,2.29
-12.6,1997,2.42
-12.2,1996,2.69
-12.4,1995,2.8
-12.2,1994,2.91
-12.2,1993,3.02
-12.8,1992,3.12
-12.8,1991,3.27
-12,1990,3.49
-12.7,1989,3.63
-12.7,1988,3.77
-12.7,1987,3.89
-12.8,1986,4.03
-12.9,1985,4.11
-12.9,1984,4.31
-13,1983,4.47
-13,1982,4.68
-13,1981,4.9
-13.3,1980,5.01
-13.6,1979,5.09
-13.5,1978,5.15
-13.5,1977,5.35
-13.4,1976,5.52
-13.2,1975,5.64
-12.6,1974,5.83
-13.1,1973,5.96
-13.6,1972,6.07
-12.7,1971,6.19
-12.7,1970,6.41
-12.7,1969,6.69
-13.3,1968,6.84
-12.4,1967,7.13
-12.3,1966,7.38
-13.3,1965,7.51
-12.5,1964,7.81
-12.4,1963,7.99
-13.1,1962,8.18
-13.3,1961,8.5
-12.9,1960,8.88
-13,1959,9.36
-13.5,1958,9.6
-13.4,1957,9.76
-13.6,1956,9.86
-13.6,1955,10
-13.3,1954,10.12
-13.3,1953,10.27
-14.5,1952,10.4
-12.5,1951,10.5
-12.8,1950,10.59
-12.2,1949,10.68
-12.2,1948,10.8
-13.1,1947,10.93
-13.1,1946,11.09
-13.1,1945,11.19
-13.4,1944,11.31
-13.4,1943,11.37
-13.9,1942,11.47
-13.9,1941,11.53
-13.9,1940,11.61
-14,1939,11.73
-14,1938,11.88
-13.6,1937,11.97
-13.8,1936,12.04
-13.8,1935,12.2
-13.8,1934,12.37
-14.3,1933,12.47
-13.6,1932,12.52
-14.4,1931,12.6
-13.8,1930,12.72
-14.2,1929,12.94
-13,1928,13.07
-12.8,1927,13.16
-13.3,1926,13.35
-13.5,1925,13.53
-13.1,1924,13.6
-13.2,1923,13.67
-13.5,1922,13.77
-13.9,1921,13.87
-13.6,1920,13.93
-13.6,1919,13.97
-13.7,1918,14.02
-14.2,1917,14.12
-14.1,1916,14.21
-13.7,1915,14.5
-14.7,1914,14.62
-14,1913,14.72
-14,1912,14.79
-14.1,1911,14.86
-14.1,1910,14.93
-14.5,1909,15.06
-15,1908,15.21
-14.4,1907,15.37
-14.5,1906,15.49
-13.8,1905,15.66
-12.8,1904,15.73
-12.7,1903,16
-12.7,1902,16.09
-12.5,1901,16.17
-12.9,1900,16.27
-13.2,1899,16.41
-13,1898,16.57
-12.5,1897,16.7
-14.8,1896,16.8
-12.8,1895,16.94
-13.1,1894,17.13
-13.5,1893,17.21
-13.9,1892,17.3
-13.8,1891,17.39
-13.6,1890,17.45
-13.6,1889,17.58
-12.8,1888,17.77
-13.3,1887,17.93
-13.5,1886,18.1
-13.9,1885,18.31
-13.7,1884,18.48
-13.7,1883,18.64
-13.6,1882,18.77
-13.6,1881,18.88
-13.8,1880,19.16
-13.6,1879,19.36
-13.5,1878,19.56
-13.1,1877,19.66
-12.8,1876,19.87
-12.6,1875,20.05
-13.6,1874,20.16
-13.7,1873,20.24
-13,1872,20.41
-13.6,1871,20.52
-13.7,1870,20.61
-13.7,1869,20.69
-12.9,1868,20.8
-13.3,1867,20.87
-13.1,1866,20.95
-13.6,1865,21.04
-13.6,1864,21.13
-12.9,1863,21.3
-13.1,1862,21.38
-13.4,1861,21.44
-12.8,1860,21.59
-12.5,1859,21.66
-12.5,1858,21.73
-12.8,1857,21.84
-13,1856,21.93
-13,1855,21.99
-13,1854,22.08
-12.6,1853,22.3
-13.1,1852,22.64
-12.8,1851,22.78
-12.6,1850,22.95
-13.6,1849,23.06
-13.7,1848,23.21
-13,1847,23.43
-13.6,1846,23.67
-13.7,1845,23.79
-13.7,1844,24.02
-12.9,1843,24.21
-13.3,1842,24.46
-13.1,1841,24.75
-13.6,1840,24.9
-13.6,1839,25.07
-12.9,1838,25.18
-13.1,1837,25.36
-13.4,1836,25.51
-12.8,1835,25.69
-12.5,1834,25.83
-12.5,1833,26.08
-12.8,1832,26.38
-13,1831,26.61
-13,1830,26.86
-13,1829,27.13
-12.6,1828,27.53
-13.1,1827,27.75
-13.1,1826,27.87
-13.8,1825,27.98
-13.7,1824,28.09
-14.4,1823,28.21
-13.2,1822,28.28
-14.1,1821,28.43
-13,1820,28.62
-13.7,1819,28.72
-13.7,1818,28.87
-14.2,1817,29.02
-14.1,1816,29.15
-14.1,1815,29.32
-13.7,1814,29.44
-13.7,1813,29.62
-13.7,1812,29.81
-14,1811,30.02
-14,1810,30.28
-14.9,1809,30.43
-14.5,1808,30.56
-14.5,1807,30.61
-13.7,1806,30.76
-14,1805,30.89
-14.1,1804,31.19
-13.8,1803,31.44
-13.9,1802,31.61
-13.7,1801,32.01
-13.7,1800,32.23
-14,1799,32.42
-13.9,1798,32.61
-13.9,1797,32.83
-14,1796.87,32.85
-13.3,1795.17,33.05
-13.5,1793.52,33.25
-13.2,1792.12,33.45
-13.1,1790.19,33.65
-13.4,1788.82,33.85
-13.5,1786.62,34.05
-13.6,1784.05,34.25
-13.5,1782.04,34.45
-13.9,1779.96,34.65
-14.5,1778.43,34.85
-14.6,1774.45,35.05
-15.2,1772.21,35.25
-14.7,1769.7,35.45
-14.2,1767.37,35.65
-14.4,1764.69,35.85
-14.4,1762.91,36.05
-13.9,1761,36.25
-13.5,1757.08,36.45
-14.6,1755.8,36.65
-13.9,1754.42,36.85
-14.1,1753,37.05
-14.2,1751.39,37.25
-13.9,1748.69,37.45
-13.6,1746.9,37.65
-14.4,1745.62,37.75
-13.8,1743.48,37.95
-13.9,1742.76,38.05
-14.5,1742.12,38.15
-14.1,1739.94,38.25
-13.4,1739.31,38.35
-12.9,1736.65,38.55
-14.3,1735.18,38.65
-13.7,1733.62,38.75
-13.3,1731.11,38.95
-13.5,1730,39.05
-13.8,1728.81,39.15
-13.8,1728.1,39.25
-13.5,1727.46,39.35
-13.5,1725.58,39.55
-13.9,1724.4,39.65
-14.1,1723.14,39.75
-13.8,1721.4,39.95
-13.7,1720.85,40.05
-14,1720.27,40.15
-13.6,1719.13,40.25
-13.1,1718.05,40.35
-12.8,1715.35,40.55
-13.8,1713.75,40.65
-14.1,1712.35,40.75
-13.7,1710.85,40.95
-13.7,1709.65,41.05
-13.8,1708.73,41.15
-13.8,1707,41.25
